0,1
Game Info,Game Info
Won Toss,Steelers
Roof,outdoors
Surface,grass
Duration,2:48
Attendance,55260
Weather,"53 degrees, relative humidity 39%, wind 8 mph, wind chill 0"
Vegas Line,Pittsburgh Steelers -3.0
Over/Under,44.0 (over)
