Quarter,Time,Down,ToGo,Location,PIT,JAX,Detail,EPB,EPA
1,9:44,2,5,JAX 49,3,0,Kordell Stewart pass complete to Hines Ward for 11 yards (tackle by Kiwaukee Thomas),2.130,3.050
1,9:03,1,10,JAX 38,3,0,Jerome Bettis right tackle for 4 yards (tackle by Marcus Stroud),3.050,3.050
1,8:26,2,6,JAX 34,3,0,Jerome Bettis left tackle for 8 yards (tackle by Wali Rainer),3.050,3.840
1,7:44,1,10,JAX 26,3,0,Hines Ward left end for 4 yards (tackle by Paul Spicer),3.840,3.840
1,6:56,2,6,JAX 22,3,0,Kordell Stewart pass complete to Hines Ward for 7 yards (tackle by Wali Rainer),3.840,4.580
1,6:11,2,6,JAX 22,,,Timeout #1 by Pittsburgh Steelers,3.840,4.580
1,6:11,1,10,JAX 15,3,0,Jerome Bettis right guard for 4 yards (tackle by Danny Clark and Wali Rainer),4.580,4.640
1,5:30,2,6,JAX 11,3,0,Kordell Stewart pass incomplete intended for Antwaan Randle El,4.640,3.780
1,5:26,3,6,JAX 11,3,0,Kordell Stewart pass incomplete intended for Hines Ward (defended by Larry Smith),3.780,2.720
1,5:22,4,6,JAX 11,6,0,Jeff Reed 29 yard field goal good,2.720,3.000
1,5:22,,,PIT 30,6,0,"Jeff Reed kicks off 69 yards, returned by Elvis Joseph for 53 yards (tackle by Jeff Reed)",0.000,2.520
1,5:09,1,10,PIT 46,6,0,Fred Taylor left end for 4 yards (tackle by Aaron Smith),2.520,2.520
1,4:32,2,6,PIT 42,6,0,Fred Taylor left tackle for 3 yards (tackle by Kimo von Oelhoffen),2.520,2.210
1,3:54,3,3,PIT 39,6,0,Mark Brunell pass complete to Jimmy Smith for 12 yards (tackle by Dewayne Washington),2.210,3.780
1,3:15,1,10,PIT 27,6,0,Stacey Mack middle for 9 yards (tackle by James Farrior),3.780,4.530
1,2:34,2,1,PIT 18,6,6,"Fred Taylor middle for 18 yards, touchdown",4.530,7.000
1,2:34,,,PIT 18,6,7,Richie Cunningham kicks extra point good,0.000,0.000
1,2:34,,,JAX 30,6,7,"Richie Cunningham kicks off 63 yards, returned by Antwaan Randle El for 22 yards (tackle by Joe Tuipala)",0.000,0.870
1,2:22,1,10,PIT 29,6,7,Kordell Stewart for 3 yards (tackle by Akin Ayodele),0.870,0.730
1,1:50,2,7,PIT 32,6,7,Jerome Bettis left end for 7 yards (tackle by Marcus Stroud),0.730,1.530
1,1:17,1,10,PIT 39,6,7,Kordell Stewart pass incomplete intended for Hines Ward (defended by Jason Craft),1.530,0.990
1,1:11,2,10,PIT 39,6,7,Amos Zereoue middle for 7 yards (tackle by Jason Craft and Wali Rainer),0.990,1.220
1,0:31,3,3,PIT 46,6,7,Kordell Stewart middle for 5 yards (tackle by Danny Clark),1.220,2.320
Quarter,Time,Down,ToGo,Location,PIT,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,JAX 49,6,7,Jerome Bettis left end for -2 yards (tackle by Rob Meier),2.320,1.510
2,14:19,2,12,PIT 49,6,7,Kordell Stewart pass complete to Hines Ward for 12 yards (tackle by Wali Rainer),1.510,2.980
2,13:34,1,10,JAX 39,6,7,Jerome Bettis middle for 11 yards (tackle by Danny Clark),2.980,3.710
2,12:52,1,10,JAX 28,12,7,"Kordell Stewart middle for 28 yards, touchdown",3.710,7.000
2,12:52,,,JAX 28,13,7,Jeff Reed kicks extra point good,0.000,0.000
2,12:52,,,PIT 30,13,7,"Jeff Reed kicks off 58 yards, returned by Elvis Joseph for 20 yards (tackle by Verron Haynes)",0.000,1.070
2,12:38,1,10,JAX 32,13,7,Stacey Mack middle for -3 yards (tackle by James Farrior),1.070,0.120
2,12:13,2,13,JAX 29,13,7,Fred Taylor right tackle for 2 yards (tackle by Rodney Bailey),0.120,-0.290
2,11:28,3,11,JAX 31,13,7,Mark Brunell pass complete to Jimmy Smith for 7 yards (tackle by Clark Haggans and Chad Scott),-0.290,-0.850
2,10:57,4,4,JAX 38,13,7,"Chris Hanson punts 25 yards, fair catch by Antwaan Randle El",-0.850,-1.400
2,10:50,1,10,PIT 37,13,7,Hines Ward left end for 15 yards (tackle by Marlon McCree),1.400,2.390
2,10:20,1,10,JAX 48,13,7,Amos Zereoue right tackle for -1 yards (tackle by Larry Smith),2.390,1.710
2,9:41,2,11,JAX 49,13,7,Kordell Stewart pass complete to Hines Ward for 9 yards (tackle by Jason Craft),1.710,2.210
2,8:58,3,2,JAX 40,13,7,Antwaan Randle El pass complete to Hines Ward for -1 yards (tackle by Marlon McCree),2.210,0.530
2,8:21,4,3,JAX 41,13,7,Verron Haynes left end for 16 yards (tackle by Wali Rainer and Marco Coleman),0.530,3.910
2,7:35,1,10,JAX 25,13,7,Kordell Stewart pass incomplete intended for Plaxico Burress is intercepted by Marlon McCree at JAX-20 and returned for 53 yards,3.910,-3.780
2,7:20,1,10,PIT 27,13,7,Mark Brunell pass complete to Fred Taylor for 17 yards (tackle by Lee Flowers),3.780,4.910
2,6:36,1,10,PIT 10,13,7,Stacey Mack left guard for 3 yards (tackle by James Farrior),4.910,4.760
2,6:02,2,7,PIT 7,13,7,Stacey Mack middle for 2 yards (tackle by Lee Flowers and Kendrell Bell),4.760,4.260
2,5:17,3,5,PIT 5,13,7,Mark Brunell sacked by Kendrell Bell for 0 yards,4.260,3.010
2,4:35,4,5,PIT 5,13,10,Richie Cunningham 23 yard field goal good,3.010,3.000
2,4:35,,,JAX 30,13,10,"Richie Cunningham kicks off 53 yards, returned by Antwaan Randle El for 27 yards (tackle by Eric Westmoreland)",0.000,1.860
2,4:26,1,10,PIT 44,13,10,Jerome Bettis middle for 13 yards (tackle by T.J. Slaughter),1.860,2.720
2,3:46,1,10,JAX 43,13,10,Jerome Bettis left tackle for 2 yards (tackle by Rob Meier),2.720,2.450
2,3:05,2,8,JAX 41,13,10,Kordell Stewart left end for 28 yards (tackle by Ainsley Battles),2.450,4.710
2,2:15,1,10,JAX 13,13,10,Amos Zereoue middle for 1 yard (tackle by T.J. Slaughter and John Henderson),4.710,4.220
2,2:00,2,9,JAX 12,13,10,Kordell Stewart middle for 1 yard (tackle by Danny Clark),4.220,3.450
2,1:53,2,9,JAX 12,,,Timeout #1 by Jacksonville Jaguars,4.220,3.450
2,1:53,3,8,JAX 11,13,10,Kordell Stewart pass incomplete intended for Plaxico Burress,3.450,2.700
2,1:46,4,8,JAX 11,16,10,Jeff Reed 30 yard field goal good,2.700,3.000
2,1:46,,,PIT 30,16,10,"Jeff Reed kicks off 40 yards, muffed catch by Patrick Washington, recovered by Patrick Washington at JAX-30, and returned for 5 yards",0.000,1.270
2,1:39,1,10,JAX 35,16,10,Mark Brunell left end for 6 yards (tackle by Chris Hope),1.270,1.530
2,1:32,2,4,JAX 41,16,10,Mark Brunell pass complete to Fred Taylor for -4 yards (tackle by Aaron Smith and Jason Gildon),1.530,0.300
2,1:08,3,8,JAX 37,16,10,Mark Brunell pass complete to Bobby Shaw for 19 yards (tackle by Chris Hope),0.300,2.650
2,0:55,1,10,PIT 44,16,10,Mark Brunell pass incomplete,2.650,2.110
2,0:55,2,10,PIT 44,16,10,Mark Brunell for 2 yards (tackle by Aaron Smith),2.110,1.690
2,0:46,2,10,PIT 44,,,Timeout #2 by Jacksonville Jaguars,2.110,1.690
2,0:46,3,8,PIT 42,16,10,Mark Brunell pass incomplete intended for Kevin Lockett,1.690,0.460
2,0:43,4,8,PIT 42,16,10,"Chris Hanson punts 42 yards, touchback",0.460,-0.280
2,0:30,1,10,PIT 20,16,10,Kordell Stewart for no gain,0.280,-0.270
Quarter,Time,Down,ToGo,Location,PIT,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 30,16,10,"Jeff Reed kicks off 48 yards, muffed catch by Javor Mills, recovered by Patrick Washington and returned for no gain",0.000,0.150
3,14:56,1,10,JAX 19,16,10,Fred Taylor left tackle for 5 yards (tackle by Lee Flowers and Chad Scott),0.150,0.340
3,14:20,2,5,JAX 24,16,10,Mark Brunell pass incomplete intended for Jimmy Smith,0.340,-0.420
3,14:16,3,5,JAX 24,16,10,Mark Brunell pass incomplete intended for Kyle Brady. Penalty on Kyle Brady: Offensive Pass Interference (Declined),-0.420,-1.770
3,14:10,4,5,JAX 24,16,10,"Chris Hanson punts 34 yards, returned by Antwaan Randle El for 6 yards (tackle by Patrick Washington)",-1.770,-2.130
3,14:01,1,10,PIT 48,16,10,Kordell Stewart pass complete to Plaxico Burress for 18 yards (tackle by Jason Craft),2.130,3.310
3,13:20,1,10,JAX 34,16,10,Jerome Bettis middle for 3 yards (tackle by Rob Meier),3.310,3.180
3,12:39,2,7,JAX 31,16,10,Jerome Bettis middle for -4 yards (tackle by Danny Clark),3.180,1.950
3,11:59,3,11,JAX 35,16,10,Kordell Stewart middle for 7 yards (tackle by Rob Meier),1.950,1.650
3,11:18,4,4,JAX 28,19,10,Jeff Reed 46 yard field goal good,1.650,3.000
3,11:18,,,PIT 30,19,10,"Jeff Reed kicks off 59 yards, returned by Ike Charlton for 14 yards (tackle by Deshea Townsend)",0.000,0.610
3,11:05,1,10,JAX 25,19,10,Fred Taylor right tackle for 2 yards (tackle by Lee Flowers),0.610,0.330
3,10:27,2,8,JAX 27,19,10,"Mark Brunell pass incomplete intended for Bobby Shaw. Penalty on Chad Scott: Illegal Use of Hands, 5 yards (no play)",0.330,1.070
3,10:18,1,10,JAX 32,19,10,Mark Brunell pass complete to Bobby Shaw for 17 yards (tackle by Brent Alexander),1.070,2.190
3,9:38,1,10,JAX 49,19,10,Stacey Mack right tackle for no gain (tackle by Kendrell Bell and Casey Hampton),2.190,1.650
3,8:57,2,10,JAX 49,19,10,Mark Brunell sacked by Kendrell Bell for -9 yards,1.650,-0.230
3,8:21,2,10,JAX 49,,,Timeout #1 by Jacksonville Jaguars,1.650,-0.230
3,8:21,3,19,JAX 40,19,10,Mark Brunell pass incomplete intended for Jimmy Smith. Penalty on Jimmy Smith: Offensive Pass Interference (Declined),-0.230,-0.720
3,8:14,4,19,JAX 40,19,10,"Chris Hanson punts 60 yards, touchback",-0.720,-0.280
3,7:59,1,10,PIT 20,19,10,Jerome Bettis left end for -3 yards (tackle by Wali Rainer),0.280,-0.790
3,7:18,2,13,PIT 17,19,10,Kordell Stewart pass complete to Plaxico Burress for 13 yards (tackle by Kiwaukee Thomas),-0.790,0.940
3,6:46,1,10,PIT 30,19,10,Jerome Bettis middle for 2 yards (tackle by Akin Ayodele and Wali Rainer),0.940,0.660
3,6:11,2,8,PIT 32,19,10,Amos Zereoue left tackle for 5 yards (tackle by Marco Coleman),0.660,0.630
3,5:30,3,3,PIT 37,19,10,Kordell Stewart pass complete to Plaxico Burress for 5 yards (tackle by Kiwaukee Thomas),0.630,1.730
3,4:48,1,10,PIT 42,19,10,Jerome Bettis right tackle for 13 yards (tackle by Ainsley Battles),1.730,2.590
3,4:07,1,10,JAX 45,19,10,Amos Zereoue right end for 2 yards (tackle by Akin Ayodele),2.590,2.310
3,3:20,2,8,JAX 43,19,10,Antwaan Randle El sacked by Marco Coleman for -10 yards,2.310,0.300
3,2:47,3,18,PIT 47,19,10,Kordell Stewart pass incomplete intended for Amos Zereoue (defended by Paul Spicer),0.300,-0.260
3,2:43,4,18,PIT 47,19,10,"Josh Miller punts 53 yards, touchback",-0.260,-0.280
3,2:31,1,10,JAX 20,19,10,Mark Brunell pass incomplete intended for Kevin Lockett,0.280,-0.270
3,2:25,2,10,JAX 20,19,10,Fred Taylor right end for 4 yards (tackle by Casey Hampton),-0.270,-0.430
3,1:44,3,6,JAX 24,19,10,Mark Brunell sacked by Lee Flowers for -13 yards,-0.430,-2.490
3,1:17,4,19,JAX 11,19,10,"Chris Hanson punts 45 yards, returned by Antwaan Randle El for -1 yards (tackle by Micah Ross)",-2.490,-1.800
3,1:07,1,10,PIT 43,19,10,Jerome Bettis middle for 4 yards (tackle by Akin Ayodele),1.800,1.790
3,0:23,2,6,PIT 47,19,10,Kordell Stewart pass complete to Jerome Bettis for 11 yards (tackle by Kiwaukee Thomas),1.790,2.790
Quarter,Time,Down,ToGo,Location,PIT,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,JAX 42,19,10,Jerome Bettis right tackle for 9 yards (tackle by Wali Rainer),2.790,3.460
4,14:19,2,1,JAX 33,19,10,Jerome Bettis right tackle for 2 yards (tackle by Wali Rainer),3.460,3.510
4,13:36,1,10,JAX 31,19,10,Kordell Stewart pass complete to Dan Kreider for 11 yards (tackle by Jason Craft),3.510,4.240
4,13:02,1,10,JAX 20,19,10,Jerome Bettis middle for 1 yard (tackle by Paul Spicer),4.240,3.820
4,12:22,2,9,JAX 19,19,10,Kordell Stewart pass complete to Hines Ward for 4 yards (tackle by Akin Ayodele),3.820,3.700
4,11:47,3,5,JAX 15,19,10,Kordell Stewart pass incomplete intended for Plaxico Burress (defended by Marlon McCree),3.700,2.490
4,11:42,4,5,JAX 15,22,10,Jeff Reed 33 yard field goal good,2.490,3.000
4,11:42,,,PIT 30,22,10,"Jeff Reed kicks off 40 yards, returned by Patrick Washington for 10 yards (tackle by Verron Haynes)",0.000,1.600
4,11:32,1,10,JAX 40,22,10,Mark Brunell pass complete to Kyle Brady for 8 yards (tackle by Lee Flowers),1.600,2.130
4,10:57,2,2,JAX 48,22,10,Stacey Mack right tackle for 3 yards (tackle by James Farrior and Brent Alexander),2.130,2.320
4,10:19,1,10,PIT 49,22,10,Mark Brunell pass incomplete intended for Kyle Brady,2.320,1.780
4,10:13,2,10,PIT 49,22,10,Fred Taylor middle for 3 yards (tackle by Casey Hampton),1.780,1.490
4,9:30,3,7,PIT 46,22,10,Mark Brunell pass complete to Kyle Brady for 4 yards (tackle by Joey Porter),1.490,0.460
4,9:01,4,3,PIT 42,22,16,"Mark Brunell pass complete to Kyle Brady for 42 yards, touchdown",0.460,7.000
4,9:01,,,PIT 42,22,17,Richie Cunningham kicks extra point good,0.000,0.000
4,9:01,,,JAX 30,22,17,"Richie Cunningham kicks off 65 yards, returned by Antwaan Randle El for 30 yards (tackle by Robert Bean). Penalty on Chris Hope: Offensive Holding, 10 yards",0.000,0.610
4,8:51,1,10,PIT 25,22,17,Kordell Stewart pass complete to Hines Ward for 5 yards (tackle by Fernando Bryant),0.610,0.740
4,8:13,2,5,PIT 30,22,17,Kordell Stewart pass complete to Jerame Tuman for 27 yards (tackle by Marlon McCree),0.740,2.720
4,7:29,1,10,JAX 43,22,17,Jerome Bettis right tackle for 4 yards (tackle by Paul Spicer),2.720,2.720
4,6:40,2,6,JAX 39,22,17,Kordell Stewart middle for 12 yards (tackle by Danny Clark),2.720,3.780
4,6:01,1,10,JAX 27,22,17,Jerome Bettis middle for 2 yards (tackle by Paul Spicer and Danny Clark),3.780,3.500
4,5:19,2,8,JAX 25,22,17,Kordell Stewart pass incomplete intended for Plaxico Burress,3.500,2.810
4,5:14,3,8,JAX 25,22,17,Kordell Stewart sacked by Marco Coleman for -7 yards,2.810,1.240
4,4:36,4,15,JAX 32,25,17,Jeff Reed 50 yard field goal good,1.240,3.000
4,4:36,,,PIT 30,25,17,"Jeff Reed kicks off 54 yards, returned by Stacey Mack for 19 yards (tackle by John Allred)",0.000,1.270
4,4:22,1,10,JAX 35,25,17,Fred Taylor middle for 4 yards (tackle by Chris Hope),1.270,1.260
4,3:44,2,6,JAX 39,25,17,Mark Brunell pass complete to Bobby Shaw for 5 yards (tackle by Clark Haggans),1.260,1.220
4,3:05,3,1,JAX 44,25,17,Mark Brunell pass complete to Bobby Shaw for 12 yards (tackle by Chris Hope),1.220,2.650
4,2:24,1,10,PIT 44,25,17,Mark Brunell pass incomplete intended for Bobby Shaw,2.650,2.110
4,2:13,2,10,PIT 44,25,17,Fred Taylor right end for 11 yards (tackle by Chris Hope),2.110,3.380
4,2:06,1,10,PIT 33,25,17,Fred Taylor middle for 3 yards (tackle by Aaron Smith and Jason Gildon),3.380,3.240
4,2:00,2,7,PIT 30,25,17,Mark Brunell pass incomplete intended for Kevin Lockett,3.240,2.540
4,1:53,3,7,PIT 30,25,17,"Mark Brunell sacked by Deshea Townsend for -5 yards. Mark Brunell fumbles (forced by Deshea Townsend), recovered by Kyle Brady at PIT-33. Penalty on Chad Scott: Illegal Contact, 5 yards (no play)",2.540,3.910
4,1:33,1,10,PIT 25,25,17,Fred Taylor right end for 18 yards (tackle by Chris Hope),3.910,5.600
4,1:20,1,10,PIT 25,,,Timeout #2 by Jacksonville Jaguars,3.910,5.600
4,1:19,1,7,PIT 7,25,23,"Mark Brunell pass complete to Jimmy Smith for 7 yards, touchdown",5.600,7.000
4,1:19,1,,PIT 7,25,23,"Two Point Attempt: Mark Brunell pass incomplete intended for Jimmy Smith, conversion fails",1.000,-1.000
4,1:19,,,JAX 35,25,23,"Richie Cunningham kicks onside 13 yards, recovered by Hines Ward. Penalty on Micah Ross: Offensive Offside (Declined)",0.000,-2.390
4,1:14,1,10,JAX 48,25,23,Kordell Stewart for -1 yards,2.390,1.710
4,1:11,1,10,JAX 48,,,Timeout #3 by Jacksonville Jaguars,2.390,1.710
4,1:11,2,11,JAX 49,25,23,Kordell Stewart for -1 yards,1.710,0.890
4,0:33,3,12,,25,23,Kordell Stewart for -1 yards,0.890,-0.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
