Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Alvin Kamara,NOR,13,45,0,2,18,1.4,27,2.1,1,13.0
Latavius Murray,NOR,5,7,0,0,1,0.2,6,1.2,0,
Teddy Bridgewater,NOR,2,5,0,0,4,2.0,1,0.5,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Todd Gurley,LAR,16,63,1,5,42,2.6,21,1.3,0,
Malcolm Brown,LAR,6,37,0,1,19,3.2,18,3.0,2,3.0
Jared Goff,LAR,4,-2,1,1,-2,-0.5,0,0.0,0,
Brandin Cooks,LAR,1,2,0,0,2,2.0,0,0.0,0,
Gerald Everett,LAR,1,0,0,0,0,0.0,0,0.0,0,
Cooper Kupp,LAR,1,6,0,0,6,6.0,0,0.0,0,
Robert Woods,LAR,1,9,0,0,4,4.0,5,5.0,0,
