Quarter,Time,Down,ToGo,Location,SFO,IND,Detail,EPB,EPA
1,7:12,3,8,IND 25,7,0,Peyton Manning pass complete short right to Reggie Wayne for 32 yards (tackle by Shawntae Spencer),-0.490,2.720
1,6:51,1,10,SFO 43,7,0,Peyton Manning pass incomplete deep left intended for Reggie Wayne,2.720,2.180
1,6:45,2,10,SFO 43,7,0,Joseph Addai right end for 1 yard (tackle by Takeo Spikes),2.180,1.620
1,6:03,3,9,SFO 42,7,0,Peyton Manning pass complete short left to Austin Collie for 14 yards (tackle by Dre' Bly),1.620,3.710
1,5:21,1,10,SFO 28,7,0,"Joseph Addai right end for 3 yards (tackle by Michael Lewis). Penalty on Pierre Garcon: Offensive Holding, 10 yards (no play)",3.710,3.050
1,4:50,1,20,SFO 38,7,0,Peyton Manning pass incomplete deep left intended for Reggie Wayne (defended by Shawntae Spencer),3.050,1.820
1,4:43,2,20,SFO 38,7,0,Peyton Manning pass complete short left to Dallas Clark for 18 yards (tackle by Dashon Goldson),1.820,3.530
1,4:09,3,2,SFO 20,7,0,Joseph Addai right tackle for no gain (tackle by Kentwan Balmer),3.530,2.250
1,3:21,4,2,SFO 20,7,3,Matt Stover 38 yard field goal good,2.250,3.000
1,,,,IND 30,7,3,"Pat McAfee kicks off 70 yards, returned by Michael Robinson for 12 yards (tackle by Jamie Silva)",0.000,-0.350
1,3:11,1,10,SFO 12,7,3,Frank Gore middle for 3 yards (tackle by Clint Session and Gary Brackett),-0.350,-0.500
1,2:30,2,7,SFO 15,7,3,Alex Smith pass complete short right to Isaac Bruce for 13 yards (tackle by Bob Sanders),-0.500,0.810
1,1:53,1,10,SFO 28,7,3,Alex Smith pass incomplete short left intended for Michael Crabtree,0.810,0.260
1,1:49,2,10,SFO 28,7,3,Alex Smith pass complete short right to Michael Crabtree for 12 yards (tackle by Kelvin Hayden),0.260,1.600
1,1:18,1,10,SFO 40,7,3,Alex Smith pass incomplete deep right intended for Michael Crabtree is intercepted by Bob Sanders at IND-37 and returned for 29 yards,1.600,-3.310
1,1:07,1,10,SFO 34,7,3,Peyton Manning pass complete short left to Reggie Wayne for 13 yards (tackle by Shawntae Spencer),3.310,4.170
1,0:42,1,10,SFO 21,7,3,Joseph Addai left tackle for no gain (tackle by Aubrayo Franklin),4.170,3.630
1,0:12,2,10,SFO 21,7,3,Peyton Manning pass complete short left to Reggie Wayne for 6 yards (tackle by Shawntae Spencer),3.630,3.810
Quarter,Time,Down,ToGo,Location,SFO,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,SFO 15,7,3,Peyton Manning pass incomplete short right intended for Dallas Clark,3.810,2.520
2,14:55,4,4,SFO 15,7,6,Matt Stover 33 yard field goal good,2.520,3.000
2,,,,IND 30,7,6,"Pat McAfee kicks off 66 yards, returned by Michael Robinson for 26 yards (tackle by Freddy Keiaho)",0.000,0.940
2,14:45,1,10,SFO 30,7,6,Frank Gore middle for 1 yard (tackle by Daniel Muir and Tyjuan Hagler),0.940,0.530
2,14:05,2,9,SFO 31,7,6,Frank Gore right end for 2 yards (tackle by Gary Brackett),0.530,0.100
2,13:20,3,7,SFO 33,7,6,Alex Smith pass complete short right to Vernon Davis for 2 yards (tackle by Kelvin Hayden),0.100,-1.040
2,12:40,4,5,SFO 35,7,6,"Andy Lee punts 52 yards, returned by Jamie Silva for 7 yards (tackle by Marcus Hudson). Penalty on Delanie Walker: Ineligible Downfield Kic, 5 yards",-1.040,-0.610
2,12:29,1,10,IND 25,7,6,Joseph Addai right end for 7 yards (tackle by Nate Clements),0.610,1.010
2,11:54,2,3,IND 32,7,6,Joseph Addai left end for 1 yard (tackle by Nate Clements and Takeo Spikes),1.010,0.430
2,11:17,3,2,IND 33,7,6,Peyton Manning pass complete short right to Reggie Wayne for no gain,0.430,-1.180
2,10:44,4,2,IND 33,7,6,"Pat McAfee punts 51 yards, returned by Nate Clements for 12 yards (tackle by Ramon Humber). Nate Clements fumbles, ball out of bounds at SFO-28",-1.180,-0.810
2,10:30,1,10,SFO 28,7,6,Alex Smith pass incomplete short left intended for Moran Norris (defended by Jerraud Powers),0.810,0.260
2,10:25,2,10,SFO 28,7,6,"Alex Smith pass complete short right to Vernon Davis for 13 yards (tackle by Kelvin Hayden). Penalty on David Baas: Offensive Holding, 10 yards (no play)",0.260,-1.190
2,9:55,2,20,SFO 18,7,6,Frank Gore middle for 2 yards (tackle by Dwight Freeney and Melvin Bullitt),-1.190,-1.480
2,9:13,3,18,SFO 20,7,6,Alex Smith left tackle for 10 yards (tackle by Jerraud Powers),-1.480,-1.370
2,8:32,4,8,SFO 30,7,6,"Andy Lee punts 59 yards, returned by Jamie Silva for 7 yards (tackle by Michael Robinson)",-1.370,-0.040
2,8:19,1,10,IND 18,7,6,Peyton Manning pass complete deep middle to Reggie Wayne for 15 yards (tackle by Dashon Goldson),0.040,1.140
2,7:42,1,10,IND 33,7,6,Peyton Manning pass complete short left to Reggie Wayne for 5 yards (tackle by Dashon Goldson),1.140,1.270
2,7:07,2,5,IND 38,7,6,Peyton Manning sacked by Aubrayo Franklin for -5 yards,1.270,-0.100
2,6:43,3,10,IND 33,7,6,Peyton Manning pass incomplete deep left intended for Hank Baskett,-0.100,-1.180
2,6:37,4,10,IND 33,7,6,"Pat McAfee punts 57 yards, returned by Nate Clements for 12 yards (tackle by Melvin Bullitt)",-1.180,-0.410
2,6:22,1,10,SFO 22,7,6,Frank Gore left end for 2 yards (tackle by Clint Session and Robert Mathis),0.410,0.140
2,5:41,2,8,SFO 24,7,6,"Penalty on Vernon Davis: False Start, 5 yards (no play)",0.140,-0.600
2,5:20,2,13,SFO 19,7,6,Alex Smith pass incomplete deep right intended for Isaac Bruce,-0.600,-1.290
2,5:12,3,13,SFO 19,7,6,Alex Smith pass complete short left to Michael Crabtree for 12 yards (tackle by Jacob Lacey),-1.290,-1.310
2,4:32,4,1,SFO 31,7,6,"Andy Lee punts 55 yards, returned by Jamie Silva for 4 yards (tackle by Marcus Hudson)",-1.310,-0.040
2,4:21,1,10,IND 18,7,6,Peyton Manning pass incomplete deep left intended for Dallas Clark (defended by Michael Lewis),0.040,-0.490
2,4:15,2,10,IND 18,7,6,Joseph Addai left end for 1 yard (tackle by Manny Lawson and Patrick Willis),-0.490,-1.040
2,3:32,3,9,IND 19,7,6,Peyton Manning pass complete short right to Pierre Garcon for 11 yards (tackle by Tarell Brown),-1.040,0.940
2,2:53,1,10,IND 30,7,6,Peyton Manning pass complete short left to Reggie Wayne for 7 yards (tackle by Parys Haralson and Patrick Willis),0.940,1.340
2,2:13,2,3,IND 37,7,6,Chad Simpson right end for -1 yards (tackle by Patrick Willis),1.340,0.500
2,2:00,3,4,IND 36,7,6,Peyton Manning pass incomplete short right intended for Reggie Wayne,0.500,-0.980
2,1:57,4,4,IND 36,7,6,"Pat McAfee punts 52 yards, returned by Nate Clements for -1 yards (tackle by Jerraud Powers)",-0.980,0.370
2,1:44,1,10,SFO 11,7,6,Alex Smith pass complete deep right to Michael Crabtree for 27 yards (tackle by Antoine Bethea),-0.370,1.470
2,1:21,1,10,SFO 38,7,6,Alex Smith pass complete short right to Isaac Bruce for 12 yards (tackle by Kelvin Hayden),1.470,2.260
2,1:16,1,10,,7,6,Alex Smith pass complete short right to Vernon Davis for 10 yards (tackle by Clint Session),2.260,2.920
2,0:57,1,10,IND 40,7,6,Alex Smith pass incomplete short left intended for Vernon Davis,2.920,2.370
2,0:51,2,10,IND 40,7,6,"Alex Smith pass complete short right to Frank Gore for 15 yards (tackle by Gary Brackett and Antoine Bethea). Penalty on Clint Session: Roughing the Passer, 13 yards",2.370,4.780
2,0:43,1,10,IND 12,7,6,Alex Smith pass complete short right to Frank Gore for 4 yards (tackle by Clint Session),4.780,4.830
2,0:38,2,6,IND 8,13,6,"Alex Smith pass complete short left to Vernon Davis for 8 yards, touchdown. Penalty on Josh Morgan: Unsportsmanlike Conduct, 15 yards",4.830,7.000
2,,,,IND 2,14,6,Joe Nedney kicks extra point good,0.000,0.000
2,,,,SFO 15,14,6,"Joe Nedney kicks off 68 yards, returned by Chad Simpson for 22 yards (tackle by Josh Morgan)",0.000,1.530
2,0:26,1,10,IND 39,14,6,Peyton Manning pass complete deep left to Austin Collie for 23 yards (tackle by Mark Roman),1.530,3.050
2,0:20,1,10,SFO 38,14,6,"Peyton Manning pass complete short left to Dallas Clark for 9 yards (tackle by Michael Lewis). Dallas Clark fumbles (forced by Michael Lewis), ball out of bounds at SFO-29",3.050,3.720
2,0:14,,,,14,6,Timeout #1 by Indianapolis Colts,0.000,3.720
2,0:14,2,1,SFO 29,14,6,Peyton Manning pass complete short right to Austin Collie for 16 yards (tackle by Mark Roman),3.720,4.710
2,0:06,,,,14,6,Timeout #2 by Indianapolis Colts,0.000,4.710
2,0:06,1,10,SFO 13,14,9,Matt Stover 31 yard field goal good,4.710,3.000
2,,,,IND 30,14,9,"Pat McAfee kicks off 39 yards, returned by Kentwan Balmer for 3 yards (tackle by Jamie Silva)",0.000,0.940
Quarter,Time,Down,ToGo,Location,SFO,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 30,14,9,"Joe Nedney kicks off 70 yards, returned by Chad Simpson for 26 yards (tackle by Matt Wilhelm)",0.000,0.670
3,14:56,1,10,IND 26,14,9,Joseph Addai right end for 3 yards (tackle by Isaac Sopoaga),0.670,0.540
3,14:56,2,7,IND 29,14,9,"Penalty on Reggie Wayne: False Start, 5 yards (no play)",0.540,-0.140
3,14:04,2,12,IND 24,14,9,Peyton Manning sacked by Isaac Sopoaga for -8 yards,-0.140,-2.230
3,13:31,3,20,IND 16,14,9,Peyton Manning pass complete deep right to Pierre Garcon for 32 yards (tackle by Shawntae Spencer),-2.230,2.130
3,12:44,1,10,IND 48,14,9,Peyton Manning pass incomplete short left intended for Reggie Wayne,2.130,1.580
3,12:38,2,10,IND 48,14,9,Peyton Manning pass complete short left to Joseph Addai for 2 yards (tackle by Justin Smith),1.580,1.160
3,11:56,3,8,,14,9,Peyton Manning pass complete short left to Reggie Wayne for 9 yards (tackle by Shawntae Spencer),1.160,2.850
3,11:19,1,10,SFO 41,14,9,Peyton Manning pass complete deep left to Reggie Wayne for 20 yards (tackle by Takeo Spikes),2.850,4.170
3,10:35,1,10,SFO 21,14,9,Peyton Manning pass incomplete deep left intended for Reggie Wayne,4.170,3.630
3,10:29,2,10,SFO 21,14,9,Peyton Manning pass complete short right to Austin Collie for 6 yards (tackle by Michael Lewis),3.630,3.810
3,9:55,3,4,SFO 15,14,9,Peyton Manning sacked by Ray McDonald for -7 yards,3.810,1.990
3,9:40,4,11,SFO 22,14,12,Matt Stover 40 yard field goal good,1.990,3.000
3,,,,IND 30,14,12,"Pat McAfee kicks off 68 yards, returned by Michael Robinson for 20 yards (tackle by Jamie Silva)",0.000,0.410
3,9:27,1,10,SFO 22,14,12,Frank Gore middle for 2 yards (tackle by Antonio Johnson and Tyjuan Hagler),0.410,0.140
3,8:50,2,8,SFO 24,14,12,Alex Smith pass complete short right to Frank Gore for 7 yards (tackle by Antoine Bethea and Tyjuan Hagler),0.140,0.370
3,8:13,3,1,SFO 31,14,12,Moran Norris middle for 3 yards (tackle by Clint Session),0.370,1.200
3,7:32,1,10,SFO 34,14,12,Frank Gore middle for -1 yards (tackle by Daniel Muir),1.200,0.520
3,6:56,2,11,SFO 33,14,12,Alex Smith pass complete short right to Frank Gore for 10 yards (tackle by Antoine Bethea and Jerraud Powers),0.520,1.160
3,6:10,3,1,SFO 43,14,12,Moran Norris middle for 1 yard (tackle by Gary Brackett),1.160,1.860
3,5:28,1,10,SFO 44,14,12,Alex Smith pass incomplete short left intended for Isaac Bruce,1.860,1.320
3,5:20,2,10,SFO 44,14,12,"Alex Smith pass complete short left to Michael Crabtree for 2 yards (tackle by Jerraud Powers). Michael Crabtree fumbles (forced by Jerraud Powers), recovered by Jerraud Powers at SFO-46 and returned for 4 yards (tackle by Isaac Bruce)",1.320,-2.790
,,,,,,,"SFO challenged the fumble ruling, and the play was upheld.",,
3,5:10,1,10,SFO 42,14,12,Peyton Manning pass incomplete deep right intended for Pierre Garcon,2.790,2.240
3,5:04,2,10,SFO 42,14,12,Peyton Manning pass incomplete short left intended for Reggie Wayne,2.240,1.550
3,5:00,3,10,SFO 42,14,12,Peyton Manning pass incomplete deep right intended for Pierre Garcon (defended by Dashon Goldson),1.550,0.460
3,4:55,4,10,SFO 42,14,12,"Pat McAfee punts 25 yards, returned by Brandon Jones for 3 yards (tackle by Aaron Francisco)",0.460,-0.280
3,4:45,1,10,SFO 20,14,12,Frank Gore left tackle for 3 yards (tackle by Clint Session and Antoine Bethea),0.280,0.140
3,4:04,2,7,SFO 23,14,12,Moran Norris left guard for no gain (tackle by Antoine Bethea and Antonio Johnson),0.140,-0.560
3,3:21,3,7,SFO 23,14,12,Alex Smith pass incomplete short right intended for Josh Morgan,-0.560,-1.830
3,3:14,4,7,SFO 23,14,12,"Andy Lee punts 54 yards, returned by Jamie Silva for 7 yards (tackle by Marcus Hudson)",-1.830,-0.940
3,3:03,1,10,IND 30,14,12,Peyton Manning pass incomplete short left intended for Austin Collie (defended by Patrick Willis),0.940,0.390
3,2:57,2,10,IND 30,14,12,Peyton Manning pass complete short right to Pierre Garcon for 5 yards (tackle by Patrick Willis),0.390,0.370
3,2:39,3,5,IND 35,14,12,Peyton Manning pass complete short left to Reggie Wayne for 11 yards (tackle by Shawntae Spencer),0.370,1.990
3,2:02,1,10,IND 46,14,12,Peyton Manning pass complete short left to Dallas Clark for 9 yards (tackle by Shawntae Spencer),1.990,2.670
3,1:39,2,1,SFO 45,14,12,Joseph Addai left tackle for 3 yards (tackle by Isaac Sopoaga),2.670,2.790
3,1:06,1,10,SFO 42,14,12,Peyton Manning pass incomplete deep left intended for Hank Baskett,2.790,2.240
3,0:59,2,10,SFO 42,14,12,Peyton Manning pass complete short middle to Austin Collie for 5 yards (tackle by Patrick Willis),2.240,2.210
3,0:26,3,5,SFO 37,14,12,"Penalty on Isaac Sopoaga: Neutral Zone Infraction, 5 yards (no play)",2.210,3.450
3,0:03,1,10,SFO 32,14,12,Joseph Addai right end for 10 yards (tackle by Takeo Spikes and Dashon Goldson),3.450,4.110
Quarter,Time,Down,ToGo,Location,SFO,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SFO 22,14,18,"Joseph Addai pass complete deep left to Reggie Wayne for 22 yards, touchdown",4.110,7.000
4,,,,,14,18,"Two Point Attempt: Peyton Manning pass incomplete intended for Pierre Garcon, conversion fails",1.000,-1.000
4,,,,IND 30,14,18,"Pat McAfee kicks off 67 yards, returned by Michael Robinson for 18 yards (tackle by Ramon Humber)",0.000,0.340
4,14:47,1,10,SFO 21,14,18,Alex Smith pass incomplete short left intended for Isaac Bruce,0.340,-0.200
4,14:43,2,10,SFO 21,14,18,Alex Smith pass complete short right to Michael Crabtree for 11 yards (tackle by Tim Jennings),-0.200,1.070
4,14:18,1,10,SFO 32,14,18,Alex Smith pass complete deep right to Isaac Bruce for 20 yards (tackle by Tim Jennings),1.070,2.390
4,13:54,1,10,IND 48,14,18,Frank Gore middle for 7 yards (tackle by Jerraud Powers),2.390,2.790
4,13:15,2,3,IND 41,14,18,Glen Coffee middle for 8 yards (tackle by Clint Session),2.790,3.380
4,12:37,1,10,IND 33,14,18,Alex Smith pass incomplete short left intended for Glen Coffee,3.380,2.840
4,12:32,2,10,IND 33,14,18,Alex Smith pass complete short right to Josh Morgan for 3 yards (tackle by Jacob Lacey),2.840,2.540
4,12:06,3,7,IND 30,14,18,"Penalty on Alex Smith: Delay of Game, 5 yards (no play)",2.540,1.880
4,11:49,3,12,IND 35,14,18,Alex Smith sacked by Robert Mathis for -8 yards,1.880,0.400
4,11:23,4,20,IND 43,14,18,"Andy Lee punts 33 yards, fair catch by Jamie Silva",0.400,0.380
4,11:17,1,10,IND 10,14,18,Joseph Addai right tackle for 3 yards (tackle by Justin Smith),-0.380,-0.560
4,10:48,2,7,IND 13,14,18,Peyton Manning pass complete deep right to Dallas Clark for 40 yards (tackle by Dashon Goldson),-0.560,2.460
4,10:04,1,10,SFO 47,14,18,Joseph Addai left end for 1 yard (tackle by Patrick Willis and Justin Smith),2.460,2.050
4,9:24,2,9,SFO 46,14,18,Peyton Manning pass complete short right to Reggie Wayne for 7 yards (tackle by Shawntae Spencer),2.050,2.280
4,8:52,3,2,SFO 39,14,18,Peyton Manning pass incomplete deep middle intended for Austin Collie,2.280,0.660
4,8:47,4,2,SFO 39,14,18,"Pat McAfee punts 36 yards, returned by Brandon Jones for 3 yards (tackle by Philip Wheeler)",0.660,0.380
4,8:36,1,10,SFO 6,14,18,"Frank Gore middle for no gain (tackle by Clint Session). Penalty on Dwight Freeney: Defensive Offside, 5 yards (no play)",-0.380,-0.160
4,8:17,1,5,SFO 11,14,18,Alex Smith pass complete short right to Frank Gore for 7 yards (tackle by Philip Wheeler),-0.160,0.040
4,7:42,1,10,SFO 18,14,18,Alex Smith sacked by Philip Wheeler for 0 yards,0.040,-0.490
4,7:08,2,10,SFO 18,14,18,Alex Smith pass complete short left to Michael Crabtree for 17 yards (tackle by Jerraud Powers),-0.490,1.270
4,6:24,1,10,SFO 35,14,18,Alex Smith pass incomplete short right intended for Michael Crabtree,1.270,0.720
4,6:19,2,10,SFO 35,14,18,Alex Smith pass incomplete deep left intended for Isaac Bruce,0.720,0.040
4,6:14,3,10,SFO 35,14,18,Alex Smith sacked by Dwight Freeney for -5 yards,0.040,-1.370
4,5:57,4,15,SFO 30,14,18,Andy Lee punts 37 yards,-1.370,-1.140
4,5:45,1,10,IND 33,14,18,Peyton Manning pass complete short left to Austin Collie for 2 yards (tackle by Michael Lewis and Takeo Spikes),1.140,0.860
4,4:59,2,8,IND 35,14,18,Peyton Manning pass complete short left to Dallas Clark for 5 yards (tackle by Takeo Spikes),0.860,0.830
4,4:18,3,3,IND 40,14,18,Peyton Manning pass complete short left to Dallas Clark for 5 yards (tackle by Michael Lewis),0.830,1.930
4,3:33,1,10,IND 45,14,18,Joseph Addai right tackle for 13 yards (tackle by Dashon Goldson),1.930,2.790
4,2:47,1,10,SFO 42,14,18,Joseph Addai right tackle for 1 yard (tackle by Takeo Spikes),2.790,2.380
4,2:04,2,9,SFO 41,14,18,Peyton Manning pass complete short right to Pierre Garcon for 5 yards (tackle by Patrick Willis),2.380,2.340
4,1:58,3,4,SFO 36,14,18,Peyton Manning pass complete short left to Dallas Clark for 9 yards (tackle by Dashon Goldson),2.340,3.780
4,1:51,,,,14,18,Timeout #2 by San Francisco 49ers,0.000,3.780
4,1:51,1,10,SFO 27,14,18,"Joseph Addai middle for 3 yards (tackle by Takeo Spikes and Michael Lewis). Penalty on SFO: Defensive 12 On-field, 5 yards (no play)",3.780,4.510
4,1:47,1,5,SFO 22,14,18,Joseph Addai middle for 3 yards (tackle by Dashon Goldson and Takeo Spikes),4.510,4.350
4,1:37,,,,14,18,Timeout #3 by San Francisco 49ers,0.000,4.350
4,1:37,2,2,SFO 19,14,18,Joseph Addai right tackle for 1 yard (tackle by Manny Lawson and Justin Smith),4.350,3.840
4,0:54,3,1,SFO 18,14,18,Joseph Addai middle for no gain (tackle by Dashon Goldson),3.840,2.400
,,,,,,,"Replay Assistant challenged the first down ruling, and the play was upheld.",,
4,0:09,,,,14,18,Timeout #1 by Indianapolis Colts,0.000,2.400
4,0:09,4,1,SFO 18,14,18,Joseph Addai right tackle for 2 yards (tackle by Patrick Willis and Justin Smith),2.400,4.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
