Quarter,Time,Down,ToGo,Location,PIT,BUF,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bills won the coin toss and deferred, Steelers to receive the opening kickoff.",,
1,15:00,,,BUF 35,0,0,"Tyler Bass kicks off 56 yards, returned by Jaylen Warren for 21 yards (tackle by Tyler Matakevich)",0.000,0.940
1,14:50,1,10,PIT 30,0,0,Najee Harris left tackle for 1 yard (tackle by Gregory Rousseau),0.940,0.530
1,14:09,2,9,PIT 31,0,0,Mason Rudolph pass complete short left to Jaylen Warren for 16 yards (tackle by Jordan Poyer),0.530,2.060
1,13:28,1,10,PIT 47,0,0,Najee Harris right guard for 2 yards (tackle by DaQuan Jones and Leonard Floyd),2.060,1.790
1,12:50,2,8,PIT 49,0,0,Mason Rudolph pass incomplete short left intended for George Pickens (defended by Terrel Bernard),1.790,1.090
1,12:46,3,8,PIT 49,0,0,Mason Rudolph pass incomplete short right intended for Pat Freiermuth,1.090,-0.130
1,12:41,4,8,PIT 49,0,0,"Pressley Harvin punts 31 yards, fair catch by Deonte Harty at BUF-20",-0.130,-0.280
1,12:35,1,10,BUF 20,0,0,Josh Allen pass complete short left to Khalil Shakir for 5 yards (tackle by Damontae Kazee),0.280,0.410
1,11:58,2,5,BUF 25,0,0,James Cook right guard for 4 yards (tackle by Keeanu Benton and Cameron Heyward),0.410,0.230
1,11:37,3,1,BUF 29,0,0,Josh Allen left guard for 1 yard (tackle by Elandon Roberts),0.230,0.940
1,10:54,1,10,BUF 30,0,0,Josh Allen pass complete short right to Dalton Kincaid for 20 yards (tackle by Eric Rowe),0.940,2.260
1,10:17,1,10,PIT 50,0,0,Josh Allen pass complete short left to Stefon Diggs for 10 yards (tackle by Eric Rowe),2.260,2.920
1,9:39,1,10,PIT 40,0,0,James Cook left guard for 4 yards (tackle by Mykal Walker and Minkah Fitzpatrick),2.920,2.910
1,8:57,2,6,PIT 36,0,0,Josh Allen pass complete short right to Stefon Diggs for 12 yards (tackle by Elandon Roberts and Mykal Walker),2.910,3.970
1,8:22,1,10,PIT 24,0,0,James Cook right guard for 12 yards (tackle by Eric Rowe and Minkah Fitzpatrick),3.970,4.780
1,7:42,1,10,PIT 12,0,0,James Cook left tackle for 3 yards (tackle by Keeanu Benton),4.780,4.640
1,7:05,2,7,PIT 9,0,6,"Josh Allen pass complete short left to Dawson Knox for 9 yards, touchdown",4.640,7.000
1,7:02,,,PIT 15,0,7,Tyler Bass kicks extra point good,0.000,0.000
1,7:02,,,BUF 35,0,7,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
1,7:02,1,10,PIT 25,0,7,Najee Harris up the middle for 3 yards (tackle by Dorian Williams and Linval Joseph),0.610,0.470
1,6:23,2,7,PIT 28,0,7,Najee Harris right guard for 3 yards (tackle by Terrel Bernard),0.470,0.170
1,5:37,3,4,PIT 31,0,7,Mason Rudolph pass incomplete short right intended for Diontae Johnson,0.170,-1.310
1,5:33,4,4,PIT 31,0,7,Pressley Harvin punts 42 yards downed by Miles Boykin,-1.310,-0.740
1,5:21,1,10,BUF 27,0,7,Josh Allen pass incomplete deep right intended for Stefon Diggs,0.740,0.200
1,5:16,2,10,BUF 27,0,7,Josh Allen scrambles right end for 8 yards (tackle by Eric Rowe),0.200,0.560
1,4:31,3,2,BUF 35,0,7,Josh Allen pass incomplete short left intended for Dalton Kincaid,0.560,-1.040
1,4:28,4,2,BUF 35,0,7,Sam Martin punts 47 yards out of bounds,-1.040,-0.040
1,4:21,1,10,PIT 18,0,7,"Mason Rudolph pass incomplete intended for George Pickens BUF challenged the pass completion ruling, and the original play was overturned. Mason Rudolph pass complete short right to George Pickens for 8 yards. George Pickens fumbles (forced by Taron Johnson), recovered by Terrel Bernard at PIT-29",0.040,-3.640
1,4:15,1,10,PIT 29,0,13,"Josh Allen pass complete deep middle to Dalton Kincaid for 29 yards, touchdown",3.640,7.000
1,4:10,,,PIT 15,0,14,Tyler Bass kicks extra point good,0.000,0.000
1,4:10,,,BUF 35,0,14,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
1,4:10,1,10,PIT 25,0,14,Jaylen Warren up the middle for 1 yard (tackle by Gregory Rousseau and Baylon Spector),0.610,0.200
1,3:30,2,9,PIT 26,0,14,Mason Rudolph pass incomplete short middle intended for Pat Freiermuth (defended by Ed Oliver),0.200,-0.490
1,3:27,3,9,PIT 26,0,14,Mason Rudolph pass incomplete short right intended for George Pickens (defended by Terrel Bernard),-0.490,-1.630
1,3:20,4,9,PIT 26,0,14,"Pressley Harvin punts 30 yards, fair catch by Deonte Harty at BUF-44",-1.630,-1.860
1,3:12,1,10,BUF 44,0,14,Josh Allen pass complete short left to Stefon Diggs for no gain (tackle by Cameron Heyward),1.860,1.320
1,2:34,2,10,BUF 44,0,14,Josh Allen pass incomplete short left intended for Dalton Kincaid,1.320,0.630
1,2:30,3,10,BUF 44,0,14,Josh Allen pass complete short right to James Cook for -4 yards (tackle by Minkah Fitzpatrick),0.630,-0.720
1,1:50,4,14,BUF 40,0,14,"Sam Martin punts 52 yards, fair catch by Calvin Austin at PIT-8",-0.720,0.380
1,1:43,1,10,PIT 8,0,14,"Mason Rudolph pass complete deep left to Pat Freiermuth for 33 yards. Pat Freiermuth fumbles (forced by Christian Benford). Pat Freiermuth fumbles out of bounds BUF challenged the runner was in bounds ruling, and the play was upheld.",-0.380,1.660
1,1:01,1,10,PIT 41,0,14,Mason Rudolph pass complete short left to Allen Robinson for 13 yards (tackle by A.J. Klein),1.660,2.520
1,0:37,1,10,BUF 46,0,14,Najee Harris left tackle for 9 yards (tackle by Kaiir Elam and Terrel Bernard),2.520,3.190
Quarter,Time,Down,ToGo,Location,PIT,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,BUF 37,0,14,Najee Harris right guard for 11 yards (tackle by Taron Johnson and Leonard Floyd),3.190,3.840
2,14:22,1,10,BUF 26,0,14,Mason Rudolph sacked by Gregory Rousseau for -11 yards,3.840,1.810
2,13:39,2,21,BUF 37,0,14,Jaylen Warren left end for 12 yards (tackle by Micah Hyde),1.810,2.740
2,12:49,3,9,BUF 25,0,14,Mason Rudolph pass complete short left to Pat Freiermuth for 12 yards (tackle by Jordan Poyer),2.740,4.710
2,12:23,1,10,BUF 13,0,14,Jaylen Warren left tackle for 1 yard (tackle by Terrel Bernard),4.710,4.220
2,11:44,2,9,BUF 12,0,14,"Mason Rudolph pass incomplete intended for Diontae Johnson. Penalty on Kaiir Elam: Defensive Pass Interference, 9 yards (accepted) (no play)",4.220,6.510
2,11:40,1,3,BUF 3,0,14,Najee Harris up the middle for -1 yards (tackle by Ed Oliver and Linval Joseph),6.510,5.340
2,10:59,2,4,BUF 4,0,14,Mason Rudolph pass short left intended for Diontae Johnson is intercepted by Kaiir Elam in end zone and returned for no gain,5.340,-0.280
2,10:52,1,10,BUF 20,0,14,James Cook right guard for 2 yards (tackle by Larry Ogunjobi and Cameron Heyward),0.280,0.000
2,10:14,2,8,BUF 22,0,14,Josh Allen pass complete short right to James Cook for 2 yards (tackle by Eric Rowe),0.000,-0.430
2,9:31,3,6,BUF 24,0,14,Josh Allen pass complete short right to Stefon Diggs for 8 yards (tackle by Joey Porter),-0.430,1.070
2,9:02,1,10,BUF 32,0,14,James Cook left guard for 9 yards (tackle by Mark Robinson),1.070,1.740
2,8:39,2,1,BUF 41,0,14,James Cook up the middle for 4 yards (tackle by Eric Rowe and Alex Highsmith),1.740,1.930
2,7:59,1,10,BUF 45,0,14,Josh Allen pass incomplete short left intended for Andy Isabella,1.930,1.380
2,7:55,2,10,BUF 45,0,14,Josh Allen pass complete short left to James Cook for 3 yards (tackle by Myles Jack and Minkah Fitzpatrick),1.380,1.090
2,7:12,3,7,BUF 48,0,20,"Josh Allen scrambles left tackle for 52 yards, touchdown",1.090,7.000
2,7:01,,,PIT 15,0,21,Tyler Bass kicks extra point good,0.000,0.000
2,7:01,,,BUF 35,0,21,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
2,7:01,1,10,PIT 25,0,21,Najee Harris up the middle for 3 yards (tackle by Kaiir Elam),0.610,0.470
2,6:26,2,7,PIT 28,0,21,Mason Rudolph pass incomplete short left intended for Darnell Washington,0.470,-0.230
2,6:21,3,7,PIT 28,0,21,Mason Rudolph pass incomplete short middle intended for Allen Robinson,-0.230,-1.500
2,6:17,4,7,PIT 28,0,21,Pressley Harvin punts 51 yards downed by Miles Boykin,-1.500,-0.340
2,6:04,1,10,BUF 21,0,21,Josh Allen pass complete short right to James Cook for 4 yards (tackle by Elandon Roberts),0.340,0.340
2,5:27,2,6,BUF 25,0,21,James Cook right end for 4 yards (tackle by Patrick Peterson),0.340,0.170
2,4:48,3,2,BUF 29,0,21,Ty Johnson up the middle for 3 yards (tackle by Cameron Heyward),0.170,1.070
2,4:04,1,10,BUF 32,0,21,Josh Allen pass complete short right to Deonte Harty for 34 yards (tackle by Markus Golden and Eric Rowe),1.070,3.310
2,3:15,1,10,PIT 34,0,21,James Cook up the middle for 3 yards (tackle by Keeanu Benton and Elandon Roberts),3.310,3.180
2,2:32,2,7,PIT 31,0,21,Josh Allen pass incomplete deep left intended for Ty Johnson,3.180,2.480
2,2:29,3,7,PIT 31,0,21,Josh Allen pass incomplete deep middle intended for Stefon Diggs (defended by Eric Rowe),2.480,1.320
2,2:23,4,7,PIT 31,0,21,Tyler Bass 49 yard field goal no good blocked by Montravius Adams (tackle by Quintin Morris),1.320,-3.380
2,2:14,1,10,BUF 33,0,21,Jaylen Warren up the middle for 10 yards (tackle by A.J. Klein),3.380,4.040
2,2:00,1,10,BUF 23,0,21,Mason Rudolph pass complete short middle to George Pickens for 5 yards (tackle by A.J. Klein),4.040,4.210
2,1:52,,,,,,Timeout #2 by Buffalo Bills,,
2,1:52,2,5,BUF 18,0,21,Mason Rudolph pass complete short right to George Pickens for 5 yards (tackle by Dane Jackson),4.210,4.710
2,1:47,1,10,BUF 13,0,21,Jaylen Warren right guard for 3 yards (tackle by A.J. Klein and Leonard Floyd),4.710,4.580
2,1:43,,,,,,Timeout #3 by Buffalo Bills,,
2,1:43,2,7,BUF 10,6,21,"Mason Rudolph pass complete short left to Diontae Johnson for 10 yards, touchdown",4.580,7.000
2,1:39,,,BUF 15,7,21,Chris Boswell kicks extra point good,0.000,0.000
2,1:39,,,PIT 35,7,21,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
2,1:39,1,10,BUF 25,7,21,Josh Allen pass complete short right to Stefon Diggs for 5 yards (tackle by Minkah Fitzpatrick),0.610,0.740
2,1:08,2,5,BUF 30,7,21,Josh Allen pass complete short middle to Khalil Shakir for 9 yards (tackle by Minkah Fitzpatrick and Damontae Kazee),0.740,1.530
2,0:48,1,10,BUF 39,7,21,Josh Allen sacked by Markus Golden for -7 yards,1.530,0.040
2,0:02,,,,,,Timeout #1 by Pittsburgh Steelers,,
2,0:02,2,17,BUF 32,7,21,Josh Allen kneels for -3 yards,0.040,-1.020
Quarter,Time,Down,ToGo,Location,PIT,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,7,21,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,BUF 25,7,21,Josh Allen pass incomplete short left intended for Dawson Knox,0.610,0.060
3,14:54,2,10,BUF 25,7,21,Josh Allen sacked by Alex Highsmith for -7 yards,0.060,-1.720
3,14:15,3,17,BUF 18,7,21,Josh Allen pass complete short right to Latavius Murray for 9 yards (tackle by Levi Wallace and Myles Jack),-1.720,-1.570
3,13:34,4,8,BUF 27,7,21,"Sam Martin punts 45 yards, returned by Calvin Austin for 12 yards (tackle by Dorian Williams)",-1.570,-1.600
3,13:24,1,10,PIT 40,7,21,"Penalty on Darnell Washington: False Start, 5 yards (accepted) (no play)",1.600,1.270
3,13:24,1,15,PIT 35,7,21,Mason Rudolph pass complete short middle to Diontae Johnson for 19 yards (tackle by Terrel Bernard),1.270,2.520
3,12:53,1,10,BUF 46,7,21,Mason Rudolph pass incomplete short right intended for George Pickens,2.520,1.980
3,12:48,2,10,BUF 46,7,21,Mason Rudolph pass complete short middle to George Pickens for 13 yards (tackle by Micah Hyde),1.980,3.380
3,12:07,1,10,BUF 33,7,21,"Penalty on Darnell Washington: False Start, 5 yards (accepted) (no play)",3.380,3.050
3,11:43,1,15,BUF 38,7,21,Mason Rudolph pass complete short left to Pat Freiermuth for 9 yards (tackle by Dorian Williams and Kaiir Elam),3.050,3.380
3,10:57,2,6,BUF 29,7,21,Jaylen Warren up the middle for 6 yards (tackle by Dorian Williams),3.380,4.040
3,10:17,1,10,BUF 23,7,21,Najee Harris right guard for 1 yard (tackle by DaQuan Jones and A.J. Klein),4.040,3.630
3,9:42,2,9,BUF 22,7,21,Najee Harris left tackle for no gain (tackle by Shaq Lawson and Kaiir Elam),3.630,2.940
3,9:00,3,9,BUF 22,7,21,Mason Rudolph pass incomplete deep right intended for George Pickens (defended by Dane Jackson),2.940,1.990
3,8:54,4,9,BUF 22,10,21,Chris Boswell 40 yard field goal good,1.990,3.000
3,8:50,,,PIT 35,10,21,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
3,8:50,1,10,BUF 25,10,21,James Cook left tackle for 11 yards (tackle by Minkah Fitzpatrick),0.610,1.330
3,8:08,1,10,BUF 36,10,21,James Cook left guard for 5 yards (tackle by Keeanu Benton and Mark Robinson),1.330,1.470
3,7:33,2,5,BUF 41,10,21,James Cook left guard for 4 yards (tackle by Mark Robinson),1.470,1.290
3,7:12,3,1,BUF 45,10,21,Josh Allen left guard for no gain (tackle by Elandon Roberts),1.290,-0.390
3,6:28,4,1,BUF 45,10,21,Josh Allen up the middle for 1 yard (tackle by Cameron Heyward),-0.390,1.990
3,5:48,1,10,BUF 46,10,21,James Cook left guard for 1 yard (tackle by Alex Highsmith),1.990,1.590
