Quarter,Time,Down,ToGo,Location,PIT,BUF,Detail,EPB,EPA
3,5:08,2,9,BUF 47,10,21,Josh Allen pass complete short left to Dalton Kincaid for 10 yards (tackle by Patrick Peterson),1.590,2.720
3,4:25,1,10,PIT 43,10,21,James Cook up the middle for 2 yards (tackle by Armon Watts and Keeanu Benton),2.720,2.450
3,3:46,2,8,PIT 41,10,21,Josh Allen pass incomplete short middle intended for Ty Johnson,2.450,1.750
3,3:42,3,8,PIT 41,10,21,Josh Allen pass complete short right to Stefon Diggs for 12 yards (tackle by Joey Porter),1.750,3.640
3,3:08,1,10,PIT 29,10,21,Josh Allen pass incomplete deep left intended for Dalton Kincaid (defended by Elandon Roberts),3.640,3.100
3,3:03,2,10,PIT 29,10,21,James Cook right guard for -2 yards (tackle by Larry Ogunjobi),3.100,2.150
3,2:19,3,12,PIT 31,10,21,Josh Allen pass complete short right to Latavius Murray for 4 yards (tackle by Minkah Fitzpatrick),2.150,1.670
3,1:36,4,8,PIT 27,10,24,Tyler Bass 45 yard field goal good,1.670,3.000
3,1:32,,,BUF 35,10,24,"Tyler Bass kicks off 61 yards,",0.000,0.610
3,1:32,1,10,PIT 25,10,24,Mason Rudolph pass complete short right to Allen Robinson for -1 yards (tackle by Dorian Williams),0.610,-0.070
3,0:57,2,11,PIT 24,10,24,Mason Rudolph pass incomplete short left intended for Pat Freiermuth (defended by A.J. Epenesa),-0.070,-0.760
3,0:52,3,11,PIT 24,10,24,Mason Rudolph pass complete deep middle to George Pickens for 19 yards (tackle by Cameron Lewis),-0.760,1.800
3,0:09,1,10,PIT 43,10,24,George Pickens right end for 15 yards (tackle by Dorian Williams),1.800,2.790
Quarter,Time,Down,ToGo,Location,PIT,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BUF 42,10,24,Jaylen Warren up the middle for 5 yards (tackle by Gregory Rousseau and A.J. Klein),2.790,2.920
4,14:21,2,5,BUF 37,10,24,Mason Rudolph scrambles left guard for 6 yards (tackle by A.J. Klein),2.920,3.510
4,13:36,1,10,BUF 31,10,24,Mason Rudolph pass complete short left to Diontae Johnson for 11 yards (tackle by Dorian Williams and Cameron Lewis),3.510,4.240
4,12:54,1,10,BUF 20,10,24,Najee Harris left guard for 3 yards (tackle by Dorian Williams),4.240,4.120
4,12:12,2,7,BUF 17,10,24,Mason Rudolph pass incomplete deep right intended for George Pickens (defended by Dane Jackson),4.120,3.360
4,12:07,3,7,BUF 17,10,24,Mason Rudolph pass complete short right to Diontae Johnson for 8 yards (tackle by Cameron Lewis and Jordan Poyer),3.360,5.140
4,11:20,1,9,BUF 9,10,24,Najee Harris right tackle for 2 yards (tackle by Tim Settle and Kaiir Elam),5.140,4.760
4,10:37,2,7,BUF 7,16,24,"Mason Rudolph pass complete short left to Calvin Austin for 7 yards, touchdown",4.760,7.000
4,10:32,,,BUF 15,17,24,Chris Boswell kicks extra point good,0.000,0.000
4,10:32,,,PIT 35,17,24,"Penalty on Dan Moore: Unnecessary Roughness / Offense, 15 yards (accepted) (no play)",0.000,0.000
4,10:32,,,PIT 20,17,24,"Chris Boswell kicks off 69 yards, returned by Andy Isabella for 19 yards (tackle by Nick Herbig)",0.000,0.940
4,10:27,1,10,BUF 30,17,24,"Josh Allen pass incomplete intended for Dalton Kincaid. Penalty on Myles Jack: Defensive Holding, 5 yards (accepted) (no play)",0.940,1.270
4,10:20,1,10,BUF 35,17,24,James Cook left guard for 9 yards (tackle by Myles Jack),1.270,1.940
4,9:45,2,1,BUF 44,17,24,James Cook left guard for 3 yards (tackle by Mark Robinson and Larry Ogunjobi),1.940,2.060
4,9:06,1,10,BUF 47,17,24,Josh Allen left tackle for 13 yards (tackle by Mykal Walker),2.060,2.920
4,8:24,1,10,PIT 40,17,24,Josh Allen pass complete short right to Stefon Diggs for 5 yards (tackle by Markus Golden),2.920,3.050
4,7:02,2,5,PIT 35,17,24,"Josh Allen up the middle for 2 yards (tackle by Myles Jack). Penalty on Myles Jack: Unnecessary Roughness / Defense, 15 yards (accepted)",3.050,4.370
4,7:18,1,10,PIT 18,17,24,James Cook up the middle for 1 yard (tackle by Minkah Fitzpatrick),4.370,3.940
4,6:37,2,9,PIT 17,17,30,"Josh Allen pass complete short middle to Khalil Shakir for 17 yards, touchdown",3.940,7.000
4,6:27,,,PIT 15,17,31,Tyler Bass kicks extra point good,0.000,0.000
4,6:27,,,BUF 35,17,31,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
4,6:27,1,10,PIT 25,17,31,Jaylen Warren left guard for no gain (tackle by Leonard Floyd),0.610,0.060
4,6:04,2,10,PIT 25,17,31,Mason Rudolph pass complete short right to Pat Freiermuth for 7 yards (tackle by A.J. Klein),0.060,0.300
4,5:34,,,,,,Timeout #1 by Pittsburgh Steelers,,
4,5:34,3,3,PIT 32,17,31,Mason Rudolph pass complete short left to Jaylen Warren for no gain (tackle by A.J. Klein),0.300,-1.240
4,4:53,,,,,,Timeout #1 by Buffalo Bills,,
4,4:53,4,3,PIT 32,17,31,Mason Rudolph pass incomplete short right intended for George Pickens,-1.240,-3.510
4,4:50,1,10,PIT 31,17,31,Ty Johnson left guard for 3 yards (tackle by Montravius Adams and Larry Ogunjobi),3.510,3.240
4,4:08,2,8,PIT 29,17,31,Ty Johnson right end for 9 yards (tackle by Patrick Peterson),3.240,4.240
4,4:02,1,10,PIT 20,17,31,Ty Johnson up the middle for no gain (tackle by Larry Ogunjobi),4.240,3.690
4,3:57,,,,,,Timeout #2 by Pittsburgh Steelers,,
4,3:57,2,10,PIT 20,17,31,Ty Johnson up the middle for 11 yards (tackle by Patrick Peterson and Minkah Fitzpatrick),3.690,5.140
4,3:14,1,9,PIT 9,17,31,Ty Johnson left guard for -2 yards (tackle by Cameron Heyward),5.140,4.020
4,2:29,2,11,PIT 11,17,31,Ty Johnson right tackle for 2 yards (tackle by Mark Robinson),4.020,3.360
4,2:24,,,,,,Timeout #3 by Pittsburgh Steelers,,
4,2:24,3,9,PIT 9,17,31,Ty Johnson right end for no gain (tackle by Eric Rowe),3.360,2.830
4,2:00,4,9,PIT 9,17,31,Tyler Bass 27 yard field goal no good,2.830,-0.280
4,1:57,1,10,PIT 20,17,31,Mason Rudolph pass complete short middle to Connor Heyward for 5 yards (tackle by A.J. Klein),0.280,0.410
4,1:40,2,5,PIT 25,17,31,Mason Rudolph pass complete short left to Najee Harris for 10 yards (tackle by Jordan Poyer),0.410,1.270
4,1:16,1,10,PIT 35,17,31,Mason Rudolph pass incomplete short right intended for Calvin Austin (defended by Dane Jackson),1.270,0.720
4,1:13,2,10,PIT 35,17,31,Mason Rudolph pass incomplete short middle intended for Najee Harris,0.720,0.040
4,1:09,3,10,PIT 35,17,31,Mason Rudolph pass complete short middle to Pat Freiermuth for 15 yards (tackle by Micah Hyde),0.040,2.260
4,0:53,1,10,PIT 50,17,31,Mason Rudolph spiked the ball,2.260,1.710
4,0:52,2,10,PIT 50,17,31,"Mason Rudolph pass incomplete intended for Calvin Austin. Penalty on Ed Oliver: Roughing the Passer, 15 yards (accepted) (no play)",1.710,3.250
4,0:45,1,10,BUF 35,17,31,Mason Rudolph pass complete short left to Najee Harris for 5 yards (tackle by Jordan Poyer and A.J. Klein),3.250,3.380
4,0:26,2,5,BUF 30,17,31,"Mason Rudolph scrambles for no gain. Penalty on Calvin Austin: Illegal Substitution, 5 yards (accepted) (no play)",3.380,2.700
4,0:20,2,10,BUF 35,17,31,Mason Rudolph pass incomplete deep right intended for Diontae Johnson,2.700,2.010
4,0:14,3,10,BUF 35,17,31,Mason Rudolph scrambles up the middle for 10 yards (tackle by Jordan Poyer),2.010,2.590
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
