Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Ronald Jones II,TAM,18,67,1,4,20,1.1,47,2.6,6,3.0
Peyton Barber,TAM,4,15,0,,9,2.3,6,1.5,0,
Jameis Winston,TAM,2,8,0,2,5,2.5,3,1.5,0,
Chris Godwin,TAM,1,8,0,0,0,0.0,8,8.0,1,1.0
Dare Ogunbowale,TAM,1,1,1,1,0,0.0,1,1.0,1,1.0
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Chris Carson,SEA,16,105,0,2,12,0.8,93,5.8,6,2.7
Rashaad Penny,SEA,4,12,0,1,4,1.0,8,2.0,1,4.0
D.K. Metcalf,SEA,1,7,0,0,3,3.0,4,4.0,1,1.0
Russell Wilson,SEA,1,21,0,1,19,19.0,2,2.0,0,
