Quarter,Time,Down,ToGo,Location,TAM,SEA,Detail,EPB,EPA
1,6:18,1,10,SEA 32,7,7,Russell Wilson pass incomplete short left intended for D.K. Metcalf (defended by Jamel Dean),1.070,0.530
1,6:15,2,10,SEA 32,7,7,Russell Wilson pass incomplete short right intended for Jacob Hollister (defended by Jordan Whitehead),0.530,-0.160
1,6:10,3,10,SEA 32,7,7,Russell Wilson pass complete short right to Jacob Hollister for 4 yards (tackle by Jordan Whitehead),-0.160,-0.980
1,5:38,4,6,SEA 36,7,7,"Michael Dickson punts 52 yards, returned by T.J. Logan for 19 yards (tackle by Jacob Hollister)",-0.980,-1.000
1,5:27,1,10,TAM 31,7,7,Ronald Jones right guard for 2 yards (tackle by Poona Ford),1.000,0.730
1,4:51,2,8,TAM 33,7,7,Jameis Winston pass complete short right to Chris Godwin for 5 yards,0.730,0.700
1,4:16,3,3,TAM 38,7,7,Jameis Winston pass complete short right to Mike Evans for 6 yards (tackle by Shaquill Griffin),0.700,1.860
1,3:41,1,10,TAM 44,7,7,Ronald Jones left end for 3 yards (tackle by Poona Ford and K.J. Wright),1.860,1.720
1,2:59,2,7,TAM 47,7,7,Jameis Winston pass complete short middle to Mike Evans for 12 yards (tackle by Bradley McDougald),1.720,2.850
1,2:22,1,10,SEA 41,7,7,"Jameis Winston pass incomplete deep left intended for Mike Evans. Penalty on Tre Flowers: Defensive Pass Interference, 16 yards (no play)",2.850,3.910
1,2:17,1,10,SEA 25,7,7,Jameis Winston pass complete short middle to Antony Auclair for 11 yards (tackle by Bobby Wagner),3.910,4.650
1,1:39,1,10,SEA 14,7,7,Ronald Jones right tackle for -1 yards (tackle by Al Woods and Bobby Wagner),4.650,3.850
1,1:00,2,11,SEA 15,7,7,Jameis Winston pass incomplete short middle intended for Antony Auclair (defended by K.J. Wright),3.850,3.060
1,0:56,3,11,SEA 15,13,7,"Jameis Winston pass complete short left to Breshad Perriman for 15 yards, touchdown",3.060,7.000
1,0:48,,,SEA 15,14,7,Matt Gay kicks extra point good,0.000,0.000
1,0:48,,,TAM 35,14,7,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
1,0:48,1,10,SEA 25,14,7,Chris Carson up the middle for 5 yards (tackle by Devin White and William Gholston),0.610,0.740
1,0:13,2,5,SEA 30,14,7,Chris Carson left tackle for 4 yards (tackle by Vita Vea and Lavonte David),0.740,0.560
Quarter,Time,Down,ToGo,Location,TAM,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,SEA 34,14,7,Russell Wilson pass complete short right to Luke Willson for 4 yards (tackle by Devin White),0.560,1.470
2,14:16,1,10,SEA 38,14,7,Russell Wilson pass complete short left to Tyler Lockett for 11 yards (tackle by Andrew Adams),1.470,2.190
2,13:30,1,10,SEA 49,14,7,D.K. Metcalf left end for 7 yards (tackle by Vita Vea),2.190,2.590
2,12:43,2,3,TAM 44,14,7,Chris Carson left tackle for 10 yards (tackle by Andrew Adams),2.590,3.310
2,12:01,1,10,TAM 34,14,7,Russell Wilson pass incomplete deep left intended for Tyler Lockett,3.310,2.770
2,11:55,2,10,TAM 34,14,7,Rashaad Penny right tackle for 5 yards (tackle by Devin White and Ndamukong Suh),2.770,2.740
2,11:13,3,5,TAM 29,14,7,Russell Wilson pass incomplete short left intended for D.K. Metcalf (defended by Jamel Dean),2.740,1.540
2,11:08,4,5,TAM 29,14,7,Jason Myers 47 yard field goal no good,1.540,-1.400
2,11:03,1,10,TAM 37,14,7,Peyton Barber left tackle for 1 yard (tackle by Jarran Reed and K.J. Wright),1.400,0.990
2,10:28,2,9,TAM 38,14,7,"Jameis Winston pass incomplete short left intended for Mike Evans. Penalty on Tre Flowers: Defensive Pass Interference, 10 yards (no play)",0.990,2.130
2,10:25,1,10,TAM 48,14,7,Peyton Barber up the middle for 4 yards (tackle by Bobby Wagner),2.130,2.120
2,9:42,2,6,SEA 48,14,7,"Penalty on Alex Cappa: False Start, 5 yards (no play)",2.120,1.450
2,9:17,2,11,TAM 47,14,7,Jameis Winston pass complete short left to Chris Godwin for 10 yards (tackle by Bobby Wagner and Tre Flowers),1.450,2.080
2,8:32,3,1,SEA 43,14,7,Jameis Winston up the middle for 3 yards (tackle by K.J. Wright),2.080,2.920
2,7:49,1,10,SEA 40,14,7,Jameis Winston pass incomplete short left,2.920,2.370
2,7:45,2,10,SEA 40,14,7,Jameis Winston pass incomplete short right intended for Breshad Perriman (defended by Mychal Kendricks),2.370,1.680
2,7:42,3,10,SEA 40,14,7,Jameis Winston pass complete short right to Mike Evans for 11 yards (tackle by Jamar Taylor),1.680,3.640
2,7:04,1,10,SEA 29,14,7,Peyton Barber up the middle for 4 yards (tackle by Bradley McDougald),3.640,3.640
2,6:23,2,6,SEA 25,14,7,Jameis Winston pass incomplete short right intended for Breshad Perriman,3.640,2.940
2,6:19,3,6,SEA 25,14,7,Jameis Winston pass complete short middle to Chris Godwin for 18 yards (tackle by Shaquill Griffin),2.940,5.600
2,5:37,1,7,SEA 7,14,7,Peyton Barber left guard for 6 yards (tackle by Marquise Blair and Mychal Kendricks),5.600,5.910
2,5:00,2,1,SEA 1,14,7,"Penalty on Antony Auclair: False Start, 4 yards (no play)",5.910,5.150
2,4:37,2,5,SEA 5,20,7,"Jameis Winston pass complete short left to Mike Evans for 5 yards, touchdown",5.150,7.000
2,4:32,,,SEA 15,21,7,Matt Gay kicks extra point good,0.000,0.000
2,4:32,,,TAM 35,21,7,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,4:32,1,10,SEA 25,21,7,Russell Wilson pass complete short middle to Tyler Lockett for 11 yards (tackle by Vernon Hargreaves),0.610,1.330
2,4:01,1,10,SEA 36,21,7,Chris Carson right tackle for 4 yards (tackle by Lavonte David),1.330,1.330
2,3:37,2,6,SEA 40,21,7,Russell Wilson sacked by and Shaquil Barrett for -7 yards and Beau Allen for -7 yards,1.330,-0.300
2,2:53,3,13,SEA 33,21,7,Russell Wilson sacked by and Devin White for -10 yards and Jason Pierre-Paul for -10 yards,-0.300,-1.830
2,2:43,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
2,2:43,4,23,SEA 23,21,7,"Michael Dickson punts 51 yards, returned by T.J. Logan for 1 yard (tackle by Ugochukwu Amadi)",-1.830,-0.740
2,2:34,1,10,TAM 27,21,7,Ronald Jones left tackle for -2 yards (tackle by Jadeveon Clowney and Ezekiel Ansah),0.740,-0.070
2,2:00,2,12,TAM 25,21,7,Jameis Winston pass incomplete deep middle intended for Mike Evans,-0.070,-0.760
2,1:56,3,12,TAM 25,21,7,Jameis Winston pass incomplete short middle intended for Chris Godwin,-0.760,-1.700
2,1:53,4,12,TAM 25,21,7,"Bradley Pinion punts 42 yards, returned by Tyler Lockett for 7 yards (tackle by Lavonte David)",-1.700,-1.600
2,1:43,1,10,SEA 40,21,7,Russell Wilson pass complete short right to Tyler Lockett for 10 yards (tackle by Jamel Dean),1.600,2.260
2,1:16,1,10,SEA 50,21,7,Chris Carson right tackle for 5 yards (tackle by Jordan Whitehead),2.260,2.390
2,1:11,,,,,,Timeout #1 by Seattle Seahawks,,
2,1:11,2,5,TAM 45,21,7,Russell Wilson pass complete short middle to David Moore for 6 yards (tackle by Jamel Dean),2.390,2.980
2,0:48,1,10,TAM 39,21,7,"Russell Wilson pass incomplete deep middle intended for Jacob Hollister. Penalty on Devin White: Defensive Pass Interference, 38 yards (no play)",2.980,6.970
2,0:40,1,1,TAM 1,21,7,Chris Carson up the middle for -1 yards (tackle by William Gholston). Penalty on Shaquil Barrett: Defensive Offside (no play),6.970,6.970
2,0:34,1,1,TAM 1,21,13,"Russell Wilson pass complete short right to Jacob Hollister for 1 yard, touchdown",6.970,7.000
2,0:29,,,TAM 15,21,13,Jason Myers kicks extra point no good hit right upright,0.000,-1.000
2,0:29,,,SEA 35,21,13,"Jason Myers kicks off 64 yards, returned by T.J. Logan for 39 yards (tackle by Jason Myers)",0.000,1.600
2,0:20,1,10,TAM 40,21,13,Ronald Jones left tackle for 12 yards (tackle by Tre Flowers),1.600,2.390
2,0:14,1,10,SEA 48,21,13,Jameis Winston pass complete deep middle to Mike Evans for 16 yards (tackle by Tre Flowers),2.390,3.450
2,0:08,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
2,0:07,1,10,SEA 32,21,13,Jameis Winston pass incomplete deep left intended for Mike Evans,3.450,2.900
2,0:02,2,10,SEA 32,21,13,Matt Gay 50 yard field goal no good,2.900,1.530
Quarter,Time,Down,ToGo,Location,TAM,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,21,13,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,SEA 25,21,13,Russell Wilson pass complete short right to Tyler Lockett for 5 yards (tackle by Vernon Hargreaves),0.610,0.740
3,14:23,2,5,SEA 30,21,13,Russell Wilson pass incomplete deep right intended for Tyler Lockett,0.740,0.040
3,14:15,3,5,SEA 30,21,13,Russell Wilson sacked by Lavonte David for -14 yards,0.040,-2.390
3,13:40,4,19,SEA 16,21,13,"Michael Dickson punts 63 yards, returned by T.J. Logan for 12 yards (tackle by Neiko Thorpe and Ben Burr-Kirven)",-2.390,-1.140
3,13:29,1,10,TAM 33,21,13,Ronald Jones up the middle for 4 yards (tackle by Bobby Wagner and K.J. Wright),1.140,1.130
3,12:48,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
3,12:48,2,6,TAM 37,21,13,Jameis Winston pass complete short left to Breshad Perriman for 7 yards (tackle by Tre Flowers),1.130,1.860
3,12:14,1,10,TAM 44,21,13,Ronald Jones up the middle for 3 yards (tackle by Jarran Reed and Bobby Wagner),1.860,1.720
3,11:37,2,7,TAM 47,21,13,Jameis Winston pass incomplete deep right intended for Chris Godwin,1.720,1.030
3,11:34,3,7,TAM 47,21,13,"Penalty on Donovan Smith: False Start, 5 yards (no play)",1.030,0.370
3,11:34,3,12,TAM 42,21,13,Jameis Winston pass complete short right to Chris Godwin for 8 yards (tackle by Jarran Reed),0.370,-0.060
3,10:56,4,4,TAM 50,21,13,"Bradley Pinion punts 35 yards, fair catch by Tyler Lockett at SEA-15",-0.060,0.220
3,10:49,1,10,SEA 15,21,13,"Chris Carson right tackle for 59 yards (tackle by Devin White). Chris Carson fumbles, ball out of bounds at TB-26 (forced by Devin White)",-0.220,3.840
3,10:13,1,10,TAM 26,21,13,Rashaad Penny right end for 3 yards (tackle by Sean Murphy-Bunting),3.840,3.700
3,9:30,2,7,TAM 23,21,13,Russell Wilson pass complete deep middle to Jacob Hollister for 22 yards (tackle by Mike Edwards),3.700,6.970
3,8:49,1,1,TAM 1,21,13,Chris Carson up the middle for -1 yards (tackle by William Gholston and Jason Pierre-Paul),6.970,5.720
3,8:07,2,2,TAM 2,21,19,"Russell Wilson pass complete short left to Tyler Lockett for 2 yards, touchdown",5.720,7.000
3,8:03,,,TAM 2,21,21,"Two Point Attempt: Russell Wilson pass complete to D.K. Metcalf, conversion succeeds",1.000,1.000
3,8:03,,,SEA 35,21,21,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,8:03,1,10,TAM 25,21,21,Jameis Winston pass complete short left to Mike Evans for 13 yards (tackle by Tre Flowers),0.610,1.470
3,7:32,1,10,TAM 38,21,21,Jameis Winston pass complete short right to Chris Godwin for 8 yards (tackle by Shaquill Griffin),1.470,2.000
3,6:53,2,2,TAM 46,21,21,Ronald Jones right tackle for -1 yards (tackle by Mychal Kendricks),2.000,1.160
3,6:12,3,3,TAM 45,21,21,Jameis Winston pass complete short right to Mike Evans for 14 yards (tackle by Shaquill Griffin),1.160,2.850
3,5:39,1,10,SEA 41,21,21,Ronald Jones right tackle for 3 yards (tackle by Shaquill Griffin),2.850,2.710
3,5:00,2,7,SEA 38,21,21,Jameis Winston pass complete deep left to Breshad Perriman for 18 yards,2.710,4.240
3,4:24,1,10,SEA 20,21,21,Jameis Winston pass incomplete deep left intended for Tanner Hudson,4.240,3.690
3,4:18,2,10,SEA 20,21,21,Jameis Winston pass incomplete deep left intended for Scott Miller,3.690,3.010
3,4:11,3,10,SEA 20,21,21,"Jameis Winston right end for 20 yards. Penalty on Demar Dotson: Offensive Holding, 10 yards (no play)",3.010,1.680
3,4:02,3,20,SEA 30,21,21,Jameis Winston pass complete short middle to Chris Godwin for 7 yards (tackle by Bradley McDougald),1.680,1.930
3,3:22,4,13,SEA 23,24,21,Matt Gay 41 yard field goal good,1.930,3.000
3,3:18,,,TAM 35,24,21,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,3:18,1,10,SEA 25,24,21,Russell Wilson pass complete short left to D.K. Metcalf for 6 yards (tackle by Sean Murphy-Bunting and Devin White),0.610,0.870
3,2:43,2,4,SEA 31,24,21,Rashaad Penny right tackle for 6 yards (tackle by Devin White and Sean Murphy-Bunting),0.870,1.400
3,2:01,1,10,SEA 37,24,21,"Russell Wilson pass incomplete deep left intended for D.K. Metcalf. Penalty on Sean Murphy-Bunting: Defensive Holding, 5 yards (no play)",1.400,1.730
3,1:53,1,10,SEA 42,24,21,Rashaad Penny left end for -2 yards (tackle by Jordan Whitehead),1.730,0.920
3,1:16,2,12,SEA 40,24,21,"Russell Wilson pass complete deep right to Malik Turner for 22 yards. Penalty on D.J. Fluker: Offensive Holding, 10 yards (no play)",0.920,-0.430
3,0:48,2,22,SEA 30,24,21,Russell Wilson pass complete deep right to Tyler Lockett for 30 yards (tackle by Andrew Adams),-0.430,2.920
3,0:05,1,10,TAM 40,24,21,Russell Wilson pass complete short left to Luke Willson for 16 yards (tackle by Jason Pierre-Paul),2.920,3.970
Quarter,Time,Down,ToGo,Location,TAM,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TAM 24,24,21,Chris Carson up the middle for 5 yards (tackle by William Gholston),3.970,4.120
4,14:38,2,5,TAM 19,24,21,Russell Wilson pass incomplete deep left intended for David Moore,4.120,3.410
4,14:34,3,5,TAM 19,24,21,Russell Wilson pass incomplete short left intended for Tyler Lockett,3.410,2.240
4,14:30,4,5,TAM 19,24,24,Jason Myers 37 yard field goal good,2.240,3.000
4,14:26,,,SEA 35,24,24,"Jason Myers kicks off 60 yards, returned by T.J. Logan for 19 yards (tackle by Cody Barton)",0.000,0.540
4,14:22,1,10,TAM 24,24,24,Jameis Winston pass complete short left to Ronald Jones for 3 yards (tackle by K.J. Wright),0.540,0.400
4,13:41,2,7,TAM 27,24,24,Jameis Winston sacked by Bobby Wagner for -7 yards,0.400,-1.220
4,12:59,3,14,TAM 20,24,24,Jameis Winston pass complete short left to Tanner Hudson for 12 yards (tackle by Bradley McDougald),-1.220,-1.240
4,12:16,4,2,TAM 32,24,24,"Bradley Pinion punts 45 yards, returned by Tyler Lockett for 8 yards (tackle by Kevin Minter)",-1.240,-1.000
4,12:05,1,10,SEA 31,24,24,Russell Wilson pass incomplete short right intended for Chris Carson (defended by Jason Pierre-Paul),1.000,0.460
4,12:01,2,10,SEA 31,24,24,"Chris Carson right tackle for 4 yards (tackle by Devin White and Ndamukong Suh). Penalty on Ndamukong Suh: Defensive Holding, 5 yards",0.460,1.600
4,11:42,1,10,SEA 40,24,24,"Chris Carson left end for 2 yards (tackle by Vernon Hargreaves and Devin White). Chris Carson fumbles (forced by Devin White), recovered by Jordan Whitehead at SEA-45",1.600,-2.590
4,11:36,1,10,SEA 45,24,24,Jameis Winston pass incomplete deep middle intended for Mike Evans,2.590,2.040
4,11:28,2,10,SEA 45,24,24,Jameis Winston pass complete short middle to Chris Godwin for 5 yards (tackle by Bobby Wagner),2.040,2.010
4,10:48,3,5,SEA 40,24,24,"Jameis Winston sacked by Mychal Kendricks for -9 yards. Jameis Winston fumbles (forced by Mychal Kendricks), recovered by Rasheem Green at SEA-49 and returned for 36 yards (tackle by Mike Evans)",2.010,-4.580
4,10:38,1,10,TAM 15,24,24,Russell Wilson pass complete short right to Tyler Lockett for 7 yards (tackle by Andrew Adams),4.580,5.220
4,10:00,2,3,TAM 8,24,24,Russell Wilson pass complete short right to Tyler Lockett for 4 yards (tackle by Vernon Hargreaves),5.220,6.280
4,9:14,1,4,TAM 4,24,24,Chris Carson right guard for no gain (tackle by William Gholston),6.280,5.340
4,8:30,2,4,TAM 4,24,24,Russell Wilson pass incomplete short left intended for D.K. Metcalf,5.340,4.490
4,8:27,3,4,TAM 4,24,24,Russell Wilson pass incomplete short right intended for David Moore (defended by Jamel Dean),4.490,3.030
4,8:22,4,4,TAM 4,24,27,Jason Myers 22 yard field goal good,3.030,3.000
4,8:19,,,SEA 35,24,27,"Jason Myers kicks off 56 yards, returned by T.J. Logan for 20 yards (tackle by Ben Burr-Kirven)",0.000,0.870
4,8:15,1,10,TAM 29,24,27,Jameis Winston pass complete deep middle to Mike Evans for 25 yards (tackle by Bradley McDougald),0.870,2.520
4,7:39,1,10,SEA 46,24,27,Ronald Jones right guard for 15 yards (tackle by Bobby Wagner),2.520,3.510
4,6:58,1,10,SEA 31,24,27,Ronald Jones up the middle for 4 yards (tackle by Bobby Wagner and Branden Jackson),3.510,3.510
4,6:10,2,6,SEA 27,24,27,Ronald Jones left guard for no gain (tackle by Jarran Reed),3.510,2.810
4,5:30,3,6,SEA 27,24,27,Jameis Winston pass incomplete deep middle intended for Mike Evans,2.810,1.700
4,5:27,4,6,SEA 27,27,27,Matt Gay 45 yard field goal good,1.700,3.000
4,5:22,,,TAM 35,27,27,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
4,5:22,1,10,SEA 25,27,27,Chris Carson up the middle for 3 yards (tackle by Jason Pierre-Paul),0.610,0.470
4,4:41,2,7,SEA 28,27,27,Russell Wilson pass complete short left to Tyler Lockett for 19 yards (tackle by Jamel Dean),0.470,2.060
4,4:34,1,10,SEA 47,27,33,"Russell Wilson pass complete deep right to D.K. Metcalf for 53 yards, touchdown",2.060,7.000
4,4:25,,,TAM 15,27,34,Jason Myers kicks extra point good,0.000,0.000
4,4:25,,,SEA 35,27,34,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
4,4:25,1,10,TAM 25,27,34,Jameis Winston pass complete short left to Dare Ogunbowale for 12 yards (tackle by K.J. Wright),0.610,1.400
4,3:46,1,10,TAM 37,27,34,Jameis Winston pass incomplete short right intended for Breshad Perriman,1.400,0.860
4,3:41,2,10,TAM 37,27,34,Jameis Winston pass complete short right to Mike Evans for 23 yards (tackle by Marquise Blair),0.860,2.920
4,3:33,1,10,SEA 40,27,34,Chris Godwin left tackle for 8 yards (tackle by K.J. Wright),2.920,3.450
4,2:49,2,2,SEA 32,27,34,Ronald Jones up the middle for -3 yards (tackle by Jadeveon Clowney and Bradley McDougald),3.450,2.340
4,2:05,3,5,SEA 35,27,34,Jameis Winston pass incomplete short right intended for Breshad Perriman (defended by Shaquill Griffin),2.340,0.980
4,2:00,4,5,SEA 35,27,34,Jameis Winston left end for 5 yards (tackle by K.J. Wright),0.980,3.580
4,1:18,1,10,SEA 30,27,34,Jameis Winston pass complete short middle to Ronald Jones for 12 yards (tackle by Bobby Wagner and Shaquill Griffin),3.580,4.370
4,1:08,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
4,1:08,,,,,,Timeout #2 by Seattle Seahawks,,
4,1:08,1,10,SEA 18,27,34,Jameis Winston pass complete short middle to Mike Evans for 17 yards (tackle by Marquise Blair and Shaquill Griffin),4.370,6.970
4,0:48,1,1,SEA 1,33,34,"Dare Ogunbowale left guard for 1 yard, touchdown",6.970,7.000
4,0:46,,,SEA 15,34,34,Matt Gay kicks extra point good,0.000,0.000
4,0:46,,,TAM 35,34,34,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
4,0:46,1,10,SEA 25,34,34,Russell Wilson pass incomplete short left intended for Jacob Hollister,0.610,0.060
4,0:42,2,10,SEA 25,34,34,Russell Wilson pass complete short left to D.K. Metcalf for 18 yards (tackle by Jordan Whitehead),0.060,1.800
4,0:35,1,10,SEA 43,34,34,"Penalty on Shaquil Barrett: Defensive Offside, 5 yards (no play)",1.800,2.530
4,0:35,1,5,SEA 48,34,34,Russell Wilson left tackle for 21 yards (tackle by Lavonte David and Jamel Dean),2.530,3.510
4,0:27,1,10,TAM 31,34,34,Russell Wilson pass complete short left to D.K. Metcalf for 6 yards (tackle by Lavonte David),3.510,3.780
4,0:22,2,4,TAM 25,34,34,Chris Carson left end for 3 yards (tackle by Lavonte David),3.780,3.470
4,0:03,,,,,,Timeout #3 by Seattle Seahawks,,
4,0:03,,,,,,Timeout #3 by Tampa Bay Buccaneers,,
4,0:03,3,1,TAM 22,34,34,Jason Myers 40 yard field goal no good,3.470,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,TAM,SEA,Detail,EPB,EPA
,,,,,,,"Seahawks won the coin toss, Seahawks to receive the overtime kickoff.",,
OT,10:00,,,TAM 35,34,34,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
OT,10:00,1,10,SEA 25,34,34,Russell Wilson pass incomplete short right intended for Tyler Lockett (defended by Jamel Dean),0.610,0.060
OT,9:56,2,10,SEA 25,34,34,Russell Wilson pass complete short left to David Moore for 12 yards (tackle by Jamel Dean),0.060,1.400
OT,9:14,1,10,SEA 37,34,34,Chris Carson up the middle for 4 yards (tackle by Ndamukong Suh and Vita Vea),1.400,1.400
OT,8:36,2,6,SEA 41,34,34,Russell Wilson pass complete short right to Chris Carson for 15 yards (tackle by Jordan Whitehead),1.400,2.650
OT,7:50,1,10,TAM 44,34,34,Russell Wilson pass incomplete deep left intended for Tyler Lockett,2.650,2.110
OT,7:45,2,10,TAM 44,34,34,"Russell Wilson pass incomplete deep right intended for D.K. Metcalf. Penalty on Jamel Dean: Illegal Contact, 5 yards (no play)",2.110,2.980
OT,7:39,1,10,TAM 39,34,34,Russell Wilson pass complete short left to Tyler Lockett for 4 yards (tackle by Devin White),2.980,2.980
OT,6:59,2,6,TAM 35,34,34,Russell Wilson pass incomplete short left intended for Rashaad Penny,2.980,2.280
OT,6:55,3,6,TAM 35,34,34,Russell Wilson pass complete deep left to D.K. Metcalf for 29 yards (tackle by Jamel Dean),2.280,5.830
OT,6:49,1,6,TAM 6,34,34,Chris Carson right end for -4 yards (tackle by Lavonte David),5.830,4.190
OT,6:27,2,10,TAM 10,34,40,"Russell Wilson pass complete short right to Jacob Hollister for 10 yards, touchdown",4.190,6.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
