Quarter,Time,Tm,Detail,BAL,CIN
1.0,4:28,Bengals,T.J. Houshmandzadeh 4 yard pass from Jon Kitna (Neil Rackers kick failed),0,6
2.0,11:41,Bengals,Corey Dillon 5 yard rush (Neil Rackers kick),0,13
,8:26,Ravens,Travis Taylor 39 yard pass from Jeff Blake (Matt Stover kick),7,13
,0:19,Ravens,Chad Williams 98 yard interception return (Matt Stover kick),14,13
,0:00,Bengals,Neil Rackers 40 yard field goal,14,16
3.0,9:51,Bengals,Chad Johnson 35 yard pass from Jon Kitna (Neil Rackers kick),14,23
4.0,14:51,Ravens,Ron Johnson 22 yard blocked punt return (Matt Stover kick),21,23
,5:12,Ravens,Todd Heap 22 yard pass from Jeff Blake (pass failed),27,23
