Quarter,Time,Tm,Detail,CIN,NYJ
1.0,9:35,Bengals,Samaje Perine 12 yard pass from Joe Burrow (Evan McPherson kick),7,0
,5:04,Jets,Greg Zuerlein 50 yard field goal,7,3
,1:49,Jets,Greg Zuerlein 40 yard field goal,7,6
,0:00,Bengals,Tyler Boyd 56 yard pass from Joe Burrow (Evan McPherson kick),14,6
2.0,7:48,Bengals,Evan McPherson 22 yard field goal,17,6
,5:28,Bengals,Evan McPherson 43 yard field goal,20,6
,0:00,Jets,Greg Zuerlein 52 yard field goal,20,9
3.0,12:02,Bengals,Ja'Marr Chase 5 yard pass from Joe Burrow (Evan McPherson kick),27,9
,0:41,Jets,Greg Zuerlein 43 yard field goal,27,12
