#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,NYG 29,1,0:14,0,Interception
2,1,13:06,NYG 32,2,0:42,6,Fumble
3,1,12:24,NYG 32,10,4:15,64,Field Goal
4,1,6:31,NYG 31,3,1:59,5,Punt
5,1,2:21,NYG 40,5,2:33,22,Punt
6,2,13:22,NWE 49,6,2:42,20,Missed FG
7,2,9:31,NYG 29,13,6:55,49,Interception
8,2,1:49,NYG 45,8,1:40,24,Missed FG
9,3,10:39,NYG 38,5,2:00,11,Punt
10,3,4:22,NYG 21,12,5:40,63,Field Goal
11,4,11:23,NYG 28,11,3:26,46,Interception
12,4,6:19,NYG 19,8,1:59,44,Downs
13,4,1:51,NYG 41,5,1:08,28,Interception
