Quarter,Time,Down,ToGo,Location,PHI,GNB,Detail,EPB,EPA
1,7:17,1,10,GNB 17,0,0,Ahman Green right end for 32 yards (tackle by Michael Lewis),-0.060,2.190
1,6:48,1,10,GNB 49,0,0,"Brett Favre pass incomplete intended for Antonio Freeman. Penalty on Brandon Whiting: Roughing the Passer, 15 yards (no play)",2.190,3.180
1,6:43,1,10,PHI 36,0,0,"Ahman Green right guard for 9 yards (tackle by Mark Simoneau). Ahman Green fumbles (forced by Mark Simoneau), recovered by Michael Lewis at PHI-27 (tackle by Ahman Green)",3.180,-0.740
1,6:35,1,10,PHI 27,0,0,Correll Buckhalter right end for 3 yards (tackle by Gilbert Brown),0.740,0.600
1,5:57,2,7,PHI 30,0,0,Donovan McNabb pass complete to Chad Lewis for 13 yards (tackle by Aaron Kampman),0.600,1.800
1,5:16,1,10,PHI 43,0,0,Donovan McNabb pass complete to Freddie Mitchell for 9 yards (tackle by Na'il Diggs),1.800,2.470
1,4:54,2,1,GNB 48,0,0,Correll Buckhalter left end for 3 yards (tackle by Nick Barnett and Hannibal Navies),2.470,2.590
1,4:18,1,10,GNB 45,0,0,Duce Staley up the middle for no gain (tackle by Grady Jackson),2.590,2.040
1,3:34,2,10,GNB 45,0,0,Donovan McNabb pass incomplete intended for Chad Lewis,2.040,1.360
1,3:27,3,10,GNB 45,0,0,Donovan McNabb pass incomplete intended for James Thrash,1.360,0.270
1,3:23,4,10,GNB 45,0,0,"Dirk Johnson punts 45 yards, touchback",0.270,-0.280
1,3:13,1,10,GNB 20,0,0,Brett Favre pass incomplete intended for Donald Driver,0.280,-0.270
1,3:07,2,10,GNB 20,0,0,"Ahman Green right guard for 4 yards (tackle by Brandon Whiting). Ahman Green fumbles (forced by Brandon Whiting), recovered by Chad Clifton at GNB-28",-0.270,0.100
1,2:13,3,2,GNB 28,0,0,"Brett Favre pass complete to Javon Walker for 7 yards (tackle by Lito Sheppard). Penalty on David Martin: Offensive Pass Interference, 10 yards (no play)",0.100,-1.330
1,1:53,3,12,GNB 18,0,0,Tony Fisher right end for 11 yards (tackle by Michael Lewis),-1.330,-1.440
1,1:33,4,1,GNB 29,0,0,"Josh Bidwell punts 39 yards, fair catch by Reno Mahe",-1.440,-1.070
1,1:26,1,10,PHI 32,0,0,"Penalty on Jon Ritchie: False Start, 5 yards (no play)",1.070,0.740
1,1:26,1,15,PHI 27,0,0,Brian Westbrook right end for 1 yard (tackle by Kabeer Gbaja-Biamila),0.740,-0.010
1,0:42,2,14,PHI 28,0,0,Donovan McNabb pass incomplete intended for Chad Lewis,-0.010,-0.690
1,0:38,3,14,PHI 28,0,0,Donovan McNabb pass incomplete intended for James Thrash,-0.690,-1.500
1,0:33,4,14,PHI 28,0,0,Dirk Johnson punts 48 yards,-1.500,-0.540
1,0:22,1,10,GNB 24,0,0,Ahman Green right tackle for 5 yards (tackle by Mark Simoneau),0.540,0.670
Quarter,Time,Down,ToGo,Location,PHI,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,GNB 29,0,0,Ahman Green left guard for 3 yards (tackle by Clinton Hart),0.670,0.370
2,14:13,3,2,GNB 32,0,0,Brett Favre pass incomplete intended for Donald Driver,0.370,-1.240
2,14:13,4,2,GNB 32,0,0,"Penalty on Ike Reese: Neutral Zone Infraction, 5 yards (no play)",-1.240,1.400
2,14:08,1,10,GNB 37,0,0,Brett Favre pass complete to Bubba Franks for 4 yards (tackle by Nate Wayne),1.400,1.400
2,13:37,2,6,GNB 41,0,0,"Ahman Green left guard for 8 yards (tackle by Clinton Hart). Penalty on Robert Ferguson: Offensive Holding, 10 yards",1.400,1.130
2,13:17,2,8,GNB 39,0,0,Brett Favre pass incomplete intended for Ahman Green,1.130,0.430
2,13:14,3,8,GNB 39,0,0,"Brett Favre sacked for -6 yards. Brett Favre fumbles, recovered by Mark Tauscher at GNB-33",0.430,-1.180
2,12:42,4,14,GNB 33,0,0,"Josh Bidwell punts 39 yards, fair catch by Reno Mahe",-1.180,-0.810
2,12:35,1,10,PHI 28,0,0,Donovan McNabb pass complete to Jon Ritchie for 6 yards (tackle by Mike McKenzie),0.810,1.070
2,11:55,2,4,PHI 34,0,0,Todd Pinkston right end for -11 yards (tackle by Mike McKenzie),1.070,-1.090
2,11:09,3,15,PHI 23,0,0,Donovan McNabb pass incomplete intended for Chad Lewis,-1.090,-1.830
2,11:03,4,15,PHI 23,0,0,Dirk Johnson punts 31 yards,-1.830,-1.990
2,10:54,1,10,GNB 46,0,0,Ahman Green up the middle for 3 yards (tackle by N.D. Kalu),1.990,1.860
2,10:15,2,7,GNB 49,0,0,Ahman Green left tackle for 10 yards (tackle by Darwin Walker and Nate Wayne),1.860,2.850
2,9:33,1,10,PHI 41,0,0,Brett Favre pass complete to Donald Driver for 6 yards (tackle by Clinton Hart),2.850,3.120
2,8:56,2,4,PHI 35,0,0,Najeh Davenport left end for 2 yards (tackle by Carlos Emmons),3.120,2.680
2,8:23,3,2,PHI 33,0,0,Ahman Green right end for 4 yards (tackle by Michael Lewis),2.680,3.640
2,7:45,1,10,PHI 29,0,0,Ahman Green right guard for 3 yards (tackle by Nate Wayne and Michael Lewis),3.640,3.510
2,7:10,2,7,PHI 26,0,0,Brett Favre sacked by Michael Lewis for -11 yards,3.510,1.360
2,6:45,3,18,PHI 37,0,0,Brett Favre pass incomplete intended for Antonio Freeman is intercepted by Nate Wayne at PHI-33 and returned for 33 yards (tackle by Brett Favre),1.360,-3.310
2,6:36,1,10,GNB 34,0,0,Donovan McNabb pass incomplete intended for James Thrash,3.310,2.770
2,6:29,2,10,GNB 34,0,0,Correll Buckhalter left end for -6 yards (tackle by Hannibal Navies),2.770,1.290
2,5:53,3,16,GNB 40,0,0,Correll Buckhalter left tackle for 11 yards (tackle by Kabeer Gbaja-Biamila and Marques Anderson),1.290,1.540
2,5:10,4,5,GNB 29,0,0,David Akers 47 yard field goal no good,1.540,-1.470
2,5:04,1,10,GNB 38,0,0,Ahman Green right end for 2 yards (tackle by N.D. Kalu),1.470,1.190
2,4:30,2,8,GNB 40,0,0,Ahman Green left guard for 3 yards (tackle by Darwin Walker and Jerome McDougle),1.190,0.890
2,3:46,3,5,GNB 43,0,0,Brett Favre pass complete to Wesley Walls for 1 yard (tackle by Michael Lewis),0.890,-0.460
2,3:11,4,4,GNB 44,0,0,"Josh Bidwell punts 51 yards, returned by Reno Mahe for 17 yards (tackle by Paris Lenon)",-0.460,-0.410
2,2:58,1,10,PHI 22,0,0,Correll Buckhalter right end for 2 yards (tackle by Cletidus Hunt),0.410,0.140
2,2:17,2,8,PHI 24,0,0,Correll Buckhalter left guard for 6 yards (tackle by Nick Barnett),0.140,0.230
2,2:00,3,2,PHI 30,0,0,Correll Buckhalter up the middle for -1 yards (tackle by Na'il Diggs),0.230,-1.440
2,1:54,,,,0,0,Timeout #1 by Green Bay Packers,0.000,-1.440
2,1:54,4,3,PHI 29,0,0,Dirk Johnson punts 25 yards,-1.440,-1.990
2,1:47,1,10,GNB 46,0,0,Ahman Green left guard for 3 yards (tackle by Brandon Whiting and Carlos Emmons),1.990,1.860
2,1:19,2,7,GNB 49,0,0,Brett Favre pass incomplete intended for Donald Driver,1.860,1.160
2,1:13,3,7,GNB 49,0,0,Brett Favre pass complete to Antonio Freeman for 15 yards (tackle by Michael Lewis),1.160,3.180
2,0:55,1,10,PHI 36,0,0,Ahman Green up the middle for 12 yards (tackle by Nate Wayne),3.180,3.970
2,0:49,,,,0,0,Timeout #2 by Green Bay Packers,0.000,3.970
2,0:49,1,10,PHI 24,0,6,"Brett Favre pass complete to Ahman Green for 24 yards, touchdown",3.970,7.000
2,,,,PHI 2,0,7,"Ryan Longwell kicks extra point good. Penalty on PHI: Defensive 12 On-field, 5 yards",0.000,0.000
2,,,,GNB 35,0,7,"Ryan Longwell kicks off 55 yards, returned by James Thrash for 18 yards (tackle by Torrance Marshall)",0.000,0.810
2,0:35,1,10,PHI 28,0,7,Duce Staley left tackle for 7 yards (tackle by Marques Anderson and Kabeer Gbaja-Biamila),0.810,1.210
Quarter,Time,Down,ToGo,Location,PHI,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,0,7,"Ryan Longwell kicks off 58 yards, returned by James Thrash for 33 yards (tackle by Bhawoh Jue)",0.000,1.930
3,14:54,1,10,PHI 45,0,7,Duce Staley right guard for no gain (tackle by Cletidus Hunt),1.930,1.380
3,14:19,2,10,PHI 45,0,7,Donovan McNabb pass complete to James Thrash for 4 yards (tackle by Na'il Diggs),1.380,1.220
3,13:41,3,6,PHI 49,0,7,Donovan McNabb pass complete to Duce Staley for 34 yards (tackle by Mike McKenzie),1.220,4.440
3,13:08,1,10,GNB 17,0,7,Brian Westbrook right end for 2 yards (tackle by Na'il Diggs and Grady Jackson),4.440,4.150
3,12:28,2,8,GNB 15,0,7,Donovan McNabb pass complete to Reno Mahe for 5 yards (tackle by Nick Barnett),4.150,4.340
3,11:40,3,3,GNB 10,0,7,Brian Westbrook right end for 3 yards (tackle by Darren Sharper),4.340,5.600
3,11:01,1,7,GNB 7,0,7,Brian Westbrook left end for -6 yards (tackle by Na'il Diggs),5.600,3.720
3,10:20,2,13,GNB 13,0,7,Donovan McNabb pass incomplete intended for L.J. Smith,3.720,3.060
3,10:15,3,13,GNB 13,0,7,Donovan McNabb pass complete to Todd Pinkston for 10 yards (tackle by Al Harris),3.060,3.040
3,9:33,4,3,GNB 3,3,7,David Akers 21 yard field goal good,3.040,3.000
3,,,,PHI 30,3,7,"David Akers kicks off 70 yards, touchback",0.000,0.280
3,9:29,1,10,GNB 20,3,7,Ahman Green up the middle for 4 yards (tackle by Troy Vincent and Brandon Whiting),0.280,0.270
3,8:43,2,6,GNB 24,3,7,Brett Favre pass complete to Ahman Green for 2 yards (tackle by Carlos Emmons),0.270,-0.160
3,7:57,3,4,GNB 26,3,7,Brett Favre for 7 yards (tackle by Clinton Hart),-0.160,1.140
3,7:30,1,10,GNB 33,3,7,Najeh Davenport left end for 6 yards (tackle by Troy Vincent),1.140,1.400
3,7:04,2,4,GNB 39,3,7,Ahman Green right tackle for 6 yards (tackle by Nate Wayne),1.400,1.930
3,6:32,1,10,GNB 45,3,7,Ahman Green left end for 5 yards (tackle by N.D. Kalu),1.930,2.060
3,5:58,2,5,PHI 50,3,7,Najeh Davenport right guard for 6 yards (tackle by Carlos Emmons and Clinton Hart),2.060,2.650
3,5:17,1,10,PHI 44,3,7,"Najeh Davenport up the middle for 10 yards (tackle by Michael Lewis). Najeh Davenport fumbles (forced by Michael Lewis), recovered by Robert Ferguson at PHI-26",2.650,3.840
3,4:30,1,10,PHI 26,3,7,Ahman Green up the middle for 5 yards (tackle by Michael Lewis),3.840,3.970
3,3:49,2,5,PHI 21,3,7,Ahman Green right end for -1 yards (tackle by Troy Vincent and Nate Wayne),3.970,3.140
3,3:06,3,6,PHI 22,3,7,Ahman Green up the middle for -5 yards (tackle by Ike Reese),3.140,1.670
3,2:26,4,11,PHI 27,3,7,Ryan Longwell 45 yard field goal no good,1.670,-1.270
3,2:21,1,10,PHI 35,3,7,Duce Staley left end for 12 yards (tackle by Nick Barnett and Darren Sharper),1.270,2.060
3,1:42,1,10,PHI 47,3,7,Donovan McNabb pass complete to Freddie Mitchell for 9 yards (tackle by Darren Sharper),2.060,2.730
3,0:59,2,1,GNB 44,3,7,Duce Staley left tackle for -1 yards (tackle by Aaron Kampman),2.730,1.880
3,0:15,3,2,GNB 45,3,7,Donovan McNabb pass incomplete intended for L.J. Smith,1.880,0.270
3,0:11,4,2,GNB 45,3,7,"Dirk Johnson punts 45 yards, touchback",0.270,-0.280
3,0:02,1,10,GNB 20,3,7,Brett Favre up the middle for 1 yard (tackle by Corey Simon),0.280,-0.130
Quarter,Time,Down,ToGo,Location,PHI,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,GNB 21,3,7,Brett Favre pass incomplete intended for Donald Driver,-0.130,-0.820
4,14:53,3,9,GNB 21,3,7,Brett Favre pass complete to Javon Walker for 1 yard (tackle by Sheldon Brown),-0.820,-1.900
4,14:19,4,8,GNB 22,3,7,"Josh Bidwell punts 45 yards, returned by Reno Mahe for 3 yards (tackle by Rob Davis)",-1.900,-1.330
4,14:06,1,10,PHI 36,3,7,Donovan McNabb pass incomplete intended for James Thrash,1.330,0.790
4,14:01,2,10,PHI 36,3,7,Correll Buckhalter left end for -1 yards (tackle by Hannibal Navies and Na'il Diggs),0.790,-0.030
4,13:19,3,11,PHI 35,3,7,Donovan McNabb pass complete to Todd Pinkston for 10 yards (tackle by Al Harris),-0.030,-0.390
4,12:47,4,1,PHI 45,3,7,Dirk Johnson punts 46 yards,-0.390,0.380
4,12:36,1,10,GNB 9,3,7,Ahman Green right end for 5 yards (tackle by Brandon Whiting and Carlos Emmons),-0.380,-0.390
4,12:02,2,5,GNB 14,3,7,Ahman Green up the middle for 1 yard (tackle by Nate Wayne and Brandon Whiting),-0.390,-0.720
4,11:18,3,4,GNB 15,3,7,Brett Favre pass incomplete intended for Najeh Davenport,-0.720,-2.440
4,11:14,4,4,GNB 15,3,7,"Josh Bidwell punts 43 yards, returned by Reno Mahe for 4 yards (tackle by Torrance Marshall)",-2.440,-1.990
4,11:02,1,10,PHI 46,3,7,Donovan McNabb pass complete to James Thrash for 51 yards (tackle by Antuan Edwards),1.990,6.510
4,10:20,,,,3,7,Timeout #1 by Philadelphia Eagles,0.000,6.510
4,10:20,1,3,GNB 3,3,7,Donovan McNabb pass incomplete intended for L.J. Smith,6.510,5.530
4,10:14,2,3,GNB 3,3,7,Duce Staley right guard for 2 yards (tackle by Darren Sharper and Nick Barnett),5.530,5.170
4,9:30,3,1,GNB 1,9,7,"Donovan McNabb left end for 1 yard, touchdown",5.170,7.000
4,,,,GNB 2,10,7,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 30,10,7,"David Akers kicks off 58 yards, returned by Antonio Chatman for 22 yards (tackle by L.J. Smith)",0.000,1.200
4,9:17,1,10,GNB 34,10,7,Brett Favre pass complete to Donald Driver for 12 yards (tackle by Troy Vincent),1.200,1.990
4,8:39,1,10,GNB 46,10,7,Brett Favre pass complete to Ahman Green for 6 yards (tackle by Mark Simoneau),1.990,2.260
4,8:39,2,4,PHI 48,10,7,"Penalty on Bubba Franks: False Start, 5 yards (no play)",2.260,1.590
4,7:51,2,9,GNB 47,10,7,Brett Favre pass incomplete intended for Javon Walker,1.590,0.890
4,7:47,3,9,GNB 47,10,7,Brett Favre pass complete to Robert Ferguson for 8 yards (tackle by Lito Sheppard),0.890,0.270
4,7:11,4,1,PHI 45,10,13,"Ahman Green up the middle for 45 yards, touchdown",0.270,7.000
4,,,,PHI 2,10,14,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,GNB 30,10,14,"Ryan Longwell kicks off 62 yards, returned by James Thrash for 45 yards (tackle by Najeh Davenport)",0.000,2.460
4,6:55,1,10,GNB 47,10,14,Duce Staley left guard for 5 yards (tackle by Darren Sharper),2.460,2.590
4,6:18,2,5,GNB 42,10,14,Donovan McNabb pass complete to Jon Ritchie for 5 yards (tackle by Mike McKenzie),2.590,3.120
4,5:25,1,10,GNB 37,10,14,Donovan McNabb pass incomplete intended for James Thrash,3.120,2.570
4,5:20,2,10,GNB 37,10,14,Donovan McNabb pass complete to Freddie Mitchell for 5 yards (tackle by Na'il Diggs),2.570,2.540
4,4:42,3,5,GNB 32,10,14,Donovan McNabb pass incomplete intended for Duce Staley,2.540,1.260
4,4:39,,,,10,14,Timeout #1 by Green Bay Packers,0.000,1.260
4,4:39,4,5,GNB 32,10,14,Donovan McNabb pass incomplete intended for James Thrash,1.260,-1.070
4,4:35,1,10,GNB 32,10,14,Ahman Green up the middle for 1 yard (tackle by Nate Wayne and Carlos Emmons),1.070,0.660
4,3:50,2,9,GNB 33,10,14,Ahman Green right end for 4 yards (tackle by Michael Lewis),0.660,0.500
4,3:02,3,5,GNB 37,10,14,Brett Favre pass complete to William Henderson for no gain,0.500,-0.910
4,2:52,,,,10,14,Timeout #2 by Philadelphia Eagles,0.000,-0.910
4,2:52,4,5,GNB 37,10,14,"Josh Bidwell punts 34 yards, returned by Reno Mahe for 6 yards (tackle by Najeh Davenport)",-0.910,-1.270
4,2:43,1,10,PHI 35,10,14,Duce Staley up the middle for 7 yards (tackle by Antuan Edwards and Mike McKenzie),1.270,1.670
4,2:17,2,3,PHI 42,10,14,Donovan McNabb up the middle for 4 yards (tackle by Grady Jackson),1.670,1.990
4,2:00,1,10,PHI 46,10,14,Donovan McNabb pass incomplete intended for James Thrash (defended by Antuan Edwards),1.990,1.450
4,1:52,2,10,PHI 46,10,14,Duce Staley right guard for 11 yards (tackle by Mike McKenzie and Darren Sharper),1.450,2.720
4,1:31,1,10,GNB 43,10,14,Donovan McNabb pass complete to Duce Staley for 11 yards (tackle by Marques Anderson),2.720,3.450
4,1:07,1,10,GNB 32,10,14,Donovan McNabb pass complete to Chad Lewis for 20 yards (tackle by Darren Sharper),3.450,4.780
4,0:57,,,,10,14,Timeout #3 by Philadelphia Eagles,0.000,4.780
4,0:57,1,10,GNB 12,10,14,Donovan McNabb up the middle for 6 yards (tackle by Marques Anderson),4.780,5.210
4,0:32,2,4,GNB 6,16,14,"Donovan McNabb pass complete to Todd Pinkston for 6 yards, touchdown",5.210,7.000
4,,,,GNB 2,17,14,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 30,17,14,"David Akers kicks off 58 yards, returned by Antonio Chatman for 24 yards (tackle by Roderick Hood)",,
4,0:21,1,10,GNB 36,17,14,Brett Favre pass complete to Wesley Walls for 14 yards (tackle by Nate Wayne),1.330,2.260
4,0:15,,,,17,14,Timeout #2 by Green Bay Packers,0.000,2.260
4,0:15,1,10,PHI 50,17,14,Brett Favre pass complete to Javon Walker for 8 yards (tackle by Nate Wayne),2.260,2.790
4,0:08,,,,17,14,Timeout #3 by Green Bay Packers,0.000,2.790
4,0:08,2,2,PHI 42,17,14,"Brett Favre sacked for -7 yards. Brett Favre fumbles, recovered by Darwin Walker at PHI-48 (tackle by Mike Wahle)",2.790,-2.130
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,0:01,1,10,PHI 48,17,14,Donovan McNabb up the middle for -1 yards,2.130,1.450
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
