0,1
Game Info,Game Info
Won Toss,49ers
Roof,outdoors
Surface,grass
Duration,3:09
Attendance,67651
Weather,"65 degrees, relative humidity 57%, wind 12 mph, wind chill 0"
Vegas Line,Seattle Seahawks -1.0
Over/Under,40.5 (under)
