Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Vikings won the coin toss, Vikings to receive the opening kickoff.",,
1,15:00,,,CHI 35,0,0,"Robbie Gould kicks off 65 yards, touchback",0.000,0.280
1,15:00,1,10,MIN 20,0,0,Adrian Peterson right tackle for 1 yard (tackle by Anthony Adams),0.280,-0.130
1,14:24,,,,0,0,Timeout #1 by Chicago Bears,0.000,-0.130
1,14:24,2,9,MIN 21,0,0,Adrian Peterson right tackle for 2 yards (tackle by Brian Urlacher),-0.130,-0.560
1,13:43,3,7,MIN 23,0,0,Donovan McNabb pass incomplete short left intended for Visanthe Shiancoe,-0.560,-1.830
1,13:39,4,7,MIN 23,0,0,"Chris Kluwe punts 45 yards, fair catch by Devin Hester",-1.830,-1.070
1,13:30,1,10,CHI 32,0,0,Matt Forte left end for 3 yards (tackle by E.J. Henderson),1.070,0.930
1,13:01,2,7,CHI 35,0,0,Jay Cutler pass complete short left to Roy E. Williams for 17 yards (tackle by Cedric Griffin),0.930,2.390
1,12:26,1,10,MIN 48,0,6,"Jay Cutler pass complete deep middle to Devin Hester for 48 yards, touchdown",2.390,7.000
1,,,,MIN 2,0,7,Robbie Gould kicks extra point good,0.000,0.000
1,,,,CHI 35,0,7,"Robbie Gould kicks off 65 yards, touchback",0.000,0.280
1,12:17,1,10,MIN 20,0,7,Donovan McNabb pass incomplete short left intended for Percy Harvin (defended by D.J. Moore),0.280,-0.270
1,12:13,2,10,MIN 20,0,7,Adrian Peterson right guard for 5 yards (tackle by Brian Urlacher),-0.270,-0.300
1,11:37,3,5,MIN 25,0,7,Donovan McNabb pass incomplete short left intended for Bernard Berrian,-0.300,-1.700
1,11:33,4,5,MIN 25,0,7,Chris Kluwe punts 44 yards,-1.700,-1.000
1,11:21,1,10,CHI 31,0,7,Jay Cutler pass complete short left to Matt Forte for 4 yards (tackle by Husain Abdullah),1.000,1.000
1,10:45,2,6,CHI 35,0,7,Matt Forte left end for 10 yards (tackle by Chad Greenway and Letroy Guion),1.000,1.930
1,10:04,1,10,CHI 45,0,7,"Jay Cutler pass complete short right to Tyler Clutts for 6 yards (tackle by E.J. Henderson). Tyler Clutts fumbles (forced by E.J. Henderson), ball out of bounds at MIN-44",1.930,2.190
1,9:42,2,4,MIN 49,0,7,Matt Forte left tackle for 5 yards (tackle by E.J. Henderson),2.190,2.650
1,9:06,1,10,MIN 44,0,7,Matt Forte right guard for -2 yards (tackle by Husain Abdullah),2.650,1.840
1,8:21,2,12,MIN 46,0,7,Jay Cutler pass complete short left to Marion Barber for 3 yards (tackle by Cedric Griffin),1.840,1.550
1,7:49,3,9,MIN 43,0,7,Jay Cutler pass incomplete deep middle intended for Dane Sanzenbacher,1.550,0.400
1,7:42,4,9,MIN 43,0,7,"Adam Podlesh punts 38 yards, fair catch by Marcus Sherels",0.400,0.380
1,7:35,1,10,MIN 5,0,7,Donovan McNabb pass complete short right to Kyle Rudolph for 2 yards (tackle by Lance Briggs),-0.380,-0.630
1,6:59,2,8,MIN 7,0,9,"Donovan McNabb sacked by Stephen Paea for -7 yards, safety",-0.630,-2.000
1,,,,MIN 20,0,9,Chris Kluwe kicks off 36 yards,0.000,1.860
1,6:50,1,10,CHI 44,0,9,Matt Forte left end for 11 yards (tackle by Jamarca Sanford),1.860,2.590
1,6:01,1,10,MIN 45,0,9,"Jay Cutler pass complete short right to Tyler Clutts for 7 yards (tackle by Chad Greenway). Penalty on J'Marcus Webb: Illegal Formation, 5 yards (no play)",2.590,2.260
1,5:35,1,15,,0,9,Matt Forte right guard for 5 yards (tackle by Jared Allen),2.260,2.040
1,4:58,2,10,MIN 45,0,9,Jay Cutler pass complete short middle to Roy E. Williams for 17 yards (tackle by Asher Allen),2.040,3.710
1,4:18,1,10,MIN 28,0,9,Jay Cutler pass incomplete deep right intended for Johnny Knox (defended by Chris Cook),3.710,3.170
1,4:10,2,10,MIN 28,0,9,"Matt Forte left guard for 21 yards (tackle by Cedric Griffin). Penalty on Cedric Griffin: Horse Collar Tackle, 4 yards",3.170,6.510
1,3:43,1,3,MIN 3,0,15,"Marion Barber left guard for 3 yards, touchdown",6.510,7.000
1,,,,MIN 2,0,16,Robbie Gould kicks extra point good,0.000,0.000
1,,,,CHI 35,0,16,"Robbie Gould kicks off 70 yards, returned by Percy Harvin for 25 yards (tackle by Zackary Bowman)",0.000,0.280
1,3:34,1,10,MIN 20,0,16,Adrian Peterson right guard for no gain (tackle by Stephen Paea),0.280,-0.270
1,2:57,2,10,MIN 20,0,16,Donovan McNabb pass complete deep left to Kyle Rudolph for 18 yards (tackle by Chris Conte),-0.270,1.470
1,2:18,1,10,MIN 38,0,16,Adrian Peterson for 4 yards (tackle by Anthony Adams),1.470,1.460
1,1:44,2,6,MIN 42,0,16,Joe Webb pass incomplete short right intended for Percy Harvin,1.460,0.760
1,1:37,3,6,MIN 42,0,16,Donovan McNabb pass complete short middle to Percy Harvin for 11 yards (tackle by D.J. Moore),0.760,2.460
1,0:59,1,10,CHI 47,0,16,Adrian Peterson left tackle for 2 yards (tackle by Nick Roach),2.460,2.180
1,0:22,2,8,CHI 45,0,16,Percy Harvin right tackle for 5 yards (tackle by D.J. Moore),2.180,2.150
Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,CHI 40,0,16,Donovan McNabb pass complete short left to Percy Harvin for 14 yards (tackle by Chris Conte). Penalty on Charles Tillman: Illegal Contact (Declined),2.150,3.840
