Quarter,Time,Down,ToGo,Location,PHI,NYG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Eagles won the coin toss, Eagles to receive the opening kickoff.",,
1,15:00,,,NYG 35,0,0,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,PHI 20,0,0,"Penalty on Lane Johnson: False Start, 5 yards (no play)",0.280,-0.310
1,15:00,1,15,PHI 15,0,0,Michael Vick pass incomplete deep right intended for DeSean Jackson,-0.310,-1.070
1,14:55,2,15,PHI 15,0,0,LeSean McCoy right guard for 4 yards (tackle by Keith Rivers and Shaun Rogers),-1.070,-1.140
1,14:27,3,11,PHI 19,0,0,Michael Vick pass incomplete deep right intended for DeSean Jackson,-1.140,-2.140
1,14:14,4,11,PHI 19,0,0,"Donnie Jones punts 51 yards, returned by Rueben Randle for 8 yards (tackle by Roc Carmichael)",-2.140,-1.470
1,14:01,1,10,NYG 38,0,0,David Wilson right guard for 1 yard (tackle by Earl Wolff and Trent Cole),1.470,1.060
1,13:16,2,9,NYG 39,0,0,Eli Manning pass incomplete deep middle intended for Rueben Randle (defended by Bradley Fletcher),1.060,0.370
1,13:07,3,9,NYG 39,0,0,Eli Manning pass complete deep middle to Hakeem Nicks for 49 yards (tackle by Bradley Fletcher and Nate Allen),0.370,4.780
1,12:28,1,10,PHI 12,0,0,Brandon Jacobs left guard for 7 yards (tackle by Mychal Kendricks and Nate Allen),4.780,5.410
1,11:44,2,3,PHI 5,0,6,"David Wilson right tackle for 5 yards, touchdown",5.410,7.000
1,11:44,,,PHI 2,0,7,Josh Brown kicks extra point good,0.000,0.000
1,11:44,,,NYG 35,0,7,"Josh Brown kicks off 74 yards, touchback",0.000,-0.280
1,11:37,1,10,PHI 20,0,7,Michael Vick pass incomplete short middle intended for DeSean Jackson (defended by Trumaine McBride),0.280,-0.270
1,11:26,2,10,PHI 20,0,7,LeSean McCoy left tackle for 7 yards (tackle by Will Hill and Ryan Mundy),-0.270,-0.030
1,10:59,3,3,PHI 27,0,7,Michael Vick right tackle for 5 yards (tackle by Ryan Mundy),-0.030,1.070
1,10:33,1,10,PHI 32,0,7,"Michael Vick pass incomplete deep right intended for Zach Ertz (defended by Will Hill). Penalty on Will Hill: Unnecessary Roughness, 15 yards (no play)",1.070,2.060
1,10:23,1,10,PHI 47,0,7,LeSean McCoy left tackle for 2 yards (tackle by Cullen Jenkins),2.060,1.790
1,9:58,2,8,PHI 49,0,7,LeSean McCoy left end for -1 yards (tackle by Jason Pierre-Paul),1.790,0.960
1,9:14,3,9,PHI 48,0,7,"LeSean McCoy right tackle for 5 yards (tackle by Jacquian Williams). Penalty on Jason Kelce: Offensive Holding, 11 yards (no play)",0.960,-0.490
1,9:01,3,20,PHI 37,0,7,Michael Vick up the middle for 34 yards (tackle by Will Hill),-0.490,3.640
1,8:21,1,10,NYG 29,0,7,Michael Vick up the middle for -2 yards (tackle by Mathias Kiwanuka),3.640,2.830
1,7:53,2,12,NYG 31,0,7,Michael Vick left end for 11 yards (tackle by Prince Amukamara),2.830,3.600
1,7:33,3,1,NYG 20,0,7,Bryce Brown left guard for -2 yards (tackle by Ryan Mundy),3.600,2.090
1,6:59,4,3,NYG 22,3,7,Alex Henery 40 yard field goal good,2.090,3.000
1,6:59,,,PHI 35,3,7,"Alex Henery kicks off 58 yards, returned by David Wilson for 16 yards (tackle by Najee Goode)",0.000,-0.480
1,6:43,1,10,NYG 23,3,7,Eli Manning pass complete short right to Victor Cruz for 9 yards (tackle by Cary Williams),0.480,1.150
1,6:12,2,1,NYG 32,3,7,David Wilson left tackle for 4 yards (tackle by Cedric Thornton),1.150,1.330
1,5:30,1,10,NYG 36,3,7,David Wilson left end for 4 yards (tackle by Mychal Kendricks and Cary Williams),1.330,1.330
1,4:58,2,6,NYG 40,3,7,Eli Manning pass complete short left to Hakeem Nicks for 21 yards (tackle by Cary Williams),1.330,2.980
1,4:13,1,10,PHI 39,3,7,Eli Manning pass complete short right to Victor Cruz for 7 yards (tackle by Bradley Fletcher),2.980,3.390
1,3:27,2,3,PHI 32,3,7,David Wilson left end for 5 yards (tackle by Cary Williams),3.390,3.390
1,2:36,2,3,PHI 32,3,7,Timeout #1 by New York Giants,3.390,3.780
1,2:36,1,10,PHI 27,3,7,"Eli Manning pass incomplete. Penalty on Eli Manning: Intentional Grounding, 10 yards",3.780,1.880
1,2:32,2,20,PHI 37,3,7,"Penalty on Jim Cordle: False Start, 5 yards (no play)",1.880,1.210
1,2:32,2,25,PHI 42,3,7,Eli Manning pass incomplete deep left intended for David Wilson,1.210,0.560
1,2:26,3,25,PHI 42,3,7,Eli Manning pass complete short left to Jerrel Jernigan for 6 yards (tackle by Cary Williams),0.560,0.880
1,1:50,4,19,PHI 36,3,7,"Steve Weatherford punts 36 yards, touchback",0.880,-0.280
1,1:36,1,10,PHI 20,3,7,LeSean McCoy left end for 9 yards (tackle by Ryan Mundy),0.280,0.950
1,1:14,2,1,PHI 29,3,7,"Michael Vick left tackle for 4 yards (tackle by Spencer Paysinger). Penalty on Antrel Rolle: Unnecessary Roughness, 15 yards",0.950,2.130
1,0:56,1,10,PHI 48,3,7,Michael Vick pass incomplete short left intended for Zach Ertz (defended by Spencer Paysinger),2.130,1.580
1,0:50,2,10,PHI 48,3,7,LeSean McCoy left end for 4 yards (tackle by Spencer Paysinger),1.580,1.420
1,0:24,3,6,NYG 48,3,7,Michael Vick pass incomplete short left intended for LeSean McCoy (defended by Jason Pierre-Paul),1.420,0.070
1,0:17,4,6,NYG 48,3,7,Donnie Jones punts 43 yards,0.070,0.380
1,0:08,1,10,NYG 5,3,7,David Wilson right guard for -3 yards (tackle by Cedric Thornton),-0.380,-1.000
Quarter,Time,Down,ToGo,Location,PHI,NYG,Detail,EPB,EPA
