#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,14:01,NYG 38,5,2:24,62,Touchdown
2,1,6:49,NYG 23,9,5:13,41,Punt
3,1,0:08,NYG 5,3,1:07,7,Punt
4,2,10:40,NYG 20,3,1:00,6,Punt
5,2,8:11,NYG 20,4,1:42,27,Fumble
6,2,2:38,NYG 14,6,1:05,26,Punt
7,3,15:00,NYG 20,3,1:37,4,Punt
8,3,10:42,NYG 13,7,3:44,87,Touchdown
9,3,5:43,NYG 49,7,1:57,51,Touchdown
10,3,1:04,NYG 21,5,2:07,5,Punt
11,4,13:07,NYG 20,4,2:32,21,Interception
12,4,10:26,NYG 20,3,0:24,0,Interception
13,4,8:24,NYG 20,5,1:19,25,Interception
14,4,4:15,NYG 20,6,1:42,-1,Punt
