0,1
Officials,Officials
Referee,Bill Vinovich
Umpire,Garth DeFelice
Head Linesman,Derick Bowers
Line Judge,John Hussey
Back Judge,Keith Ferguson
Side Judge,Laird Hayes
Field Judge,Gary Cavaletto
