Quarter,Time,Down,ToGo,Location,NYJ,MIN,Detail,EPB,EPA
1,0:54,3,3,MIN 26,7,7,Brad Johnson sacked by Victor Hobson for -12 yards,-0.160,-2.470
1,0:29,4,15,MIN 14,7,7,"Chris Kluwe punts 50 yards, returned by Leon Washington for 8 yards (tackle by Heath Farwell)",-2.470,-1.860
1,0:17,1,10,NYJ 44,7,7,"Chad Pennington pass complete short right to B.J. Askew for 9 yards (tackle by Dwight Smith). Penalty on Ben Leber: Face Mask (15 Yards), 15 yards",1.860,3.450
Quarter,Time,Down,ToGo,Location,NYJ,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIN 32,7,7,Cedric Houston middle for 2 yards (tackle by Spencer Johnson and Darrion Scott),3.450,3.170
2,14:23,2,8,MIN 30,7,7,Chad Pennington pass complete short left to Laveranues Coles for 14 yards (tackle by Ben Leber and Darren Sharper),3.170,4.510
2,13:39,1,10,MIN 16,7,7,Chad Pennington pass complete short right to Jerricho Cotchery for 1 yard (tackle by Cedric Griffin),4.510,4.050
2,12:52,2,9,MIN 15,7,7,Laveranues Coles right end for -1 yards (tackle by E.J. Henderson),4.050,3.080
2,12:11,3,10,MIN 16,7,7,Chad Pennington pass complete short left to Laveranues Coles for 9 yards (tackle by Ben Leber),3.080,3.010
2,11:43,4,1,MIN 7,10,7,Mike Nugent 25 yard field goal good,3.010,3.000
2,,,,NYJ 30,10,7,"Mike Nugent kicks off 66 yards, returned by Bethel Johnson for 17 yards (tackle by Wallace Wright). Penalty on Greg Blue: Illegal Block Above the , 10 yards",0.000,-0.370
2,11:33,1,10,MIN 11,10,7,"Chester Taylor right end for 6 yards (tackle by Eric Barton). Penalty on Ryan Cook: Offensive Holding, 6 yards (no play)",-0.370,-0.610
2,11:14,1,16,MIN 5,10,7,"Artose Pinner left guard for 4 yards. Penalty on Justin Miller: Unnecessary Roughness, 15 yards",-0.610,0.540
2,10:56,1,10,MIN 24,10,7,Brad Johnson sacked by C.J. Mosley for -6 yards,0.540,-0.910
2,10:18,2,16,MIN 18,10,7,Brad Johnson pass incomplete deep left intended for Billy McMullen,-0.910,-1.640
2,10:12,3,16,MIN 18,10,7,Brad Johnson pass complete short middle to Jermaine Wiggins for 5 yards (tackle by Victor Hobson),-1.640,-1.830
2,9:40,4,11,MIN 23,10,7,"Chris Kluwe punts 42 yards, returned by Leon Washington for 4 yards (tackle by Ronyell Whitaker)",-1.830,-1.530
2,9:30,1,10,NYJ 39,10,7,"Penalty on Kevin Williams: Defensive Offside, 5 yards (no play)",1.530,2.260
2,9:30,1,5,NYJ 44,10,7,Chad Pennington pass complete to Cedric Houston for 2 yards (tackle by Ben Leber),2.260,1.930
2,8:53,2,3,NYJ 46,10,7,Cedric Houston right guard for -3 yards (tackle by Ben Leber),1.930,0.830
2,8:08,3,6,NYJ 43,10,7,Chad Pennington pass complete short left to Jerricho Cotchery for 17 yards (tackle by Darren Sharper),0.830,2.920
2,7:35,1,10,MIN 40,10,7,Chad Pennington pass complete short middle to Laveranues Coles for 17 yards (tackle by E.J. Henderson),2.920,4.040
2,7:06,1,10,MIN 23,10,7,Cedric Houston right guard for 2 yards (tackle by E.J. Henderson),4.040,3.770
2,6:25,,,,10,7,Timeout #1 by New York Jets,0.000,3.770
2,6:25,2,8,MIN 21,10,7,Chad Pennington pass incomplete,3.770,3.070
2,6:18,3,8,MIN 21,16,7,"Chad Pennington pass complete deep left to Laveranues Coles for 21 yards, touchdown",3.070,7.000
2,,,,MIN 2,17,7,Mike Nugent kicks extra point good,0.000,0.000
2,,,,NYJ 30,17,7,"Mike Nugent kicks off 66 yards, returned by Bethel Johnson for 22 yards (tackle by Rashad Washington)",0.000,0.670
2,6:07,1,10,MIN 26,17,7,"Penalty on Mike Rosenthal: False Start, 5 yards (no play)",0.670,0.340
2,6:07,1,15,MIN 21,17,7,Chester Taylor right guard for 5 yards (tackle by Shaun Ellis and Eric Barton),0.340,0.130
2,5:28,2,10,MIN 26,17,7,Chester Taylor left guard for 2 yards (tackle by Hank Poteat and Dewayne Robertson),0.130,-0.300
2,4:49,3,8,MIN 28,17,7,Brad Johnson pass incomplete intended for Bethel Johnson (defended by Andre Dyson),-0.300,-1.500
2,4:42,4,8,MIN 28,17,7,"Chris Kluwe punts 48 yards, returned by Leon Washington for 38 yards (tackle by Rod Davis)",-1.500,-3.050
2,4:25,1,10,MIN 38,17,7,Chad Pennington pass incomplete deep left intended for Justin McCareins,3.050,2.510
2,4:20,2,10,MIN 38,17,7,B.J. Askew middle for no gain (tackle by Spencer Johnson),2.510,1.820
2,3:39,3,10,MIN 38,17,7,Chad Pennington pass complete short left to Chris Baker for 4 yards (tackle by Antoine Winfield),1.820,1.070
2,2:53,4,6,MIN 34,20,7,Mike Nugent 52 yard field goal good,1.070,3.000
2,,,,NYJ 30,20,7,"Mike Nugent kicks off 64 yards, returned by Bethel Johnson for 19 yards (tackle by Wallace Wright)",0.000,0.610
2,2:41,1,10,MIN 25,20,7,Brad Johnson pass complete to Travis Taylor for 8 yards (tackle by Erik Coleman),0.610,1.140
2,2:05,2,2,MIN 33,20,7,Brad Johnson pass incomplete deep left intended for Richard Owens,1.140,0.430
2,1:59,3,2,MIN 33,20,7,Brad Johnson pass complete short middle to Troy Williamson for 10 yards (tackle by Bryan Thomas),0.430,1.800
2,1:49,,,,20,7,Timeout #1 by Minnesota Vikings,0.000,1.800
2,1:49,1,10,MIN 43,20,7,Brad Johnson pass complete short left to Troy Williamson for 9 yards (tackle by Victor Hobson),1.800,2.470
2,1:17,2,1,NYJ 48,20,7,Brad Johnson pass complete short middle to Billy McMullen for 17 yards (tackle by Hank Poteat),2.470,3.510
2,1:06,,,,20,7,Timeout #2 by Minnesota Vikings,0.000,3.510
2,1:06,1,10,NYJ 31,20,7,Brad Johnson pass incomplete short right intended for Troy Williamson (defended by Kerry Rhodes),3.510,2.970
2,1:02,2,10,NYJ 31,20,7,Brad Johnson pass incomplete deep right intended for Troy Williamson,2.970,2.280
2,0:55,3,10,NYJ 31,20,7,Brad Johnson pass incomplete short middle intended for Billy McMullen,2.280,1.320
2,0:51,4,10,NYJ 31,20,7,Ryan Longwell 49 yard field goal no good,1.320,-1.530
2,0:46,1,10,NYJ 39,20,7,Leon Washington middle for 5 yards (tackle by Darren Sharper),1.530,1.660
2,0:37,,,,20,7,Timeout #2 by New York Jets,0.000,1.660
2,0:37,2,5,NYJ 44,20,7,Chad Pennington pass complete short right to Chris Baker for 11 yards (tackle by E.J. Henderson),1.660,2.590
2,0:20,1,10,MIN 45,20,7,Chad Pennington pass complete short right to Chris Baker for 12 yards (tackle by E.J. Henderson),2.590,3.380
2,0:09,1,10,MIN 33,20,7,Chad Pennington spiked the ball,3.380,2.840
2,0:08,2,10,MIN 33,20,7,Chad Pennington pass complete short middle to Chris Baker for 6 yards (tackle by E.J. Henderson),2.840,2.940
2,0:04,,,,20,7,Timeout #3 by New York Jets,0.000,2.940
2,0:04,3,4,MIN 27,23,7,Mike Nugent 45 yard field goal good,2.940,3.000
Quarter,Time,Down,ToGo,Location,NYJ,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 30,23,7,"Mike Nugent kicks off 58 yards, returned by Troy Williamson for 21 yards (tackle by Jamie Thompson)",0.000,1.140
3,14:55,1,10,MIN 33,23,7,Chester Taylor left end for 4 yards (tackle by Victor Hobson and Eric Barton),1.140,1.130
3,14:21,2,6,MIN 37,23,7,Chester Taylor left end for 13 yards (tackle by Erik Coleman),1.130,2.260
3,13:42,1,10,MIN 50,23,7,Chester Taylor left end for 2 yards (tackle by Kerry Rhodes),2.260,1.980
3,13:01,2,8,NYJ 48,23,7,Chester Taylor left tackle for 2 yards (tackle by Eric Barton and Dewayne Robertson),1.980,1.550
3,12:18,3,6,NYJ 46,23,7,Brad Johnson pass incomplete short right intended for Billy McMullen,1.550,0.200
3,12:14,4,6,NYJ 46,23,7,"Chris Kluwe punts 32 yards, fair catch by Leon Washington",0.200,0.280
3,12:08,1,10,NYJ 14,23,7,Chad Pennington pass complete short left to Laveranues Coles for 8 yards (tackle by Cedric Griffin),-0.280,0.420
3,11:41,2,2,NYJ 22,23,7,"Cedric Houston middle for no gain (tackle by E.J. Henderson). Penalty on Kevin Williams: Defensive Offside, 5 yards (no play)",0.420,0.740
3,11:15,1,10,NYJ 27,23,7,Cedric Houston right tackle for 9 yards (tackle by Antoine Winfield),0.740,1.410
3,10:36,2,1,NYJ 36,23,7,Cedric Houston left guard for 5 yards (tackle by Darren Sharper),1.410,1.660
3,9:55,1,10,NYJ 41,23,7,Leon Washington middle for 1 yard (tackle by E.J. Henderson),1.660,1.260
3,9:12,2,9,NYJ 42,23,7,Chad Pennington pass complete short middle to Laveranues Coles for 14 yards (tackle by Dwight Smith),1.260,2.650
3,8:31,1,10,MIN 44,23,7,Cedric Houston middle for 3 yards (tackle by Spencer Johnson),2.650,2.520
3,7:52,2,7,MIN 41,23,7,Chad Pennington pass incomplete deep left intended for Jerricho Cotchery (defended by Cedric Griffin),2.520,1.820
3,7:46,,,,23,7,Timeout #1 by New York Jets,0.000,1.820
3,7:46,3,7,MIN 41,23,7,Chad Pennington pass complete deep left to Laveranues Coles for 21 yards (tackle by Darren Sharper),1.820,4.240
3,7:02,1,10,MIN 20,23,7,Leon Washington left end for -1 yards (tackle by Kenechi Udeze),4.240,3.560
3,6:16,2,11,MIN 21,23,7,Chad Pennington pass incomplete short left intended for Stacy Tutt,3.560,2.870
3,6:11,3,11,MIN 21,23,7,Chad Pennington pass complete deep right to Justin McCareins for 20 yards (tackle by Cedric Griffin),2.870,6.970
3,6:01,1,1,MIN 1,23,7,Cedric Houston right guard for no gain (tackle by E.J. Henderson and Darrion Scott),6.970,5.910
3,5:20,2,1,MIN 1,23,7,Cedric Houston right guard for -1 yards (tackle by Darrion Scott and Pat Williams),5.910,4.950
3,4:35,,,,23,7,Timeout #2 by New York Jets,0.000,4.950
3,4:35,3,2,MIN 2,23,7,Chad Pennington pass incomplete short right intended for Jerricho Cotchery,4.950,3.250
3,4:30,4,2,MIN 2,26,7,Mike Nugent 20 yard field goal good,3.250,3.000
3,,,,NYJ 30,26,7,"Mike Nugent kicks off 69 yards, returned by Bethel Johnson for 21 yards (tackle by Rashad Washington)",0.000,0.410
3,4:21,1,10,MIN 22,26,7,Brad Johnson pass complete short right to Troy Williamson for 9 yards,0.410,1.080
3,4:00,2,1,MIN 31,26,7,Chester Taylor middle for -1 yards (tackle by Bryan Thomas),1.080,0.230
3,3:24,3,2,MIN 30,26,7,Brad Johnson sacked by Eric Barton for -10 yards,0.230,-2.030
3,2:54,4,12,MIN 20,26,7,"Chris Kluwe punts 45 yards, fair catch by Leon Washington. Penalty on Justin Miller: Offensive Holding, 10 yards",-2.030,-0.610
3,2:45,1,10,NYJ 25,26,7,"Penalty on Brandon Moore: False Start, 5 yards (no play)",0.610,0.280
3,2:45,1,15,NYJ 20,26,7,"Penalty on Anthony Clement: False Start, 5 yards (no play)",0.280,-0.410
3,2:45,1,20,NYJ 15,26,7,Chad Pennington pass complete short right to B.J. Askew for no gain,-0.410,-1.430
3,2:10,2,20,NYJ 15,26,7,"Penalty on Pete Kendall: False Start, 5 yards (no play)",-1.430,-1.880
3,1:58,2,25,NYJ 10,26,7,Cedric Houston middle for 3 yards (tackle by Kenechi Udeze and Spencer Johnson),-1.880,-2.750
3,1:14,3,22,NYJ 13,26,7,Cedric Houston middle for 20 yards (tackle by Kenechi Udeze and Ben Leber),-2.750,-1.180
3,0:37,4,2,NYJ 33,26,7,Ben Graham punts 55 yards,-1.180,0.350
3,0:25,1,10,MIN 12,26,7,Tarvaris Jackson pass complete short left to Troy Williamson for 13 yards (tackle by Hank Poteat),-0.350,0.610
Quarter,Time,Down,ToGo,Location,NYJ,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIN 25,26,7,"Penalty on Ryan Cook: False Start, 5 yards (no play)",0.610,0.280
4,15:00,1,15,MIN 20,26,7,Tarvaris Jackson pass incomplete,0.280,-0.610
4,14:53,2,15,MIN 20,26,7,Tarvaris Jackson pass complete short left to Billy McMullen for 11 yards (tackle by Hank Poteat),-0.610,0.170
4,14:14,3,4,MIN 31,26,7,Tarvaris Jackson pass incomplete intended for Troy Williamson (defended by Hank Poteat),0.170,-1.310
4,14:05,4,4,MIN 31,26,7,Chris Kluwe punts 46 yards,-1.310,-0.480
4,13:57,1,10,NYJ 23,26,7,Cedric Houston right end for no gain (tackle by Ray Edwards),0.480,-0.070
4,13:29,2,10,NYJ 23,26,7,Chad Pennington pass complete short right to Laveranues Coles for 15 yards (tackle by Antoine Winfield),-0.070,1.470
4,12:45,1,10,NYJ 38,26,7,"Penalty on Nick Mangold: False Start, 5 yards (no play)",1.470,1.140
4,12:25,1,15,NYJ 33,26,7,Cedric Houston middle for 1 yard (tackle by E.J. Henderson),1.140,0.380
4,11:44,2,14,NYJ 34,26,7,Chad Pennington middle for 2 yards,0.380,-0.030
4,10:59,3,12,NYJ 36,26,7,Chad Pennington pass complete short middle to Jerricho Cotchery for 14 yards (tackle by Napoleon Harris),-0.030,2.260
4,10:13,1,10,MIN 50,26,7,Cedric Houston right guard for -4 yards (tackle by E.J. Henderson),2.260,1.170
4,9:31,2,14,NYJ 46,26,7,Cedric Houston right guard for 5 yards (tackle by Napoleon Harris),1.170,1.160
4,8:48,3,9,MIN 49,26,7,Chad Pennington sacked by Jayme Mitchell and Ray Edwards for -8 yards,1.160,-0.520
4,8:03,4,17,NYJ 43,26,7,Ben Graham punts 28 yards,-0.520,-0.870
4,7:56,1,10,MIN 29,26,7,Tarvaris Jackson pass complete short right to Mewelde Moore for 3 yards (tackle by Jonathan Vilma),0.870,0.730
4,7:36,2,7,MIN 32,26,7,Tarvaris Jackson pass complete deep left to Troy Williamson for 22 yards (tackle by Erik Coleman),0.730,2.520
4,7:02,1,10,NYJ 46,26,7,Tarvaris Jackson pass incomplete deep right intended for Travis Taylor,2.520,1.980
4,6:56,2,10,NYJ 46,26,7,Tarvaris Jackson pass complete short right to Troy Williamson for 11 yards (tackle by Hank Poteat),1.980,3.250
4,6:27,1,10,NYJ 35,26,13,"Tarvaris Jackson pass complete short right to Mewelde Moore for 35 yards, touchdown",3.250,7.000
4,,,,,26,13,"Two Point Attempt: Tarvaris Jackson pass incomplete intended for Travis Taylor, conversion fails",1.000,-1.000
4,,,,MIN 30,26,13,"Ryan Longwell kicks onside 9 yards and returned for 4 yards. Penalty on Billy McMullen: Offensive Offside, 5 yards",0.000,3.980
4,6:12,1,5,MIN 30,26,13,Cedric Houston right tackle for -3 yards (tackle by Pat Williams),3.980,2.970
4,5:30,2,8,MIN 33,26,13,"Chad Pennington pass complete short middle to Jerricho Cotchery for 5 yards (tackle by Antoine Winfield). Penalty on Pete Kendall: Offensive Holding, 10 yards (no play)",2.970,1.620
4,5:02,2,18,MIN 43,26,13,Chad Pennington pass incomplete intended for Laveranues Coles is intercepted by Napoleon Harris at MIN-19 and returned for 7 yards,1.620,-0.670
4,4:53,1,10,MIN 26,26,13,Tarvaris Jackson pass complete short middle to Mewelde Moore for 1 yard (tackle by Jonathan Vilma),0.670,0.270
4,4:27,2,9,MIN 27,26,13,Tarvaris Jackson pass complete short middle to Mewelde Moore for 3 yards (tackle by Bryan Thomas),0.270,-0.030
4,3:59,3,6,MIN 30,26,13,Tarvaris Jackson pass incomplete short middle intended for Troy Williamson (defended by Andre Dyson),-0.030,-1.370
4,3:55,4,6,MIN 30,26,13,Tarvaris Jackson left guard for 9 yards (tackle by Victor Hobson),-1.370,1.530
4,3:20,1,10,MIN 39,26,13,Tarvaris Jackson pass complete deep middle to Travis Taylor for 31 yards (tackle by Andre Dyson),1.530,3.580
4,2:50,1,10,NYJ 30,26,13,Tarvaris Jackson pass incomplete deep right intended for Troy Williamson,3.580,3.030
4,2:46,2,10,NYJ 30,26,13,Tarvaris Jackson pass complete short middle to Richard Owens for 11 yards (tackle by Kerry Rhodes and Jonathan Vilma),3.030,4.310
4,2:19,1,10,NYJ 19,26,13,Tarvaris Jackson pass incomplete short right intended for Jermaine Wiggins,4.310,3.750
4,2:16,2,10,NYJ 19,26,13,Tarvaris Jackson pass complete short right to Travis Taylor for 5 yards (tackle by Andre Dyson),3.750,3.760
4,2:00,3,5,NYJ 14,26,13,Tarvaris Jackson pass incomplete short middle intended for Troy Williamson is intercepted by David Barrett at NYJ-0,3.760,-0.280
4,1:54,1,10,NYJ 20,26,13,Cedric Houston right guard for no gain (tackle by Pat Williams),0.280,-0.270
4,1:50,,,,26,13,Timeout #1 by Minnesota Vikings,0.000,-0.270
4,1:50,2,10,NYJ 20,26,13,Cedric Houston middle for no gain (tackle by E.J. Henderson),-0.270,-0.960
4,1:47,,,,26,13,Timeout #2 by Minnesota Vikings,0.000,-0.960
4,1:47,3,10,NYJ 20,26,13,Chad Pennington left end for 7 yards,-0.960,-1.570
4,1:47,,,,26,13,Timeout #3 by Minnesota Vikings,0.000,-1.570
4,1:41,4,3,NYJ 27,26,13,"Ben Graham punts 47 yards, muffed catch by Charles Gordon, recovered by Charles Gordon and returned for 1 yard (tackle by Wallace Wright)",-1.570,-0.340
4,1:31,1,10,MIN 21,26,13,Tarvaris Jackson pass complete short middle to Mewelde Moore for 11 yards (tackle by Victor Hobson),0.340,1.070
4,1:11,1,10,MIN 32,26,13,Tarvaris Jackson middle for no gain (tackle by Dewayne Robertson),1.070,0.530
4,0:49,2,10,MIN 32,26,13,Tarvaris Jackson left tackle for 11 yards (tackle by Victor Hobson),0.530,1.800
4,0:23,1,10,MIN 43,26,13,Tarvaris Jackson pass complete short middle to Jermaine Wiggins for 11 yards (tackle by Victor Hobson),1.800,2.520
4,0:08,1,10,NYJ 46,26,13,Tarvaris Jackson spiked the ball,2.520,1.980
4,0:08,,,,26,13,Timeout #3 by New York Jets,0.000,1.980
4,0:07,2,10,NYJ 46,26,13,"Tarvaris Jackson pass complete to Travis Taylor for 4 yards, lateral to Billy McMullen for 5 yards",1.980,2.480
4,0:01,3,1,NYJ 37,26,13,Tarvaris Jackson pass incomplete deep right intended for Troy Williamson,2.480,0.790
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
