Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Darrell Henderson,LAR,12,81,1,3,24,2.0,57,4.8,1,12.0
Malcolm Brown,LAR,11,47,0,3,32,2.9,15,1.4,1,11.0
Jared Goff,LAR,7,13,0,2,12,1.7,1,0.1,0,
Cam Akers,LAR,3,13,0,,3,1.0,10,3.3,0,
Robert Woods,LAR,3,19,1,1,19,6.3,0,0.0,0,
Cooper Kupp,LAR,2,19,0,2,13,6.5,6,3.0,0,
Van Jefferson,LAR,1,-1,0,0,-1,-1.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Miles Sanders,PHI,20,95,1,8,63,3.2,32,1.6,1,20.0
Boston Scott,PHI,4,19,0,2,10,2.5,9,2.3,1,4.0
Carson Wentz,PHI,2,7,1,1,5,2.5,2,1.0,0,
