Quarter,Time,Down,ToGo,Location,DET,CHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Lions won the coin toss, Lions to receive the opening kickoff.",,
1,15:00,,,CHI 30,0,0,"Paul Edinger kicks off 65 yards, returned by Reggie Swinton for 22 yards (tackle by Joe Tafoya)",0.000,0.740
1,14:56,1,10,DET 27,0,0,Shawn Bryson left tackle for 2 yards (tackle by Bobby Gray),0.740,0.470
1,14:38,2,8,DET 29,0,0,"Shawn Bryson left tackle for no gain (tackle by Alfonso Boone). Penalty on Dominic Raiola: Personal Foul, 14 yards",0.470,-1.570
1,14:18,2,22,DET 15,0,0,Shawn Bryson left guard for 21 yards (tackle by Bobby Gray),-1.570,0.700
1,13:52,3,1,DET 36,0,0,Shawn Bryson right guard for no gain (tackle by Alex Brown),0.700,-0.980
1,13:14,4,1,DET 36,0,0,"Nick Harris punts 43 yards, returned by R.W. McQuarters for 26 yards (tackle by Corey Harris)",-0.980,-2.060
1,13:01,1,10,CHI 47,0,0,Chris Chandler pass complete to David Terrell for no gain,2.060,1.520
1,12:14,2,10,CHI 47,0,0,"Penalty on Shaun Rogers: Encroachment, 5 yards (no play)",1.520,2.190
1,11:59,2,5,DET 48,0,0,Chris Chandler right guard for 4 yards (tackle by Dan Wilkinson),2.190,2.020
1,11:20,3,1,DET 44,0,0,Brock Forsey right guard for no gain (tackle by Robert Porcher),2.020,0.330
1,10:26,4,1,DET 44,0,0,"Penalty on Olin Kreutz: False Start, 5 yards (no play)",0.330,0.000
1,10:19,4,6,DET 49,0,0,"Brad Maynard punts 49 yards, touchback. Penalty on DET: Offensive Holding, 10 yards",0.000,0.380
1,10:07,1,10,DET 10,0,0,Olandis Gary left guard for 3 yards (tackle by Bryan Robinson),-0.380,-0.560
1,9:29,2,7,DET 13,0,0,Joey Harrington pass complete to Az-Zahir Hakim for 6 yards (tackle by Charles Tillman),-0.560,-0.370
