Quarter,Time,Down,ToGo,Location,NYG,SEA,Detail,EPB,EPA
2,13:29,1,10,NYG 46,21,0,Brandon Jacobs middle for 14 yards (tackle by Marcus Trufant and Earl Thomas),1.990,2.920
2,12:53,1,10,SEA 40,21,0,Brandon Jacobs left end for 7 yards (tackle by Earl Thomas),2.920,3.320
2,12:11,2,3,SEA 33,21,0,"Eli Manning pass incomplete short right intended for Steve Smith. Penalty on Steve Smith: Offensive Pass Interfere, 10 yards (no play)",3.320,1.970
2,12:06,2,13,SEA 43,21,0,Eli Manning pass incomplete deep right intended for Hakeem Nicks,1.970,1.290
2,12:02,3,13,SEA 43,21,0,Eli Manning pass complete deep right to Hakeem Nicks for 22 yards (tackle by Marcus Trufant),1.290,4.170
2,11:18,1,10,SEA 21,21,0,Eli Manning pass complete short right to Mario Manningham for 7 yards (tackle by Marcus Trufant),4.170,4.740
2,10:38,2,3,SEA 14,21,0,Ahmad Bradshaw left end for 3 yards (tackle by David Hawthorne),4.740,4.840
2,10:06,1,10,SEA 11,21,0,Ahmad Bradshaw right tackle for 5 yards (tackle by Lofa Tatupu),4.840,5.080
2,9:23,2,5,SEA 6,21,0,Eli Manning pass incomplete short right intended for Hakeem Nicks (defended by Lofa Tatupu). Penalty on Bear Pascoe: Illegal Shift (Declined),5.080,4.210
2,9:19,3,5,SEA 6,27,0,"Eli Manning pass complete short middle to Steve Smith for 6 yards, touchdown",4.210,7.000
2,,,,SEA 2,28,0,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,NYG 30,28,0,"Lawrence Tynes kicks off 53 yards, returned by Leon Washington for 19 yards (tackle by Jonathan Goff)",0.000,1.330
2,9:10,1,10,SEA 36,28,0,Marshawn Lynch middle for 4 yards (tackle by Chris Canty),1.330,1.330
2,8:41,2,6,SEA 40,28,0,Charlie Whitehurst pass incomplete short left intended for Deon Butler,1.330,0.630
2,8:35,3,6,SEA 40,28,0,Charlie Whitehurst pass complete short right to Deon Butler for 7 yards (tackle by Corey Webster),0.630,2.060
2,8:10,1,10,SEA 47,28,0,Marshawn Lynch right end for 1 yard (tackle by Keith Bulluck),2.060,1.650
2,7:34,2,9,SEA 48,28,0,Charlie Whitehurst pass complete short middle to John Carlson for 4 yards (tackle by Jonathan Goff),1.650,1.490
2,6:50,3,5,NYG 48,28,0,Charlie Whitehurst pass complete short right to Brandon Stokley for 4 yards (tackle by Aaron Ross),1.490,0.330
2,6:26,4,1,NYG 44,28,0,Charlie Whitehurst middle for 2 yards (tackle by Rocky Bernard),0.330,2.790
2,5:48,1,10,NYG 42,28,0,Charlie Whitehurst pass complete deep middle to Mike Williams for 17 yards (tackle by Corey Webster),2.790,3.910
2,5:13,1,10,NYG 25,28,0,Charlie Whitehurst pass incomplete short right intended for Mike Williams is intercepted by Corey Webster at NYG-12 and returned for 2 yards. Penalty on Sean Locklear: Offensive Holding (Declined),3.910,0.280
2,5:04,1,10,NYG 14,28,0,Ahmad Bradshaw right end for 6 yards (tackle by Lofa Tatupu),-0.280,0.150
2,4:19,2,4,NYG 20,28,0,Eli Manning pass incomplete deep right intended for Steve Smith (defended by Marcus Trufant),0.150,-0.680
2,4:11,3,4,NYG 20,28,0,Eli Manning pass complete short left to Mario Manningham for 32 yards (tackle by Will Herring),-0.680,2.390
2,3:39,1,10,SEA 48,28,0,Eli Manning pass complete short left to Hakeem Nicks for 13 yards (tackle by Kelly Jennings),2.390,3.250
2,3:25,1,10,SEA 35,28,0,Ahmad Bradshaw left tackle for 5 yards (tackle by Chris Clemons),3.250,3.380
2,2:42,2,5,SEA 30,28,0,Eli Manning pass complete short left to Ahmad Bradshaw for 7 yards (tackle by Kelly Jennings),3.380,4.040
2,2:00,1,10,SEA 23,28,0,Eli Manning pass complete short middle to Steve Smith for 8 yards (tackle by E.J. Wilson),4.040,4.750
2,1:30,2,2,SEA 15,28,0,Ahmad Bradshaw right guard for 4 yards (tackle by Craig Terrill),4.750,4.840
2,1:24,,,,28,0,Timeout #1 by New York Giants,0.000,4.840
2,1:24,1,10,SEA 11,28,0,Eli Manning pass complete short middle to Ahmad Bradshaw for 6 yards (tackle by Marcus Trufant and Earl Thomas),4.840,5.280
2,1:02,2,4,SEA 5,34,0,"Eli Manning pass complete short right to Kevin Boss for 5 yards, touchdown",5.280,7.000
2,0:53,,,,34,0,Timeout #1 by Seattle Seahawks,0.000,0.000
2,,,,SEA 2,35,0,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,NYG 30,35,0,"Lawrence Tynes kicks off 41 yards, returned by Cameron Morrah for 14 yards (tackle by Dave Tollefson)",0.000,1.800
2,0:47,1,10,SEA 43,35,0,Charlie Whitehurst pass complete deep right to Brandon Stokley for 22 yards (tackle by Kenny Phillips),1.800,3.250
2,0:41,1,10,NYG 35,35,0,Charlie Whitehurst pass incomplete short right intended for Mike Williams,3.250,2.700
2,0:37,2,10,NYG 35,35,0,"Charlie Whitehurst pass complete short right to Justin Forsett for 6 yards (tackle by Kenny Phillips). Charlie Whitehurst fumbles, recovered by Charlie Whitehurst at NYG-42. Penalty on Sean Locklear: Offensive Holding, 10 yards (no play)",2.700,1.350
2,0:31,2,20,NYG 45,35,0,Charlie Whitehurst pass incomplete short right intended for Mike Williams,1.350,0.700
2,0:25,3,20,NYG 45,35,0,Charlie Whitehurst pass complete short middle to Justin Forsett for 5 yards (tackle by Deon Grant),0.700,0.590
2,0:12,,,,35,0,Timeout #2 by Seattle Seahawks,0.000,0.590
2,0:12,4,15,NYG 40,35,0,Charlie Whitehurst pass incomplete deep left intended for Mike Williams,0.590,-1.600
2,0:07,1,10,NYG 40,35,0,Eli Manning kneels for -1 yards,1.600,0.920
Quarter,Time,Down,ToGo,Location,NYG,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 30,35,0,"Olindo Mare kicks off 67 yards, returned by Will Blackmon for 17 yards (tackle by Walter Thurmond). Penalty on Will Herring: Face Mask (15 Yards), 15 yards",0.000,1.270
3,14:53,1,10,NYG 35,35,0,"Ahmad Bradshaw left guard for 8 yards (tackle by David Hawthorne and Craig Terrill). Penalty on Adam Koets: Offensive Holding, 10 yards (no play)",1.270,0.610
3,14:31,1,20,NYG 25,35,0,Ahmad Bradshaw left guard for 4 yards (tackle by Lofa Tatupu and Lawyer Milloy),0.610,-0.090
3,13:41,2,16,NYG 29,35,0,Eli Manning pass incomplete deep left intended for Travis Beckum,-0.090,-0.760
3,13:39,3,16,NYG 29,35,0,"Penalty on Mario Manningham: False Start, 5 yards (no play)",-0.760,-1.420
3,13:39,3,21,NYG 24,35,0,Eli Manning pass incomplete deep middle intended for Hakeem Nicks (defended by Kelly Jennings),-1.420,-1.770
3,13:32,4,21,NYG 24,35,0,"Matt Dodge punts 50 yards, returned by Leon Washington for 6 yards (tackle by Duke Calhoun)",-1.770,-1.070
3,13:20,1,10,SEA 32,35,0,Marshawn Lynch right tackle for -2 yards (tackle by Michael Boley),1.070,0.260
3,12:48,2,12,SEA 30,35,0,Charlie Whitehurst pass complete short right to John Carlson for 5 yards (tackle by Corey Webster),0.260,0.230
3,12:09,3,7,SEA 35,35,0,"Charlie Whitehurst for no gain. Charlie Whitehurst fumbles, recovered by Charlie Whitehurst at SEA-19",0.230,-2.140
3,11:41,4,23,SEA 19,35,0,"Jon Ryan punts 55 yards, returned by Will Blackmon for 22 yards (tackle by Cameron Morrah). Penalty on Aaron Curry: Ineligible Downfield Kic, 5 yards",-2.140,-2.460
3,11:25,1,10,SEA 47,35,0,Brandon Jacobs right end for 38 yards (tackle by Earl Thomas),2.460,5.140
3,10:58,1,9,SEA 9,35,0,Brandon Jacobs left tackle for 2 yards (tackle by Lofa Tatupu and Junior Siavii),5.140,4.760
3,10:17,2,7,SEA 7,35,0,Eli Manning pass incomplete short left intended for Hakeem Nicks,4.760,3.810
3,10:13,3,7,SEA 7,35,0,Eli Manning pass incomplete short right intended for Steve Smith,3.810,2.970
3,10:08,4,7,SEA 7,38,0,Lawrence Tynes 25 yard field goal good,2.970,3.000
3,,,,NYG 30,38,0,"Lawrence Tynes kicks off 38 yards, returned by Cameron Morrah for 7 yards (tackle by Dave Tollefson)",0.000,1.530
3,10:00,1,10,SEA 39,38,0,Marshawn Lynch left tackle for 2 yards (tackle by Deon Grant),1.530,1.260
3,9:25,2,8,SEA 41,38,0,Marshawn Lynch right tackle for 2 yards (tackle by Michael Boley),1.260,0.830
3,8:46,3,6,SEA 43,38,0,Charlie Whitehurst pass incomplete short left intended for Brandon Stokley,0.830,-0.520
3,8:40,4,6,SEA 43,38,0,"Jon Ryan punts 41 yards, returned by Will Blackmon for 4 yards (tackle by Clint Gresham)",-0.520,-0.280
3,8:29,1,10,NYG 20,38,0,Ahmad Bradshaw middle for 1 yard (tackle by Dexter Davis),0.280,-0.130
3,7:59,2,9,NYG 21,38,0,Eli Manning pass complete deep right to Hakeem Nicks for 25 yards (tackle by Marcus Trufant),-0.130,1.990
3,7:25,1,10,NYG 46,38,0,Ahmad Bradshaw right tackle for 2 yards (tackle by Dexter Davis),1.990,1.720
3,6:40,2,8,NYG 48,38,0,Ahmad Bradshaw middle for 2 yards (tackle by David Hawthorne),1.720,1.290
3,5:53,3,6,,38,0,Eli Manning pass complete short left to Hakeem Nicks for 9 yards (tackle by Kelly Jennings),1.290,2.850
3,5:10,1,10,SEA 41,38,0,Ahmad Bradshaw right end for 1 yard (tackle by Aaron Curry and Marcus Trufant),2.850,2.440
3,4:25,2,9,SEA 40,38,0,Ahmad Bradshaw left tackle for 4 yards (tackle by Kam Chancellor and Will Herring),2.440,2.280
3,3:44,3,5,SEA 36,38,0,Eli Manning pass complete short middle to Steve Smith for 15 yards (tackle by Kam Chancellor),2.280,4.170
3,3:00,1,10,SEA 21,38,0,Eli Manning pass complete short left to Mario Manningham for 9 yards (tackle by Kelly Jennings),4.170,5.160
3,2:13,2,1,SEA 12,38,0,Eli Manning pass incomplete short left intended for Hakeem Nicks (defended by Kelly Jennings),5.160,4.490
3,2:08,,,,38,0,Timeout #1 by New York Giants,0.000,4.490
3,2:08,3,1,SEA 12,38,0,Brandon Jacobs middle for no gain (tackle by Lofa Tatupu and Kentwan Balmer),4.490,2.780
3,1:26,4,1,SEA 12,38,0,"Lawrence Tynes 30 yard field goal good. Penalty on Kam Chancellor: Illegal Formation, 5 yards (no play)",2.780,5.600
3,1:09,1,7,SEA 7,38,0,Eli Manning pass incomplete short left intended for Hakeem Nicks,5.600,4.760
3,1:15,2,7,SEA 7,38,0,"Eli Manning pass complete short right to Hakeem Nicks for -1 yards (tackle by Marcus Trufant). Penalty on Chris Clemons: Defensive Offside, 4 yards (no play)",4.760,5.530
3,0:51,2,3,SEA 3,38,0,Ahmad Bradshaw left tackle for 1 yard (tackle by David Hawthorne and Chris Clemons),5.530,4.950
3,0:06,3,2,SEA 2,38,0,Eli Manning pass incomplete short middle intended for Steve Smith (defended by Kam Chancellor),4.950,3.250
3,0:02,4,2,SEA 2,41,0,Lawrence Tynes 20 yard field goal good,3.250,3.000
Quarter,Time,Down,ToGo,Location,NYG,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,,,,NYG 30,41,0,"Lawrence Tynes kicks off 43 yards, returned by Anthony McCoy for 3 yards (tackle by Chase Blackburn)",0.000,0.940
4,14:56,1,10,SEA 30,41,0,Charlie Whitehurst pass complete short right to Mike Williams for 8 yards (tackle by Corey Webster),0.940,1.470
4,14:28,2,2,SEA 38,41,0,Marshawn Lynch middle for 26 yards (tackle by Terrell Thomas and Corey Webster),1.470,3.180
4,13:41,1,10,NYG 36,41,6,"Charlie Whitehurst pass complete deep right to Ben Obomanu for 36 yards, touchdown",3.180,7.000
4,,,,NYG 2,41,7,Olindo Mare kicks extra point good,0.000,0.000
4,,,,SEA 30,41,7,"Olindo Mare kicks off 70 yards, touchback",0.000,0.280
4,13:34,1,10,NYG 20,41,7,Danny Ware right end for 6 yards (tackle by Junior Siavii),0.280,0.540
4,12:59,2,4,NYG 26,41,7,Danny Ware right end for 7 yards (tackle by Kam Chancellor),0.540,1.140
4,12:18,1,10,NYG 33,41,7,Danny Ware right tackle for 5 yards (tackle by Kentwan Balmer),1.140,1.270
4,11:33,2,5,NYG 38,41,7,Danny Ware right tackle for 8 yards (tackle by Jordan Babineaux),1.270,1.990
4,10:46,1,10,NYG 46,41,7,"Penalty on Chris Snee: False Start, 5 yards (no play)",1.990,1.660
4,10:18,1,15,NYG 41,41,7,Danny Ware right end for 9 yards (tackle by David Hawthorne),1.660,1.990
4,9:38,2,6,,41,7,Danny Ware right guard for 4 yards (tackle by Jay Richardson and David Hawthorne),1.990,1.820
4,8:57,3,2,SEA 46,41,7,Danny Ware left end for 2 yards (tackle by Kam Chancellor and Lofa Tatupu),1.820,2.650
4,8:13,1,10,SEA 44,41,7,Brandon Jacobs middle for 7 yards (tackle by Kentwan Balmer and Walter Thurmond),2.650,3.060
4,7:28,2,3,SEA 37,41,7,Danny Ware middle for 4 yards (tackle by David Hawthorne and Craig Terrill),3.060,3.380
4,6:47,1,10,SEA 33,41,7,Danny Ware left tackle for 6 yards (tackle by Kentwan Balmer and Aaron Curry),3.380,3.650
4,5:59,2,4,SEA 27,41,7,Danny Ware middle for 5 yards (tackle by Kam Chancellor),3.650,4.110
4,5:14,1,10,SEA 22,41,7,Danny Ware left end for no gain (tackle by Jordan Babineaux),4.110,3.560
4,4:30,2,10,SEA 22,41,7,Brandon Jacobs right tackle for 3 yards (tackle by David Hawthorne and Aaron Curry),3.560,3.260
4,3:47,3,7,SEA 19,41,7,Brandon Jacobs right end for 3 yards (tackle by Jay Richardson),3.260,2.450
4,3:00,4,4,SEA 16,41,7,Danny Ware left guard for 5 yards (tackle by David Hawthorne),2.450,4.840
4,2:15,1,10,SEA 11,41,7,Danny Ware middle for 5 yards (tackle by Kentwan Balmer and Kam Chancellor),4.840,5.080
4,2:00,2,5,SEA 6,41,7,Sage Rosenfels kneels for no gain,5.080,4.210
4,1:18,3,5,SEA 6,41,7,Sage Rosenfels kneels for -1 yards,4.210,2.980
4,0:39,4,6,SEA 7,41,7,Sage Rosenfels kneels for -2 yards,2.980,0.380
4,0:34,1,10,SEA 9,41,7,Marshawn Lynch middle for 4 yards (tackle by Deon Grant),-0.380,-0.480
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
