Quarter,Time,Down,ToGo,Location,CLE,NOR,Detail,EPB,EPA
1,9:42,2,5,NOR 28,3,0,Drew Brees sacked by Scott Fujita for -10 yards,0.610,-1.560
1,9:07,3,15,NOR 18,3,0,"Drew Brees pass complete short middle to Ladell Betts for 6 yards (tackle by Scott Fujita). Drew Brees fumbles, recovered by Drew Brees at NOR-18",-1.560,-1.770
1,8:33,4,9,NOR 24,3,0,"Thomas Morstead punts 49 yards, returned by Josh Cribbs for 17 yards (tackle by Leigh Torrence)",-1.770,-1.860
1,8:20,1,10,CLE 44,3,0,Peyton Hillis left end for 8 yards (tackle by Remi Ayodele and Jonathan Vilma),1.860,2.400
1,7:43,2,2,NOR 48,3,0,Colt McCoy pass incomplete short right intended for Chansi Stuckey,2.400,1.690
1,7:38,3,2,NOR 48,3,0,Peyton Hillis right end for 6 yards (tackle by Darren Sharper),1.690,2.790
1,7:00,1,10,NOR 42,3,0,"Colt McCoy pass incomplete deep right intended for Josh Cribbs. Penalty on Malcolm Jenkins: Defensive Pass Interfere, 38 yards (no play)",2.790,6.280
1,6:52,1,4,NOR 4,9,0,"Peyton Hillis left end for 4 yards, touchdown",6.280,7.000
1,,,,NOR 2,10,0,Phil Dawson kicks extra point good,0.000,0.000
1,,,,CLE 30,10,0,"Phil Dawson kicks off 62 yards, returned by Courtney Roby for 12 yards (tackle by Raymond Ventrone)",0.000,0.280
1,6:45,1,10,NOR 20,10,0,"Drew Brees sacked by Chris Gocong for -2 yards. Penalty on Eric Barton: Unnecessary Roughness, 15 yards",0.280,1.140
1,6:22,1,10,NOR 33,10,0,Drew Brees pass complete short left to Marques Colston for 8 yards (tackle by Sheldon Brown),1.140,1.670
1,5:49,2,2,NOR 41,10,0,Chris Ivory left guard for 4 yards (tackle by Ahtyba Rubin and Chris Gocong),1.670,1.930
1,5:08,1,10,NOR 45,10,0,Chris Ivory left end for 4 yards (tackle by Chris Gocong),1.930,1.920
1,4:29,2,6,NOR 49,10,0,Chris Ivory left end for 4 yards (tackle by Ahtyba Rubin and T.J. Ward),1.920,1.750
1,3:46,3,2,CLE 47,10,0,Drew Brees pass complete short right to Lance Moore for 11 yards (tackle by Joe Haden),1.750,3.180
1,3:13,1,10,CLE 36,10,0,Chris Ivory left end for 6 yards (tackle by David Bowens),3.180,3.450
1,2:35,2,4,CLE 30,10,0,Drew Brees pass complete short right to Marques Colston for 4 yards (tackle by T.J. Ward),3.450,3.840
1,1:56,1,10,CLE 26,10,0,Chris Ivory right tackle for -4 yards (tackle by Matt Roth and Eric Barton),3.840,2.760
1,1:10,2,14,CLE 30,10,0,Drew Brees pass complete short left to Jimmy Graham for 10 yards (tackle by Sheldon Brown and Chris Gocong),2.760,3.400
1,0:20,,,,10,0,Timeout #1 by New Orleans Saints,0.000,3.400
1,0:20,3,4,CLE 20,10,0,"Drew Brees pass complete deep middle to Lance Moore for 20 yards. Penalty on Jahri Evans: Illegal Use of Hands (Offsetting), Penalty on Shaun Rogers: Illegal Use of Hands (Offsetting) (no play)",3.400,3.400
1,0:14,3,4,CLE 20,10,0,Drew Brees pass complete short left to Lance Moore for 6 yards (tackle by Mike Adams),3.400,4.650
Quarter,Time,Down,ToGo,Location,CLE,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CLE 14,10,0,Chris Ivory left guard for 3 yards (tackle by Shaun Rogers),4.650,4.520
2,14:22,2,7,CLE 11,10,0,Drew Brees pass incomplete short left intended for Ladell Betts is intercepted by Scott Fujita at CLE-3 and returned for 16 yards,4.520,-0.150
2,14:14,1,10,CLE 19,10,0,Peyton Hillis right guard for 4 yards (tackle by Danny Clark and Remi Ayodele),0.150,0.210
2,13:40,2,6,CLE 23,10,0,Yamon Figurs left end for -4 yards (tackle by Will Smith),0.210,-1.070
2,12:54,3,10,CLE 19,10,0,Colt McCoy pass incomplete short right intended for Peyton Hillis,-1.070,-2.140
2,12:51,4,10,CLE 19,10,0,"Reggie Hodges punts 45 yards, returned by Lance Moore for 2 yards. Lance Moore fumbles, recovered by Jimmy Graham at NOR-30 (tackle by Raymond Ventrone)",-2.140,-2.260
2,12:37,1,10,,10,0,Robert Meachem for 2 yards (tackle by T.J. Ward),2.260,1.980
2,12:08,2,8,CLE 48,10,0,Chris Ivory left tackle for 2 yards (tackle by Scott Fujita),1.980,1.550
2,11:33,3,6,CLE 46,10,0,Drew Brees pass incomplete short left intended for Jeremy Shockey (defended by T.J. Ward),1.550,0.200
2,11:29,4,6,CLE 46,10,0,Thomas Morstead punts 44 yards,0.200,0.380
2,11:20,1,10,CLE 2,10,0,Peyton Hillis left tackle for 1 yard (tackle by Jo-Lonn Dunbar),-0.380,-0.710
2,10:45,2,9,CLE 3,10,0,Colt McCoy pass incomplete short right intended for Lawrence Vickers,-0.710,-1.300
2,10:41,3,9,CLE 3,10,0,Colt McCoy pass complete short right to Brian Robiskie for 7 yards (tackle by Malcolm Jenkins),-1.300,-2.490
2,10:04,4,2,CLE 10,10,0,"Reggie Hodges punts 53 yards, returned by Lance Moore for 5 yards (tackle by Mike Adams)",-2.490,-1.730
2,9:53,1,10,NOR 42,10,0,Drew Brees pass incomplete deep left intended for Jeremy Shockey (defended by Chris Gocong),1.730,1.190
2,9:48,2,10,NOR 42,10,0,Chris Ivory left end for 5 yards (tackle by Ahtyba Rubin),1.190,1.160
2,9:05,3,5,NOR 47,10,0,Drew Brees pass complete short left to Jimmy Graham for 14 yards (tackle by Scott Fujita),1.160,2.980
2,8:25,1,10,CLE 39,10,0,"Chris Ivory right guard for 17 yards (tackle by Abram Elam and Sheldon Brown). Penalty on Heath Evans: Offensive Holding, 10 yards (no play)",2.980,2.320
2,7:59,1,20,CLE 49,10,0,Drew Brees pass complete short right to David Thomas for 14 yards (tackle by Joe Haden),2.320,2.980
2,7:26,2,6,CLE 35,10,0,Chris Ivory left guard for 1 yard (tackle by Matt Roth and Scott Fujita),2.980,2.410
2,6:51,3,5,CLE 34,10,0,Drew Brees pass complete short right to Lance Moore for 14 yards (tackle by Sheldon Brown),2.410,4.240
2,6:24,1,10,CLE 20,10,0,Drew Brees pass incomplete short middle intended for Marques Colston (defended by T.J. Ward),4.240,3.690
2,6:19,2,10,CLE 20,10,0,Julius Jones left end for 6 yards (tackle by Abram Elam),3.690,3.890
2,5:45,3,4,CLE 14,10,0,Drew Brees pass incomplete short left intended for Marques Colston,3.890,2.580
2,5:37,4,4,CLE 14,10,3,Garrett Hartley 32 yard field goal good,2.580,3.000
2,,,,NOR 30,10,3,"Garrett Hartley kicks off 67 yards, returned by Josh Cribbs for 18 yards (tackle by Stanley Arnoux). Josh Cribbs fumbles (forced by Stanley Arnoux), recovered by Nick Sorensen at CLE-21",0.000,0.340
2,5:23,1,10,CLE 21,10,3,Colt McCoy pass incomplete (defended by Danny Clark),0.340,-0.200
2,5:19,2,10,CLE 21,10,3,Mike Bell left end for 4 yards (tackle by Malcolm Jenkins and Jeff Charleston),-0.200,-0.360
2,4:38,3,6,CLE 25,10,3,Colt McCoy sacked by Jo-Lonn Dunbar for -2 yards,-0.360,-1.830
2,4:30,4,8,CLE 23,10,3,Reggie Hodges middle for 68 yards (tackle by Malcolm Jenkins),-1.830,5.140
2,3:57,1,9,NOR 9,10,3,Mike Bell left end for -6 yards (tackle by Danny Clark),5.140,3.460
2,3:14,2,15,NOR 15,10,3,Colt McCoy pass complete short left to Peyton Hillis for 1 yard (tackle by Patrick Robinson),3.460,3.000
2,2:32,3,14,NOR 14,10,3,Colt McCoy pass complete short right to Josh Cribbs for 10 yards (tackle by Malcolm Jenkins and Leigh Torrence),3.000,3.030
2,2:21,,,,10,3,Timeout #2 by New Orleans Saints,0.000,3.030
2,2:21,4,4,NOR 4,13,3,Phil Dawson 21 yard field goal good,3.030,3.000
2,,,,CLE 30,13,3,"Phil Dawson kicks off 73 yards, returned by Courtney Roby for 24 yards (tackle by Blake Costanzo)",0.000,0.340
2,2:14,1,10,NOR 21,13,3,Drew Brees pass complete short right to Jeremy Shockey for 11 yards (tackle by Mike Adams and Abram Elam),0.340,1.070
2,2:00,1,10,NOR 32,19,3,"Drew Brees pass incomplete is intercepted by David Bowens at NOR-30 and returned for 30 yards, touchdown",1.070,-7.000
2,,,,NOR 2,20,3,Phil Dawson kicks extra point good,0.000,0.000
2,,,,CLE 35,20,3,"Phil Dawson kicks off 65 yards, touchback",0.000,0.280
2,1:49,1,10,NOR 20,20,3,Drew Brees sacked by Marcus Benard for -8 yards,0.280,-1.360
2,1:19,2,18,NOR 12,20,3,Drew Brees pass complete short left to Ladell Betts for 7 yards (tackle by Mike Adams and Matt Roth),-1.360,-1.140
2,0:29,,,,20,3,Timeout #3 by New Orleans Saints,0.000,-1.140
2,0:29,3,11,NOR 19,20,3,Drew Brees pass incomplete deep left intended for Robert Meachem is intercepted by Sheldon Brown at CLE-28,-1.140,-0.810
2,0:20,1,10,CLE 28,20,3,Colt McCoy kneels for -1 yards,0.810,0.130
Quarter,Time,Down,ToGo,Location,CLE,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,20,3,"Garrett Hartley kicks off 72 yards, returned by Josh Cribbs for 29 yards (tackle by Anthony Waters)",0.000,0.740
3,14:53,1,10,CLE 27,20,3,Colt McCoy pass complete short left to Brian Robiskie for 16 yards (tackle by Usama Young),0.740,1.800
3,14:20,1,10,CLE 43,20,3,Peyton Hillis left tackle for 2 yards (tackle by Sedrick Ellis and Roman Harper),1.800,1.520
3,13:40,2,8,CLE 45,20,3,Colt McCoy pass complete short right to Chansi Stuckey for 3 yards (tackle by Patrick Robinson),1.520,1.220
3,12:59,3,5,CLE 48,20,3,Colt McCoy pass complete short right to Brian Robiskie for 2 yards (tackle by Malcolm Jenkins and Jonathan Vilma),1.220,-0.060
3,12:23,4,3,,20,3,Reggie Hodges punts 43 yards,-0.060,0.380
3,12:12,1,10,NOR 7,20,3,Drew Brees pass complete deep middle to Marques Colston for 21 yards (tackle by Abram Elam),-0.380,0.810
3,11:38,1,10,NOR 28,20,3,Drew Brees pass complete short left to Marques Colston for 17 yards (tackle by Eric Barton and Sheldon Brown),0.810,1.930
3,11:07,1,10,NOR 45,20,3,"Chris Ivory left end for 2 yards (tackle by Brian Schaefering). Penalty on Carl Nicks: Offensive Holding, 10 yards, Penalty on Carl Nicks: Unsportsmanlike Conduct, 15 yards (no play)",1.930,0.280
3,10:51,1,35,NOR 20,20,3,Drew Brees pass complete short right to Ladell Betts for 14 yards (tackle by Scott Fujita and Joe Haden),0.280,-0.100
3,10:05,2,21,NOR 34,20,3,Drew Brees pass complete short left to Ladell Betts for -1 yards (tackle by Matt Roth),-0.100,-0.890
3,9:25,3,22,NOR 33,20,3,Drew Brees pass complete short left to Julius Jones for 1 yard (tackle by Marcus Benard),-0.890,-1.110
3,8:45,4,21,NOR 34,20,3,"Thomas Morstead punts 56 yards, returned by Josh Cribbs for 16 yards (tackle by Courtney Roby). Penalty on Courtney Roby: Unsportsmanlike Conduct, 15 yards",-1.110,-1.660
3,8:35,1,10,CLE 41,20,3,Colt McCoy pass complete short left to Ben Watson for 18 yards (tackle by Patrick Robinson),1.660,2.850
3,8:03,1,10,NOR 41,20,3,Colt McCoy pass incomplete short right intended for Lawrence Vickers,2.850,2.310
3,7:56,2,10,NOR 41,20,3,Peyton Hillis right guard for 3 yards (tackle by Danny Clark),2.310,2.020
3,7:13,3,7,NOR 38,20,3,Colt McCoy pass incomplete short left intended for Brian Robiskie,2.020,0.720
3,7:08,4,7,NOR 38,20,3,"Reggie Hodges punts 27 yards, fair catch by Lance Moore",0.720,0.370
3,7:02,1,10,NOR 11,20,3,Chris Ivory right tackle for 3 yards (tackle by Kenyon Coleman),-0.370,-0.530
3,6:28,2,7,NOR 14,20,3,Drew Brees pass complete short middle to David Thomas for 8 yards (tackle by Scott Fujita and Eric Barton),-0.530,0.410
3,5:51,1,10,NOR 22,20,3,Drew Brees pass complete short left to Jimmy Graham for 11 yards (tackle by T.J. Ward),0.410,1.140
3,5:07,1,10,NOR 33,20,3,Chris Ivory right guard for 4 yards (tackle by Ahtyba Rubin),1.140,1.130
3,4:25,2,6,NOR 37,20,3,Drew Brees pass complete short right to Marques Colston for 7 yards (tackle by Joe Haden),1.130,1.860
3,3:42,1,10,NOR 44,20,3,Drew Brees pass complete short right to Devery Henderson for -3 yards (tackle by Scott Fujita),1.860,0.910
3,3:01,2,13,NOR 41,20,3,Drew Brees pass complete deep left to Robert Meachem for 29 yards (tackle by Sheldon Brown),0.910,3.580
3,2:14,1,10,CLE 30,20,3,Drew Brees pass complete short right to Ladell Betts for 1 yard (tackle by Chris Gocong),3.580,3.170
3,1:33,2,9,CLE 29,20,3,Chris Ivory left end for 3 yards (tackle by Scott Fujita and Chris Gocong),3.170,2.870
3,,3,6,CLE 26,20,3,--,2.870,2.210
Quarter,Time,Down,ToGo,Location,CLE,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,CLE 21,20,3,Chris Ivory right guard for 8 yards (tackle by Eric Barton and T.J. Ward),2.210,4.710
4,14:21,1,10,CLE 13,20,3,Drew Brees pass incomplete short right intended for Lance Moore,4.710,4.050
4,14:15,2,10,CLE 13,20,3,Heath Evans left guard for 2 yards (tackle by Ahtyba Rubin),4.050,3.450
4,13:36,3,8,CLE 11,20,9,"Drew Brees pass complete short left to David Thomas for 11 yards, touchdown",3.450,7.000
4,,,,CLE 2,20,10,Garrett Hartley kicks extra point good,0.000,0.000
4,,,,NOR 30,20,10,"Garrett Hartley kicks off 72 yards, returned by Josh Cribbs for 21 yards (tackle by Leigh Torrence)",0.000,0.150
4,13:25,1,10,CLE 19,20,10,Peyton Hillis right end for 3 yards (tackle by Jimmy Wilkerson and Jonathan Vilma),0.150,0.070
4,12:42,2,7,CLE 22,20,10,Peyton Hillis left end for 2 yards (tackle by Anthony Hargrove),0.070,-0.420
4,11:59,3,5,CLE 24,20,10,"Colt McCoy pass complete short left to Chansi Stuckey for 12 yards (tackle by Darren Sharper). Penalty on Malcolm Jenkins: Illegal Use of Hands, 5 yards (no play)",-0.420,0.870
,,,,,,,"NOR challenged the runner was down by contact ruling, and the original play was overturned.",,
4,11:44,1,10,CLE 29,20,10,Peyton Hillis right end for 9 yards (tackle by Roman Harper and Malcolm Jenkins),0.870,1.540
4,11:03,2,1,CLE 38,20,10,Peyton Hillis right guard for 2 yards (tackle by Marvin Mitchell and Jo-Lonn Dunbar),1.540,1.600
4,10:19,1,10,CLE 40,20,10,Peyton Hillis left end for 12 yards (tackle by Malcolm Jenkins),1.600,2.390
4,9:47,1,10,NOR 48,20,10,Peyton Hillis right tackle for 3 yards (tackle by Will Smith and Jonathan Vilma),2.390,2.250
4,9:06,2,7,NOR 45,20,10,Mike Bell left end for 1 yard (tackle by Will Smith and Jonathan Vilma),2.250,1.690
4,8:21,3,6,NOR 44,20,10,Peyton Hillis pass complete short left to Colt McCoy for 13 yards (tackle by Darren Sharper),1.690,3.510
4,8:03,,,,20,10,Timeout #1 by New Orleans Saints,0.000,3.510
4,8:03,1,10,NOR 31,20,10,Peyton Hillis right end for 12 yards (tackle by Jo-Lonn Dunbar),3.510,4.310
4,7:35,1,10,NOR 19,20,10,Peyton Hillis left end for -5 yards (tackle by Will Smith),4.310,3.090
4,6:51,2,15,NOR 24,20,10,Mike Bell right end for 5 yards (tackle by Roman Harper),3.090,3.030
4,6:06,3,10,NOR 19,20,10,Mike Bell left end for -7 yards (tackle by Marvin Mitchell),3.030,1.740
4,6:00,,,,20,10,Timeout #2 by New Orleans Saints,0.000,1.740
4,6:00,4,17,NOR 26,20,10,"Penalty on Eric Steinbach: False Start, 5 yards (no play)",1.740,1.320
4,6:00,4,22,NOR 31,23,10,Phil Dawson 48 yard field goal good,1.320,3.000
4,,,,CLE 30,23,10,"Phil Dawson kicks off 73 yards, touchback",0.000,0.280
4,5:55,1,10,NOR 20,23,10,Drew Brees pass incomplete short middle intended for Lance Moore,0.280,-0.270
4,5:51,2,10,NOR 20,23,10,Drew Brees pass complete short middle to Ladell Betts for 16 yards (tackle by Marcus Benard),-0.270,1.330
4,5:28,1,10,NOR 36,23,10,Drew Brees pass complete short middle to Jeremy Shockey for 19 yards (tackle by Mike Adams),1.330,2.590
4,5:03,1,10,CLE 45,23,10,Drew Brees pass incomplete short left intended for Marques Colston,2.590,2.040
4,4:59,2,10,CLE 45,23,10,Drew Brees pass complete short left to Robert Meachem for 2 yards (tackle by Sheldon Brown),2.040,1.620
4,4:52,3,8,CLE 43,23,10,Drew Brees pass complete short middle to Marques Colston for 5 yards (tackle by Joe Haden),1.620,0.720
4,4:15,4,3,CLE 38,23,10,Drew Brees pass complete short right to Lance Moore for 4 yards (tackle by Abram Elam),0.720,3.310
4,3:54,1,10,CLE 34,23,10,Drew Brees pass incomplete deep right intended for Robert Meachem,3.310,2.770
4,3:49,2,10,CLE 34,29,10,"Drew Brees pass incomplete short middle intended for Ladell Betts is intercepted by David Bowens at CLE-36 and returned for 64 yards, touchdown",2.770,-7.000
4,,,,NOR 2,30,10,Phil Dawson kicks extra point good,0.000,0.000
4,,,,CLE 30,30,10,"Phil Dawson kicks off 67 yards, returned by Courtney Roby for 21 yards (tackle by Titus Brown)",0.000,0.540
4,3:26,1,10,NOR 24,30,10,Drew Brees pass complete deep middle to Devery Henderson for 23 yards (tackle by Joe Haden and Abram Elam),0.540,2.060
4,3:06,1,10,NOR 47,30,10,Drew Brees pass complete short left to Ladell Betts for no gain,2.060,1.520
4,2:57,2,10,NOR 47,30,10,Drew Brees pass complete short middle to Marques Colston for 24 yards (tackle by Mike Adams),1.520,3.640
4,2:30,1,10,CLE 29,30,10,Drew Brees pass complete short left to Ladell Betts for 5 yards (tackle by Sheldon Brown),3.640,3.780
4,2:24,2,5,CLE 24,30,10,Drew Brees pass incomplete deep left intended for Devery Henderson,3.780,3.070
4,2:19,3,5,CLE 24,30,10,Drew Brees pass incomplete short middle intended for Marques Colston (defended by Eric Wright),3.070,1.920
4,2:14,4,5,CLE 24,30,10,Drew Brees pass complete short right to Lance Moore for 8 yards (tackle by Matt Roth),1.920,4.510
4,2:08,1,10,CLE 16,30,10,Drew Brees pass complete short right to Jimmy Graham for 3 yards (tackle by Mike Adams),4.510,4.390
4,2:00,2,7,CLE 13,30,10,Drew Brees pass incomplete short right intended for Lance Moore (defended by Abram Elam),4.390,3.540
4,1:53,3,7,CLE 13,30,10,Drew Brees pass incomplete short left intended for David Thomas,3.540,2.570
4,1:48,4,7,CLE 13,30,10,"Drew Brees pass complete short right to Lance Moore for 5 yards (tackle by Joe Haden). Penalty on Eric Wright: Defensive Holding, 5 yards (no play)",2.570,5.370
4,1:43,1,8,CLE 8,30,16,"Drew Brees pass complete short middle to Marques Colston for 8 yards, touchdown",5.370,7.000
4,,,,CLE 2,30,17,Garrett Hartley kicks extra point good,0.000,0.000
4,,,,NOR 30,30,17,Garrett Hartley kicks onside 12 yards,0.000,2.790
4,1:37,1,10,NOR 42,30,17,Colt McCoy kneels for -1 yards,2.790,2.110
4,1:00,2,11,NOR 43,30,17,Colt McCoy kneels for -1 yards,2.110,1.290
4,0:18,3,12,NOR 44,30,17,Colt McCoy kneels for -1 yards,1.290,0.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
