Quarter,Time,Down,ToGo,Location,OAK,SDG,Detail,EPB,EPA
2,2:00,2,15,OAK 45,21,3,Philip Rivers pass complete short right to Mike Tolbert for 6 yards (tackle by Rolando McClain),1.700,1.820
2,1:54,3,9,OAK 39,21,3,Philip Rivers pass complete short left to Antonio Gates for 8 yards (tackle by Nnamdi Asomugha),1.820,1.410
,,,,,,,"Replay Assistant challenged the first down ruling, and the original play was overturned.",,
2,1:42,,,,21,3,Timeout #1 by San Diego Chargers,0.000,1.410
2,1:42,4,1,OAK 31,21,3,Mike Tolbert right end for -1 yards (tackle by Lamarr Houston and Tyvon Branch),1.410,-1.070
2,1:37,1,10,OAK 32,21,3,"Jason Campbell pass complete short left to Zach Miller for 8 yards (tackle by Kevin Burnett and Brandon Siler). Penalty on Zach Miller: Illegal Formation, 5 yards (no play)",1.070,0.740
2,1:30,1,15,OAK 27,21,3,Marcel Reece middle for 5 yards (tackle by Shaun Phillips),0.740,0.530
2,1:24,,,,21,3,Timeout #2 by San Diego Chargers,0.000,0.530
2,1:24,2,10,OAK 32,21,3,Darren McFadden right end for 3 yards (tackle by Brandon Siler),0.530,0.230
2,1:16,,,,21,3,Timeout #3 by San Diego Chargers,0.000,0.230
2,1:16,3,7,OAK 35,21,3,"Jason Campbell pass complete short right to Darren McFadden for 4 yards (tackle by Quentin Jammer). Darren McFadden fumbles (forced by Quentin Jammer), recovered by Shaun Phillips at OAK-39 (tackle by Darren McFadden)",0.230,-2.980
2,1:08,1,10,OAK 39,21,3,Philip Rivers pass complete short middle to Darren Sproles for 7 yards (tackle by Rolando McClain),2.980,3.390
2,0:43,2,3,OAK 32,21,3,Philip Rivers pass incomplete deep middle intended for Seyi Ajirotutu,3.390,2.680
2,0:37,3,3,OAK 32,21,3,Philip Rivers pass incomplete short left intended for Legedu Naanee,2.680,1.290
2,0:32,4,3,OAK 32,21,3,Nate Kaeding 50 yard field goal no good,1.290,-1.600
2,0:27,1,10,OAK 40,21,3,Jason Campbell kneels for -1 yards,1.600,0.920
Quarter,Time,Down,ToGo,Location,OAK,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,21,3,"Nate Kaeding kicks off 64 yards, returned by Jacoby Ford for 17 yards (tackle by Kion Wilson)",0.000,0.480
3,14:56,1,10,OAK 23,21,3,Jason Campbell sacked by Antwan Applewhite for 0 yards,0.480,-0.070
3,14:18,2,10,OAK 23,21,3,Darren McFadden middle for 5 yards (tackle by Antwan Applewhite),-0.070,-0.100
3,13:37,3,5,OAK 28,21,3,Jason Campbell pass complete short right to Darren McFadden for 19 yards (tackle by Shaun Phillips),-0.100,2.060
3,12:59,1,10,OAK 47,21,3,Darren McFadden middle for 20 yards (tackle by Paul Oliver and Antwan Applewhite),2.060,3.380
3,12:26,1,10,SDG 33,21,3,Michael Bush middle for 2 yards (tackle by Vaughn Martin and Brandon Siler),3.380,3.110
3,11:47,2,8,SDG 31,21,3,Jason Campbell pass incomplete deep right intended for Louis Murphy,3.110,2.410
3,11:41,,,,21,3,Timeout #1 by Oakland Raiders,0.000,2.410
3,11:41,3,8,SDG 31,21,3,"Jason Campbell pass incomplete short left intended for Chaz Schilens. Penalty on Langston Walker: Unnecessary Roughness, 15 yards",2.410,0.200
3,11:37,4,23,SDG 46,21,3,"Shane Lechler punts 31 yards, fair catch by Antoine Cason",0.200,0.220
3,11:30,1,10,SDG 15,21,3,"Philip Rivers pass incomplete short right intended for Antonio Gates. Penalty on Tyvon Branch: Defensive Holding, 5 yards (no play)",-0.220,0.280
3,11:24,1,10,SDG 20,21,3,Philip Rivers pass complete short right to Legedu Naanee for 14 yards (tackle by Michael Huff and Quentin Groves),0.280,1.200
3,10:47,1,10,SDG 34,21,3,Philip Rivers pass incomplete deep right intended for Malcom Floyd,1.200,0.660
3,10:41,2,10,SDG 34,21,3,Philip Rivers pass complete short left to Mike Tolbert for 1 yard (tackle by Rolando McClain),0.660,0.100
3,9:58,3,9,SDG 35,21,3,Philip Rivers pass incomplete deep left intended for Malcom Floyd,0.100,-1.040
3,9:52,4,9,SDG 35,21,3,"Mike Scifres punts 44 yards, returned by Johnnie Lee Higgins for 1 yard (tackle by Pat Watkins)",-1.040,-0.410
3,9:45,1,10,OAK 22,21,3,Darren McFadden middle for 7 yards (tackle by Antwan Applewhite),0.410,0.810
3,9:07,2,3,OAK 29,21,3,Darren McFadden middle for no gain (tackle by Brandon Siler),0.810,0.100
3,8:26,,,,21,3,Timeout #2 by Oakland Raiders,0.000,0.100
3,8:26,3,3,OAK 29,21,3,Darren McFadden right tackle for 5 yards (tackle by Jacques Cesaire),0.100,1.200
3,7:45,1,10,OAK 34,21,3,"Penalty on Khalif Barnes: False Start, 5 yards (no play)",1.200,0.870
3,7:29,1,15,OAK 29,21,3,Michael Bush right end for 3 yards (tackle by Antonio Garay),0.870,0.390
3,6:50,2,12,OAK 32,21,3,Michael Bush left end for 24 yards (tackle by Eric Weddle),0.390,2.650
3,6:32,1,10,SDG 44,21,3,Jacoby Ford left end for 3 yards (tackle by Shaun Phillips),2.650,2.520
3,6:07,2,7,SDG 41,21,3,Darren McFadden left end for 7 yards (tackle by Antoine Cason),2.520,3.310
3,5:30,1,10,SDG 34,21,3,Darren McFadden right end for 5 yards (tackle by Shaun Phillips and Ogemdi Nwagbuo),3.310,3.450
3,4:53,2,5,SDG 29,21,3,"Michael Bush middle for no gain (tackle by Kevin Burnett and Paul Oliver). Penalty on Samson Satele: Offensive Holding, 10 yards (no play)",3.450,2.090
3,4:28,2,15,SDG 39,21,3,Jason Campbell pass incomplete deep right intended for Jacoby Ford,2.090,1.420
3,4:22,3,15,SDG 39,21,3,Jason Campbell pass incomplete,1.420,0.660
3,4:16,4,15,SDG 39,21,3,Shane Lechler punts 22 yards,0.660,0.060
3,4:05,1,10,SDG 17,21,3,Philip Rivers pass incomplete short right intended for Legedu Naanee,-0.060,-0.580
3,3:59,2,10,SDG 17,21,3,Philip Rivers sacked by Kamerion Wimbley for -1 yards,-0.580,-1.410
3,3:21,3,11,SDG 16,21,3,Philip Rivers pass complete short right to Kelley Washington for 14 yards (tackle by Michael Huff),-1.410,0.940
3,2:48,1,10,SDG 30,21,3,Philip Rivers pass complete short right to Seyi Ajirotutu for 25 yards (tackle by Stevie Brown). Penalty on Stanford Routt: Defensive Holding (Declined),0.940,2.590
3,2:33,1,10,OAK 45,21,3,"Philip Rivers pass complete short left to Seyi Ajirotutu for 19 yards (tackle by Stanford Routt). Penalty on Stanford Routt: Horse Collar Tackle, 13 yards",2.590,4.710
3,2:12,1,10,OAK 13,21,3,Philip Rivers pass complete short middle to Malcom Floyd for 4 yards (tackle by Michael Mitchell),4.710,4.770
3,1:32,2,6,OAK 9,21,3,Philip Rivers sacked by Lamarr Houston for -6 yards,4.770,3.030
3,0:55,3,12,OAK 15,21,3,Philip Rivers pass incomplete short left intended for Malcom Floyd (defended by Stevie Brown),3.030,2.440
3,0:47,4,12,OAK 15,21,6,Nate Kaeding 33 yard field goal good,2.440,3.000
3,,,,SDG 30,21,6,"Nate Kaeding kicks off 57 yards, returned by Jacoby Ford for 12 yards (tackle by Larry English)",0.000,0.610
3,0:35,1,10,OAK 25,21,6,Michael Bush left end for 3 yards (tackle by Shaun Phillips and Brandon Siler),0.610,0.470
Quarter,Time,Down,ToGo,Location,OAK,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,OAK 28,21,6,Jason Campbell pass complete short left to Marcel Reece for 9 yards (tackle by Antoine Cason),0.470,1.400
4,14:21,1,10,OAK 37,21,6,Michael Bush left end for 5 yards (tackle by Antwan Applewhite and Brandon Siler),1.400,1.530
4,13:42,2,5,OAK 42,21,6,Michael Bush right end for -3 yards (tackle by Ogemdi Nwagbuo),1.530,0.430
4,12:56,3,8,OAK 39,21,6,Jason Campbell pass incomplete short left intended for Louis Murphy (defended by Antoine Cason),0.430,-0.780
4,12:52,4,8,OAK 39,21,6,"Shane Lechler punts 61 yards, touchback",-0.780,-0.280
4,12:44,1,10,SDG 20,21,6,Philip Rivers pass complete short right to Antonio Gates for 14 yards (tackle by Michael Huff),0.280,1.200
4,12:15,1,10,SDG 34,21,6,Philip Rivers for 5 yards (tackle by Stanford Routt),1.200,1.330
4,11:41,2,5,SDG 39,21,6,Philip Rivers pass complete deep right to Malcom Floyd for 18 yards (tackle by Stevie Brown),1.330,2.720
4,11:06,1,10,OAK 43,21,6,"Philip Rivers pass complete short left to Mike Tolbert for 24 yards (tackle by Stanford Routt and Tyvon Branch). Penalty on Desmond Bryant: Roughing the Passer, 10 yards",2.720,5.140
4,10:40,1,9,OAK 9,21,6,Mike Tolbert middle for 5 yards (tackle by Tyvon Branch),5.140,5.340
4,9:59,2,4,OAK 4,21,12,"Philip Rivers pass complete short right to Antonio Gates for 4 yards, touchdown",5.340,7.000
4,,,,OAK 2,21,13,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,21,13,"Nate Kaeding kicks off 60 yards, returned by Rock Cartwright for 28 yards (tackle by Tyrone Carter)",0.000,1.470
4,9:51,1,10,OAK 38,21,13,Darren McFadden middle for 4 yards (tackle by Antonio Garay),1.470,1.460
4,9:15,2,6,OAK 42,21,13,"Jason Campbell pass incomplete deep left intended for Louis Murphy. Penalty on Marcel Reece: Offensive Holding, 11 yards (no play)",1.460,-0.020
4,9:07,2,17,OAK 31,21,13,Darren McFadden middle for 10 yards (tackle by Brandon Siler),-0.020,0.630
4,8:20,3,7,OAK 41,21,13,"Jason Campbell pass complete short left to Darren McFadden for no gain. Penalty on Antoine Cason: Defensive Holding, 4 yards (no play)",0.630,1.930
4,8:03,1,10,OAK 45,21,13,Michael Bush middle for 3 yards (tackle by Ogemdi Nwagbuo),1.930,1.790
4,7:23,2,7,OAK 48,21,13,Michael Bush middle for 6 yards (tackle by Brandon Siler),1.790,1.880
4,6:41,3,1,SDG 46,21,13,Jason Campbell pass complete deep left to Louis Murphy for 37 yards (tackle by Quentin Jammer). Penalty on SDG: Defensive 12 On-field (Declined),1.880,5.140
4,6:07,1,9,SDG 9,21,13,"Penalty on SDG: Defensive 12 On-field, 5 yards (no play)",5.140,6.280
4,5:43,1,4,SDG 4,21,13,Michael Bush right end for 2 yards (tackle by Kevin Burnett),6.280,5.720
4,5:03,2,2,SDG 2,21,13,"Penalty on Khalif Barnes: False Start, 5 yards (no play)",5.720,4.760
4,4:40,2,7,SDG 7,27,13,"Darren McFadden left end for 7 yards, touchdown",4.760,7.000
4,,,,SDG 2,28,13,Sebastian Janikowski kicks extra point good,0.000,0.000
4,,,,OAK 30,28,13,"Sebastian Janikowski kicks off 75 yards, touchback",0.000,0.280
4,4:35,1,10,SDG 20,28,13,Philip Rivers pass incomplete short left intended for Seyi Ajirotutu (defended by Stanford Routt),0.280,-0.270
4,4:30,2,10,SDG 20,28,13,Philip Rivers pass complete short right to Antonio Gates for 5 yards (tackle by Michael Mitchell),-0.270,-0.300
4,3:58,3,5,SDG 25,28,13,Philip Rivers pass complete deep middle to Antonio Gates for 18 yards (tackle by Stevie Brown),-0.300,1.800
,,,,,,,"OAK challenged the pass completion ruling, and the play was upheld.",,
4,3:22,1,10,SDG 43,28,13,Philip Rivers pass incomplete,1.800,1.250
4,3:15,2,10,SDG 43,28,13,Philip Rivers pass incomplete deep right intended for Malcom Floyd,1.250,0.560
4,3:09,3,10,SDG 43,28,13,Philip Rivers pass incomplete short left intended for Seyi Ajirotutu,0.560,-0.520
4,3:03,4,10,SDG 43,28,13,Philip Rivers pass incomplete deep left intended for Malcom Floyd,-0.520,-2.720
4,2:57,1,10,SDG 43,28,13,Michael Bush middle for 5 yards (tackle by Brandon Siler),2.720,2.850
4,2:49,,,,28,13,Timeout #1 by San Diego Chargers,0.000,2.850
4,2:49,2,5,SDG 38,28,13,Michael Bush middle for 1 yard (tackle by Jacques Cesaire),2.850,2.280
4,2:43,,,,28,13,Timeout #2 by San Diego Chargers,0.000,2.280
4,2:42,3,4,SDG 37,28,13,Michael Bush left tackle for 7 yards (tackle by Luis Castillo),2.280,3.580
4,2:37,,,,28,13,Timeout #3 by San Diego Chargers,0.000,3.580
4,2:37,1,10,SDG 30,28,13,Michael Bush right tackle for 3 yards (tackle by Tyrone Carter and Paul Oliver),3.580,3.440
4,2:00,2,7,SDG 27,28,13,Michael Bush middle for 2 yards (tackle by Shaun Phillips and Vaughn Martin),3.440,3.010
4,1:16,3,5,SDG 25,28,13,Michael Bush left end for 5 yards (tackle by Eric Weddle),3.010,4.240
4,0:31,1,10,SDG 20,28,13,Jason Campbell kneels for -1 yards,4.240,3.560
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
