Quarter,Time,Down,ToGo,Location,ARI,JAX,Detail,EPB,EPA
1,6:42,1,10,JAX 25,7,0,Trevor Lawrence pass incomplete deep left intended for DJ Chark,,
1,6:35,2,10,JAX 25,7,0,Trevor Lawrence pass complete short right to Marvin Jones for 8 yards (tackle by Isaiah Simmons),,
1,5:57,3,2,JAX 33,7,0,Carlos Hyde up the middle for 5 yards (tackle by Budda Baker),,
1,5:21,1,10,JAX 38,7,0,Trevor Lawrence pass complete short middle to Marvin Jones for 14 yards (tackle by Robert Alford),,
1,4:39,1,10,ARI 48,7,0,Carlos Hyde up the middle for 4 yards (tackle by J.J. Watt and Jordan Hicks),,
1,4:20,2,6,ARI 44,7,0,Carlos Hyde up the middle for -1 yards (tackle by Zaven Collins and Jalen Thompson),,
1,3:39,3,7,ARI 45,7,0,Trevor Lawrence pass incomplete deep left intended for Jacob Hollister,,
1,3:34,4,7,ARI 45,7,0,Logan Cooke punts 44 yards downed by Rudy Ford,,
1,3:25,1,10,ARI 1,7,0,James Conner up the middle for 2 yards (tackle by Adam Gotsis),,
1,2:46,2,8,ARI 3,7,0,Kyler Murray pass complete short right to Maxx Williams for 7 yards (tackle by Tyson Campbell),,
1,2:10,3,1,ARI 10,7,0,James Conner up the middle for no gain (tackle by Damien Wilson),,
1,1:25,4,1,ARI 10,7,0,"Penalty on Tanner Vallejo: False Start, 5 yards (accepted) (no play)",,
1,1:14,4,6,ARI 5,7,0,"Andy Lee punts 45 yards, fair catch by Jamal Agnew at 50",,
1,1:05,1,10,JAX 50,7,0,James Robinson up the middle for 2 yards (tackle by Corey Peters and Budda Baker),,
1,0:27,2,8,ARI 48,7,0,Trevor Lawrence pass complete short middle to Marvin Jones for 11 yards (tackle by Robert Alford and Devon Kennard),,
Quarter,Time,Down,ToGo,Location,ARI,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,ARI 37,7,0,James Robinson up the middle for -2 yards (tackle by J.J. Watt),,
2,14:21,2,12,ARI 39,7,0,Trevor Lawrence pass complete short right to Laviska Shenault for 20 yards (tackle by Robert Alford),,
2,13:54,1,10,ARI 19,7,0,Trevor Lawrence right end for 4 yards (tackle by Jalen Thompson and Jordan Hicks),,
2,13:08,2,5,ARI 15,7,0,James Robinson up the middle for -2 yards (tackle by Devon Kennard),,
2,12:26,3,8,ARI 17,7,0,Trevor Lawrence pass short middle (defended by Jordan Hicks) intended for Jacob Hollister is intercepted by Byron Murphy at ARI-7 and returned for 7 yards (tackle by Jacob Hollister),,
2,12:18,1,10,ARI 14,7,0,Kyler Murray for 4 yards (tackle by Andrew Wingard),,
2,11:46,2,6,ARI 18,7,0,Kyler Murray pass complete short left to DeAndre Hopkins for 8 yards (tackle by Myles Jack),,
2,11:11,1,10,ARI 26,7,0,"Kyler Murray scrambles left end for no gain. Penalty on D.J. Humphries: Offensive Holding, 10 yards (accepted) (no play)",,
2,10:40,1,20,ARI 16,7,0,Kyler Murray pass complete short right to Chase Edmonds for 6 yards (tackle by Tyson Campbell and Myles Jack),,
2,9:59,2,14,ARI 22,7,0,Kyler Murray pass complete short right to A.J. Green for 10 yards (tackle by Tyson Campbell),,
2,9:19,3,4,ARI 32,7,0,Kyler Murray pass incomplete short left intended for DeAndre Hopkins,,
2,9:13,4,4,ARI 32,7,0,Andy Lee punts 47 yards,,
2,9:04,1,10,JAX 21,7,0,James Robinson left end for 4 yards (tackle by Marco Wilson),,
2,8:29,2,6,JAX 25,7,0,Trevor Lawrence pass incomplete deep middle intended for DJ Chark,,
2,8:23,3,6,JAX 25,7,0,Trevor Lawrence scrambles left end for 5 yards (tackle by Byron Murphy),,
2,7:53,4,1,JAX 30,7,0,"Logan Cooke punts 47 yards, fair catch by Rondale Moore at ARI-23",,
2,7:44,1,10,ARI 23,7,0,Chase Edmonds right end for 7 yards (tackle by Tyson Campbell),,
2,7:08,2,3,ARI 30,7,0,James Conner up the middle for 6 yards (tackle by Chris Claybrooks and Andrew Wingard),,
2,6:32,1,10,ARI 36,7,0,Kyler Murray pass complete short left to James Conner for 10 yards (tackle by Myles Jack),,
2,5:54,1,10,ARI 46,7,0,James Conner left end for 6 yards (tackle by Myles Jack and Shaquill Griffin),,
2,5:12,2,4,JAX 48,7,0,Chase Edmonds up the middle for 1 yard (tackle by Adam Gotsis and Andrew Wingard),,
2,4:32,3,3,JAX 47,7,0,"Kyler Murray pass complete deep left to DeAndre Hopkins for no gain (tackle by Rayshawn Jenkins). Penalty on Maxx Williams: Offensive Pass Interference, 10 yards (accepted) (no play)",,
2,4:04,3,13,ARI 43,7,0,Kyler Murray pass complete short right to Rondale Moore for -2 yards (tackle by Jihad Ward),,
2,3:32,4,15,ARI 41,7,0,"Andy Lee punts 43 yards, returned by Jamal Agnew for 10 yards (tackle by Antonio Hamilton and Demetrius Harris)",,
2,3:22,1,10,JAX 26,7,0,Trevor Lawrence pass complete short right to Laviska Shenault for 7 yards (tackle by Byron Murphy),,
2,2:58,2,3,JAX 33,7,0,Carlos Hyde up the middle for 4 yards (tackle by Isaiah Simmons and Jordan Hicks),,
2,2:15,1,10,JAX 37,7,0,Trevor Lawrence pass complete short right to Laviska Shenault for 9 yards (tackle by Budda Baker and Markus Golden),,
2,2:00,2,1,JAX 46,7,0,Carlos Hyde up the middle for 18 yards (tackle by Jordan Hicks),,
2,1:35,1,10,ARI 36,7,0,Trevor Lawrence right end for -1 yards (tackle by Jalen Thompson),,
2,1:11,2,11,ARI 37,7,0,"Penalty on Brandon Linder: False Start, 5 yards (accepted) (no play)",,
2,1:11,,,,,,Timeout #1 by Jacksonville Jaguars,,
2,1:11,2,16,ARI 42,7,0,Trevor Lawrence pass complete short middle to Laviska Shenault for 12 yards (tackle by Isaiah Simmons and Jordan Hicks),,
2,0:50,3,4,ARI 30,7,0,Trevor Lawrence pass complete short middle to Marvin Jones for 13 yards (tackle by Jordan Hicks),,
2,0:44,,,,,,Timeout #2 by Jacksonville Jaguars,,
2,0:44,1,10,ARI 17,7,0,Trevor Lawrence pass complete short right to Marvin Jones for 5 yards (tackle by Robert Alford),,
2,0:28,2,5,ARI 12,7,6,"Trevor Lawrence pass complete short left to DJ Chark for 12 yards, touchdown",,
2,0:21,,,ARI 15,7,7,Josh Lambo kicks extra point good,,
2,0:21,,,JAX 35,7,7,"Josh Lambo kicks off 65 yards, touchback.",,
2,0:21,1,10,ARI 25,7,7,Kyler Murray scrambles left end for 9 yards (tackle by Rudy Ford),,
2,0:14,2,1,ARI 34,7,7,Chase Edmonds up the middle for 4 yards (tackle by K'Lavon Chaisson),,
2,0:10,,,,,,Timeout #1 by Arizona Cardinals,,
2,0:10,1,10,ARI 38,7,7,Kyler Murray pass complete short left to Chase Edmonds for 12 yards (tackle by Rudy Ford),,
2,0:02,1,10,ARI 50,7,13,"Matt Prater 68 yard field goal no good, returned by Jamal Agnew for 109 yards, touchdown",,
2,0:00,,,ARI 15,7,13,Josh Lambo kicks extra point no good,,
Quarter,Time,Down,ToGo,Location,ARI,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,7,13,"Josh Lambo kicks off 65 yards, touchback.",,
3,15:00,1,10,ARI 25,7,13,Kyler Murray pass complete short right to Christian Kirk for 5 yards (tackle by Andrew Wingard),,
3,14:44,2,5,ARI 30,7,13,Kyler Murray pass complete short left to DeAndre Hopkins for 6 yards (tackle by Shaquill Griffin),,
3,14:29,1,10,ARI 36,7,13,Chase Edmonds left end for 2 yards (tackle by Myles Jack),,
3,13:53,2,8,ARI 38,7,13,"Chase Edmonds up the middle for 4 yards (tackle by Damien Wilson). Penalty on Damien Wilson: Unnecessary Roughness / Defense, 15 yards (accepted)",,
3,13:19,1,10,JAX 43,7,13,Kyler Murray pass deep middle intended for Christian Kirk is intercepted by Andrew Wingard in end zone and returned for 23 yards (tackle by A.J. Green),,
3,13:03,1,10,JAX 22,7,13,Trevor Lawrence left end for 6 yards (tackle by Jordan Hicks),,
3,12:45,2,4,JAX 28,7,13,Trevor Lawrence pass incomplete deep left intended for Jacob Hollister,,
3,12:38,3,4,JAX 28,7,13,Trevor Lawrence pass incomplete short left intended for Marvin Jones (defended by Marco Wilson),,
3,12:33,4,4,JAX 28,7,13,"Logan Cooke punts 56 yards, fair catch by Rondale Moore at ARI-16",,
3,12:25,1,10,ARI 16,7,13,Kyler Murray scrambles right end for 4 yards (tackle by K'Lavon Chaisson),,
3,11:47,2,6,ARI 20,7,13,Kyler Murray pass complete deep left to A.J. Green for 34 yards (tackle by Rayshawn Jenkins),,
3,11:24,1,10,JAX 46,7,13,Kyler Murray pass complete short right to Christian Kirk for 8 yards,,
3,10:48,2,2,JAX 38,7,13,Chase Edmonds right end for 4 yards (tackle by Myles Jack and Damien Wilson),,
3,10:26,1,10,JAX 34,7,13,Chase Edmonds right end for no gain (tackle by Dawuane Smoot),,
3,9:43,2,10,JAX 34,7,13,James Conner left end for 8 yards (tackle by Damien Wilson and Chris Claybrooks),,
3,9:07,3,2,JAX 26,7,13,Kyler Murray pass incomplete deep left intended for DeAndre Hopkins,,
3,9:02,4,2,JAX 26,7,13,Kyler Murray pass complete short middle to Christian Kirk for 3 yards (tackle by Chris Claybrooks),,
3,8:40,1,10,JAX 23,7,13,Kyler Murray pass incomplete short middle intended for DeAndre Hopkins (defended by Dawuane Smoot),,
3,8:35,2,10,JAX 23,7,13,Kyler Murray pass incomplete short left intended for Chase Edmonds,,
3,8:31,3,10,JAX 23,7,13,Kyler Murray pass complete short right to Chase Edmonds for 7 yards (tackle by Jihad Ward and Tyson Campbell),,
3,7:42,4,3,JAX 16,10,13,Matt Prater 34 yard field goal good,,
3,7:38,,,ARI 35,10,13,"Matt Prater kicks off 65 yards, touchback.",,
3,7:38,1,10,JAX 25,10,13,James Robinson left end for 17 yards (tackle by Marco Wilson),,
3,7:07,1,10,JAX 42,10,13,James Robinson up the middle for 8 yards (tackle by Devon Kennard),,
3,6:40,2,2,JAX 50,10,13,James Robinson up the middle for 10 yards (tackle by Jalen Thompson),,
3,6:13,1,10,ARI 40,10,13,Trevor Lawrence left end for 3 yards (tackle by Chandler Jones),,
3,5:34,2,7,ARI 37,10,13,James Robinson left end for 21 yards (tackle by Jordan Hicks),,
3,4:56,1,10,ARI 16,10,13,James Robinson up the middle for 6 yards (tackle by Michael Dogbe),,
3,4:19,2,4,ARI 10,10,13,Carlos Hyde up the middle for 6 yards (tackle by Budda Baker),,
3,3:38,1,4,ARI 4,10,19,"James Robinson up the middle for 4 yards, touchdown",,
3,3:33,,,ARI 15,10,19,Josh Lambo kicks extra point no good,,
3,3:33,,,JAX 35,10,19,"Josh Lambo kicks off 65 yards, touchback.",,
3,3:33,1,10,ARI 25,10,19,Kyler Murray pass complete short left to Chase Edmonds for 9 yards (tackle by Shaquill Griffin),,
3,2:52,2,1,ARI 34,10,19,"Kyler Murray pass complete short left to Christian Kirk for 18 yards (tackle by Andrew Wingard) Penalty on JAX: Defensive Too Many Men on Field, 5 yards (declined)",,
3,2:33,1,10,JAX 48,10,19,James Conner up the middle for 11 yards (tackle by Myles Jack),,
3,2:01,1,10,JAX 37,10,19,Kyler Murray pass complete deep right to Christian Kirk for 33 yards (tackle by Tyson Campbell),,
3,1:27,1,4,JAX 4,16,19,"James Conner right end for 4 yards, touchdown",,
3,1:21,,,JAX 15,17,19,Matt Prater kicks extra point good,,
3,1:21,,,ARI 35,17,19,"Matt Prater kicks off 62 yards, returned by Jamal Agnew for 18 yards (tackle by Darrell Daniels and Zeke Turner)",,
3,1:13,1,10,JAX 21,17,19,Carlos Hyde up the middle for 4 yards (tackle by Budda Baker),,
3,0:35,2,6,JAX 24,23,19,"Trevor Lawrence pass short right intended for Jacob Hollister is intercepted by Byron Murphy at JAC-29 and returned for 29 yards, touchdown",,
3,0:24,,,JAX 15,24,19,Matt Prater kicks extra point good,,
3,0:24,,,ARI 35,24,19,"Matt Prater kicks off 65 yards, touchback.",,
3,0:24,1,10,JAX 25,24,19,Carlos Hyde up the middle for 4 yards (tackle by Zach Allen and Jalen Thompson),,
Quarter,Time,Down,ToGo,Location,ARI,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,JAX 29,24,19,Trevor Lawrence pass incomplete short left,,
4,14:56,3,6,JAX 29,24,19,"Trevor Lawrence pass complete short middle to Marvin Jones for no gain (tackle by Robert Alford and Jalen Thompson). Penalty on Chris Manhertz: Offensive Pass Interference, 10 yards (accepted) (no play)",,
4,14:26,3,16,JAX 19,24,19,Trevor Lawrence scrambles up the middle for 10 yards (tackle by Zaven Collins),,
4,13:50,4,6,JAX 29,24,19,Logan Cooke punts 36 yards out of bounds,,
4,13:41,1,10,ARI 35,24,19,Chase Edmonds up the middle for no gain (tackle by Damien Wilson),,
4,13:09,2,10,ARI 35,24,19,Kyler Murray pass complete short left to A.J. Green for 13 yards (tackle by Shaquill Griffin),,
4,12:36,1,10,ARI 48,24,19,Kyler Murray right end for no gain (tackle by Rudy Ford),,
4,11:58,2,10,ARI 48,24,19,Kyler Murray pass complete short right to Chase Edmonds for 1 yard (tackle by Malcom Brown),,
4,11:19,3,9,ARI 49,24,19,Kyler Murray pass complete deep middle to A.J. Green for 36 yards (tackle by Tyson Campbell),,
4,10:28,,,,,,Timeout #2 by Arizona Cardinals,,
4,10:28,1,10,JAX 15,24,19,Kyler Murray pass complete short left to Rondale Moore for 3 yards (tackle by Shaquill Griffin),,
4,9:46,2,7,JAX 12,24,19,(tackle by Taven Bryan),,
4,9:00,3,8,JAX 13,24,19,Kyler Murray pass complete short right to Chase Edmonds for 7 yards (tackle by Rayshawn Jenkins),,
4,8:17,4,1,JAX 6,24,19,Kyler Murray right end for 2 yards (tackle by Myles Jack),,
4,7:39,1,4,JAX 4,24,19,Rondale Moore right end for 3 yards (tackle by Dawuane Smoot and Andrew Wingard),,
4,6:54,2,1,JAX 1,30,19,"James Conner up the middle for 1 yard, touchdown",,
4,6:49,,,JAX 15,31,19,Matt Prater kicks extra point good,,
4,6:49,,,ARI 35,31,19,"Matt Prater kicks off 65 yards, touchback.",,
4,6:49,1,10,JAX 25,31,19,Trevor Lawrence pass complete short left to Marvin Jones for 11 yards (tackle by Marco Wilson),,
4,6:25,1,10,JAX 36,31,19,Trevor Lawrence sacked by Markus Golden for -6 yards,,
4,6:03,2,15,JAX 30,31,19,"Trevor Lawrence pass complete short left to James Robinson for 6 yards (tackle by Isaiah Simmons). Penalty on Isaiah Simmons: Unnecessary Roughness / Defense, 15 yards (accepted)",,
4,5:46,1,10,ARI 49,31,19,James Robinson left end for 9 yards (tackle by Marco Wilson),,
4,5:26,2,1,ARI 40,31,19,James Robinson up the middle for 5 yards (tackle by Zach Allen),,
4,5:01,1,10,ARI 35,31,19,Trevor Lawrence pass complete short left to DJ Chark for 12 yards (tackle by Marco Wilson),,
4,4:56,1,10,ARI 23,31,19,"Trevor Lawrence pass complete short right to Luke Farrell for -1 yards. Luke Farrell fumbles (forced by Isaiah Simmons), recovered by Laviska Shenault at ARI-24 (tackle by Isaiah Simmons and Robert Alford)",,
4,4:19,2,6,ARI 24,31,19,"Trevor Lawrence sacked by. Trevor Lawrence fumbles, recovered by Chandler Jones at ARI-23 and returned for 1 yard (tackle by Brandon Linder and Phillip Dorsett)",,
4,4:11,1,10,ARI 24,31,19,Chase Edmonds up the middle for 1 yard (tackle by Adam Gotsis and Josh Allen),,
4,4:05,,,,,,Timeout #1 by Jacksonville Jaguars,,
4,4:05,2,9,ARI 25,31,19,Kyler Murray pass complete deep right to A.J. Green for 19 yards (tackle by Tyson Campbell),,
4,3:20,1,10,ARI 44,31,19,James Conner up the middle for 3 yards (tackle by Damien Wilson),,
4,3:15,,,,,,Timeout #2 by Jacksonville Jaguars,,
4,3:15,2,7,ARI 47,31,19,James Conner up the middle for -3 yards (tackle by Adam Gotsis),,
4,3:11,,,,,,Timeout #3 by Jacksonville Jaguars,,
4,3:11,3,10,ARI 44,31,19,"Penalty on ARI: Offensive Too Many Men on Field, 5 yards (accepted) (no play)",,
4,3:11,3,15,ARI 39,31,19,Kyler Murray pass complete short left to Chase Edmonds for 7 yards (tackle by Chris Claybrooks and K'Lavon Chaisson),,
4,2:18,4,8,ARI 46,31,19,"Penalty on ARI: Delay of Game, 5 yards (accepted) (no play)",,
4,2:18,4,13,ARI 41,31,19,"Andy Lee punts 59 yards, touchback.",,
4,2:11,1,10,JAX 20,31,19,"Trevor Lawrence pass complete to James Robinson for 10 yards. Penalty on Andrew Norwell: Face Mask (15 Yards), 10 yards (accepted) (no play)",,
4,2:04,1,20,JAX 10,31,19,Trevor Lawrence pass complete short left to James Robinson for 12 yards (tackle by Chandler Jones),,
4,1:56,2,8,JAX 22,31,19,Trevor Lawrence pass complete short left to James Robinson for 9 yards. James Robinson fumbles (forced by Marco Wilson),,
4,1:32,1,10,JAX 31,31,19,Trevor Lawrence pass complete short middle to James Robinson for 13 yards (tackle by Jordan Hicks),,
4,1:08,1,10,JAX 44,31,19,Trevor Lawrence pass incomplete short left intended for DJ Chark,,
4,1:03,2,10,JAX 44,31,19,Trevor Lawrence pass complete short left to James Robinson for 6 yards (tackle by Jalen Thompson),,
4,0:57,3,4,JAX 50,31,19,Trevor Lawrence pass incomplete deep middle intended for Phillip Dorsett (defended by Robert Alford),,
4,0:49,4,4,JAX 50,31,19,Trevor Lawrence pass complete short left to DJ Chark for 25 yards (tackle by Jalen Thompson),,
4,0:25,1,10,ARI 25,31,19,Trevor Lawrence spiked the ball,,
4,0:24,2,10,ARI 25,31,19,Trevor Lawrence pass complete short middle to Jacob Hollister for 9 yards (tackle by Byron Murphy),,
4,0:05,,,,,,Timeout #2 by Arizona Cardinals,,
4,0:05,3,2,ARI 16,31,19,"Trevor Lawrence sacked by Jordan Hicks for -11 yards. Trevor Lawrence fumbles (forced by Jordan Hicks), recovered by Zach Allen at ARI-27",,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
