Quarter,Time,Down,ToGo,Location,OAK,DEN,Detail,EPB,EPA
1,0:21,1,10,DEN 45,0,7,Ronald Curry pass incomplete short right intended for Jerry Porter,2.590,2.040
1,0:14,2,10,DEN 45,0,7,Justin Fargas left tackle for 1 yard (tackle by Ian Gold),2.040,1.490
Quarter,Time,Down,ToGo,Location,OAK,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,9,DEN 44,0,7,Josh McCown pass incomplete short middle intended for Jerry Porter is intercepted by Marcus Thomas at DEN-39 and returned for -2 yards,1.490,1.490
2,15:00,3,9,DEN 44,0,7,--,1.490,1.490
2,15:00,3,9,DEN 44,0,7,--,1.490,-1.400
2,14:53,1,10,DEN 37,0,7,Jay Cutler pass complete short right to Daniel Graham for 9 yards (tackle by Fabian Washington),1.400,2.070
2,14:12,2,1,DEN 46,0,7,"Jay Cutler pass incomplete short middle intended for Javon Walker is intercepted by Kirk Morrison at OAK-39 and returned for 13 yards. Kirk Morrison fumbles (forced by Erik Pears), recovered by Thomas Howard at DEN-47",2.070,-2.460
2,13:57,1,10,DEN 47,0,7,"Josh McCown sacked for -4 yards. Josh McCown fumbles, recovered by Josh McCown at OAK-49",2.460,1.370
2,13:39,2,14,OAK 49,0,7,LaMont Jordan left tackle for 6 yards (tackle by D.J. Williams),1.370,1.490
2,13:00,3,8,DEN 45,0,7,Josh McCown middle for 21 yards (tackle by Nick Ferguson),1.490,3.970
2,12:20,1,10,DEN 24,0,7,Justin Fargas middle for 3 yards (tackle by Amon Gordon and Ian Gold),3.970,3.840
2,11:36,2,7,DEN 21,0,7,Justin Fargas right tackle for 4 yards (tackle by Ian Gold),3.840,3.750
2,11:04,3,3,DEN 17,0,7,Justin Fargas right end for -2 yards (tackle by Jarvis Moss),3.750,2.240
2,10:29,4,5,DEN 19,3,7,Sebastian Janikowski 38 yard field goal good,2.240,3.000
2,10:29,,,OAK 30,3,7,"Sebastian Janikowski kicks off 70 yards, touchback",0.000,0.280
2,10:26,1,10,DEN 20,3,7,Travis Henry left end for 1 yard (tackle by Michael Huff),0.280,-0.130
2,9:55,2,9,DEN 21,3,7,Travis Henry middle for no gain (tackle by Sam Williams),-0.130,-0.820
2,9:16,3,9,DEN 21,3,7,Selvin Young middle for 40 yards (tackle by Nnamdi Asomugha),-0.820,2.980
2,8:27,1,10,OAK 39,3,7,Jay Cutler pass complete short left to Javon Walker for 20 yards (tackle by Stuart Schweigert),2.980,4.310
2,7:42,1,10,OAK 19,3,7,"Jay Cutler pass incomplete deep left intended for Javon Walker (defended by Nnamdi Asomugha). Penalty on Nnamdi Asomugha: Defensive Pass Interference, 15 yards (no play)",4.310,6.280
2,7:37,1,4,OAK 4,3,13,"Cecil Sapp middle for 4 yards, touchdown",6.280,7.000
2,7:37,,,OAK 2,3,14,"Jason Elam kicks extra point good. Penalty on Tommy Kelly: Illegal Formation, 5 yards",0.000,0.000
2,7:37,,,DEN 35,3,14,"Todd Sauerbrun kicks off 65 yards, touchback",0.000,0.280
2,7:34,1,10,OAK 20,3,14,Josh McCown pass complete short right to Zach Miller for 3 yards (tackle by Ian Gold),0.280,0.140
2,6:57,2,7,OAK 23,3,14,LaMont Jordan right guard for 5 yards (tackle by John Engelberger),0.140,0.100
2,6:19,3,2,OAK 28,3,14,Josh McCown pass complete short left to Justin Griffith for -3 yards (tackle by Nate Webster),0.100,-1.700
2,5:45,4,5,OAK 25,3,14,"Shane Lechler punts 49 yards, returned by Domenik Hixon for 2 yards (tackle by Chris Johnson)",-1.700,-0.810
2,5:36,1,10,DEN 28,3,14,Travis Henry middle for 2 yards (tackle by Michael Huff),0.810,0.530
2,5:00,2,8,DEN 30,3,14,Jay Cutler pass complete deep right to Javon Walker for 24 yards (tackle by Fabian Washington and Stuart Schweigert),0.530,2.520
2,4:15,1,10,OAK 46,3,14,Travis Henry left guard for 4 yards (tackle by Tommy Kelly),2.520,2.520
2,3:41,2,6,OAK 42,3,14,Travis Henry right end for 5 yards (tackle by Thomas Howard and Fabian Washington),2.520,2.480
2,3:02,2,6,OAK 42,3,14,Timeout #1 by Oakland Raiders,2.520,2.480
2,3:02,3,1,OAK 37,3,14,Mike Bell middle for 1 yard (tackle by Kirk Morrison),2.480,3.180
2,2:30,1,10,OAK 36,3,14,Travis Henry left end for 23 yards (tackle by Stuart Schweigert),3.180,4.710
2,2:00,1,10,OAK 13,3,14,Selvin Young right end for -2 yards (tackle by Kirk Morrison and Sam Williams),4.710,3.760
2,1:19,2,12,OAK 15,3,14,Travis Henry right guard for 5 yards (tackle by Kirk Morrison),3.760,3.650
2,0:41,3,7,OAK 10,3,14,Selvin Young right guard for 5 yards (tackle by Tommy Kelly),3.650,3.030
2,0:21,3,7,OAK 10,3,14,Timeout #2 by Oakland Raiders,3.650,3.030
2,0:21,4,2,OAK 5,3,17,Jason Elam 23 yard field goal good,3.030,3.000
2,0:21,,,DEN 30,3,17,"Todd Sauerbrun kicks off 74 yards, returned by Chris Carr for 28 yards (tackle by Nate Jackson). Penalty on Robert Thomas: Offensive Holding, 10 yards",0.000,-0.280
2,0:12,1,10,OAK 14,3,17,LaMont Jordan middle for no gain (tackle by Ian Gold),-0.280,-0.750
Quarter,Time,Down,ToGo,Location,OAK,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 30,3,17,"Sebastian Janikowski kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,DEN 20,3,17,Travis Henry right guard for no gain (tackle by Tommy Kelly),0.280,-0.270
3,14:26,2,10,DEN 20,3,17,Jay Cutler pass complete short right to Javon Walker for 9 yards (tackle by Nnamdi Asomugha),-0.270,0.230
3,13:42,3,1,DEN 29,3,17,Jay Cutler pass complete short right to Cecil Sapp for 16 yards (tackle by Thomas Howard),0.230,1.930
3,13:10,1,10,DEN 45,3,17,Jay Cutler pass complete short right to Travis Henry for 1 yard (tackle by Thomas Howard),1.930,1.520
3,12:37,2,9,DEN 46,3,17,Jay Cutler pass complete short right to Cecil Sapp for 2 yards (tackle by Thomas Howard),1.520,1.090
3,12:06,3,7,DEN 48,3,17,Jay Cutler pass complete short right to Brandon Marshall for 16 yards (tackle by Fabian Washington),1.090,3.180
3,11:23,1,10,OAK 36,3,17,Travis Henry left end for 16 yards (tackle by Nnamdi Asomugha),3.180,4.240
3,10:52,1,10,OAK 20,3,17,"Penalty on Montrae Holland: False Start, 5 yards (no play)",4.240,3.910
3,10:32,1,15,OAK 25,3,17,Mike Bell middle for no gain (tackle by Jay Richardson),3.910,3.020
3,9:54,2,15,OAK 25,3,17,Jay Cutler pass complete short left to Selvin Young for 1 yard (tackle by Kirk Morrison),3.020,2.480
3,9:18,3,14,OAK 24,3,17,"Jay Cutler pass complete short left to Brandon Marshall for 24 yards. Penalty on Brandon Marshall: Offensive Pass Interference, 10 yards (no play)",2.480,1.160
3,9:09,3,24,OAK 34,3,17,Jay Cutler pass complete short left to Travis Henry for 7 yards (tackle by Thomas Howard),1.160,1.670
3,8:32,4,17,OAK 27,3,17,Jason Elam 45 yard field goal no good,1.670,-1.270
3,8:27,1,10,OAK 35,3,17,LaMont Jordan right guard for 2 yards (tackle by John Engelberger),1.270,0.990
3,7:49,2,8,OAK 37,3,17,LaMont Jordan left tackle for 2 yards (tackle by John Lynch),0.990,0.560
3,7:08,3,6,OAK 39,3,17,LaMont Jordan right tackle for 5 yards (tackle by D.J. Williams),0.560,-0.460
,,,,,,,"DEN challenged the first down ruling, and the original play was overturned.",,
3,6:17,4,1,OAK 44,3,17,LaMont Jordan right end for 10 yards (tackle by Champ Bailey),-0.460,2.520
3,5:40,1,10,DEN 46,3,17,Josh McCown pass incomplete deep left intended for Ronald Curry,2.520,1.980
3,5:32,2,10,DEN 46,3,17,Josh McCown pass incomplete short right intended for LaMont Jordan,1.980,1.290
3,5:28,3,10,DEN 46,9,17,"Josh McCown pass complete deep left to Jerry Porter for 46 yards, touchdown",1.290,7.000
3,5:28,,,DEN 2,10,17,Sebastian Janikowski kicks extra point good,0.000,0.000
3,5:28,,,OAK 30,10,17,"Sebastian Janikowski kicks onside 12 yards, recovered by Chris Carr",0.000,1.730
3,5:19,1,10,OAK 42,10,17,LaMont Jordan left guard for 1 yard (tackle by Ian Gold),1.730,1.320
3,4:43,2,9,OAK 43,10,17,LaMont Jordan right tackle for 5 yards (tackle by D.J. Williams),1.320,1.290
3,3:59,3,4,OAK 48,10,17,Josh McCown pass complete short right to Zach Miller for 10 yards (tackle by Champ Bailey),1.290,2.790
3,3:11,1,10,DEN 42,10,17,Justin Fargas right tackle for no gain (tackle by Nick Ferguson),2.790,2.240
3,2:29,2,10,DEN 42,10,17,"Penalty on Cornell Green: False Start, 5 yards (no play)",2.240,1.570
3,2:01,2,15,DEN 47,10,17,"Penalty on Josh McCown: Delay of Game, 5 yards (no play)",1.570,0.890
3,1:42,2,20,OAK 48,10,17,Josh McCown pass complete short left to Ronald Curry for 5 yards (tackle by D.J. Williams and Nate Webster),0.890,0.890
3,0:59,3,15,DEN 47,10,17,Josh McCown sacked by Elvis Dumervil for -8 yards,0.890,-0.390
3,0:45,4,23,OAK 45,10,17,"Shane Lechler punts 48 yards, fair catch by Domenik Hixon",-0.390,0.380
3,0:36,1,10,DEN 8,10,17,Jay Cutler pass incomplete deep left intended for Brandon Marshall (defended by Nnamdi Asomugha),-0.380,-0.780
3,0:30,2,10,DEN 8,10,17,"Jay Cutler pass complete deep middle to Brandon Marshall for 17 yards (tackle by Stuart Schweigert). Penalty on Montrae Holland: Offensive Holding, 4 yards (no play)",-0.780,-1.070
Quarter,Time,Down,ToGo,Location,OAK,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,14,DEN 4,10,17,Jay Cutler pass complete short right to Javon Walker for 5 yards (tackle by Chris Carr),-1.070,-1.300
4,14:22,3,9,DEN 9,12,17,"Jay Cutler sacked by Gerard Warren for -9 yards, safety",-1.300,-2.000
,,,,,,,"DEN challenged the safety ruling, and the play was upheld.",,
4,14:22,3,9,DEN 9,12,17,--,-1.300,0.000
4,14:22,,,DEN 20,12,17,"Todd Sauerbrun kicks off 60 yards, returned by Chris Carr for 11 yards (tackle by Champ Bailey)",0.000,1.000
4,14:06,1,10,OAK 31,12,17,Josh McCown right end for 7 yards (tackle by John Engelberger),1.000,1.410
4,13:29,2,3,OAK 38,12,17,LaMont Jordan middle for 20 yards (tackle by John Lynch),1.410,2.790
4,12:49,1,10,DEN 42,12,17,Justin Fargas left tackle for 1 yard (tackle by Amon Gordon),2.790,2.380
4,12:08,2,9,DEN 41,12,17,"Penalty on Robert Gallery: False Start, 5 yards (no play)",2.380,1.700
4,11:44,2,14,DEN 46,12,17,LaMont Jordan left tackle for no gain (tackle by Nate Webster),1.700,1.030
4,11:03,3,14,DEN 46,12,17,"Josh McCown sacked by Jarvis Moss for -7 yards. Josh McCown fumbles (forced by Jarvis Moss), ball out of bounds at OAK-47",1.030,-0.260
4,10:49,4,21,OAK 47,12,17,"Shane Lechler punts 46 yards, fair catch by Domenik Hixon",-0.260,0.380
4,10:41,1,10,DEN 7,12,17,Jay Cutler pass complete short left to Javon Walker for 19 yards (tackle by Stuart Schweigert),-0.380,0.670
4,9:59,1,10,DEN 26,12,17,Jay Cutler pass complete short right to Brandon Marshall for 17 yards (tackle by Stuart Schweigert),0.670,1.800
4,9:52,1,10,DEN 43,12,17,Travis Henry middle for 2 yards (tackle by Tommy Kelly and Sam Williams),1.800,1.520
4,9:11,2,8,DEN 45,12,17,Jay Cutler pass incomplete short left intended for Cecil Sapp,1.520,0.830
4,9:07,3,8,DEN 45,18,17,"Jay Cutler pass incomplete short left intended for Javon Walker is intercepted by Thomas Howard at DEN-44 and returned for 44 yards, touchdown",0.830,-7.000
4,8:55,,,,20,17,"Two Point Attempt: Josh McCown pass complete to Ronald Curry, conversion succeeds. Penalty on DEN: Defensive 12 On-field, 5 yards",1.000,1.000
4,8:55,,,OAK 35,20,17,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,0.280
4,8:55,1,10,DEN 20,20,17,Travis Henry right end for 10 yards (tackle by Tommy Kelly),0.280,0.940
4,8:14,1,10,DEN 30,20,17,Travis Henry middle for -1 yards (tackle by Michael Huff and Warren Sapp),0.940,0.260
4,7:34,2,11,DEN 29,20,17,Jay Cutler pass incomplete short left intended for Javon Walker (defended by Nnamdi Asomugha),0.260,-0.430
4,7:30,3,11,DEN 29,20,17,Jay Cutler pass complete deep middle to Brandon Stokley for 23 yards (tackle by Stanford Routt),-0.430,2.390
4,6:45,1,10,OAK 48,20,17,Travis Henry right end for 4 yards (tackle by Fabian Washington),2.390,2.390
4,6:03,2,6,OAK 44,20,17,Travis Henry left end for 2 yards (tackle by Kirk Morrison),2.390,1.950
4,5:21,3,4,OAK 42,20,17,Travis Henry right tackle for 3 yards (tackle by Warren Sapp),1.950,0.660
4,4:48,4,1,OAK 39,20,17,Cecil Sapp middle for 2 yards (tackle by Kirk Morrison),0.660,3.120
4,4:08,4,1,OAK 39,20,17,Timeout #2 by Denver Broncos,0.660,3.120
4,4:08,1,10,OAK 37,20,17,Javon Walker left end for -1 yards (tackle by Thomas Howard),3.120,2.440
4,4:02,2,11,OAK 38,20,17,Jay Cutler pass complete short right to Javon Walker for 12 yards (tackle by Fabian Washington),2.440,3.840
4,3:20,1,10,OAK 26,20,17,"Travis Henry right end for 11 yards (tackle by Stuart Schweigert). Penalty on Gerard Warren: Defensive Holding, 5 yards",3.840,4.910
4,3:12,1,10,OAK 10,20,17,Jay Cutler pass incomplete short left intended for Javon Walker (defended by Nnamdi Asomugha),4.910,4.190
4,3:07,2,10,OAK 10,20,17,Mike Bell middle for 3 yards (tackle by Sam Williams and Jay Richardson),4.190,3.810
4,2:28,3,7,OAK 7,20,17,Jay Cutler pass complete short left to Javon Walker for 5 yards (tackle by Nnamdi Asomugha and Stuart Schweigert),3.810,3.250
4,2:22,4,2,OAK 2,20,20,Jason Elam 20 yard field goal good,3.250,3.000
4,2:22,,,DEN 30,20,20,"Todd Sauerbrun kicks off 66 yards, returned by Chris Carr for 22 yards (tackle by Curome Cox)",0.000,0.670
4,2:12,1,10,OAK 26,20,20,LaMont Jordan right tackle for 5 yards (tackle by John Engelberger),0.670,0.810
4,2:00,2,5,OAK 31,20,20,"Penalty on Barry Sims: False Start, 5 yards (no play)",0.810,0.130
4,2:00,2,10,OAK 26,20,20,LaMont Jordan left tackle for 7 yards (tackle by John Lynch),0.130,0.370
4,1:16,3,3,OAK 33,20,20,LaMont Jordan right guard for 5 yards (tackle by Simeon Rice and Amon Gordon),0.370,1.470
4,0:43,1,10,OAK 38,20,20,"Josh McCown pass incomplete short right intended for Zach Miller. Penalty on Barry Sims: Offensive Holding, 10 yards (no play)",1.470,0.810
4,0:38,1,20,OAK 28,20,20,LaMont Jordan left tackle for 13 yards (tackle by Nick Ferguson),0.810,1.330
4,0:32,1,20,OAK 28,20,20,Timeout #1 by Oakland Raiders,0.810,1.330
4,0:32,2,7,OAK 41,20,20,Josh McCown pass incomplete short left intended for Jerry Porter,1.330,0.630
4,0:27,2,7,OAK 41,20,20,Timeout #2 by Oakland Raiders,1.330,0.630
4,0:27,3,7,OAK 41,20,20,Josh McCown pass incomplete deep left intended for Jerry Porter is intercepted by Dre' Bly at DEN-17,0.630,0.060
4,0:14,1,10,DEN 17,20,20,Jay Cutler kneels for -2 yards,-0.060,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,OAK,DEN,Detail,EPB,EPA
,,,,,,,"Broncos won the coin toss, Broncos to receive the overtime kickoff.",,
OT,15:00,,,OAK 30,20,20,"Sebastian Janikowski kicks off 70 yards, touchback",0.000,0.280
OT,15:00,1,10,DEN 20,20,20,Travis Henry right tackle for 1 yard (tackle by Sam Williams),0.280,-0.130
OT,14:25,2,9,DEN 21,20,20,Jay Cutler pass complete short left to Javon Walker for 7 yards (tackle by Tommy Kelly),-0.130,0.100
OT,13:39,3,2,DEN 28,20,20,Jay Cutler pass incomplete deep left intended for Selvin Young (defended by Thomas Howard),0.100,-1.500
OT,13:35,4,2,DEN 28,20,20,"Todd Sauerbrun punts 51 yards, returned by Johnnie Lee Higgins for 6 yards (tackle by Curome Cox)",-1.500,-0.740
OT,13:24,1,10,OAK 27,20,20,LaMont Jordan left tackle for 33 yards (tackle by Ian Gold),0.740,2.920
OT,12:42,1,10,DEN 40,20,20,Josh McCown pass incomplete deep right intended for Jerry Porter,2.920,2.370
OT,12:34,2,10,DEN 40,20,20,Justin Fargas middle for 2 yards (tackle by D.J. Williams),2.370,1.950
OT,11:54,3,8,DEN 38,20,20,LaMont Jordan left guard for 4 yards (tackle by John Lynch),1.950,1.080
OT,11:13,3,8,DEN 38,20,20,Timeout #1 by Denver Broncos,1.950,1.080
OT,11:13,4,4,DEN 34,20,20,Sebastian Janikowski 52 yard field goal no good,1.080,-1.730
OT,11:09,1,10,DEN 42,20,20,Travis Henry middle for 1 yard (tackle by Sam Williams),1.730,1.320
OT,10:31,2,9,DEN 43,20,20,Jay Cutler pass complete short middle to Mike Bell for 7 yards (tackle by Fabian Washington),1.320,1.550
OT,9:43,3,2,,20,20,Travis Henry left tackle for 13 yards (tackle by Stuart Schweigert),1.550,3.120
OT,9:00,1,10,OAK 37,20,20,Travis Henry middle for 7 yards (tackle by Kirk Morrison and Jay Richardson),3.120,3.520
OT,8:21,2,3,OAK 30,20,20,Travis Henry left guard for no gain (tackle by Tommy Kelly and Warren Sapp),3.520,2.810
OT,7:36,3,3,OAK 30,20,20,Mike Bell middle for 3 yards (tackle by Thomas Howard),2.810,3.780
OT,7:17,1,10,OAK 27,20,20,Travis Henry right tackle for -1 yards (tackle by Gerard Warren),3.780,3.100
OT,6:38,2,11,OAK 28,20,20,Jay Cutler pass complete short middle to Brandon Marshall for 22 yards (tackle by Michael Huff),3.100,5.830
OT,5:52,1,6,OAK 6,20,23,Jason Elam 23 yard field goal good,5.830,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
