#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,11:30,JAX 20,5,2:22,40,Punt
2,1,7:30,JAX 38,3,1:58,9,Punt
3,1,4:20,JAX 10,8,3:56,90,Touchdown
4,2,10:18,JAX 20,6,3:31,20,Punt
5,2,6:20,JAX 28,3,2:34,-6,Punt
6,2,0:47,JAX 25,2,0:47,8,End of Half
7,3,15:00,JAX 25,3,1:08,2,Punt
8,3,10:29,JAX 25,5,2:33,40,Downs
9,3,6:15,JAX 16,11,4:12,84,Touchdown
10,4,14:50,JAX 17,3,0:56,4,Punt
11,4,10:35,JAX 24,5,1:38,17,Punt
12,4,7:33,JAX 21,4,1:33,18,Punt
13,4,2:40,JAX 29,4,0:49,18,Interception
14,4,1:48,LAC 36,3,0:24,-1,Interception
15,4,0:58,JAX 48,6,0:55,36,Field Goal
16,5,10:00,JAX 29,8,3:46,24,Punt
17,5,5:11,LAC 17,4,1:59,5,Field Goal
