Quarter,Time,Down,ToGo,Location,TEN,HOU,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Texans won the coin toss and deferred, Titans to receive the opening kickoff.",,
1,15:00,,,HOU 35,0,0,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,TEN 25,0,0,Derrick Henry right guard for 2 yards (tackle by Derek Stingley),0.610,0.330
1,14:22,2,8,TEN 27,0,0,Derrick Henry up the middle for 41 yards (tackle by Steven Nelson),0.330,3.450
1,13:37,1,10,HOU 32,0,0,Malik Willis sacked by Jerry Hughes for -8 yards,3.450,1.820
1,12:55,2,18,HOU 40,0,0,Derrick Henry right tackle for 3 yards (tackle by Jalen Pitre),1.820,1.550
1,12:15,3,15,HOU 37,0,0,Malik Willis scrambles left end for 2 yards (tackle by Blake Cashman and Ogbonnia Okoronkwo),1.550,0.970
1,11:34,4,13,HOU 35,0,0,"Penalty on HOU: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",0.970,1.410
1,11:34,4,8,HOU 30,0,0,Randy Bullock 48 yard field goal no good,1.410,-1.470
1,11:27,1,10,HOU 38,0,0,Davis Mills pass complete short right to O.J. Howard for no gain (tackle by Teair Tart),1.470,0.920
1,10:47,2,10,HOU 38,0,0,Dameon Pierce right end for 11 yards (tackle by Roger McCreary),0.920,2.190
1,10:10,1,10,HOU 49,0,0,Dameon Pierce right guard for 3 yards (tackle by Amani Hooker and Zach Cunningham),2.190,2.050
1,9:30,2,7,TEN 48,0,0,Davis Mills pass complete short right to Brandin Cooks for 6 yards (tackle by Roger McCreary),2.050,2.150
1,8:55,3,1,TEN 42,0,0,Dameon Pierce right tackle for 3 yards (tackle by Roger McCreary),2.150,2.980
1,8:19,1,10,TEN 39,0,0,Davis Mills pass complete short left to Troy Hairston for 2 yards (tackle by Dylan Cole),2.980,2.710
1,7:38,2,8,TEN 37,0,0,Davis Mills pass complete short right to Brevin Jordan for 3 yards (tackle by Kristian Fulton and David Long),2.710,2.410
1,6:49,3,5,TEN 34,0,0,Davis Mills pass short left intended for Brevin Jordan is intercepted by Kristian Fulton at TEN-31 and returned for no gain (tackle by Brevin Jordan),2.410,-1.000
1,6:46,1,10,TEN 31,0,0,Derrick Henry right tackle for 2 yards (tackle by Christian Kirksey),1.000,0.730
1,6:11,2,8,TEN 33,0,0,Derrick Henry left guard for no gain (tackle by Jalen Pitre and Garret Wallow),0.730,0.040
1,5:30,3,8,TEN 33,0,0,Malik Willis pass complete short middle to Chigoziem Okonkwo for 3 yards (tackle by Christian Harris),0.040,-0.980
1,4:38,4,5,TEN 36,0,0,"Ryan Stonehouse punts 53 yards, returned by Desmond King for no gain (tackle by Dontrell Hilliard). Penalty on M.J. Stewart: Defensive Illegal Blindside Block, 15 yards (declined) . Penalty on Eric Murray: Defensive Illegal Blindside Block, 5 yards (accepted)",-0.980,0.380
1,4:27,1,10,HOU 6,0,0,Dameon Pierce right tackle for no gain (tackle by Bud Dupree and Zach Cunningham),-0.380,-0.780
1,3:50,2,10,HOU 6,0,0,Dameon Pierce right tackle for 2 yards (tackle by Teair Tart and Zach Cunningham),-0.780,-1.190
1,3:06,3,8,HOU 8,0,0,Davis Mills pass incomplete short left intended for Brandin Cooks,-1.190,-2.490
1,3:02,4,8,HOU 8,0,0,"Cameron Johnston punts 54 yards, returned by Robert Woods for 3 yards. Robert Woods fumbles (forced by Tremon Smith), recovered by Dare Ogunbowale at TEN-42 (tackle by Tremon Smith)",-2.490,2.790
1,2:49,1,10,TEN 42,0,0,"Davis Mills pass complete short right to Dameon Pierce for 4 yards (tackle by Sam Okuayinonu). Penalty on Justin McCray: Illegal Blindside Block, 10 yards (accepted) (no play)",2.790,2.130
1,2:24,1,20,HOU 48,0,0,Davis Mills pass incomplete short right intended for Brevin Jordan,2.130,0.890
1,2:21,2,20,HOU 48,0,0,Dameon Pierce right guard for -3 yards (tackle by Jeffery Simmons),0.890,-0.160
1,1:37,3,23,HOU 45,0,0,Davis Mills pass incomplete deep right intended for Brandin Cooks,-0.160,-0.390
1,1:29,4,23,HOU 45,0,0,"Cameron Johnston punts 48 yards, fair catch by Robert Woods at TEN-7",-0.390,0.380
1,1:22,1,10,TEN 7,0,0,"Derrick Henry left tackle for 13 yards (tackle by Jonathan Owens). Penalty on Nick Westbrook-Ikhine: Offensive Holding, 10 yards (accepted)",-0.380,-0.270
1,0:55,1,7,TEN 10,0,0,"Penalty on Aaron Brewer: False Start, 5 yards (accepted) (no play)",-0.270,-0.460
1,0:29,,,,,,Timeout #1 by Tennessee Titans,,
1,0:29,1,12,TEN 5,0,0,Derrick Henry right guard for 2 yards (tackle by Kurt Hinish),-0.460,-0.780
Quarter,Time,Down,ToGo,Location,TEN,HOU,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,TEN 7,0,0,Malik Willis left guard for 1 yard (tackle by Steven Nelson),-0.780,-1.300
2,14:18,3,9,TEN 8,0,0,Dontrell Hilliard up the middle for 10 yards (tackle by Jonathan Owens and Christian Kirksey),-1.300,0.040
2,13:31,1,10,TEN 18,0,0,Malik Willis pass complete short right to Derrick Henry for 9 yards (tackle by Christian Kirksey),0.040,0.820
2,12:48,2,1,TEN 27,0,0,Derrick Henry right guard for 3 yards (tackle by Garret Wallow and Demone Harris),0.820,0.940
2,12:01,1,10,TEN 30,0,0,Malik Willis pass short middle intended for Cody Hollister is intercepted by Steven Nelson at TEN-44 and returned for 33 yards (tackle by Malik Willis),0.940,-4.840
2,11:51,1,10,TEN 11,0,0,Rex Burkhead pass incomplete short right intended for Jordan Akins,4.840,4.140
2,11:46,2,10,TEN 11,0,0,Davis Mills pass incomplete short left intended for O.J. Howard,4.140,3.130
2,11:42,3,10,TEN 11,0,0,Davis Mills sacked by Bud Dupree for -13 yards,3.130,1.870
2,10:43,4,23,TEN 24,0,3,Ka'imi Fairbairn 43 yard field goal good,1.870,3.000
2,10:40,,,HOU 35,0,3,"Ka'imi Fairbairn kicks off 64 yards, returned by Hassan Haskins for 17 yards (tackle by Dare Ogunbowale)",0.000,0.040
2,10:35,1,10,TEN 18,0,3,Derrick Henry left guard for 3 yards (tackle by Jaleel Johnson),0.040,0.010
2,9:53,2,7,TEN 21,0,3,Malik Willis pass complete short left to Robert Woods for 16 yards (tackle by Christian Harris),0.010,1.400
2,9:11,1,10,TEN 37,0,3,Derrick Henry up the middle for -1 yards (tackle by Jalen Pitre),1.400,0.720
2,8:29,2,11,TEN 36,0,3,Malik Willis sacked by Jaleel Johnson for no gain,0.720,0.040
2,7:48,3,11,TEN 36,0,3,Malik Willis pass complete short right to Austin Hooper for 5 yards (tackle by Desmond King and Derek Stingley),0.040,-0.650
2,7:06,4,6,TEN 41,0,3,"Ryan Stonehouse punts 55 yards, returned by Desmond King for 6 yards (tackle by Josh Thompson)",-0.650,0.380
2,6:57,1,10,HOU 10,0,3,Dameon Pierce left tackle for -1 yards (tackle by David Long and Larrell Murchison),-0.380,-0.850
2,6:16,2,11,HOU 9,0,3,Dameon Pierce up the middle for 1 yard (tackle by Sam Okuayinonu and Kevin Strong),-0.850,-1.420
2,5:28,3,10,HOU 10,0,3,Davis Mills pass incomplete deep left intended for Phillip Dorsett (defended by Kristian Fulton),-1.420,-2.490
2,5:22,4,10,HOU 10,0,3,"Cameron Johnston punts 43 yards, returned by Robert Woods for 16 yards (tackle by Eric Murray)",-2.490,-3.120
2,5:13,1,10,HOU 37,0,3,Malik Willis pass incomplete deep right intended for Chigoziem Okonkwo,3.120,2.570
2,5:09,2,10,HOU 37,0,3,Derrick Henry up the middle for 8 yards (tackle by Christian Kirksey and Jalen Pitre),2.570,2.940
2,4:29,3,2,HOU 29,6,3,"Derrick Henry right guard for 29 yards, touchdown",2.940,7.000
2,4:20,,,HOU 15,7,3,Randy Bullock kicks extra point good,0.000,0.000
2,4:20,,,TEN 35,7,3,"Randy Bullock kicks off 66 yards, returned by Tremon Smith for 19 yards (tackle by Hassan Haskins)",0.000,0.040
