Quarter,Time,Tm,Detail,TAM,CAR
2.0,0:29,Panthers,D.J. Moore 20 yard pass from P.J. Walker (Eddy Pineiro kick),0,7
3.0,3:11,Panthers,Chuba Hubbard 17 yard rush (Eddy Pineiro kick),0,14
4.0,13:38,Buccaneers,Ryan Succop 27 yard field goal,3,14
,9:33,Panthers,Tommy Tremble 29 yard pass from P.J. Walker (Eddy Pineiro kick),3,21
