Quarter,Time,Down,ToGo,Location,CAR,CHI,Detail,EPB,EPA
2,10:47,2,11,CHI 34,0,10,Thomas Jones right guard for 8 yards (tackle by Marlon McCree),0.590,0.960
2,10:12,3,3,CHI 42,0,10,"Penalty on Jordan Carstens: Encroachment, 5 yards (no play)",0.960,2.060
2,9:53,1,10,CHI 47,0,10,Kyle Orton pass complete to Muhsin Muhammad for 12 yards (tackle by Ken Lucas and Chris Draft),2.060,2.850
2,9:16,1,10,CAR 41,0,10,Thomas Jones right end for 20 yards (tackle by Marlon McCree),2.850,4.170
2,8:47,1,10,CAR 21,0,10,Thomas Jones right guard for no gain (tackle by Mike Minter),4.170,3.630
2,8:05,2,10,CAR 21,0,10,Kyle Orton pass incomplete intended for Thomas Jones (defended by Brentson Buckner),3.630,2.940
2,8:01,3,10,CAR 21,0,10,Kyle Orton pass incomplete intended for Desmond Clark,2.940,2.060
2,7:56,4,10,CAR 21,0,13,Robbie Gould 39 yard field goal good,2.060,3.000
2,,,,CHI 30,0,13,"Robbie Gould kicks off 63 yards, returned by Rod Smart for 19 yards (tackle by Leon Joe)",0.000,0.670
2,7:46,1,10,CAR 26,0,13,"Jake Delhomme pass complete to Steve Smith for 1 yard (tackle by Nathan Vasher). Steve Smith fumbles (forced by Nathan Vasher), ball out of bounds at CAR-27",0.670,0.270
2,7:23,2,9,CAR 27,0,13,Jake Delhomme pass incomplete intended for Steve Smith (defended by Charles Tillman),0.270,-0.430
2,7:16,,,,0,13,Timeout #2 by Carolina Panthers,0.000,-0.430
2,7:16,3,9,CAR 27,0,13,Jake Delhomme pass complete to DeShaun Foster for 8 yards (tackle by Charles Tillman),-0.430,-1.040
2,6:38,4,1,CAR 35,0,13,"Jason Baker punts 47 yards, returned by Bobby Wade for -1 yards (tackle by Thomas Davis)",-1.040,0.060
2,6:28,1,10,CHI 17,0,13,Thomas Jones left end for 3 yards (tackle by Chris Gamble),-0.060,-0.060
2,5:53,2,7,CHI 20,0,13,Thomas Jones right tackle for 2 yards (tackle by Chris Draft),-0.060,-0.620
2,5:15,3,5,CHI 22,0,13,Kyle Orton pass complete to Justin Gage for 4 yards (tackle by Chris Gamble),-0.620,-1.630
2,4:46,4,1,CHI 26,0,13,Brad Maynard punts 50 yards,-1.630,-0.540
2,4:34,1,10,CAR 24,0,13,Jake Delhomme pass incomplete intended for Nick Goings,0.540,0.000
2,4:30,2,10,CAR 24,0,13,DeShaun Foster left guard for 3 yards (tackle by Lance Briggs),0.000,-0.300
2,3:47,3,7,CAR 27,0,13,Jake Delhomme pass complete to Steve Smith for 19 yards (tackle by Mike Brown),-0.300,1.990
2,3:17,1,10,CAR 46,0,13,Jake Delhomme pass incomplete intended for Steve Smith (defended by Charles Tillman),1.990,1.450
2,3:10,2,10,CAR 46,0,13,Jake Delhomme pass complete to Steve Smith for 11 yards (tackle by Chris Harris),1.450,2.720
2,2:31,1,10,CHI 43,0,13,Jake Delhomme pass incomplete intended for Rod Gardner,2.720,2.180
2,2:27,2,10,CHI 43,0,13,Jake Delhomme pass complete to Steve Smith for 2 yards (tackle by Nathan Vasher and Lance Briggs),2.180,1.750
2,2:00,3,8,CHI 41,0,13,"Penalty on Travelle Wharton: False Start, 5 yards (no play)",1.750,1.090
2,2:00,3,13,CHI 46,0,13,Jake Delhomme sacked by Adewale Ogunleye for -1 yards,1.090,0.130
2,1:17,4,14,CHI 47,0,13,"Jason Baker punts 30 yards, fair catch by Bobby Wade",0.130,0.060
2,1:09,1,10,CHI 17,0,13,Thomas Jones right end for -2 yards (tackle by Julius Peppers),-0.060,-0.850
2,0:28,2,12,CHI 15,0,13,Thomas Jones right guard for 12 yards (tackle by Marlon McCree),-0.850,0.740
Quarter,Time,Down,ToGo,Location,CAR,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 30,0,13,"Robbie Gould kicks off 54 yards, returned by Rod Smart for 17 yards (tackle by Chris Harris)",0.000,1.140
3,14:17,1,10,CAR 33,0,13,Jake Delhomme pass complete to Steve Smith for 2 yards (tackle by Charles Tillman),1.140,0.860
3,14:02,2,8,CAR 35,0,13,Jake Delhomme pass complete to Michael Gaines for 9 yards (tackle by Lance Briggs),0.860,1.860
3,13:29,1,10,CAR 44,0,13,DeShaun Foster right tackle for -1 yards (tackle by Tommie Harris),1.860,1.180
3,12:51,2,11,CAR 43,0,13,Jake Delhomme pass incomplete intended for Steve Smith,1.180,0.500
3,12:46,3,11,CAR 43,0,13,"Jake Delhomme pass complete to Steve Smith for 20 yards (tackle by Chris Harris). Penalty on Travelle Wharton: Offensive Holding, 10 yards (no play)",0.500,-0.820
3,12:20,3,21,CAR 33,0,13,DeShaun Foster right guard for 12 yards (tackle by Tommie Harris),-0.820,-0.390
3,11:46,4,9,CAR 45,0,13,Jason Baker punts 42 yards,-0.390,0.320
3,11:38,1,10,CHI 13,0,13,"Penalty on Terrence Metcalf: False Start, 5 yards (no play)",-0.320,-0.570
3,11:38,1,15,CHI 8,0,13,Kyle Orton pass complete to Muhsin Muhammad for 6 yards (tackle by Brandon Short and Mike Minter),-0.570,-0.680
3,10:59,2,9,CHI 14,0,13,Thomas Jones right guard for 3 yards (tackle by Chris Draft),-0.680,-0.940
3,10:20,3,6,CHI 17,0,13,Kyle Orton pass complete to Justin Gage for 17 yards (tackle by Ricky Manning),-0.940,1.200
3,9:36,1,10,CHI 34,0,13,Kyle Orton pass complete to Justin Gage for 13 yards (tackle by Chris Gamble),1.200,2.060
3,8:44,1,10,CHI 47,0,13,Thomas Jones left guard for 5 yards (tackle by Mike Minter),2.060,2.190
3,8:15,2,5,CAR 48,0,13,Kyle Orton pass incomplete intended for Thomas Jones (defended by Mike Rucker),2.190,1.490
3,8:04,3,5,CAR 48,0,13,Thomas Jones left guard for 1 yard (tackle by Chris Draft),1.490,0.130
3,7:40,4,4,CAR 47,0,13,"Brad Maynard punts 47 yards, touchback",0.130,-0.280
3,7:29,1,10,CAR 20,0,13,Jake Delhomme pass complete to Ricky Proehl for 7 yards (tackle by Jerry Azumah),0.280,0.680
3,6:55,2,3,CAR 27,0,13,"Jake Delhomme sacked by Alex Brown for -9 yards. Jake Delhomme fumbles (forced by Alex Brown), recovered by Jake Delhomme at CAR-13",0.680,-2.190
3,6:15,3,17,CAR 13,0,13,"Penalty on Jake Delhomme: Delay of Game, 5 yards (no play)",-2.190,-2.820
3,6:04,3,22,CAR 8,0,13,Jake Delhomme pass complete to DeShaun Foster for 11 yards (tackle by Jerry Azumah),-2.820,-2.140
3,5:43,4,11,CAR 19,0,13,"Jason Baker punts 55 yards, returned by Bobby Wade for 4 yards (tackle by Brandon Short). Penalty on Charles Tillman: Offensive Holding, 10 yards",-2.140,0.140
3,5:31,1,10,CHI 16,0,13,"Kyle Orton pass incomplete intended for Justin Gage. Penalty on Chris Gamble: Defensive Pass Interfere, 20 yards (no play)",-0.140,1.330
3,5:25,1,10,CHI 36,0,13,Adrian Peterson left tackle for 9 yards (tackle by Mike Minter),1.330,2.010
3,4:50,2,1,CHI 45,0,13,Adrian Peterson left guard for 5 yards (tackle by Mike Minter),2.010,2.260
3,4:11,1,10,CHI 50,0,13,"Penalty on Ruben Brown: False Start, 5 yards (no play)",2.260,1.930
3,3:55,1,15,CHI 45,0,13,Adrian Peterson left guard for 19 yards (tackle by Mike Minter and Marlon McCree),1.930,3.180
3,3:14,1,10,CAR 36,0,13,Adrian Peterson right guard for 4 yards (tackle by Marlon McCree and Chris Draft),3.180,3.180
3,2:38,2,6,CAR 32,0,13,Kyle Orton pass complete to Muhsin Muhammad for 5 yards (tackle by Kindal Moorehead and Mike Minter),3.180,3.140
3,1:53,3,1,CAR 27,0,13,Kyle Orton pass incomplete intended for Muhsin Muhammad is intercepted by Ricky Manning at CAR-22 and returned for 10 yards,3.140,-1.070
3,1:45,1,10,CAR 32,0,13,Jake Delhomme pass incomplete intended for Stephen Davis,1.070,0.530
3,1:40,2,10,CAR 32,0,13,Jake Delhomme pass incomplete intended for Michael Gaines (defended by Alfonso Boone),0.530,-0.160
3,1:35,3,10,CAR 32,0,13,Jake Delhomme pass incomplete intended for Steve Smith,-0.160,-1.240
3,1:29,4,10,CAR 32,0,13,"Jason Baker punts 43 yards, returned by Bobby Wade for 4 yards (tackle by Dante Wesley)",-1.240,-0.870
3,1:20,1,10,CHI 29,0,13,Thomas Jones left end for 8 yards (tackle by Chris Draft and Will Witherspoon),0.870,1.410
3,0:44,2,2,CHI 37,0,13,Thomas Jones right guard for no gain (tackle by Brentson Buckner),1.410,0.700
Quarter,Time,Down,ToGo,Location,CAR,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,CHI 37,0,13,Thomas Jones right guard for no gain (tackle by Brandon Short),0.700,-0.910
4,14:24,4,2,CHI 37,0,13,Brad Maynard punts 45 yards,-0.910,-0.040
4,14:17,1,10,CAR 18,0,13,DeShaun Foster left end for 7 yards (tackle by Mike Brown),0.040,0.550
4,13:55,2,3,CAR 25,0,13,DeShaun Foster right guard for 2 yards (tackle by Hunter Hillenmeyer and Alfonso Boone),0.550,-0.020
4,13:16,3,1,CAR 27,0,13,"Jake Delhomme pass complete to Steve Smith for 7 yards (tackle by Charles Tillman). Penalty on Alfonso Boone: Unnecessary Roughness, 15 yards",-0.020,2.190
4,12:46,1,10,CAR 49,0,13,DeShaun Foster pass incomplete intended for Steve Smith,2.190,1.650
4,12:40,2,10,CAR 49,0,13,"Jake Delhomme pass complete to DeShaun Foster for 13 yards. Penalty on Tutan Reyes: Offensive Holding, 10 yards (no play)",1.650,0.300
4,12:09,2,20,CAR 39,0,13,Jake Delhomme pass complete to Ricky Proehl for 12 yards (tackle by Jerry Azumah),0.300,1.220
4,11:29,3,8,CHI 49,0,13,Jake Delhomme pass complete to Rod Gardner for 12 yards (tackle by Charles Tillman),1.220,3.120
4,10:49,1,10,CHI 37,0,13,Jake Delhomme pass complete to Steve Smith for 19 yards (tackle by Brian Urlacher),3.120,4.370
4,10:05,1,10,CHI 18,0,13,Jake Delhomme sacked by Alex Brown for -9 yards,4.370,2.610
4,9:30,2,19,CHI 27,0,13,Jake Delhomme pass complete to Michael Gaines for 6 yards (tackle by Hunter Hillenmeyer),2.610,2.740
4,8:41,3,13,CHI 21,0,13,Jake Delhomme pass incomplete intended for Ricky Proehl (defended by Chris Harris),2.740,2.060
4,8:36,4,13,CHI 21,3,13,John Kasay 38 yard field goal good,2.060,3.000
4,,,,CAR 30,3,13,"John Kasay kicks off 61 yards, returned by Jerry Azumah for 19 yards (tackle by Nick Goings)",0.000,0.810
4,8:25,1,10,CHI 28,3,13,Kyle Orton pass complete to Justin Gage for 9 yards (tackle by Chris Gamble),0.810,1.480
4,7:45,2,1,CHI 37,3,13,Thomas Jones right tackle for 5 yards (tackle by Marlon McCree),1.480,1.730
4,7:09,1,10,CHI 42,3,13,"Kyle Orton pass incomplete intended for Muhsin Muhammad. Penalty on Marlon McCree: Defensive Pass Interfere, 7 yards (no play)",1.730,2.190
4,7:04,1,10,CHI 49,3,13,Thomas Jones right guard for 1 yard (tackle by Mike Rucker),2.190,1.780
4,6:24,2,9,CHI 50,3,13,Kyle Orton pass complete to Justin Gage for 18 yards (tackle by Chris Gamble),1.780,3.450
,,,,,,,"CAR challenged the ruling, and the play was upheld.",,
4,6:08,1,10,CAR 32,3,13,Kyle Orton pass complete to Bryan Johnson for 6 yards (tackle by Marlon McCree),3.450,3.710
4,5:41,2,4,CAR 26,3,13,"Thomas Jones right end for -1 yards (tackle by Chris Gamble). Penalty on Bryan Johnson: Offensive Holding, 10 yards (no play)",3.710,2.360
4,5:14,2,14,CAR 36,3,13,Thomas Jones right tackle for 3 yards (tackle by Ricky Manning),2.360,2.080
4,4:33,,,,3,13,Timeout #1 by Chicago Bears,0.000,2.080
4,4:33,3,11,CAR 33,3,13,Thomas Jones right tackle for no gain (tackle by Brentson Buckner),2.080,1.150
4,4:33,4,11,CAR 33,3,13,Penalty on Brad Maynard: Delay of Game (Declined),1.150,1.150
4,3:48,4,11,CAR 33,3,13,"Brad Maynard punts 33 yards, touchback",1.150,-0.280
4,3:38,1,10,CAR 20,3,13,Jake Delhomme pass complete to DeShaun Foster for 1 yard (tackle by Lance Briggs),0.280,-0.130
4,3:18,2,9,CAR 21,3,13,"Jake Delhomme sacked by Adewale Ogunleye for -8 yards. Penalty on Adewale Ogunleye: Face Mask (15 Yards), 15 yards",-0.130,0.810
4,3:13,1,10,CAR 28,3,13,"Jake Delhomme pass incomplete intended for Steve Smith. Penalty on Charles Tillman: Illegal Use of Hands, 5 yards (no play)",0.810,1.140
4,3:08,1,10,CAR 33,3,13,Jake Delhomme left end for 6 yards (tackle by Jerry Azumah),1.140,1.400
4,2:42,2,4,CAR 39,3,13,Jake Delhomme pass complete to Steve Smith for 10 yards (tackle by Nathan Vasher and Jerry Azumah),1.400,2.190
4,2:34,,,,3,13,Timeout #2 by Carolina Panthers,0.000,2.190
4,2:34,1,10,CAR 49,3,13,Jake Delhomme sacked by Michael Haynes for -1 yards,2.190,1.510
4,2:12,2,11,CAR 48,3,13,Jake Delhomme pass complete to Steve Smith for 5 yards (tackle by Lance Briggs),1.510,1.490
4,2:00,3,6,CHI 47,3,13,Jake Delhomme pass incomplete intended for Steve Smith (defended by Adewale Ogunleye),1.490,0.130
4,1:57,4,6,CHI 47,3,13,Jake Delhomme pass complete to Steve Smith for 25 yards (tackle by Charles Tillman),0.130,4.110
4,1:37,1,10,CHI 22,3,13,"Jake Delhomme pass incomplete intended for Ricky Proehl. Penalty on CHI: Defensive 12 On-field, 5 yards (no play)",4.110,4.970
4,1:32,1,5,CHI 17,3,13,Jake Delhomme pass incomplete intended for Michael Gaines (defended by Alex Brown),4.970,4.290
4,1:28,2,5,CHI 17,3,13,Jake Delhomme sacked by Tommie Harris for -8 yards,4.290,2.480
4,1:07,3,13,CHI 25,3,13,Jake Delhomme pass complete to Steve Smith for 7 yards (tackle by Nathan Vasher),2.480,2.270
4,0:58,,,,3,13,Timeout #3 by Carolina Panthers,0.000,2.270
4,0:58,4,6,CHI 18,3,13,Jake Delhomme sacked by Adewale Ogunleye for -5 yards,2.270,-0.540
4,0:53,1,10,CHI 24,3,13,Kyle Orton kneels for -1 yards,0.540,-0.140
4,0:26,2,11,CHI 23,3,13,Kyle Orton kneels for -1 yards,-0.140,-0.960
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
