Quarter,Time,Down,ToGo,Location,DEN,NWE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Patriots won the coin toss and deferred, Broncos to receive the opening kickoff.",,
1,15:00,,,NWE 35,0,0,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,DEN 20,0,0,Knowshon Moreno up the middle for 11 yards (tackle by Jamie Collins),0.280,1.000
1,14:30,1,10,DEN 31,0,0,Peyton Manning pass incomplete short left intended for Demaryius Thomas,1.000,0.460
1,14:25,2,10,DEN 31,0,0,Peyton Manning pass complete short right to Virgil Green for 3 yards (tackle by Jamie Collins),0.460,0.170
1,13:56,3,7,DEN 34,0,0,Peyton Manning pass complete short right to Wes Welker for 5 yards (tackle by Dont'a Hightower and Jamie Collins),0.170,-0.780
1,13:14,4,2,DEN 39,0,0,"Britton Colquitt punts 37 yards, fair catch by Julian Edelman",-0.780,-0.540
1,13:08,1,10,NWE 24,0,0,Stevan Ridley right tackle for 7 yards (tackle by Chris Harris and Wesley Woodyard),0.540,0.940
1,12:38,2,3,NWE 31,0,0,Tom Brady pass incomplete short middle intended for Rob Gronkowski,0.940,0.230
1,12:35,3,3,NWE 31,0,0,Tom Brady pass complete short left to Shane Vereen for 4 yards (tackle by Wesley Woodyard),0.230,1.270
1,12:02,1,10,NWE 35,0,0,Stevan Ridley right tackle for no gain (tackle by Terrance Knighton),1.270,0.720
1,11:31,2,10,NWE 35,0,0,Shane Vereen left tackle for 4 yards (tackle by Terrance Knighton and Danny Trevathan),0.720,0.560
1,10:59,3,6,NWE 39,0,0,Tom Brady pass complete short middle to Shane Vereen for 14 yards (tackle by Danny Trevathan),0.560,2.460
1,10:30,1,10,DEN 47,0,0,Stevan Ridley right end for 7 yards (tackle by Duke Ihenacho),2.460,2.860
1,10:07,2,3,DEN 40,6,0,"Stevan Ridley up the middle for no gain (tackle by Wesley Woodyard). Stevan Ridley fumbles (forced by Wesley Woodyard), recovered by Von Miller at DEN-40 and returned for 60 yards, touchdown",2.860,-7.000
1,9:54,,,NWE 2,7,0,Matt Prater kicks extra point good,0.000,0.000
1,9:54,,,DEN 35,7,0,"Matt Prater kicks off 59 yards, returned by Devin McCourty for 22 yards (tackle by Jacob Tamme)",0.000,-0.810
1,9:47,1,10,NWE 28,7,0,Tom Brady pass incomplete,0.810,0.260
1,9:30,2,10,NWE 28,7,0,"Tom Brady sacked by Von Miller for -7 yards. Tom Brady fumbles (forced by Von Miller), recovered by Terrance Knighton at NWE-23 and returned for 13 yards (tackle by Logan Mankins)",0.260,-4.910
1,9:22,1,10,NWE 10,7,0,Knowshon Moreno right guard for 8 yards (tackle by Dont'a Hightower),4.910,5.720
1,8:58,2,2,NWE 2,13,0,"Knowshon Moreno right guard for 2 yards, touchdown",5.720,7.000
1,8:58,,,NWE 2,14,0,Matt Prater kicks extra point good,0.000,0.000
1,8:58,,,DEN 35,14,0,"Matt Prater kicks off 56 yards, returned by Devin McCourty for 15 yards (tackle by Steven Johnson)",0.000,-0.540
1,8:50,1,10,NWE 24,14,0,LeGarrette Blount left guard for 4 yards (tackle by Sylvester Williams and Wesley Woodyard),0.540,0.540
1,8:07,2,6,NWE 28,14,0,Tom Brady pass complete short right to Shane Vereen for 7 yards (tackle by Chris Harris),0.540,1.270
1,7:33,1,10,NWE 35,14,0,"LeGarrette Blount left tackle for 9 yards (tackle by Duke Ihenacho). LeGarrette Blount fumbles (forced by Duke Ihenacho), recovered by Danny Trevathan at NWE-44",1.270,-2.650
,,,,,,,"Replay Assistant challenged the fumble ruling, and the original play was overturned.",,
1,7:26,1,10,NWE 44,14,0,Knowshon Moreno right guard for 5 yards (tackle by Chris Jones and Joe Vellano),2.650,2.780
1,7:00,2,5,NWE 39,14,0,Knowshon Moreno left guard for 6 yards (tackle by Rob Ninkovich and Joe Vellano),2.780,3.380
1,6:29,1,10,NWE 33,14,0,Knowshon Moreno left tackle for 2 yards (tackle by Kyle Arrington and Chandler Jones),3.380,3.110
1,6:05,2,8,NWE 31,14,0,Montee Ball up the middle for 4 yards (tackle by Duron Harmon and Rob Ninkovich),3.110,2.940
1,5:51,3,4,NWE 27,14,0,Montee Ball up the middle for 6 yards (tackle by Chris Jones and Duron Harmon),2.940,4.170
1,5:26,1,10,NWE 21,14,0,Montee Ball right guard for 16 yards (tackle by Duron Harmon),4.170,6.060
1,4:51,1,5,NWE 5,14,0,Montee Ball up the middle for -1 yards (tackle by Chandler Jones and Rob Ninkovich),6.060,4.950
1,4:18,2,6,NWE 6,14,0,Peyton Manning sacked by Chandler Jones for -10 yards,4.950,2.850
1,3:39,3,16,NWE 16,14,0,Knowshon Moreno right guard for 7 yards (tackle by Rob Ninkovich and Jamie Collins),2.850,2.830
1,3:00,4,9,NWE 9,17,0,Matt Prater 27 yard field goal good,2.830,3.000
1,3:00,,,DEN 35,17,0,"Matt Prater kicks off 50 yards, returned by Devin McCourty for 14 yards (tackle by David Bruton)",0.000,-0.870
1,2:52,1,10,NWE 29,17,0,"Penalty on Rob Gronkowski: False Start, 5 yards (no play)",0.870,0.540
1,2:52,1,15,NWE 24,17,0,Tom Brady pass complete short middle to Rob Gronkowski for 4 yards (tackle by Wesley Woodyard),0.540,0.190
1,2:52,2,11,NWE 28,17,0,"Tom Brady pass incomplete deep left intended for Danny Amendola. Penalty on Chris Harris: Face Mask (15 Yards), 15 yards (no play)",0.190,1.800
1,2:52,1,10,NWE 43,17,0,Tom Brady sacked by Kevin Vickerson for -9 yards,1.800,0.040
1,2:52,2,19,NWE 34,17,0,Tom Brady pass complete short middle to Julian Edelman for 14 yards (tackle by Von Miller),0.040,0.040
1,1:31,2,19,NWE 34,17,0,Timeout #1 by Denver Broncos,0.040,1.220
1,1:31,3,5,NWE 48,17,0,Tom Brady pass incomplete short right intended for Danny Amendola,1.220,-0.190
1,1:31,4,5,NWE 48,17,0,"Ryan Allen punts 52 yards, touchback",-0.190,-0.280
1,1:18,1,10,DEN 20,17,0,Knowshon Moreno up the middle for 3 yards (tackle by Brandon Spikes),0.280,0.140
1,1:18,2,7,DEN 23,17,0,Knowshon Moreno right guard for 2 yards (tackle by Brandon Spikes and Rob Ninkovich),0.140,-0.300
1,1:18,3,5,DEN 25,17,0,Peyton Manning pass complete short right to Jacob Tamme for 6 yards (tackle by Jamie Collins),-0.300,1.000
Quarter,Time,Down,ToGo,Location,DEN,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DEN 31,17,0,Knowshon Moreno right tackle for 17 yards (tackle by Duron Harmon),1.000,2.130
2,14:28,1,10,DEN 48,17,0,Knowshon Moreno right tackle for 4 yards (tackle by Rob Ninkovich and Dont'a Hightower),2.130,2.120
2,13:59,2,6,NWE 48,17,0,Peyton Manning pass complete short right to Montee Ball for -5 yards (tackle by Brandon Spikes),2.120,0.760
2,13:11,3,11,DEN 47,17,0,Peyton Manning pass incomplete deep right intended for Eric Decker,0.760,-0.260
2,13:07,4,11,DEN 47,17,0,"Britton Colquitt punts 43 yards, fair catch by Julian Edelman. Penalty on Andre Caldwell: Player Out of Bounds on Punt, 5 yards (no play)",-0.260,-0.590
2,13:00,4,16,DEN 42,17,0,"Britton Colquitt punts 49 yards, returned by Julian Edelman for 8 yards (tackle by Danny Trevathan). Julian Edelman fumbles (forced by Danny Trevathan), recovered by Michael Buchanan at NWE-21 (tackle by Steven Johnson)",-0.590,-0.340
2,12:48,1,10,NWE 21,17,0,Brandon Bolden up the middle for 33 yards (tackle by Mike Adams),0.340,2.520
2,12:18,1,10,DEN 46,17,0,"Tom Brady pass complete short right to Brandon Bolden for 11 yards (tackle by Chris Harris). Tom Brady fumbles (forced by Shaun Phillips), recovered by Tom Brady at DEN-48",2.520,3.250
2,11:54,1,10,DEN 35,17,0,Brandon Bolden left end for -3 yards (tackle by Von Miller),3.250,2.300
2,11:19,2,13,DEN 38,17,0,Tom Brady pass incomplete deep left intended for Shane Vereen,2.300,1.620
2,11:14,3,13,DEN 38,17,0,Tom Brady pass complete short middle to Danny Amendola for 8 yards (tackle by Wesley Woodyard and Duke Ihenacho),1.620,1.450
2,10:42,4,5,DEN 30,17,0,Tom Brady pass incomplete short middle intended for Danny Amendola,1.450,-0.940
2,10:38,1,10,DEN 30,17,0,Knowshon Moreno up the middle for 4 yards (tackle by Chris Jones),0.940,0.930
2,10:08,2,6,DEN 34,17,0,Knowshon Moreno right guard for 4 yards (tackle by Isaac Sopoaga and Rob Ninkovich),0.930,0.760
2,9:34,3,2,DEN 38,17,0,Peyton Manning pass complete short right to Eric Decker for 5 yards,0.760,1.800
2,9:03,1,10,DEN 43,17,0,"Peyton Manning pass incomplete. Penalty on Peyton Manning: Intentional Grounding, 10 yards",1.800,-0.100
2,8:58,2,20,DEN 33,17,0,Peyton Manning pass incomplete short middle intended for Demaryius Thomas,-0.100,-0.760
2,8:53,3,20,DEN 33,17,0,Peyton Manning pass complete short right to Montee Ball for 31 yards (tackle by Jamie Collins),-0.760,3.180
2,8:10,1,10,NWE 36,17,0,Knowshon Moreno left tackle for 9 yards (tackle by Duron Harmon and Kyle Arrington),3.180,3.850
2,7:44,2,1,NWE 27,17,0,Knowshon Moreno up the middle for 12 yards (tackle by Devin McCourty),3.850,4.580
2,7:01,1,10,NWE 15,17,0,Montee Ball right tackle for 5 yards (tackle by Alfonzo Dennard),4.580,4.840
2,6:18,2,5,NWE 10,17,0,Peyton Manning pass incomplete short right intended for Virgil Green,4.840,4.000
2,6:14,3,5,NWE 10,23,0,"Peyton Manning pass complete short middle to Jacob Tamme for 10 yards, touchdown",4.000,7.000
2,6:14,,,NWE 2,24,0,Matt Prater kicks extra point good,0.000,0.000
2,6:14,,,DEN 35,24,0,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
2,6:10,1,10,NWE 20,24,0,Brandon Bolden right guard for 1 yard (tackle by Robert Ayers and David Bruton),0.280,-0.130
2,5:35,2,9,NWE 21,24,0,"Shane Vereen left guard for 3 yards (tackle by Quentin Jammer and David Bruton). Penalty on Sylvester Williams: Unnecessary Roughness, 15 yards",-0.130,1.530
2,5:15,1,10,NWE 39,24,0,Tom Brady sacked by Von Miller for -6 yards,1.530,0.180
2,4:53,2,16,NWE 33,24,0,Shane Vereen up the middle for 3 yards (tackle by Danny Trevathan),0.180,-0.100
2,4:26,3,13,NWE 36,24,0,Tom Brady pass complete short left to Shane Vereen for 7 yards (tackle by Wesley Woodyard and Danny Trevathan),-0.100,-0.520
2,3:46,4,6,NWE 43,24,0,Ryan Allen punts 27 yards,-0.520,-0.940
2,3:34,1,10,DEN 30,24,0,Knowshon Moreno up the middle for 7 yards (tackle by Chris Jones and Brandon Spikes),0.940,1.340
2,2:52,2,3,DEN 37,24,0,Knowshon Moreno up the middle for 4 yards (tackle by Joe Vellano),1.340,1.660
2,2:12,1,10,DEN 41,24,0,Knowshon Moreno left tackle for no gain (tackle by Dane Fletcher),1.660,1.120
2,2:00,2,10,DEN 41,24,0,Peyton Manning pass complete short left to Knowshon Moreno for 6 yards (tackle by Brandon Spikes),1.120,1.220
2,1:22,3,4,DEN 47,24,0,Peyton Manning pass incomplete short left intended for Eric Decker,1.220,-0.260
2,1:18,4,4,DEN 47,24,0,"Britton Colquitt punts 45 yards, fair catch by Julian Edelman",-0.260,0.380
2,1:12,1,10,NWE 8,24,0,Tom Brady pass complete short right to Danny Amendola for 5 yards (tackle by Wesley Woodyard),-0.380,-0.410
2,0:50,2,5,NWE 13,24,0,Tom Brady pass incomplete short middle intended for Shane Vereen,-0.410,-0.840
2,0:47,3,5,NWE 13,24,0,Tom Brady pass complete short left to Julian Edelman for 7 yards (tackle by Kayvon Webster),-0.840,-0.840
2,0:40,3,5,NWE 13,24,0,Timeout #1 by New England Patriots,-0.840,0.280
2,0:40,1,10,NWE 20,24,0,Shane Vereen up the middle for 1 yard (tackle by Malik Jackson),0.280,0.280
2,0:36,1,10,NWE 20,24,0,Timeout #2 by New England Patriots,0.280,-0.130
2,0:36,2,9,NWE 21,24,0,"Tom Brady pass complete short middle to Rob Gronkowski for 5 yards (tackle by Duke Ihenacho). Penalty on Danny Amendola: Offensive Pass Interference, 10 yards (no play)",-0.130,-1.440
2,0:29,2,19,NWE 11,24,0,Shane Vereen right guard for 3 yards (tackle by Danny Trevathan and Wesley Woodyard),-1.440,-1.440
2,0:21,2,19,NWE 11,24,0,Timeout #2 by Denver Broncos,-1.440,-2.030
2,0:21,3,16,NWE 14,24,0,Shane Vereen right guard for 1 yard (tackle by Kevin Vickerson),-2.030,-2.030
2,0:16,3,16,NWE 14,24,0,Timeout #3 by Denver Broncos,-2.030,-2.440
2,0:15,4,15,NWE 15,24,0,"Ryan Allen punts 41 yards, muffed catch by Trindon Holliday, recovered by Marquice Cole and returned for no gain",-2.440,2.790
2,0:05,1,10,DEN 42,24,0,Tom Brady pass incomplete deep left intended for Kenbrell Thompkins (defended by Dominique Rodgers-Cromartie),2.790,2.240
Quarter,Time,Down,ToGo,Location,DEN,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,24,0,"Matt Prater kicks off no gain, touchback",0.000,0.280
3,15:00,1,10,NWE 20,24,0,Tom Brady pass complete short left to Kenbrell Thompkins for 9 yards (tackle by Kayvon Webster),0.280,0.950
3,14:40,2,1,NWE 29,24,0,Brandon Bolden up the middle for 4 yards (tackle by Von Miller and Duke Ihenacho),0.950,1.140
3,14:12,1,10,NWE 33,24,0,Tom Brady pass complete short middle to Kenbrell Thompkins for 10 yards (tackle by Kayvon Webster),1.140,1.800
3,13:28,1,10,NWE 43,24,0,Tom Brady pass complete short right to Kenbrell Thompkins for 6 yards (tackle by Chris Harris),1.800,2.060
3,12:59,2,4,NWE 49,24,0,Tom Brady pass complete short left to Rob Gronkowski for 33 yards (tackle by Mike Adams and Duke Ihenacho),2.060,4.370
3,12:28,1,10,DEN 18,24,0,Tom Brady pass complete short left to Shane Vereen for 8 yards (tackle by Wesley Woodyard),4.370,5.230
3,11:52,2,2,DEN 10,24,0,Tom Brady pass complete short left to Julian Edelman for 5 yards (tackle by Quentin Jammer),5.230,6.060
3,11:26,1,5,DEN 5,24,6,"Tom Brady pass complete short right to Julian Edelman for 5 yards, touchdown",6.060,7.000
3,11:26,,,DEN 2,24,7,Stephen Gostkowski kicks extra point good,0.000,0.000
3,11:26,,,NWE 35,24,7,"Stephen Gostkowski kicks off 58 yards, returned by Trindon Holliday for 12 yards (tackle by Matt Slater)",0.000,-0.150
3,11:17,1,10,DEN 19,24,7,Knowshon Moreno left end for 6 yards (tackle by Logan Ryan),0.150,0.480
3,10:47,2,4,DEN 25,24,7,Knowshon Moreno left tackle for 6 yards (tackle by Chandler Jones and Brandon Spikes),0.480,1.000
3,10:17,1,10,DEN 31,24,7,Knowshon Moreno up the middle for 7 yards (tackle by Duron Harmon),1.000,1.410
3,9:49,2,3,DEN 38,24,7,Montee Ball left guard for 6 yards (tackle by Logan Ryan and Dane Fletcher),1.410,1.860
3,9:16,1,10,DEN 44,24,7,Montee Ball left tackle for 4 yards (tackle by Joe Vellano and Chandler Jones),1.860,1.860
3,8:40,2,6,DEN 48,24,7,"Peyton Manning pass complete short right to Montee Ball for -9 yards (tackle by Dane Fletcher). Montee Ball fumbles (forced by Dane Fletcher), recovered by Brandon Spikes at DEN-32",1.860,-3.450
3,8:19,1,10,DEN 32,24,7,Tom Brady pass complete short middle to Shane Vereen for 11 yards (tackle by Von Miller),3.450,4.170
3,7:42,1,10,DEN 21,24,7,Tom Brady pass incomplete deep left intended for Kenbrell Thompkins (defended by Kayvon Webster),4.170,3.630
3,7:35,2,10,DEN 21,24,7,Brandon Bolden left tackle for 7 yards (tackle by Danny Trevathan and Duke Ihenacho),3.630,4.020
3,6:58,3,3,DEN 14,24,7,Tom Brady pass complete short middle to Rob Gronkowski for 13 yards (tackle by Wesley Woodyard),4.020,6.970
3,6:22,1,1,DEN 1,24,7,Shane Vereen up the middle for no gain (tackle by Von Miller),6.970,5.910
3,5:45,2,1,DEN 1,24,13,"Brandon Bolden up the middle for 1 yard, touchdown",5.910,7.000
3,5:45,,,DEN 2,24,14,Stephen Gostkowski kicks extra point good,0.000,0.000
3,5:45,,,NWE 35,24,14,"Stephen Gostkowski kicks off 52 yards, returned by Trindon Holliday for 12 yards (tackle by Marquice Cole). Penalty on Malik Jackson: Offensive Holding, 10 yards",0.000,0.220
3,5:34,1,10,DEN 15,24,14,Knowshon Moreno right end for 1 yard (tackle by Rob Ninkovich and Dane Fletcher),-0.220,-0.580
3,5:05,2,9,DEN 16,24,14,Peyton Manning pass complete short left to Wes Welker for 4 yards (tackle by Logan Ryan),-0.580,-0.760
3,4:24,3,5,DEN 20,24,14,Peyton Manning pass complete short middle to Wes Welker for 17 yards (tackle by Jamie Collins),-0.760,1.400
3,3:56,1,10,DEN 37,24,14,Knowshon Moreno left guard for 5 yards (tackle by Dane Fletcher),1.400,1.530
3,3:28,2,5,DEN 42,24,14,Knowshon Moreno left guard for no gain (tackle by Chris Jones and Joe Vellano),1.530,0.830
3,2:45,3,5,DEN 42,24,14,"Peyton Manning sacked by Jamie Collins for -8 yards. Peyton Manning fumbles, recovered by Peyton Manning at DEN-34",0.830,-1.110
3,2:11,4,13,DEN 34,24,14,"Britton Colquitt punts 42 yards, returned by Julian Edelman for 11 yards (tackle by Montee Ball)",-1.110,-1.270
3,2:01,1,10,NWE 35,24,14,Tom Brady pass complete short left to Kenbrell Thompkins for 14 yards (tackle by Duke Ihenacho),1.270,2.190
3,1:18,1,10,NWE 49,24,14,Tom Brady pass complete deep left to Julian Edelman for 43 yards (tackle by Mike Adams),2.190,5.370
3,1:02,1,8,DEN 8,24,14,Tom Brady pass incomplete,5.370,4.570
3,0:56,2,8,DEN 8,24,14,Shane Vereen right guard for 2 yards (tackle by Shaun Phillips),4.570,4.040
3,0:23,3,6,DEN 6,24,20,"Tom Brady pass complete short middle to Rob Gronkowski for 6 yards, touchdown",4.040,7.000
3,0:23,,,DEN 2,24,21,Stephen Gostkowski kicks extra point good,0.000,0.000
3,0:23,,,NWE 35,24,21,"Stephen Gostkowski kicks off 62 yards, returned by Trindon Holliday for 12 yards (tackle by Matt Slater)",0.000,0.220
3,0:15,1,10,DEN 15,24,21,Knowshon Moreno right tackle for 7 yards (tackle by Brandon Spikes and Rob Ninkovich),-0.220,0.350
Quarter,Time,Down,ToGo,Location,DEN,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,DEN 22,24,21,C.J. Anderson right tackle for 4 yards (tackle by Chris Jones),0.350,0.670
4,14:37,1,10,DEN 26,24,21,Peyton Manning pass incomplete short left intended for Eric Decker is intercepted by Logan Ryan at DEN-30,0.670,-3.580
4,14:32,1,10,DEN 30,24,21,Brandon Bolden right guard for 1 yard (tackle by Wesley Woodyard and Danny Trevathan),3.580,3.170
4,14:03,2,9,DEN 29,24,21,Tom Brady pass complete short middle to Rob Gronkowski for 15 yards (tackle by Mike Adams and Duke Ihenacho),3.170,4.650
