Quarter,Time,Down,ToGo,Location,DEN,NWE,Detail,EPB,EPA
4,13:21,1,10,DEN 14,24,27,"Tom Brady pass complete short right to Julian Edelman for 14 yards, touchdown",4.650,7.000
4,13:21,,,DEN 2,24,28,Stephen Gostkowski kicks extra point good,0.000,0.000
4,13:21,,,NWE 35,24,28,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
4,13:13,1,10,DEN 20,24,28,Knowshon Moreno left guard for 2 yards (tackle by Brandon Spikes and Devin McCourty),0.280,0.000
4,12:45,2,8,DEN 22,24,28,Peyton Manning pass incomplete deep right intended for Wes Welker,0.000,-0.690
4,12:40,3,8,DEN 22,24,28,Peyton Manning pass incomplete short right intended for Demaryius Thomas,-0.690,-1.900
4,12:37,4,8,DEN 22,24,28,Britton Colquitt punts 45 yards,-1.900,-2.460
4,12:22,1,10,DEN 47,24,28,Shane Vereen right end for 6 yards (tackle by Mike Adams),2.460,2.720
4,11:55,2,4,DEN 41,24,28,Tom Brady pass complete short right to Rob Gronkowski for 7 yards (tackle by Duke Ihenacho and Danny Trevathan),2.720,3.310
4,11:34,1,10,DEN 34,24,28,Tom Brady pass incomplete short left intended for Shane Vereen,3.310,2.770
4,11:28,2,10,DEN 34,24,28,Tom Brady pass complete short middle to Danny Amendola for 4 yards (tackle by Wesley Woodyard),2.770,2.610
4,10:48,3,6,DEN 30,24,28,Tom Brady pass complete short right to Shane Vereen for 7 yards (tackle by Wesley Woodyard and Danny Trevathan),2.610,4.040
4,10:12,1,10,DEN 23,24,28,"Brandon Bolden left guard for 1 yard (tackle by Mike Adams). Penalty on Matthew Mulligan: Offensive Holding, 10 yards",4.040,3.450
4,9:45,1,19,DEN 32,24,28,"Tom Brady pass incomplete short left intended for Danny Amendola. Penalty on Kayvon Webster: Illegal Use of Hands, 5 yards (no play)",3.450,3.780
4,9:40,1,10,DEN 27,24,28,Brandon Bolden up the middle for 2 yards (tackle by Mitch Unrein and Shaun Phillips),3.780,3.500
4,9:01,2,8,DEN 25,24,28,Tom Brady pass complete short left to Kenbrell Thompkins for 11 yards (tackle by Quentin Jammer),3.500,4.650
4,8:23,1,10,DEN 14,24,28,Brandon Bolden up the middle for 1 yard (tackle by Wesley Woodyard and Von Miller),4.650,4.160
4,7:50,2,9,DEN 13,24,28,Tom Brady pass incomplete short right intended for Rob Gronkowski,4.160,3.260
4,7:45,3,9,DEN 13,24,28,Tom Brady pass incomplete short middle intended for Julian Edelman,3.260,2.570
4,7:41,4,9,DEN 13,24,31,Stephen Gostkowski 31 yard field goal good,2.570,3.000
4,7:41,,,NWE 35,24,31,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
4,7:37,1,10,DEN 20,24,31,"Peyton Manning pass incomplete short middle intended for Demaryius Thomas is intercepted by Aqib Talib at DEN-30 and returned for 10 yards (tackle by Knowshon Moreno). Penalty on Aqib Talib: Defensive Holding, 5 yards (no play)",0.280,0.610
4,7:29,1,10,DEN 25,24,31,Knowshon Moreno up the middle for 5 yards (tackle by Dane Fletcher),0.610,0.740
4,6:59,2,5,DEN 30,24,31,Peyton Manning pass complete short left to Wes Welker for 5 yards (tackle by Duron Harmon),0.740,1.270
4,6:20,1,10,DEN 35,24,31,Knowshon Moreno left guard for 18 yards (tackle by Kyle Arrington),1.270,2.460
4,5:37,1,10,NWE 47,24,31,Peyton Manning pass complete short left to Demaryius Thomas for 11 yards (tackle by Kyle Arrington),2.460,3.180
4,4:52,1,10,NWE 36,24,31,Peyton Manning pass incomplete short middle intended for Wes Welker,3.180,2.640
4,4:48,2,10,NWE 36,24,31,"Peyton Manning pass incomplete deep middle intended for Demaryius Thomas. Penalty on Chris Clark: Offensive Holding, 10 yards (no play)",2.640,1.290
4,4:43,2,20,NWE 46,24,31,Peyton Manning pass complete short left to Demaryius Thomas for 15 yards,1.290,2.610
4,4:38,3,5,NWE 31,24,31,Peyton Manning pass complete short left to Jacob Tamme for 11 yards (tackle by Duron Harmon),2.610,4.240
4,3:58,1,10,NWE 20,24,31,Knowshon Moreno left tackle for 3 yards (tackle by Brandon Spikes and Rob Ninkovich),4.240,4.120
4,3:21,2,7,NWE 17,24,31,Peyton Manning pass incomplete deep middle intended for Joel Dreessen,4.120,4.120
4,3:15,2,7,NWE 17,24,31,Timeout #1 by New England Patriots,4.120,3.360
4,3:15,3,7,NWE 17,24,31,"Peyton Manning pass incomplete short middle intended for Jacob Tamme. Penalty on Rob Ninkovich: Defensive Pass Interference, 6 yards (no play)",3.360,4.840
4,3:10,1,10,NWE 11,30,31,"Peyton Manning pass complete short left to Demaryius Thomas for 11 yards, touchdown",4.840,7.000
4,3:10,,,NWE 2,31,31,Matt Prater kicks extra point good,0.000,0.000
4,3:10,,,DEN 35,31,31,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
4,3:06,1,10,NWE 20,31,31,Brandon Bolden left tackle for 3 yards (tackle by Quentin Jammer),0.280,0.140
4,2:27,2,7,NWE 23,31,31,Tom Brady pass complete short left to Shane Vereen for 2 yards (tackle by Danny Trevathan),0.140,-0.300
4,2:00,3,5,NWE 25,31,31,Tom Brady pass complete short right to Julian Edelman for 4 yards (tackle by Quentin Jammer),-0.300,-0.300
4,1:45,3,5,NWE 25,31,31,Timeout #1 by Denver Broncos,-0.300,-1.440
4,1:45,4,1,NWE 29,31,31,"Ryan Allen punts 50 yards, returned by Wes Welker for 12 yards (tackle by Danny Aiken)",-1.440,-1.140
4,1:34,1,10,DEN 33,31,31,Peyton Manning pass complete short left to Jacob Tamme for 8 yards (tackle by Duron Harmon),1.140,1.670
4,1:13,2,2,DEN 41,31,31,Knowshon Moreno right guard for 3 yards (tackle by Rob Ninkovich and Chris Jones),1.670,1.860
4,0:53,1,10,DEN 44,31,31,Peyton Manning pass incomplete,1.860,1.320
4,0:48,2,10,DEN 44,31,31,Peyton Manning pass incomplete short right intended for Wes Welker (defended by Kyle Arrington),1.320,0.630
4,0:43,3,10,DEN 44,31,31,Peyton Manning pass incomplete deep right intended for Demaryius Thomas,0.630,-0.460
4,0:38,4,10,DEN 44,31,31,"Britton Colquitt punts 45 yards, out of bounds",-0.460,0.370
4,0:28,1,10,NWE 11,31,31,Tom Brady pass complete short left to Julian Edelman for 1 yard,-0.370,-0.710
4,0:22,2,9,NWE 12,31,31,Shane Vereen up the middle for 8 yards (tackle by Danny Trevathan),-0.710,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,DEN,NWE,Detail,EPB,EPA
,,,,,,,"Patriots won the coin toss, Broncos to receive the overtime kickoff.",,
OT,15:00,,,NWE 35,31,31,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
OT,15:00,1,10,DEN 20,31,31,Knowshon Moreno left guard for 8 yards (tackle by Aqib Talib),0.280,0.810
OT,14:23,2,2,DEN 28,31,31,Knowshon Moreno right guard for 18 yards (tackle by Devin McCourty),0.810,1.990
OT,13:47,1,10,DEN 46,31,31,Peyton Manning pass incomplete short middle intended for C.J. Anderson,1.990,1.450
OT,13:43,2,10,DEN 46,31,31,C.J. Anderson up the middle for 6 yards (tackle by Kyle Arrington),1.450,1.550
OT,13:04,3,4,NWE 48,31,31,"Peyton Manning pass complete short middle to Jacob Tamme for 3 yards (tackle by Rob Ninkovich and Dane Fletcher). Penalty on Eric Decker: Offensive Pass Interference, 10 yards (no play)",1.550,0.230
OT,12:33,3,14,DEN 42,31,31,Peyton Manning pass incomplete deep left intended for Demaryius Thomas (defended by Aqib Talib),0.230,-0.590
OT,12:28,4,14,DEN 42,31,31,"Britton Colquitt punts 40 yards, fair catch by Julian Edelman",-0.590,-0.040
OT,12:21,1,10,NWE 18,31,31,Brandon Bolden left tackle for 1 yard (tackle by Terrance Knighton),0.040,-0.320
OT,11:38,2,9,NWE 19,31,31,Tom Brady pass complete short left to Rob Gronkowski for 12 yards (tackle by Kayvon Webster),-0.320,1.000
OT,11:02,1,10,NWE 31,31,31,Brandon Bolden left guard for 6 yards (tackle by Nate Irving and Mike Adams),1.000,1.270
OT,10:23,2,4,NWE 37,31,31,Tom Brady pass incomplete short left intended for Kenbrell Thompkins,1.270,1.270
