Quarter,Time,Down,ToGo,Location,BUF,NYJ,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bills won the coin toss and deferred, Jets to receive the opening kickoff.",,
1,15:00,,,BUF 30,0,0,"Rian Lindell kicks off 57 yards, returned by Leon Washington for 6 yards (tackle by Justin Jenkins)",0.000,0.150
1,14:51,1,10,NYJ 19,0,0,"Penalty on D'Brickashaw Ferguson: False Start, 5 yards (no play)",0.150,-0.390
1,14:51,1,15,NYJ 14,0,0,Thomas Jones left guard for 2 yards (tackle by Paul Posluszny and Chris Kelsay),-0.390,-0.870
1,14:14,2,13,NYJ 16,0,0,Mark Sanchez pass incomplete deep left intended for Leon Washington,-0.870,-1.590
1,14:09,3,13,NYJ 16,0,0,Mark Sanchez pass incomplete short right intended for Dustin Keller. Penalty on Brandon Moore: Ineligible Downfield Pas (Declined),-1.590,-2.390
1,14:00,4,13,NYJ 16,0,0,Steve Weatherford punts 46 yards,-2.390,-1.470
1,13:52,1,10,BUF 38,0,0,Trent Edwards pass complete short right to Marshawn Lynch for 9 yards (tackle by Calvin Pace),1.470,2.140
1,13:12,2,1,BUF 47,0,0,Marshawn Lynch left tackle for 3 yards (tackle by Bryan Thomas and Shaun Ellis),2.140,2.260
1,12:34,1,10,,0,0,Trent Edwards pass complete short right to Lee Evans for 12 yards (tackle by Lito Sheppard),2.260,3.050
1,12:00,1,10,NYJ 38,0,0,Marshawn Lynch right end for 12 yards (tackle by Bryan Thomas),3.050,3.840
1,11:19,1,10,NYJ 26,0,0,Trent Edwards pass complete short right to Lee Evans for 7 yards (tackle by Lito Sheppard),3.840,4.270
1,10:41,2,3,NYJ 19,0,0,Fred Jackson right tackle for 6 yards (tackle by Kris Jenkins),4.270,4.710
1,10:06,1,10,NYJ 13,0,0,Fred Jackson left tackle for 6 yards (tackle by Sione Pouha),4.710,5.150
1,9:36,2,4,NYJ 7,0,0,Marshawn Lynch middle for 1 yard (tackle by David Harris and Sione Pouha),5.150,4.560
1,9:04,3,3,NYJ 6,0,0,"Marshawn Lynch left guard for 1 yard (tackle by Shaun Ellis). Penalty on Eric Wood: Offensive Holding, 10 yards (no play)",4.560,2.970
1,8:33,3,13,NYJ 16,0,0,"Penalty on Shawn Nelson: False Start, 5 yards (no play)",2.970,2.410
1,8:07,3,18,NYJ 21,0,0,Trent Edwards pass complete short left to Terrell Owens for 6 yards (tackle by Vernon Gholston),2.410,2.440
1,7:22,4,12,NYJ 15,3,0,Rian Lindell 33 yard field goal good,2.440,3.000
1,7:21,,,BUF 30,3,0,"Rian Lindell kicks off 70 yards, touchback",0.000,0.280
1,7:21,1,10,NYJ 20,3,0,Leon Washington left tackle for 13 yards (tackle by Jairus Byrd),0.280,1.140
1,6:44,1,10,NYJ 33,3,0,Thomas Jones right tackle for 8 yards (tackle by Paul Posluszny),1.140,1.670
1,6:07,2,2,NYJ 41,3,0,Thomas Jones left end for -3 yards (tackle by Kyle Williams and Aaron Schobel),1.670,0.560
1,5:29,3,5,NYJ 38,3,0,Mark Sanchez pass incomplete short right intended for Braylon Edwards,0.560,-0.850
1,5:23,4,5,NYJ 38,3,0,"Steve Weatherford punts 44 yards, returned by Fred Jackson for 20 yards (tackle by Larry Izzo). Penalty on BUF: Defensive 12 On-field, 4 yards (no play)",-0.850,-0.590
1,5:12,4,1,NYJ 42,3,0,Thomas Jones right guard for 2 yards (tackle by Donte Whitner and Paul Posluszny),-0.590,1.860
1,4:26,1,10,NYJ 44,3,0,Thomas Jones right tackle for 2 yards (tackle by Keith Ellison and Chris Kelsay),1.860,1.590
1,3:56,2,8,NYJ 46,3,0,Mark Sanchez pass complete short right to Thomas Jones for 7 yards (tackle by Ashlee Palmer),1.590,1.820
1,3:16,3,1,BUF 47,3,0,Mark Sanchez pass complete short right to Dustin Keller for 11 yards (tackle by Terrence McGee and Donte Whitner),1.820,3.180
1,2:33,1,10,BUF 36,3,0,Mark Sanchez pass incomplete short left intended for Leon Washington (defended by Drayton Florence). Penalty on Leon Washington: Illegal Shift (Declined),3.180,2.640
1,2:29,2,10,BUF 36,3,0,Leon Washington left end for 25 yards (tackle by Keith Ellison),2.640,4.840
1,2:04,1,10,BUF 11,3,0,Leon Washington middle for 1 yard (tackle by Chris Kelsay and Paul Posluszny),4.840,4.320
1,1:28,2,9,BUF 10,3,0,Mark Sanchez pass incomplete short right intended for Leon Washington,4.320,3.300
1,1:21,3,9,BUF 10,3,0,Mark Sanchez pass complete short middle to Dustin Keller for 5 yards (tackle by Ashlee Palmer),3.300,3.010
1,0:39,4,4,BUF 5,3,3,Jay Feely 23 yard field goal good,3.010,3.000
