Quarter,Time,Tm,Detail,BAL,CIN
2.0,12:56,Ravens,Justin Tucker 28 yard field goal,3,0
,4:55,Ravens,Justin Tucker 50 yard field goal,6,0
,1:49,Bengals,Tyler Eifert 22 yard pass from A.J. McCarron (Mike Nugent kick),6,7
,0:00,Ravens,Justin Tucker 49 yard field goal,9,7
3.0,11:22,Bengals,A.J. Green 5 yard pass from A.J. McCarron (Mike Nugent kick),9,14
,6:55,Bengals,Jeremy Hill 38 yard rush (Mike Nugent kick),9,21
4.0,4:06,Bengals,Mike Nugent 52 yard field goal,9,24
,1:47,Ravens,Kyle Juszczyk 2 yard pass from Ryan Mallett (Justin Tucker kick),16,24
