Quarter,Time,Down,ToGo,Location,BAL,CIN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Ravens won the coin toss and deferred, Bengals to receive the opening kickoff.",,
1,15:00,,,BAL 35,0,0,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,CIN 20,0,0,A.J. McCarron for 2 yards (tackle by Courtney Upshaw),0.280,0.000
1,14:28,2,8,CIN 22,0,0,A.J. McCarron pass complete short right to Tyler Eifert for 11 yards (tackle by C.J. Mosley),0.000,1.140
1,13:48,1,10,CIN 33,0,0,"Penalty on Jake Fisher: False Start, 5 yards (no play)",1.140,0.810
1,13:25,1,15,CIN 28,0,0,Jeremy Hill left guard for 10 yards (tackle by Lardarius Webb and Kendrick Lewis),0.810,1.270
1,12:43,2,5,CIN 38,0,0,A.J. McCarron pass incomplete short middle intended for Jeremy Hill,1.270,0.560
1,12:38,3,5,CIN 38,0,0,A.J. McCarron pass incomplete short middle intended for A.J. Green (defended by Lardarius Webb),0.560,-0.850
1,12:33,4,5,CIN 38,0,0,"Kevin Huber punts 47 yards, returned by Kaelin Clay for 2 yards (tackle by Cedric Peerman)",-0.850,0.060
1,12:21,1,10,BAL 17,0,0,Javorius Allen right tackle for 5 yards (tackle by Michael Johnson and Vontaze Burfict),-0.060,0.210
1,11:54,2,5,BAL 22,0,0,Javorius Allen left tackle for 4 yards (tackle by Vontaze Burfict),0.210,-0.120
1,11:21,3,1,BAL 26,0,0,Ryan Mallett pass complete short middle to Maxx Williams for 15 yards (tackle by George Iloka and Reggie Nelson),-0.120,1.660
1,10:51,1,10,BAL 41,0,0,Javorius Allen left tackle for 5 yards (tackle by Vontaze Burfict),1.660,1.800
1,10:16,2,5,BAL 46,0,0,Ryan Mallett pass complete short right to Javorius Allen for -1 yards (tackle by Vontaze Burfict),1.800,0.960
1,9:40,3,6,BAL 45,0,0,Ryan Mallett sacked by Geno Atkins for -10 yards,0.960,-1.040
1,8:59,4,16,BAL 35,0,0,"Sam Koch punts 48 yards, out of bounds",-1.040,0.060
1,8:51,1,10,CIN 17,0,0,Mohamed Sanu middle for 1 yard (tackle by Timmy Jernigan),-0.060,-0.420
1,8:20,2,9,CIN 18,0,0,Mohamed Sanu right end for 10 yards (tackle by Lardarius Webb),-0.420,0.810
1,7:48,1,10,CIN 28,0,0,A.J. McCarron pass complete short middle to Tyler Eifert for 7 yards (tackle by Kendrick Lewis),0.810,1.210
1,7:22,2,3,CIN 35,0,0,A.J. McCarron pass complete short right to Jeremy Hill for 6 yards (tackle by C.J. Mosley and Kyle Arrington),1.210,1.660
1,6:36,1,10,CIN 41,0,0,Jeremy Hill right tackle for 1 yard (tackle by Lawrence Guy),1.660,1.260
1,6:01,2,9,CIN 42,0,0,A.J. McCarron pass incomplete short right intended for Mohamed Sanu,1.260,0.560
1,5:56,3,9,CIN 42,0,0,"A.J. McCarron middle for 16 yards (tackle by Kendrick Lewis). Penalty on Andrew Whitworth: Offensive Holding, 10 yards (no play)",0.560,-0.760
1,5:23,3,19,CIN 32,0,0,Giovani Bernard middle for 7 yards (tackle by C.J. Mosley and Daryl Smith),-0.760,-0.780
1,4:52,4,12,CIN 39,0,0,"Kevin Huber punts 43 yards, returned by Kaelin Clay for 4 yards (tackle by Clark Harris)",-0.780,-0.410
1,4:40,1,10,BAL 22,0,0,Ryan Mallett pass incomplete deep left intended for Kamar Aiken,0.410,-0.130
1,4:35,2,10,BAL 22,0,0,Terrance West left tackle for 7 yards (tackle by Vincent Rey),-0.130,0.100
1,3:59,3,3,BAL 29,0,0,Ryan Mallett pass complete short middle to Jeremy Butler for 12 yards (tackle by Leon Hall),0.100,1.660
1,3:25,1,10,BAL 41,0,0,Ryan Mallett pass incomplete deep left intended for Chris Givens,1.660,1.120
1,3:19,2,10,BAL 41,0,0,Javorius Allen left guard for no gain (tackle by Carlos Dunlap),1.120,0.430
1,2:36,3,10,BAL 41,0,0,Ryan Mallett pass complete short right to Kamar Aiken for 18 yards (tackle by Leon Hall),0.430,2.850
1,2:16,1,10,CIN 41,0,0,Ryan Mallett pass incomplete deep right intended for Kamar Aiken,2.850,2.310
1,2:09,2,10,CIN 41,0,0,"Penalty on Marshal Yanda: False Start, 5 yards (no play)",2.310,1.630
1,2:09,2,15,CIN 46,0,0,"Ryan Mallett pass incomplete short right intended for Maxx Williams. Penalty on Ricky Wagner: Ineligible Downfield Pass (Declined), Penalty on Chris Matthews: Illegal Formation (Declined)",1.630,0.960
1,2:05,3,15,CIN 46,0,0,Ryan Mallett pass incomplete short left intended for Javorius Allen,0.960,0.200
1,2:00,4,15,CIN 46,0,0,"Sam Koch punts 42 yards, out of bounds",0.200,0.380
1,1:49,1,10,CIN 4,0,0,Giovani Bernard left guard for 2 yards (tackle by Brandon Williams and Timmy Jernigan),-0.380,-0.630
1,1:11,2,8,CIN 6,0,0,Giovani Bernard right guard for 4 yards (tackle by Timmy Jernigan),-0.630,-0.720
1,0:29,3,4,CIN 10,0,0,A.J. McCarron pass incomplete deep left intended for Rex Burkhead (defended by C.J. Mosley),-0.720,-2.490
1,0:22,4,4,CIN 10,0,0,"Kevin Huber punts 42 yards, returned by Kaelin Clay for 4 yards (tackle by Rex Burkhead)",-2.490,-2.390
1,0:10,1,10,CIN 48,0,0,Javorius Allen right tackle for 1 yard (tackle by Vontaze Burfict and Carlos Dunlap),2.390,1.980
Quarter,Time,Down,ToGo,Location,BAL,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,CIN 47,0,0,Ryan Mallett pass complete deep middle to Kamar Aiken for 20 yards (tackle by Reggie Nelson and Shawn Williams),1.980,3.780
2,14:29,1,10,CIN 27,0,0,Javorius Allen right end for 14 yards (tackle by Shawn Williams),3.780,4.710
2,13:58,1,10,CIN 13,0,0,Javorius Allen right tackle for 7 yards (tackle by A.J. Hawk and Rey Maualuga),4.710,5.340
2,13:22,2,3,CIN 6,0,0,Javorius Allen right tackle for -4 yards (tackle by Geno Atkins). Penalty on Kelechi Osemele: Illegal Formation (Declined),5.340,5.340
2,13:06,2,3,CIN 6,0,0,Timeout #1 by Baltimore Ravens,5.340,3.650
2,13:06,3,7,CIN 10,0,0,Ryan Mallett pass incomplete short right intended for Javorius Allen (defended by Dre Kirkpatrick),3.650,2.760
2,13:00,4,7,CIN 10,3,0,Justin Tucker 28 yard field goal good,2.760,3.000
2,13:00,,,BAL 35,3,0,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
2,12:56,1,10,CIN 20,3,0,A.J. McCarron pass incomplete,0.280,-0.270
2,12:47,2,10,CIN 20,3,0,A.J. McCarron pass complete short left to A.J. Green for 10 yards (tackle by Jimmy Smith),-0.270,0.940
2,12:21,1,10,CIN 30,3,0,A.J. McCarron pass complete short right to Tyler Eifert for 11 yards (tackle by Brandon Williams),0.940,1.660
2,11:47,1,10,CIN 41,3,0,"Jeremy Hill left guard for 4 yards (tackle by Daryl Smith and Za'Darius Smith). Penalty on Clint Boling: Offensive Holding, 10 yards (no play)",1.660,1.000
2,11:22,1,20,CIN 31,3,0,A.J. McCarron pass incomplete short right intended for Rex Burkhead,1.000,-0.230
2,11:13,2,20,CIN 31,3,0,"A.J. McCarron pass complete short middle to Mohamed Sanu for 16 yards (tackle by C.J. Mosley). Penalty on Russell Bodine: Offensive Holding, 10 yards, Penalty on Kevin Zeitler: Ineligible Downfield Pass (Declined) (no play)",-0.230,-1.580
2,10:43,2,30,CIN 21,3,0,A.J. McCarron pass complete deep right to Marvin Jones for 23 yards,-1.580,-1.580
2,9:59,2,30,CIN 21,3,0,Timeout #1 by Cincinnati Bengals,-1.580,0.830
2,9:59,3,7,CIN 44,3,0,"Penalty on A.J. Green: False Start, 5 yards (no play)",0.830,0.170
2,9:59,3,12,CIN 39,3,0,A.J. McCarron sacked by C.J. Mosley for -7 yards,0.170,-1.240
2,9:30,4,19,CIN 32,3,0,"Kevin Huber punts 41 yards, returned by Kaelin Clay for 8 yards (tackle by Cedric Peerman)",-1.240,-1.270
2,9:19,1,10,BAL 35,3,0,Ryan Mallett pass incomplete short right intended for Kamar Aiken,1.270,0.720
2,9:15,2,10,BAL 35,3,0,Terrance West right tackle for 5 yards (tackle by Reggie Nelson),0.720,0.700
2,8:31,3,5,BAL 40,3,0,Ryan Mallett pass complete short left to Maxx Williams for 12 yards (tackle by Reggie Nelson),0.700,2.390
2,7:57,1,10,CIN 48,3,0,Javorius Allen left tackle for -2 yards (tackle by Vontaze Burfict and Rey Maualuga),2.390,1.580
2,7:17,2,12,,3,0,Ryan Mallett pass complete short left to Maxx Williams for 4 yards (tackle by Rey Maualuga),1.580,1.420
,,,,,,,"CIN challenged the pass completion ruling, and the play was upheld.",,
2,6:11,3,8,CIN 46,3,0,Ryan Mallett pass complete short left to Maxx Williams for 11 yards (tackle by Wallace Gilberry and Reggie Nelson),1.420,3.250
2,5:40,1,10,CIN 35,3,0,Terrance West right tackle for 3 yards (tackle by Domata Peko and Reggie Nelson),3.250,3.110
2,5:06,2,7,CIN 32,3,0,Ryan Mallett pass incomplete short left intended for Jeremy Butler,3.110,2.410
2,5:04,3,7,CIN 32,3,0,Ryan Mallett pass incomplete short left intended for Chris Givens (defended by Adam Jones),2.410,1.240
2,5:00,4,7,CIN 32,6,0,Justin Tucker 50 yard field goal good,1.240,3.000
2,5:00,,,BAL 35,6,0,"Justin Tucker kicks off 61 yards, muffed catch by Cedric Peerman, recovered by Cedric Peerman at CIN-7, and returned for 12 yards",0.000,-0.150
2,4:48,1,10,CIN 19,6,0,Jeremy Hill left tackle for 6 yards (tackle by Courtney Upshaw),0.150,0.480
2,4:15,2,4,CIN 25,6,0,"A.J. McCarron pass complete short left to Mohamed Sanu for 6 yards (tackle by Kyle Arrington). Mohamed Sanu fumbles (forced by Kyle Arrington), ball out of bounds at CIN-31",0.480,1.000
2,3:54,1,10,CIN 31,6,0,A.J. McCarron sacked by Za'Darius Smith and Lawrence Guy for -3 yards,1.000,0.060
2,3:14,2,13,CIN 28,6,0,A.J. McCarron pass incomplete deep left intended for Marvin Jones,0.060,2.320
2,3:07,1,10,BAL 49,6,0,A.J. McCarron pass complete short middle to Jeremy Hill for 13 yards (tackle by C.J. Mosley),2.320,3.180
2,2:38,1,10,BAL 36,6,0,A.J. McCarron pass complete short right to Marvin Jones for 6 yards (tackle by Shareece Wright),3.180,3.450
2,2:07,2,4,BAL 30,6,0,Jeremy Hill right guard for 8 yards (tackle by C.J. Mosley and Daryl Smith),3.450,4.110
2,2:00,1,10,BAL 22,6,0,A.J. McCarron pass incomplete short left intended for Giovani Bernard,4.110,3.560
2,1:56,2,10,BAL 22,6,6,"A.J. McCarron pass complete deep left to Tyler Eifert for 22 yards, touchdown",3.560,7.000
2,1:56,,,BAL 22,6,7,Mike Nugent kicks extra point good,0.000,0.000
2,1:56,,,CIN 35,6,7,"Mike Nugent kicks off 70 yards, returned by Kaelin Clay for 19 yards (tackle by Reggie Nelson)",0.000,0.280
2,1:45,1,10,BAL 14,6,7,Javorius Allen middle for 1 yard (tackle by Geno Atkins),-0.280,-0.640
2,1:17,2,9,BAL 15,6,7,Ryan Mallett pass complete short middle to Kamar Aiken for 17 yards (tackle by George Iloka),-0.640,-0.640
2,1:09,2,9,BAL 15,6,7,Timeout #2 by Baltimore Ravens,-0.640,1.070
