Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Devin Singletary,BUF,7,6,76,0,4,6,1.0,70,11.7,1.6,1,6.0,0,0.0,0,111.9
Cole Beasley,BUF,5,4,44,0,2,13,3.3,31,7.8,3.0,0,,1,20.0,0,103.3
Duke Williams,BUF,10,4,49,0,3,44,11.0,5,1.3,15.2,0,,1,10.0,0,55.8
Isaiah McKenzie,BUF,5,4,23,0,1,-3,-0.8,26,6.5,2.8,0,,0,0.0,0,85.8
John Brown,BUF,8,4,50,0,2,37,9.3,13,3.3,13.6,0,,1,12.5,0,69.8
Dawson Knox,BUF,2,1,14,0,1,7,7.0,7,7.0,6.0,0,,0,0.0,0,72.9
Lee Smith,BUF,1,1,8,0,,1,1.0,7,7.0,1.0,0,,0,0.0,0,100.0
Josh Allen,BUF,1,1,16,1,1,12,12.0,4,4.0,12.0,0,,0,0.0,0,158.3
Patrick DiMarco,BUF,1,0,0,0,,0,,0,,48.0,0,,0,0.0,0,39.6
Frank Gore,BUF,1,0,0,0,0,0,,0,,-1.0,0,,1,100.0,0,39.6
Tyler Kroft,BUF,2,0,0,0,,0,,0,,9.5,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
DeAndre Hopkins,HOU,8,6,90,0,4,81,13.5,9,1.5,11.8,0,,0,0.0,0,111.5
Darren Fells,HOU,5,4,37,0,3,22,5.5,15,3.8,6.4,1,4.0,1,20.0,0,97.5
Kenny Stills,HOU,5,4,46,0,3,40,10.0,6,1.5,15.4,0,,0,0.0,0,105.0
Duke Johnson,HOU,3,3,30,0,1,7,2.3,23,7.7,2.3,0,,0,0.0,0,108.3
Carlos Hyde,HOU,1,1,5,1,1,0,0.0,5,5.0,0.0,0,,0,0.0,0,127.1
Taiwan Jones,HOU,1,1,34,0,1,-1,-1.0,35,35.0,-1.0,0,,0,0.0,0,118.7
DeAndre Carter,HOU,2,1,5,0,,1,1.0,4,4.0,3.5,0,,0,0.0,0,56.2
