Quarter,Time,Down,ToGo,Location,BAL,NWE,Detail,EPB,EPA
1,2:48,4,9,BAL 35,0,3,"Zoltan Mesko punts 27 yards, fair catch by Ed Reed",0.970,0.380
1,2:40,1,10,BAL 8,0,3,Bernard Pierce left tackle for 11 yards (tackle by Alfonzo Dennard),-0.380,0.150
1,2:11,1,10,BAL 19,0,3,Bernard Pierce left end for 3 yards (tackle by Rob Ninkovich),0.150,0.070
1,1:40,2,7,BAL 22,0,3,Joe Flacco pass incomplete short right intended for Ed Dickson,0.070,-0.680
1,1:35,3,7,BAL 22,0,3,Joe Flacco pass incomplete deep right intended for Dennis Pitta,-0.680,-1.900
1,1:28,4,7,BAL 22,0,3,"Sam Koch punts 59 yards, returned by Wes Welker for 28 yards (tackle by Albert McClellan)",-1.900,-2.060
1,1:14,1,10,NWE 47,0,3,Tom Brady pass incomplete short middle intended for Shane Vereen,2.060,1.520
1,1:05,2,10,NWE 47,0,3,Tom Brady pass complete short right to Aaron Hernandez for 8 yards (tackle by Ray Lewis and Terrell Suggs),1.520,1.880
1,0:32,3,2,BAL 45,0,3,Tom Brady pass incomplete short left intended for Brandon Lloyd,1.880,0.270
1,0:26,4,2,BAL 45,0,3,"Zoltan Mesko punts 35 yards, fair catch by Ed Reed",0.270,0.380
1,0:19,1,10,BAL 10,0,3,Ray Rice up the middle for 3 yards (tackle by Dont'a Hightower),-0.380,-0.560
Quarter,Time,Down,ToGo,Location,BAL,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,BAL 13,0,3,"Joe Flacco pass complete short right to Vonta Leach for 3 yards (tackle by Jerod Mayo). Vonta Leach fumbles (forced by Jerod Mayo), ball out of bounds at BAL-16",-0.560,-0.720
2,14:35,3,4,BAL 16,0,3,Joe Flacco pass complete short middle to Dennis Pitta for 17 yards (tackle by Steve Gregory and Kyle Arrington),-0.720,1.140
2,14:05,1,10,BAL 33,0,3,Ray Rice up the middle for 2 yards (tackle by Marquice Cole and Rob Ninkovich),1.140,0.860
2,13:34,2,8,BAL 35,0,3,Joe Flacco pass complete short right to Ray Rice for 11 yards (tackle by Brandon Spikes),0.860,1.990
2,12:59,1,10,BAL 46,0,3,Ray Rice left end for 2 yards (tackle by Rob Ninkovich),1.990,1.720
2,12:19,2,8,BAL 48,0,3,Joe Flacco pass complete short right to Bernard Pierce for 8 yards (tackle by Kyle Arrington),1.720,2.650
2,11:44,1,10,NWE 44,0,3,Bernard Pierce right end for 4 yards (tackle by Alfonzo Dennard),2.650,2.650
2,11:24,2,6,NWE 40,0,3,Joe Flacco pass complete deep left to Torrey Smith for 25 yards (tackle by Kyle Arrington),2.650,4.580
2,10:50,1,10,NWE 15,0,3,Ray Rice left guard for 8 yards (tackle by Devin McCourty and Kyle Arrington),4.580,5.410
2,10:15,2,2,NWE 7,0,3,Ray Rice right guard for 5 yards (tackle by Brandon Spikes),5.410,6.740
2,9:38,1,2,NWE 2,0,3,Joe Flacco pass incomplete short left intended for Dennis Pitta,6.740,5.720
2,9:33,2,2,NWE 2,6,3,"Ray Rice left end for 2 yards, touchdown",5.720,7.000
2,9:33,,,NWE 2,7,3,Justin Tucker kicks extra point good,0.000,0.000
2,9:28,,,BAL 35,7,3,"Justin Tucker kicks off 66 yards, returned by Devin McCourty for 22 yards (tackle by Chykie Brown)",0.000,0.340
2,9:22,1,10,NWE 21,7,3,"Stevan Ridley right guard for 3 yards (tackle by Ma'ake Kemoeatu). Penalty on Dannell Ellerbe: Unnecessary Roughness, 15 yards",0.340,1.530
2,9:03,1,10,NWE 39,7,3,Tom Brady pass complete short left to Wes Welker for 7 yards (tackle by Dannell Ellerbe),1.530,1.930
2,8:41,2,3,NWE 46,7,3,Tom Brady pass complete short left to Brandon Lloyd for 3 yards (tackle by Ray Lewis and Bernard Pollard),1.930,2.190
2,8:01,1,10,NWE 49,7,3,Stevan Ridley up the middle for 7 yards (tackle by Arthur Jones and Ma'ake Kemoeatu),2.190,2.590
2,7:37,2,3,BAL 44,7,3,Stevan Ridley up the middle for 4 yards (tackle by Ma'ake Kemoeatu and Corey Graham),2.590,2.920
2,6:58,1,10,BAL 40,7,3,Tom Brady pass complete short right to Wes Welker for 24 yards (tackle by Terrell Suggs),2.920,4.510
2,6:29,1,10,BAL 16,7,3,Stevan Ridley right guard for 8 yards (tackle by Ray Lewis and Corey Graham),4.510,5.350
2,5:55,2,2,BAL 8,7,3,Tom Brady pass complete short right to Aaron Hernandez for 7 yards (tackle by Chykie Brown),5.350,6.970
2,5:13,1,1,BAL 1,7,3,Tom Brady pass incomplete short left intended for Brandon Lloyd (defended by Bernard Pollard),6.970,5.910
2,5:09,2,1,BAL 1,7,3,Stevan Ridley up the middle for no gain (tackle by Arthur Jones and Terrell Suggs),5.910,5.170
2,4:22,3,1,BAL 1,7,9,"Tom Brady pass complete short right to Wes Welker for 1 yard, touchdown",5.170,7.000
2,4:22,,,BAL 2,7,10,Stephen Gostkowski kicks extra point good,0.000,0.000
2,4:18,,,NWE 35,7,10,"Stephen Gostkowski kicks off 60 yards, returned by Jacoby Jones for 9 yards (tackle by Kyle Arrington)",0.000,-0.280
2,4:14,1,10,BAL 14,7,10,Bernard Pierce for -1 yards,-0.280,-0.850
2,3:46,2,11,BAL 13,7,10,Bernard Pierce left end for 5 yards (tackle by Jerod Mayo),-0.850,-0.920
2,3:10,3,6,BAL 18,7,10,Joe Flacco sacked by Rob Ninkovich for -4 yards,-0.920,-2.470
2,2:41,4,10,BAL 14,7,10,Sam Koch punts 44 yards,-2.470,-2.720
2,2:32,1,10,BAL 43,7,10,Stevan Ridley left tackle for 5 yards (tackle by Corey Graham and Paul Kruger),2.720,2.850
2,2:00,2,5,BAL 38,7,10,Tom Brady left guard for 2 yards (tackle by Ray Lewis),2.850,2.410
2,1:26,3,3,BAL 36,7,10,Danny Woodhead up the middle for 2 yards (tackle by Terrell Suggs and Paul Kruger),2.410,1.100
2,0:54,4,1,BAL 34,7,10,Danny Woodhead left guard for 7 yards (tackle by Corey Graham and Bernard Pollard),1.100,0.000
2,0:44,,,,7,10,Timeout #1 by New England Patriots,0.000,3.780
2,0:44,1,10,BAL 27,7,10,Tom Brady pass incomplete short middle intended for Aaron Hernandez,3.780,3.230
2,0:40,2,10,BAL 27,7,10,Tom Brady pass incomplete deep middle intended for Deion Branch,3.230,2.540
2,0:34,3,10,BAL 27,7,10,Tom Brady pass complete short right to Aaron Hernandez for 17 yards (tackle by Jimmy Smith),2.540,0.000
2,0:26,,,,7,10,Timeout #2 by New England Patriots,0.000,4.910
2,0:26,1,10,BAL 10,7,10,Tom Brady left tackle for 3 yards (tackle by Ed Reed),4.910,0.000
2,0:04,,,,7,10,Timeout #3 by New England Patriots,0.000,4.760
2,0:04,2,7,BAL 7,7,13,Stephen Gostkowski 25 yard field goal good,4.760,3.000
Quarter,Time,Down,ToGo,Location,BAL,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,7,13,"Stephen Gostkowski kicks off 54 yards, returned by Jacoby Jones for 14 yards (tackle by Nate Ebner)",0.000,0.610
3,14:56,1,10,BAL 25,7,13,Ray Rice right guard for 1 yard (tackle by Vince Wilfork and Brandon Deaderick),0.610,0.200
3,14:22,2,9,BAL 26,7,13,Joe Flacco pass incomplete deep middle intended for Torrey Smith,0.200,-0.490
3,14:15,3,9,BAL 26,7,13,Joe Flacco pass complete deep left to Anquan Boldin for 26 yards (tackle by Devin McCourty),-0.490,2.390
3,13:31,1,10,NWE 48,7,13,Ray Rice up the middle for -2 yards (tackle by Brandon Spikes and Jerod Mayo),2.390,1.580
3,13:05,2,12,,7,13,Joe Flacco pass incomplete short right intended for Torrey Smith,1.580,0.890
3,13:00,3,12,,7,13,Joe Flacco pass incomplete short left intended for Torrey Smith,0.890,-0.060
3,12:55,4,12,,7,13,"Sam Koch punts 41 yards, fair catch by Wes Welker",-0.060,0.380
3,12:46,1,10,NWE 9,7,13,Tom Brady pass complete short left to Brandon Lloyd for 6 yards (tackle by Cary Williams),-0.380,-0.280
3,12:14,2,4,NWE 15,7,13,Stevan Ridley left guard for 5 yards (tackle by Ray Lewis),-0.280,0.280
3,11:45,1,10,NWE 20,7,13,Tom Brady pass complete short left to Aaron Hernandez for 5 yards (tackle by Cary Williams and Bernard Pollard),0.280,0.410
3,11:21,2,5,NWE 25,7,13,"Tom Brady pass complete deep right to Wes Welker for 24 yards (tackle by Bernard Pollard and Corey Graham). Penalty on Bernard Pollard: Unnecessary Roughness, 15 yards",0.410,3.180
3,11:04,1,10,BAL 36,7,13,Tom Brady pass incomplete deep left intended for Aaron Hernandez,3.180,2.640
3,10:57,2,10,BAL 36,7,13,Danny Woodhead up the middle for 2 yards (tackle by Haloti Ngata),2.640,2.210
3,10:15,3,8,BAL 34,7,13,Tom Brady pass incomplete short left intended for Wes Welker,2.210,1.060
3,10:11,4,8,BAL 34,7,13,"Zoltan Mesko punts 21 yards, fair catch by Ed Reed",1.060,0.320
3,10:03,1,10,BAL 13,7,13,"Joe Flacco pass incomplete short right intended for Tandon Doss. Penalty on Alfonzo Dennard: Defensive Pass Interference, 15 yards (no play)",-0.320,0.810
3,9:57,1,10,BAL 28,7,13,Joe Flacco pass incomplete deep left intended for Tandon Doss (defended by Kyle Arrington),0.810,0.260
3,9:51,2,10,BAL 28,7,13,Joe Flacco pass complete short middle to Dennis Pitta for 22 yards (tackle by Devin McCourty),0.260,2.260
3,9:24,1,10,,7,13,Joe Flacco pass incomplete deep left intended for Torrey Smith,2.260,1.710
3,9:16,2,10,,7,13,Joe Flacco pass complete short middle to Ray Rice for 15 yards (tackle by Devin McCourty),1.710,3.250
3,8:41,1,10,NWE 35,7,13,Joe Flacco pass complete short left to Torrey Smith for 5 yards (tackle by Marquice Cole),3.250,3.380
3,8:10,2,5,NWE 30,7,13,Bernard Pierce left guard for 8 yards (tackle by Jerod Mayo),3.380,4.110
3,7:40,1,10,NWE 22,7,13,Joe Flacco pass incomplete deep right intended for Jacoby Jones,4.110,3.560
3,7:34,2,10,NWE 22,7,13,Joe Flacco pass complete short middle to Anquan Boldin for 12 yards (tackle by Marquice Cole),3.560,4.910
3,6:54,1,10,NWE 10,7,13,Joe Flacco pass complete short middle to Dennis Pitta for 5 yards (tackle by Jerod Mayo),4.910,5.150
3,6:14,2,5,NWE 5,13,13,"Joe Flacco pass complete short right to Dennis Pitta for 5 yards, touchdown",5.150,7.000
3,6:14,,,NWE 2,14,13,Justin Tucker kicks extra point good,0.000,0.000
3,6:14,,,BAL 35,14,13,"Justin Tucker kicks off 64 yards, returned by Devin McCourty for 24 yards (tackle by Sean Considine)",0.000,0.610
3,6:06,1,10,NWE 25,14,13,Tom Brady pass complete short middle to Wes Welker for 8 yards (tackle by Dannell Ellerbe),0.610,1.140
3,5:28,2,2,NWE 33,14,13,Tom Brady pass incomplete short left intended for Brandon Lloyd,1.140,0.430
3,5:24,3,2,NWE 33,14,13,"Tom Brady pass complete short middle to Danny Woodhead for 4 yards (tackle by Corey Graham). Penalty on Nate Solder: Offensive Holding, 10 yards (no play)",0.430,-0.890
3,5:01,3,12,NWE 23,14,13,Tom Brady pass incomplete short left intended for Aaron Hernandez,-0.890,-1.830
3,4:56,4,12,NWE 23,14,13,"Zoltan Mesko punts 51 yards, returned by Jacoby Jones for 11 yards (tackle by Marquice Cole)",-1.830,-1.400
3,4:46,1,10,BAL 37,14,13,Joe Flacco pass complete short right to Ray Rice for -4 yards (tackle by Dont'a Hightower),1.400,0.320
3,4:10,2,14,BAL 33,14,13,Joe Flacco pass complete deep right to Torrey Smith for 23 yards (tackle by Devin McCourty),0.320,2.650
3,3:30,1,10,NWE 44,14,13,"Ray Rice left guard for 4 yards (tackle by Brandon Spikes and Jerod Mayo). Penalty on NWE: Defensive Offside, 5 yards (no play)",2.650,3.380
3,3:14,1,5,NWE 39,14,13,Ray Rice up the middle for 3 yards (tackle by Brandon Spikes and Jerod Mayo),3.380,3.190
3,2:38,2,2,NWE 36,14,13,Joe Flacco pass incomplete deep right intended for Torrey Smith,3.190,2.480
3,2:32,3,2,NWE 36,14,13,Bernard Pierce for 11 yards,2.480,3.910
3,2:07,1,10,NWE 25,14,13,Bernard Pierce right guard for 6 yards (tackle by Brandon Spikes and Rob Ninkovich),3.910,4.200
3,1:35,2,4,NWE 19,14,13,Joe Flacco pass complete short middle to Dennis Pitta for 6 yards (tackle by Jerod Mayo),4.200,4.710
3,0:59,1,10,NWE 13,14,13,Joe Flacco pass complete short left to Anquan Boldin for 8 yards (tackle by Marquice Cole and Devin McCourty),4.710,5.540
3,0:12,2,2,NWE 5,14,13,Ray Rice right guard for 2 yards (tackle by Tracy White and Rob Ninkovich),5.540,6.510
Quarter,Time,Down,ToGo,Location,BAL,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,3,NWE 3,20,13,"Joe Flacco pass complete short middle to Anquan Boldin for 3 yards, touchdown",6.510,7.000
4,15:00,,,NWE 2,21,13,Justin Tucker kicks extra point good,0.000,0.000
4,14:56,,,BAL 35,21,13,"Justin Tucker kicks off 63 yards, returned by Devin McCourty for 14 yards (tackle by Sean Considine)",0.000,-0.140
4,14:49,1,10,NWE 16,21,13,Stevan Ridley up the middle for 9 yards (tackle by Ray Lewis and Bernard Pollard),-0.140,0.690
4,14:18,2,1,NWE 25,21,13,Stevan Ridley left guard for no gain (tackle by Terrell Suggs and Ray Lewis),0.690,-0.200
4,13:45,3,1,NWE 25,21,13,Stevan Ridley left tackle for 2 yards (tackle by Ray Lewis),-0.200,0.740
4,13:17,1,10,NWE 27,21,13,Tom Brady pass complete short right to Brandon Lloyd for 12 yards,0.740,1.530
4,12:55,1,10,NWE 39,21,13,"Stevan Ridley right tackle for 8 yards (tackle by Bernard Pollard). Stevan Ridley fumbles (forced by Bernard Pollard), recovered by Arthur Jones at NWE-47 (tackle by Ryan Wendell)",1.530,-2.460
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
4,12:46,1,10,NWE 47,21,13,Joe Flacco pass complete deep left to Torrey Smith for 16 yards (tackle by Kyle Arrington),2.460,3.510
4,12:18,1,10,NWE 31,21,13,Joe Flacco for 14 yards,3.510,4.440
4,11:54,1,10,NWE 17,21,13,Joe Flacco pass complete short middle to Jacoby Jones for 6 yards (tackle by Brandon Spikes),4.440,4.890
4,11:19,2,4,NWE 11,27,13,"Joe Flacco pass complete short right to Anquan Boldin for 11 yards, touchdown",4.890,7.000
4,11:19,,,NWE 2,28,13,Justin Tucker kicks extra point good,0.000,0.000
4,,,,BAL 35,,,"Justin Tucker kicks off 65 yards, returned by Devin McCourty for 29 yards",,
4,11:04,1,10,NWE 29,28,13,Tom Brady pass complete short right to Brandon Lloyd for 12 yards,0.870,1.660
4,10:46,1,10,NWE 41,28,13,Tom Brady pass complete short right to Shane Vereen for 9 yards (tackle by Bernard Pollard),1.660,2.340
4,10:27,2,1,,28,13,Tom Brady pass incomplete short right intended for Brandon Lloyd,2.340,1.620
4,10:19,3,1,,28,13,Shane Vereen up the middle for 7 yards (tackle by Corey Graham),1.620,2.720
4,9:53,1,10,BAL 43,28,13,Tom Brady pass complete short left to Wes Welker for 5 yards (tackle by Cary Williams and Haloti Ngata),2.720,2.850
4,9:23,2,5,BAL 38,28,13,Tom Brady pass complete short left to Shane Vereen for 13 yards,2.850,3.910
4,9:09,1,10,BAL 25,28,13,Tom Brady pass complete short middle to Deion Branch for 6 yards (tackle by Jimmy Smith),3.910,4.200
4,8:42,2,4,BAL 19,28,13,Tom Brady pass incomplete short left intended for Shane Vereen,4.200,3.490
4,8:39,3,4,BAL 19,28,13,Tom Brady pass incomplete short right intended for Wes Welker,3.490,2.260
4,8:35,4,4,BAL 19,28,13,Tom Brady pass incomplete deep middle intended for Deion Branch,2.260,-0.150
4,8:27,1,10,BAL 19,28,13,Joe Flacco sacked by Rob Ninkovich for -1 yards,0.150,-0.560
4,7:44,2,11,BAL 18,28,13,Joe Flacco pass incomplete short left intended for Jacoby Jones,-0.560,-1.250
4,7:39,3,11,BAL 18,28,13,Joe Flacco pass incomplete short right intended for Anquan Boldin,-1.250,-2.240
4,7:34,4,11,BAL 18,28,13,Sam Koch punts 42 yards,-2.240,-1.600
4,7:25,1,10,NWE 40,28,13,Tom Brady pass complete deep left to Wes Welker for 36 yards (tackle by Corey Graham),1.600,3.970
4,6:57,1,10,BAL 24,28,13,Tom Brady pass incomplete short middle intended for Aaron Hernandez is intercepted by Dannell Ellerbe at BAL-16 and returned for 2 yards,3.970,-0.040
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the play was upheld.",,
4,6:49,1,10,BAL 18,28,13,Ray Rice left guard for no gain (tackle by Justin Francis),0.040,-0.490
4,6:07,2,10,BAL 18,28,13,Ray Rice left end for 9 yards (tackle by Justin Francis),-0.490,-0.020
4,5:21,3,1,BAL 27,28,13,Ray Rice up the middle for 2 yards (tackle by Brandon Spikes),-0.020,0.870
4,4:38,1,10,BAL 29,28,13,Bernard Pierce up the middle for 5 yards (tackle by Jermaine Cunningham),0.870,1.000
4,3:56,2,5,BAL 34,28,13,Vonta Leach up the middle for 4 yards (tackle by Justin Francis),1.000,0.830
4,3:13,3,1,BAL 38,28,13,Vonta Leach up the middle for 5 yards (tackle by Justin Francis and Devin McCourty),0.830,1.800
4,2:27,1,10,BAL 43,28,13,Ray Rice left end for no gain (tackle by Dont'a Hightower and Devin McCourty),1.800,0.000
4,2:20,,,,28,13,Timeout #1 by New England Patriots,0.000,1.250
4,2:20,2,10,BAL 43,28,13,Ray Rice up the middle for 2 yards (tackle by Jerod Mayo and Brandon Spikes),1.250,0.000
4,2:15,,,,28,13,Timeout #2 by New England Patriots,0.000,0.830
4,2:15,3,8,BAL 45,28,13,Ray Rice right end for no gain (tackle by Brandon Spikes),0.830,0.000
4,2:11,,,,28,13,Timeout #3 by New England Patriots,0.000,-0.390
4,2:11,4,8,BAL 45,28,13,"Sam Koch punts 22 yards, out of bounds",-0.390,-1.140
4,2:05,1,10,NWE 33,28,13,Tom Brady pass complete short right to Deion Branch for 10 yards,1.140,1.800
4,2:02,1,10,NWE 43,28,13,Tom Brady pass incomplete short left intended for Danny Woodhead,1.800,1.250
4,1:58,2,10,NWE 43,28,13,Tom Brady pass complete short middle to Wes Welker for 12 yards (tackle by Ray Lewis and Corey Graham),1.250,2.590
4,1:45,1,10,BAL 45,28,13,Tom Brady spiked the ball,2.590,2.040
4,1:44,2,10,BAL 45,28,13,Tom Brady pass complete short left to Danny Woodhead for 12 yards,2.040,3.380
4,1:40,1,10,BAL 33,28,13,Tom Brady pass incomplete short left intended for Danny Woodhead,3.380,2.840
4,1:35,2,10,BAL 33,28,13,Tom Brady pass incomplete short right intended for Deion Branch (defended by Pernell McPhee),2.840,2.150
4,1:31,3,10,BAL 33,28,13,Tom Brady pass complete short left to Aaron Hernandez for 11 yards (tackle by Bernard Pollard),2.150,4.110
4,1:14,1,10,BAL 22,28,13,Tom Brady spiked the ball,4.110,3.560
4,1:13,2,10,BAL 22,28,13,Tom Brady pass incomplete deep left intended for Brandon Lloyd is intercepted by Cary Williams at BAL--5,3.560,-0.280
4,1:06,1,10,BAL 20,28,13,Joe Flacco kneels for -1 yards,0.280,-0.460
4,0:36,2,11,BAL 19,28,13,Joe Flacco kneels for -1 yards,-0.460,-1.330
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
