Quarter,Time,Down,ToGo,Location,DET,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,TAM 40,7,7,"Tion Green left end for 12 yards (tackle by Kwon Alexander). Penalty on Corey Robinson: Offensive Holding, 10 yards (no play)",2.920,2.260
2,14:32,1,20,,7,7,Matthew Stafford pass complete short left to Theo Riddick for 7 yards (tackle by Devante Bond),2.260,1.970
2,13:47,2,13,TAM 43,7,7,"Theo Riddick left end for 1 yard (tackle by Lavonte David and Ryan Smith). Penalty on Taylor Decker: Offensive Holding, 10 yards",1.970,0.750
2,13:21,2,22,DET 48,7,7,Matthew Stafford pass complete short middle to Eric Ebron for 9 yards (tackle by Lavonte David),0.750,1.290
2,12:36,3,13,TAM 43,7,7,Matthew Stafford pass incomplete short right intended for Theo Riddick,1.290,0.400
2,12:31,4,13,TAM 43,7,7,"Sam Martin punts 43 yards, touchback",0.400,-0.280
2,12:24,1,10,TAM 20,7,7,Peyton Barber middle for 4 yards (tackle by Ezekiel Ansah),0.280,0.270
2,11:56,2,6,TAM 24,7,7,Peyton Barber left end for 8 yards (tackle by Quandre Diggs),0.270,1.070
2,11:25,1,10,TAM 32,7,7,Peyton Barber middle for 1 yard (tackle by Ezekiel Ansah),1.070,0.660
2,11:04,2,9,TAM 33,7,7,Jameis Winston pass incomplete short right intended for DeSean Jackson is intercepted by Darius Slay at TAM-48 and returned for 2 yards,0.660,-2.520
2,10:57,1,10,TAM 46,7,7,Tion Green left guard for 5 yards (tackle by Will Clarke),2.520,2.650
2,10:25,2,5,TAM 41,7,7,Tion Green right guard for 1 yard (tackle by Chris Conte),2.650,2.080
2,9:43,3,4,TAM 40,7,7,Matthew Stafford pass complete short middle to Eric Ebron for 7 yards (tackle by Chris Conte),2.080,3.380
2,9:06,1,10,TAM 33,7,7,"Matthew Stafford pass complete short right to Theo Riddick for -3 yards (tackle by Kwon Alexander). Penalty on Golden Tate: Offensive Pass Interference, 10 yards (no play)",3.380,2.720
2,8:31,1,20,TAM 43,7,7,Matthew Stafford pass incomplete short middle intended for Theo Riddick,2.720,1.490
2,8:25,2,20,TAM 43,7,7,Matthew Stafford pass complete deep middle to Marvin Jones for 38 yards (tackle by Ryan Smith),1.490,6.060
2,7:41,1,5,TAM 5,13,7,"Matthew Stafford pass complete short left to Golden Tate for 5 yards, touchdown",6.060,7.000
2,7:36,,,TAM 15,14,7,Matt Prater kicks extra point good,0.000,0.000
2,7:36,,,DET 35,14,7,"Matt Prater kicks off 64 yards, returned by Jacquizz Rodgers for 18 yards (tackle by Charles Washington)",0.000,-0.150
2,7:28,1,10,TAM 19,14,7,Jameis Winston pass complete short left to Doug Martin for 12 yards (tackle by Jalen Reeves-Maybin),0.150,1.000
2,6:53,1,10,TAM 31,14,7,Doug Martin middle for no gain (tackle by Tahir Whitehead and Jarrad Davis),1.000,0.460
2,6:11,2,10,TAM 31,14,7,Jameis Winston pass complete deep middle to Chris Godwin for 18 yards (tackle by Darius Slay),0.460,2.190
2,5:36,1,10,TAM 49,14,7,Jameis Winston pass incomplete short left intended for Doug Martin,2.190,1.650
2,5:29,2,10,TAM 49,14,7,Jameis Winston pass complete short right to Freddie Martino for 19 yards (tackle by Quandre Diggs),1.650,3.450
2,4:52,1,10,DET 32,14,7,Doug Martin left tackle for 7 yards (tackle by Jalen Reeves-Maybin),3.450,3.850
2,4:17,2,3,DET 25,14,7,Doug Martin right guard for 2 yards (tackle by Akeem Spence),3.850,3.400
2,3:41,3,1,DET 23,14,7,Doug Martin left end for -2 yards (tackle by Glover Quin). Doug Martin fumbles (forced by Glover Quin),3.400,-0.540
2,3:31,1,10,DET 24,14,7,Matthew Stafford pass complete short right to Michael Roberts for 7 yards (tackle by Kendell Beckwith),0.540,0.940
2,2:55,2,3,DET 31,14,7,Matthew Stafford pass complete short middle to Golden Tate for 17 yards (tackle by Kwon Alexander and Ryan Smith),0.940,2.130
2,2:22,1,10,DET 48,14,7,Tion Green middle for 3 yards (tackle by Chris Conte and Kwon Alexander),2.130,1.990
2,2:00,2,7,TAM 49,14,7,Matthew Stafford pass incomplete deep right intended for Kenny Golladay is intercepted by Brent Grimes at TAM-15,1.990,0.220
2,1:51,1,10,TAM 15,14,7,Jameis Winston pass complete short right to Adam Humphries for 10 yards (tackle by Darius Slay),-0.220,0.610
2,1:45,1,10,TAM 25,14,7,Jameis Winston pass complete short left to Charles Sims for 10 yards (tackle by Tahir Whitehead),0.610,1.270
2,1:22,1,10,TAM 35,14,7,Jameis Winston pass complete short left to Chris Godwin for 5 yards (tackle by D.J. Hayden),1.270,1.400
2,1:05,2,5,TAM 40,14,7,Jameis Winston pass incomplete short middle intended for Chris Godwin (defended by Jalen Reeves-Maybin),1.400,0.700
2,1:00,3,5,TAM 40,14,7,"Jameis Winston pass complete short middle to Mike Evans for 15 yards (tackle by Glover Quin). Penalty on Caleb Benenoch: Illegal Use of Hands, 10 yards (no play)",0.700,-0.630
2,0:53,3,15,TAM 30,14,7,Jameis Winston sacked by Jalen Reeves-Maybin and D.J. Hayden for -9 yards,-0.630,0.000
2,0:47,,,,,,Timeout #1 by Detroit Lions,0.000,1.960
2,0:47,4,24,TAM 21,14,7,"Bryan Anger punts 56 yards, returned by T.J. Jones for 17 yards (tackle by Antony Auclair)",-1.960,-1.600
2,0:36,1,10,DET 40,14,7,Matthew Stafford pass complete short middle to T.J. Jones for 9 yards (tackle by Lavonte David and Kwon Alexander),1.600,0.000
2,0:30,,,,,,Timeout #2 by Detroit Lions,0.000,-2.270
2,0:30,2,1,DET 49,14,7,Matthew Stafford pass complete short left to Eric Ebron for 10 yards (tackle by Lavonte David),2.270,2.850
2,0:25,1,10,TAM 41,14,7,Matthew Stafford pass complete short middle to Theo Riddick for 11 yards (tackle by Robert McClain),2.850,0.000
2,0:19,,,,,,Timeout #3 by Detroit Lions,0.000,0.000
2,0:19,,,,,,Timeout #1 by Tampa Bay Buccaneers,0.000,-3.580
2,0:19,1,10,TAM 30,14,7,Matthew Stafford pass incomplete short left intended for Golden Tate is intercepted by Robert McClain at TAM-19,3.580,-0.150
2,0:14,1,10,TAM 19,14,7,Jameis Winston kneels for -1 yards,0.150,-0.560
Quarter,Time,Down,ToGo,Location,DET,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,14,7,"Matt Prater kicks off 64 yards, returned by Jacquizz Rodgers for 20 yards (tackle by Miles Killebrew). Penalty on Devante Bond: Offensive Holding, 10 yards",0.000,0.370
3,14:55,1,10,TAM 11,14,7,Jameis Winston pass complete short right to O.J. Howard for 11 yards (tackle by Glover Quin),-0.370,0.410
3,14:16,1,10,TAM 22,14,7,Peyton Barber left tackle for 7 yards (tackle by Jarrad Davis),0.410,0.810
3,13:44,2,3,TAM 29,14,7,Peyton Barber middle for 3 yards (tackle by Anthony Zettel and Ezekiel Ansah),0.810,1.070
3,13:05,1,10,TAM 32,14,7,Jameis Winston pass incomplete deep right intended for O.J. Howard (defended by Darius Slay),1.070,0.530
3,12:58,2,10,TAM 32,14,7,Jameis Winston pass complete short right to DeSean Jackson for 11 yards,0.530,1.800
3,12:30,1,10,TAM 43,14,7,Peyton Barber left end for 4 yards (tackle by Jarrad Davis),1.800,1.790
3,11:54,2,6,TAM 47,14,7,Jameis Winston pass incomplete deep middle intended for O.J. Howard is intercepted by Quandre Diggs at DET-35 and returned for 12 yards,1.790,-2.060
3,11:46,1,10,DET 47,14,7,Theo Riddick left end for -3 yards (tackle by Kwon Alexander),2.060,1.110
3,11:15,2,13,DET 44,14,7,Matthew Stafford pass complete short left to Marvin Jones for 9 yards (tackle by Will Clarke),1.110,1.620
3,10:37,3,4,TAM 47,14,7,"Matthew Stafford pass complete short left to Marvin Jones for 10 yards (tackle by Ryan Smith). Penalty on Marvin Jones: Offensive Pass Interference, 10 yards (no play)",1.620,0.300
3,10:11,3,14,DET 43,14,7,Matthew Stafford pass complete short left to Golden Tate for 8 yards (tackle by Robert McClain),0.300,0.000
3,9:34,4,6,TAM 49,14,7,"Sam Martin punts 49 yards, touchback",0.000,-0.280
3,9:26,1,10,TAM 20,14,7,Jameis Winston pass complete short right to Chris Godwin for 11 yards (tackle by Tahir Whitehead),0.280,1.000
3,8:49,1,10,TAM 31,14,7,Peyton Barber right guard for 4 yards (tackle by Cornelius Washington and Paul Worrilow),1.000,1.000
3,8:12,2,6,TAM 35,14,7,Jameis Winston pass complete short left to DeSean Jackson for 8 yards (tackle by Nevin Lawson),1.000,1.800
3,7:31,1,10,TAM 43,14,7,Jameis Winston pass complete short left to Chris Godwin for 15 yards (tackle by Quandre Diggs),1.800,2.790
3,6:55,1,10,DET 42,14,7,Peyton Barber right guard for 2 yards (tackle by A'Shawn Robinson and Akeem Spence),2.790,2.510
3,6:14,2,8,DET 40,14,7,"Jameis Winston sacked by Jarrad Davis for -5 yards. Jameis Winston fumbles (forced by Jarrad Davis), recovered by Tahir Whitehead at DET-48 and returned for 1 yards (tackle by Caleb Benenoch)",2.510,-2.190
3,6:10,1,10,DET 49,14,7,Matthew Stafford pass complete short right to Theo Riddick for -4 yards (tackle by Robert Ayers),2.190,1.110
3,5:36,2,14,DET 45,14,7,Theo Riddick middle for 3 yards (tackle by Ryan Russell),1.110,0.830
3,4:59,3,11,DET 48,14,7,Matthew Stafford pass complete deep middle to Marvin Jones for 17 yards (tackle by Chris Conte),0.830,3.250
3,4:32,1,10,TAM 35,14,7,"Zach Zenner right tackle for 1 yard (tackle by Javien Elliott). Penalty on T.J. Lang: Offensive Holding, 10 yards",3.250,2.650
3,4:11,1,19,TAM 44,14,7,Matthew Stafford pass complete short left to Golden Tate for 11 yards (tackle by Robert McClain),2.650,2.970
3,3:27,2,8,TAM 33,14,7,"Matthew Stafford pass incomplete. Penalty on Ryan Russell: Roughing the Passer, 15 yards (no play)",2.970,4.370
3,3:18,1,10,TAM 18,20,7,"Theo Riddick left tackle for 18 yards, touchdown",4.370,7.000
3,3:11,,,TAM 15,21,7,Matt Prater kicks extra point good,0.000,0.000
3,3:11,,,DET 35,21,7,"Matt Prater kicks off 65 yards, touchback",0.000,-0.610
3,3:11,1,10,TAM 25,21,7,Jameis Winston pass incomplete short right intended for DeSean Jackson,0.610,0.060
3,3:07,2,10,TAM 25,21,7,Jameis Winston pass complete short left to Peyton Barber for 5 yards (tackle by Ezekiel Ansah),0.060,0.040
3,2:36,3,5,TAM 30,21,7,Jameis Winston pass complete short right to Adam Humphries for 6 yards,0.040,1.330
3,2:09,1,10,TAM 36,21,7,DeSean Jackson right end for 23 yards (tackle by Quandre Diggs),1.330,2.850
3,1:33,1,10,DET 41,21,7,Peyton Barber left tackle for 4 yards (tackle by Glover Quin and Tahir Whitehead),2.850,2.850
3,0:51,2,6,DET 37,21,7,Jameis Winston pass complete short left to Chris Godwin for 19 yards (tackle by Glover Quin and Tahir Whitehead),2.850,4.370
3,0:17,1,10,DET 18,21,7,Jameis Winston right end for 11 yards (tackle by Tahir Whitehead),4.370,5.600
Quarter,Time,Down,ToGo,Location,DET,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,7,DET 7,21,7,Peyton Barber middle for 5 yards (tackle by Ezekiel Ansah and Tahir Whitehead),5.600,5.720
4,14:23,2,2,DET 2,21,7,Peyton Barber middle for no gain (tackle by Jeremiah Ledbetter),5.720,4.950
4,13:47,3,2,DET 2,21,13,"Jameis Winston pass complete short right to O.J. Howard for 2 yards, touchdown",4.950,7.000
4,13:41,,,DET 15,21,14,Patrick Murray kicks extra point good,0.000,0.000
4,13:41,,,TAM 35,21,14,"Patrick Murray kicks off 61 yards, returned by T.J. Jones for 13 yards (tackle by Devante Bond)",0.000,0.060
4,13:35,1,10,DET 17,21,14,Kenny Golladay left end for 9 yards (tackle by Ryan Smith),-0.060,0.750
4,12:55,2,1,DET 26,21,14,Tion Green right end for 6 yards (tackle by Sealver Siliga and Brent Grimes),0.750,1.070
4,12:19,1,10,DET 32,21,14,Matthew Stafford pass incomplete short left intended for Theo Riddick,1.070,0.530
4,12:12,2,10,DET 32,21,14,Matthew Stafford pass complete short left to Eric Ebron for 1 yard (tackle by Kwon Alexander),0.530,-0.030
4,11:33,3,9,DET 33,21,14,"Matthew Stafford pass complete short middle to Golden Tate for 26 yards (tackle by Justin Evans). Penalty on Graham Glasgow: Offensive Holding, 10 yards (no play)",-0.030,-1.350
4,10:56,3,19,DET 23,21,14,Matthew Stafford pass complete short right to Eric Ebron for 11 yards (tackle by Brent Grimes),-1.350,-1.110
4,10:19,4,8,DET 34,21,14,"Sam Martin punts 38 yards, fair catch by Adam Humphries",-1.110,-0.810
4,10:11,1,10,TAM 28,21,14,Jameis Winston pass complete short middle to Adam Humphries for 9 yards (tackle by Glover Quin),0.810,1.480
4,9:48,2,1,TAM 37,21,14,Charles Sims for 5 yards (tackle by Teez Tabor and Tahir Whitehead),1.480,1.730
4,9:11,1,10,TAM 42,21,14,Jameis Winston pass incomplete deep left intended for Mike Evans,1.730,1.190
4,9:06,2,10,TAM 42,21,14,Jameis Winston pass incomplete deep right intended for Mike Evans,1.190,0.500
4,9:01,3,10,TAM 42,21,14,"Jameis Winston pass incomplete deep right intended for Mike Evans. Penalty on D.J. Hayden: Defensive Pass Interference, 40 yards (no play)",0.500,4.370
4,8:52,1,10,DET 18,21,14,Peyton Barber left guard for 16 yards (tackle by Darius Slay and Quandre Diggs),4.370,6.740
4,8:10,1,2,DET 2,21,20,"Jameis Winston pass complete short left to Leonard Wester for 2 yards, touchdown",6.740,7.000
4,8:05,,,DET 15,21,21,Patrick Murray kicks extra point good,0.000,0.000
4,8:05,,,TAM 35,21,21,"Patrick Murray kicks off 56 yards, returned by T.J. Jones for 17 yards (tackle by Chris Godwin)",0.000,-0.670
4,7:59,1,10,DET 26,21,21,Matthew Stafford pass complete short middle to Golden Tate for 24 yards (tackle by Justin Evans),0.670,2.260
4,7:20,1,10,,21,21,Matthew Stafford pass incomplete short right intended for Theo Riddick (defended by Kendell Beckwith),2.260,1.710
4,7:13,2,10,,21,21,Matthew Stafford pass complete short middle to T.J. Jones for 6 yards (tackle by Lavonte David),1.710,1.820
4,6:32,3,4,TAM 44,21,21,Matthew Stafford pass complete short left to Theo Riddick for 5 yards (tackle by Lavonte David),1.820,2.980
4,5:55,1,10,TAM 39,21,21,Theo Riddick left end for -3 yards (tackle by Kwon Alexander),2.980,2.040
4,5:09,2,13,TAM 42,21,21,Matthew Stafford pass incomplete deep right intended for Marvin Jones,2.040,1.360
4,5:02,3,13,TAM 42,21,21,Matthew Stafford pass incomplete short left intended for Eric Ebron,1.360,0.460
4,4:56,4,13,TAM 42,21,21,"Sam Martin punts 27 yards, fair catch by Adam Humphries",0.460,0.220
4,4:49,1,10,TAM 15,21,21,"Penalty on Caleb Benenoch: False Start, 5 yards (no play)",-0.220,-0.570
4,4:49,1,15,TAM 10,21,21,Jameis Winston pass complete short middle to Cameron Brate for 11 yards (tackle by Glover Quin and Jarrad Davis),-0.570,0.210
4,4:20,2,4,TAM 21,21,21,Charles Sims for 11 yards (tackle by Glover Quin),0.210,1.070
4,3:53,1,10,TAM 32,21,21,Charles Sims for no gain (tackle by Akeem Spence),1.070,0.530
4,3:18,2,10,TAM 32,21,21,Jameis Winston pass incomplete,0.530,-0.160
4,3:10,3,10,TAM 32,21,21,Jameis Winston pass incomplete short right intended for Charles Sims (defended by Cornelius Washington),-0.160,-1.240
4,3:06,4,10,TAM 32,21,21,"Bryan Anger punts 44 yards, returned by T.J. Jones for -1 yards (tackle by Chris Godwin)",-1.240,-0.480
4,2:54,1,10,DET 23,21,21,Matthew Stafford pass complete short right to Eric Ebron for 9 yards (tackle by Kwon Alexander),0.480,1.150
4,2:31,2,1,DET 32,21,21,Matthew Stafford pass complete short middle to Theo Riddick for 18 yards (tackle by Lavonte David),1.150,2.260
4,2:00,1,10,,21,21,Theo Riddick middle for 2 yards (tackle by Lavonte David and Kwon Alexander),2.260,1.980
4,1:36,2,8,TAM 48,21,21,Matthew Stafford pass complete short middle to Golden Tate for 6 yards (tackle by Robert McClain),1.980,2.080
4,1:02,3,2,TAM 42,21,21,Matthew Stafford pass complete short left to Kenny Golladay for 6 yards (tackle by Ryan Smith),2.080,0.000
4,0:50,,,,,,Timeout #1 by Tampa Bay Buccaneers,0.000,-3.180
4,0:50,1,10,TAM 36,21,21,Matthew Stafford pass complete short right to Golden Tate for no gain,3.180,0.000
4,0:43,,,,,,Timeout #2 by Tampa Bay Buccaneers,0.000,-2.640
4,0:43,2,10,TAM 36,21,21,"Penalty on T.J. Lang: False Start, 5 yards (no play)",2.640,1.960
4,0:43,2,15,TAM 41,21,21,Matthew Stafford pass complete short middle to Golden Tate for 14 yards (tackle by Lavonte David),1.960,0.000
4,0:34,,,,,,Timeout #1 by Detroit Lions,0.000,-3.140
4,0:34,3,1,TAM 27,21,21,Zach Zenner left end for -1 yards (tackle by Kendell Beckwith),3.140,0.000
4,0:25,,,,,,Timeout #3 by Tampa Bay Buccaneers,0.000,-1.700
4,0:25,4,2,TAM 28,24,21,Matt Prater 46 yard field goal good,1.700,3.000
4,0:20,,,DET 35,24,21,"Matt Prater kicks off 62 yards, returned by Jacquizz Rodgers for 22 yards (tackle by Jalen Reeves-Maybin)",0.000,-0.610
4,0:15,1,10,TAM 25,24,21,Jameis Winston sacked by Ezekiel Ansah for -1 yards,0.610,-0.070
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
