Quarter,Time,Down,ToGo,Location,SFO,ARI,Detail,EPB,EPA
1,0:01,1,10,ARI 32,7,0,Marcel Shipp left guard for 2 yards (tackle by Andre Carter and Dana Stubblefield),1.070,0.800
Quarter,Time,Down,ToGo,Location,SFO,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,ARI 34,7,0,Marcel Shipp right end for 7 yards (tackle by Julian Peterson and John Keith),0.800,1.030
2,14:17,3,1,ARI 41,7,0,Marcel Shipp middle for 1 yard (tackle by Brandon Moore and Jeff Ulbrich),1.030,1.730
2,13:36,1,10,ARI 42,7,0,Jake Plummer pass incomplete intended for Joel Makovicka,1.730,1.190
2,13:31,2,10,ARI 42,7,0,Jake Plummer pass incomplete intended for Jason McAddley (defended by Brandon Moore),1.190,0.500
2,13:28,3,10,ARI 42,7,0,"Jake Plummer pass incomplete intended for Freddie Jones. Penalty on SFO: Defensive Pass Interference, 10 yards (no play)",0.500,2.390
2,13:24,1,10,SFO 48,7,0,Marcel Shipp left end for -1 yards (tackle by Derek Smith),2.390,1.710
2,12:51,2,11,SFO 49,7,0,Jake Plummer pass complete to Jason McAddley for 3 yards (tackle by Jeff Ulbrich),1.710,1.420
2,12:08,3,8,SFO 46,7,0,Jake Plummer pass complete to Kevin Kasper for 15 yards (tackle by Jason Webster and Jeff Ulbrich),1.420,3.510
2,11:22,1,10,SFO 31,7,0,Marcel Shipp left guard for 2 yards (tackle by Derek Smith and John Engelberger),3.510,3.240
2,10:50,2,8,SFO 29,7,0,Jake Plummer pass complete to Steve Bush for 5 yards (tackle by Jeff Ulbrich),3.240,3.200
2,10:05,3,3,SFO 24,7,0,"Jake Plummer pass complete to Kevin Kasper for 4 yards. Penalty on Ahmed Plummer: Illegal Use of Hands, 5 yards (no play)",3.200,4.310
2,9:43,1,10,SFO 19,7,0,Marcel Shipp right tackle for 1 yard (tackle by Jeff Ulbrich and Sean Moran),4.310,3.880
2,9:02,2,9,SFO 18,7,0,Jake Plummer pass incomplete intended for Kevin Kasper (defended by Ahmed Plummer),3.880,3.140
2,8:59,3,9,SFO 18,7,0,Jake Plummer left end for 14 yards (tackle by Jason Webster),3.140,6.280
2,8:26,1,4,SFO 4,7,0,Marcel Shipp left guard for no gain (tackle by John Keith and Derek Smith),6.280,5.340
2,7:42,2,4,SFO 4,7,6,"Jake Plummer pass complete to Kevin Kasper for 4 yards, touchdown",5.340,7.000
2,7:42,,,SFO 4,7,7,Bill Gramatica kicks extra point good,0.000,0.000
2,7:42,,,ARI 30,7,7,"Bill Gramatica kicks off 57 yards, returned by Cedrick Wilson for 21 yards",0.000,1.200
2,7:31,1,10,SFO 34,7,7,Jeff Garcia pass complete to Tai Streets for 6 yards (tackle by Renaldo Hill),1.200,1.470
2,6:57,2,4,SFO 40,7,7,Jeff Garcia pass incomplete intended for Eric Johnson,1.470,0.760
2,6:53,3,4,SFO 40,7,7,--,0.760,2.190
2,6:14,1,10,SFO 49,7,7,Kevan Barlow right guard for 9 yards (tackle by Dennis Johnson and Ronald McKinnon),2.190,2.860
2,5:37,2,1,ARI 42,7,7,Kevan Barlow right guard for no gain (tackle by LeVar Woods),2.860,2.150
2,5:09,3,1,ARI 42,7,7,Fred Beasley right guard for 4 yards (tackle by Raynoch Thompson and Marcus Bell),2.150,3.050
2,4:33,1,10,ARI 38,7,7,Jeff Garcia pass incomplete intended for Tai Streets,3.050,2.510
2,4:28,1,10,ARI 38,,,Timeout #1 by San Francisco 49ers,3.050,2.510
2,4:28,2,10,ARI 38,7,7,"Kevan Barlow right end for -1 yards (tackle by Ronald McKinnon and Raynoch Thompson). Penalty on Scott Gragg: Offensive Holding, 10 yards (no play)",2.510,1.160
2,4:08,2,20,ARI 48,7,7,Jeff Garcia pass complete to J.J. Stokes for 10 yards (tackle by Renaldo Hill),1.160,1.820
2,3:26,3,10,ARI 38,7,7,Jeff Garcia pass complete to Cedrick Wilson for 14 yards (tackle by Kwamie Lassiter),1.820,3.970
2,2:48,1,10,ARI 24,7,7,--,3.970,3.700
2,2:14,2,8,ARI 22,7,7,Jeff Garcia pass complete to Justin Swift for 7 yards (tackle by Ronald McKinnon and Raynoch Thompson),3.700,4.170
2,2:00,3,1,ARI 15,7,7,Kevan Barlow right guard for 5 yards (tackle by Greg Jones and Kwamie Lassiter),4.170,4.910
2,1:19,1,10,ARI 10,7,7,Jeff Garcia pass complete to Justin Swift for 2 yards (tackle by Adrian Wilson),4.910,4.570
2,1:12,2,8,ARI 8,7,7,Kevan Barlow left end for 2 yards (tackle by Adrian Wilson and LeVar Woods),4.570,4.040
2,0:53,2,8,ARI 8,,,Timeout #2 by San Francisco 49ers,4.570,4.040
2,0:53,3,6,ARI 6,7,7,Jeff Garcia pass incomplete intended for Eric Johnson (defended by Raynoch Thompson),4.040,2.990
2,0:49,4,6,ARI 6,10,7,Jeff Chandler 24 yard field goal good,2.990,3.000
2,0:49,,,SFO 30,10,7,"Jeff Chandler kicks off 60 yards, returned by Kevin Kasper for 21 yards (tackle by Jason Moore)",0.000,1.000
2,0:39,1,10,ARI 31,10,7,Marcel Shipp left tackle for 4 yards (tackle by Julian Peterson),1.000,1.000
2,0:32,1,10,ARI 31,,,Timeout #1 by Arizona Cardinals,1.000,1.000
2,0:32,2,6,ARI 35,10,7,Jake Plummer sacked by Andre Carter for -6 yards,1.000,-0.490
2,0:04,3,12,ARI 29,10,7,Jake Plummer pass complete to Marcel Shipp for 6 yards (tackle by Julian Peterson),-0.490,-1.040
Quarter,Time,Down,ToGo,Location,SFO,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,10,7,"Bill Gramatica kicks off 54 yards, returned by Cedrick Wilson for 37 yards (tackle by Damien Anderson)",0.000,2.460
3,14:50,1,10,ARI 47,10,7,Jeff Garcia pass complete to Tai Streets for 33 yards (tackle by Duane Starks),2.460,4.650
3,14:09,1,10,ARI 14,10,7,Garrison Hearst right end for 6 yards (tackle by Michael Young and Russell Davis),4.650,5.090
3,13:28,2,4,ARI 8,16,7,"Garrison Hearst right tackle for 8 yards, touchdown",5.090,7.000
3,13:28,,,ARI 8,17,7,Jeff Chandler kicks extra point good,0.000,0.000
3,13:28,,,SFO 30,17,7,"Jeff Chandler kicks off 46 yards, returned by Steve Bush for 11 yards (tackle by Ronnie Heard)",0.000,1.270
,,,,,,,"ARI challenged the ruling, and the original play was overturned.",,
3,13:17,1,10,ARI 35,17,7,Jake Plummer pass complete to Jason McAddley for 9 yards (tackle by Ahmed Plummer),1.270,1.940
3,12:40,2,1,ARI 44,17,7,Marcel Shipp left tackle for no gain (tackle by Andre Carter),1.940,1.220
3,12:03,3,1,ARI 44,17,7,Marcel Shipp left end for no gain (tackle by Dana Stubblefield and Brandon Moore),1.220,-0.460
3,11:27,4,1,ARI 44,17,7,Scott Player punts 55 yards,-0.460,0.380
3,11:16,1,10,SFO 1,17,7,Fred Beasley left guard for 1 yard (tackle by LeVar Woods and Renaldo Hill),-0.380,-0.710
3,10:34,2,9,SFO 2,17,7,Jeff Garcia pass incomplete intended for Tai Streets,-0.710,-1.300
3,10:30,3,9,SFO 2,17,7,Jeff Garcia pass incomplete,-1.300,-2.490
3,10:30,4,9,SFO 2,17,7,Bill LaFleur punts 39 yards,-2.490,-2.850
3,10:14,1,10,SFO 41,17,7,Jake Plummer pass incomplete intended for Jason McAddley (defended by Tony Parrish),2.850,2.310
3,10:07,2,10,SFO 41,17,7,Jake Plummer pass incomplete intended for Jason McAddley,2.310,1.620
3,10:01,3,10,SFO 41,17,7,"Jake Plummer pass complete to Marcel Shipp for 15 yards (tackle by Julian Peterson and Mike Rumph). Penalty on Mike Rumph: Face Mask (5 Yards), 5 yards",1.620,4.170
3,9:31,1,10,SFO 21,17,7,Marcel Shipp left tackle for 4 yards (tackle by Derek Smith and John Keith),4.170,4.200
3,8:54,2,6,SFO 17,17,7,Jake Plummer pass incomplete intended for Kevin Kasper,4.200,3.460
3,8:47,3,6,SFO 17,17,7,Jake Plummer pass complete to Kevin Kasper for 8 yards (tackle by Mike Rumph and Ahmed Plummer),3.460,5.140
3,8:05,1,9,SFO 9,17,7,"Marcel Shipp middle for -8 yards (tackle by Derek Smith and Chike Okeafor). Marcel Shipp fumbles (forced by Derek Smith), recovered by Julian Peterson at SFO-17 and returned for 3 yards (tackle by Jake Plummer)",5.140,-0.280
3,7:56,1,10,SFO 20,17,7,Jeff Garcia pass complete to J.J. Stokes for 5 yards (tackle by Renaldo Hill),0.280,0.410
3,7:20,2,5,SFO 25,17,7,Garrison Hearst left guard for 4 yards (tackle by Justin Lucas and Ronald McKinnon),0.410,0.230
3,6:42,3,1,SFO 29,17,7,--,0.230,1.200
3,6:06,1,10,SFO 34,17,7,Jeff Garcia pass complete to Tai Streets for 17 yards (tackle by Duane Starks),1.200,2.320
3,5:28,1,10,ARI 49,17,7,Garrison Hearst right tackle for 2 yards (tackle by Duane Starks),2.320,2.050
3,4:46,2,8,ARI 47,17,7,Jeff Garcia middle for 7 yards (tackle by Raynoch Thompson),2.050,2.280
3,4:08,3,1,ARI 40,17,7,Fred Beasley middle for 4 yards (tackle by LeVar Woods and Kwamie Lassiter),2.280,3.180
3,3:29,1,10,ARI 36,17,7,Jeff Garcia pass incomplete intended for J.J. Stokes,3.180,2.640
3,3:26,2,10,ARI 36,17,7,Jeff Garcia pass complete to Eric Johnson for 7 yards (tackle by Adrian Wilson),2.640,2.870
3,2:55,3,3,ARI 29,17,7,Jeff Garcia pass complete to Tai Streets for 3 yards (tackle by Renaldo Hill),2.870,3.840
3,2:18,1,10,ARI 26,17,7,Garrison Hearst right guard for 3 yards (tackle by Adrian Wilson),3.840,3.700
3,1:38,2,7,ARI 23,17,7,Jeff Garcia pass incomplete intended for Eric Johnson,3.700,3.010
3,1:30,3,7,ARI 23,17,7,Jeff Garcia pass complete to Eric Johnson for 6 yards (tackle by Justin Lucas and Raynoch Thompson),3.010,2.460
3,1:04,4,1,ARI 17,17,7,"Jeff Garcia for no gain. Jeff Garcia fumbles, recovered by Justin Lucas at ARI-17 (tackle by Fred Beasley)",2.460,0.060
3,0:59,1,10,ARI 17,17,7,Marcel Shipp left tackle for 3 yards (tackle by Derek Smith and Dana Stubblefield),-0.060,-0.060
3,0:31,2,7,ARI 20,17,7,Jake Plummer pass complete to Marcel Shipp for 5 yards (tackle by Ahmed Plummer),-0.060,-0.240
Quarter,Time,Down,ToGo,Location,SFO,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,ARI 25,17,7,Kevin Kasper for 9 yards (tackle by Sean Moran and Tony Parrish),-0.240,1.200
4,14:26,1,10,ARI 34,17,7,Jake Plummer pass incomplete intended for Kevin Kasper (defended by Julian Peterson),1.200,0.660
4,14:23,2,10,ARI 34,17,7,Jake Plummer sacked by Josh Shaw for -5 yards,0.660,-0.690
4,13:52,3,15,ARI 29,17,7,Jake Plummer pass incomplete intended for Marcel Shipp (defended by Tony Parrish),-0.690,-1.440
4,13:46,4,15,ARI 29,17,7,Scott Player punts 42 yards,-1.440,-0.870
4,13:33,1,10,SFO 29,17,7,Jeff Garcia pass complete to J.J. Stokes for 12 yards (tackle by Renaldo Hill and Ronald McKinnon),0.870,1.660
4,12:54,1,10,SFO 41,17,7,Kevan Barlow right tackle for 4 yards (tackle by Ronald McKinnon),1.660,1.660
4,12:17,2,6,SFO 45,17,7,Kevan Barlow middle for no gain (tackle by Barron Tanner),1.660,0.960
4,11:38,3,6,SFO 45,17,7,Jeff Garcia pass incomplete intended for J.J. Stokes,0.960,-0.390
4,11:38,4,6,SFO 45,17,7,--,-0.390,-0.670
4,11:17,1,10,ARI 26,17,7,Jake Plummer pass complete to Nate Poole for 6 yards (tackle by Mike Rumph),0.670,0.940
4,10:49,2,4,ARI 32,17,7,Marcel Shipp right guard for 12 yards (tackle by Ronnie Heard),0.940,1.860
4,10:27,1,10,ARI 44,17,7,Marcel Shipp right end for no gain (tackle by Julian Peterson),1.860,1.320
4,9:55,2,10,ARI 44,17,7,Jake Plummer pass complete to Nate Poole for 4 yards (tackle by Julian Peterson),1.320,1.160
4,9:25,3,6,ARI 48,17,7,"Jake Plummer sacked by Chike Okeafor for -7 yards. Jake Plummer fumbles (forced by Chike Okeafor), recovered by Nate Poole at ARI-43",1.160,-0.520
4,8:57,4,11,ARI 43,17,7,"Scott Player punts 42 yards, returned by Cedrick Wilson for 6 yards (tackle by Dennis McKinley)",-0.520,-0.340
4,8:35,1,10,SFO 21,17,7,Jeff Garcia pass incomplete intended for Tai Streets,0.340,-0.200
4,8:30,2,10,SFO 21,17,7,Jeff Garcia pass complete to Tai Streets for 1 yard (tackle by Renaldo Hill and Adrian Wilson),-0.200,-0.760
4,7:48,3,9,SFO 22,17,7,Jeff Garcia pass incomplete intended for Tai Streets is intercepted by Renaldo Hill at SFO-34 and returned for 1 yard,-0.760,-3.380
4,7:38,1,10,SFO 33,17,7,Jake Plummer pass complete to Steve Bush for 3 yards (tackle by Julian Peterson),3.380,3.240
4,7:04,2,7,SFO 30,17,7,Marcel Shipp left tackle for 9 yards (tackle by Chike Okeafor and Tony Parrish),3.240,4.170
4,6:36,1,10,SFO 21,17,7,Marcel Shipp middle for 1 yard (tackle by Bryant Young and Dana Stubblefield),4.170,3.760
4,6:02,2,9,SFO 20,17,7,Jake Plummer pass complete to Steve Bush for 7 yards (tackle by Derek Smith),3.760,4.240
4,5:23,3,2,SFO 13,17,7,Marcel Shipp left guard for 2 yards (tackle by Derek Smith and Andre Carter),4.240,4.840
4,4:53,1,10,SFO 11,17,7,Marcel Shipp right guard for 5 yards (tackle by Chike Okeafor and Dana Stubblefield),4.840,5.080
4,4:16,2,5,SFO 6,17,13,"Jake Plummer pass complete to Kevin Kasper for 6 yards, touchdown",5.080,7.000
4,4:16,,,SFO 6,17,14,Bill Gramatica kicks extra point good,0.000,0.000
4,4:16,,,ARI 30,17,14,--,0.000,0.870
4,4:02,1,10,SFO 29,17,14,Kevan Barlow right tackle for no gain (tackle by Barron Tanner),0.870,0.330
4,3:47,1,10,SFO 29,,,Timeout #1 by Arizona Cardinals,0.870,0.330
4,3:47,2,10,SFO 29,17,14,Jeff Garcia pass complete to J.J. Stokes for 21 yards (tackle by Kwamie Lassiter),0.330,2.260
4,3:34,2,10,SFO 29,,,Timeout #2 by Arizona Cardinals,0.330,2.260
4,3:34,1,10,,17,14,Kevan Barlow right tackle for 5 yards (tackle by Dennis Johnson),2.260,2.390
4,3:26,1,10,,,,Timeout #3 by Arizona Cardinals,2.260,2.390
4,3:26,2,5,ARI 45,17,14,Kevan Barlow right guard for 4 yards (tackle by Marcus Bell),2.390,2.210
4,2:41,3,1,ARI 41,17,14,Kevan Barlow right tackle for 9 yards (tackle by Renaldo Hill and Michael Young),2.210,3.450
4,2:00,1,10,ARI 32,17,14,Jeff Garcia middle for -1 yards,3.450,2.770
4,1:19,2,11,ARI 33,17,14,Jeff Garcia middle for no gain,2.770,2.080
4,0:39,3,11,ARI 33,17,14,Jeff Garcia middle for -1 yards,2.080,1.060
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
