Quarter,Time,Down,ToGo,Location,DET,WAS,Detail,EPB,EPA
1,9:39,4,3,WAS 49,0,0,"Saverio Rocca punts 42 yards, fair catch by Micheal Spurlock",-0.130,0.380
1,9:31,1,10,DET 9,0,6,"Matthew Stafford pass incomplete short right intended for Calvin Johnson is intercepted by DeAngelo Hall at DET-17 and returned for 17 yards, touchdown",-0.380,-7.000
1,9:23,,,DET 2,0,7,John Potter kicks extra point good,0.000,0.000
1,9:23,,,WAS 35,0,7,"John Potter kicks off 65 yards, returned by Micheal Spurlock for 15 yards (tackle by Bryan Kehl)",0.000,0.220
1,9:19,1,10,DET 15,0,7,Joique Bell left guard for no gain (tackle by Perry Riley and Chris Neild),-0.220,-0.710
1,8:36,2,10,DET 15,0,7,Matthew Stafford pass incomplete short right intended for Nate Burleson,-0.710,-1.370
1,8:33,3,10,DET 15,0,7,"Matthew Stafford pass complete short middle to Joique Bell for 37 yards (tackle by Josh Wilson). Penalty on Perry Riley: Roughing the Passer, 15 yards",-1.370,3.380
1,7:59,1,10,WAS 33,0,7,Joique Bell up the middle for -2 yards (tackle by London Fletcher and Josh Wilson),3.380,2.570
1,7:15,2,12,WAS 35,0,7,Matthew Stafford pass complete short left to Nate Burleson for 6 yards (tackle by DeAngelo Hall),2.570,2.680
1,6:42,3,6,WAS 29,0,7,"Matthew Stafford pass incomplete deep right intended for Calvin Johnson. Penalty on London Fletcher: Defensive Holding, 5 yards (no play)",2.680,3.970
1,6:37,1,10,WAS 24,0,7,Matthew Stafford pass complete short left to Nate Burleson for 1 yard (tackle by David Amerson),3.970,3.570
1,5:53,2,9,WAS 23,0,7,Matthew Stafford pass complete short middle to Joique Bell for 11 yards (tackle by Perry Riley and London Fletcher),3.570,4.780
1,5:20,1,10,WAS 12,6,7,"Joique Bell right guard for 12 yards, touchdown",4.780,7.000
1,5:20,,,WAS 2,7,7,David Akers kicks extra point good,0.000,0.000
1,5:20,,,DET 35,7,7,"Sam Martin kicks off 65 yards, returned by Chris Thompson for 16 yards (tackle by DeJon Gomes). Penalty on Jonte Green: Illegal Formation, 5 yards (no play)",0.000,0.000
1,5:20,,,DET 30,7,7,"Sam Martin kicks off 70 yards, returned by Chris Thompson for 19 yards (tackle by Jonte Green)",0.000,-0.150
1,5:05,1,10,WAS 19,7,7,Alfred Morris left end for 1 yard (tackle by DeAndre Levy),0.150,-0.200
1,4:30,2,9,WAS 20,7,7,Robert Griffin pass incomplete short right intended for Alfred Morris,-0.200,-0.940
1,4:24,3,9,WAS 20,7,7,Robert Griffin pass complete short left to Santana Moss for 5 yards (tackle by Louis Delmas and Nick Fairley),-0.940,-1.700
1,3:52,4,4,WAS 25,7,7,"Saverio Rocca punts 60 yards, returned by Micheal Spurlock for 9 yards (tackle by Jerome Murphy). Penalty on Rocky McIntosh: Offensive Holding, 7 yards, Penalty on Travis Lewis: Illegal Block Above the Waist (Declined)",-1.700,0.380
1,3:39,1,10,DET 8,7,7,Matthew Stafford pass complete deep middle to Calvin Johnson for 18 yards (tackle by DeAngelo Hall),-0.380,0.670
1,3:04,1,10,DET 26,7,7,Joique Bell left tackle for 4 yards (tackle by London Fletcher and Josh Wilson),0.670,0.670
1,2:26,2,6,DET 30,7,7,Matthew Stafford pass incomplete short middle intended for Nate Burleson,0.670,-0.030
1,2:22,3,6,DET 30,7,7,Matthew Stafford pass complete deep middle to Calvin Johnson for 20 yards (tackle by Brandon Meriweather),-0.030,2.260
1,1:43,1,10,,7,7,Matthew Stafford pass complete short middle to Ryan Broyles for 17 yards (tackle by Brandon Meriweather),2.260,3.380
1,0:59,1,10,WAS 33,7,7,Matthew Stafford pass complete short middle to Nate Burleson for 15 yards (tackle by Brandon Meriweather),3.380,4.370
1,0:17,1,10,WAS 18,7,7,Joique Bell up the middle for 13 yards (tackle by Ryan Kerrigan),4.370,6.060
Quarter,Time,Down,ToGo,Location,DET,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,5,WAS 5,7,7,Matthew Stafford pass incomplete short left intended for Joique Bell,6.060,5.150
2,14:56,2,5,WAS 5,7,7,Matthew Stafford pass incomplete short right intended for Calvin Johnson (defended by Ryan Kerrigan),5.150,4.260
2,14:53,3,5,WAS 5,13,7,"Matthew Stafford pass complete short middle to Joseph Fauria for 5 yards, touchdown",4.260,7.000
2,14:53,,,WAS 2,14,7,David Akers kicks extra point good,0.000,0.000
2,14:53,,,DET 35,14,7,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
2,14:47,1,10,WAS 20,14,7,Robert Griffin pass complete short middle to Jordan Reed for 11 yards (tackle by Glover Quin),0.280,1.000
2,14:14,1,10,WAS 31,14,7,Alfred Morris left guard for 4 yards (tackle by Willie Young and Ndamukong Suh),1.000,1.000
2,13:39,2,6,WAS 35,14,7,Alfred Morris right end for 2 yards (tackle by Willie Young and Ezekiel Ansah),1.000,0.560
2,13:03,3,4,WAS 37,14,7,Robert Griffin pass complete short right to Pierre Garcon for 7 yards (tackle by DeAndre Levy and Chris Houston),0.560,1.860
2,12:27,1,10,WAS 44,14,7,Alfred Morris left end for 5 yards (tackle by Willie Young),1.860,1.990
2,11:51,2,5,WAS 49,14,7,Robert Griffin pass complete short middle to Pierre Garcon for 8 yards (tackle by Chris Houston),1.990,2.720
2,11:11,1,10,DET 43,14,7,Robert Griffin pass complete short right to Logan Paulsen for 13 yards (tackle by Ashlee Palmer),2.720,3.580
2,10:34,1,10,DET 30,14,7,Robert Griffin pass complete short right to Leonard Hankerson for 5 yards (tackle by Bill Bentley),3.580,3.710
2,10:10,2,5,DET 25,14,7,"Alfred Morris left end for 10 yards (tackle by Glover Quin and DeAndre Levy). Penalty on Pierre Garcon: Illegal Formation, 5 yards (no play)",3.710,3.710
2,9:41,2,5,DET 25,14,7,Timeout #1 by Washington Redskins,3.710,3.030
2,9:41,2,10,DET 30,14,7,Robert Griffin pass complete short left to Jordan Reed for 11 yards (tackle by Glover Quin),3.030,4.310
2,9:07,1,10,DET 19,14,7,Robert Griffin pass incomplete short right intended for Pierre Garcon is intercepted by Chris Houston at DET-13 and returned for 4 yards (tackle by Pierre Garcon),4.310,0.060
2,8:58,1,10,DET 17,14,7,Joique Bell up the middle for 1 yard (tackle by Perry Riley and Ryan Kerrigan),-0.060,-0.420
2,8:15,2,9,DET 18,14,7,Matthew Stafford pass complete short middle to Theo Riddick for 8 yards (tackle by Perry Riley),-0.420,-0.120
2,7:37,3,1,DET 26,14,7,Matthew Stafford pass complete short right to Tony Scheffler for -1 yards (tackle by Ryan Kerrigan),-0.120,-1.700
2,7:04,4,2,DET 25,14,7,"Sam Martin punts 54 yards, returned by Chris Thompson for 7 yards (tackle by Rocky McIntosh)",-1.700,-0.810
2,6:53,1,10,WAS 28,14,7,"Robert Griffin pass complete deep right to Aldrick Robinson for 29 yards (tackle by Stephen Tulloch and Ashlee Palmer). Penalty on Trent Williams: Offensive Holding, 10 yards (no play)",0.810,-0.040
2,6:19,1,20,WAS 18,14,7,Robert Griffin pass incomplete short left intended for Jordan Reed,-0.040,-1.190
2,6:14,2,20,WAS 18,14,7,Robert Griffin pass complete short middle to Jordan Reed for 12 yards (tackle by Glover Quin),-1.190,-0.160
2,6:14,3,8,WAS 30,14,7,"Penalty on Willie Young: Neutral Zone Infraction, 5 yards (no play)",-0.160,0.500
2,5:27,3,3,WAS 35,14,7,Robert Griffin pass complete short middle to Josh Morgan for 12 yards (tackle by Rashean Mathis),0.500,2.060
2,4:53,1,10,WAS 47,14,7,Robert Griffin pass incomplete deep middle intended for Pierre Garcon,2.060,1.520
2,4:47,2,10,WAS 47,14,7,Alfred Morris right guard for 5 yards (tackle by Glover Quin),1.520,1.490
2,4:07,3,5,DET 48,14,7,Robert Griffin pass complete short right to Santana Moss for 18 yards (tackle by Chris Houston),1.490,3.580
2,3:38,1,10,DET 30,14,13,"Alfred Morris right end for 30 yards, touchdown",3.580,7.000
2,3:38,,,DET 2,14,14,John Potter kicks extra point good,0.000,0.000
2,3:38,,,WAS 35,14,14,"John Potter kicks off 65 yards, touchback",0.000,-0.280
2,3:29,1,10,DET 20,14,14,Theo Riddick left guard for 2 yards (tackle by Stephen Bowen and Kedric Golston),0.280,0.000
2,2:52,2,8,DET 22,14,14,Matthew Stafford pass complete short middle to Calvin Johnson for 13 yards (tackle by Brandon Meriweather),0.000,1.270
2,2:12,1,10,DET 35,14,14,Theo Riddick left end for -4 yards (tackle by Brian Orakpo),1.270,0.180
2,2:00,2,14,DET 31,14,14,Matthew Stafford pass complete short middle to Nate Burleson for 41 yards (tackle by Brandon Meriweather),0.180,3.710
2,1:50,1,10,WAS 28,14,14,Matthew Stafford pass complete short middle to Ryan Broyles for 14 yards (tackle by Brandon Meriweather),3.710,4.650
2,1:09,1,10,WAS 14,14,14,Matthew Stafford pass incomplete short right intended for Calvin Johnson (defended by DeAngelo Hall),4.650,4.000
2,1:03,2,10,WAS 14,14,14,Matthew Stafford pass incomplete short middle intended for Calvin Johnson,4.000,3.110
2,0:58,3,10,WAS 14,14,14,Matthew Stafford pass incomplete short middle intended for Calvin Johnson,3.110,2.510
2,0:49,4,10,WAS 14,17,14,David Akers 32 yard field goal good,2.510,3.000
2,0:49,,,DET 35,17,14,"Sam Martin kicks off 69 yards, returned by Chris Thompson for 26 yards (tackle by John Wendling)",0.000,-0.410
2,0:38,1,10,WAS 22,17,14,"Robert Griffin pass incomplete short right intended for Pierre Garcon. Penalty on Chris Houston: Defensive Pass Interference, 4 yards (no play)",0.410,0.670
2,0:36,1,10,WAS 26,17,14,Robert Griffin pass complete short middle to Jordan Reed for 9 yards (tackle by DeAndre Levy),0.670,1.350
2,0:17,2,1,WAS 35,17,14,Robert Griffin pass complete short middle to Santana Moss for 6 yards (tackle by Stephen Tulloch),1.350,1.350
2,0:13,2,1,WAS 35,17,14,Timeout #2 by Washington Redskins,1.350,1.660
2,0:13,1,10,WAS 41,17,14,"Robert Griffin sacked by Ezekiel Ansah for -8 yards. Robert Griffin fumbles (forced by Ezekiel Ansah), recovered by Robert Griffin at WAS-28. Penalty on Nick Fairley: Unnecessary Roughness, 15 yards",1.660,1.660
2,0:02,1,10,WAS 41,17,14,Timeout #1 by Detroit Lions,1.660,1.800
2,0:02,1,10,WAS 43,17,14,Robert Griffin pass incomplete deep right intended for Leonard Hankerson,1.800,1.250
Quarter,Time,Down,ToGo,Location,DET,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,17,14,"Sam Martin kicks off no gain, out of bounds",0.000,1.600
3,15:00,1,10,WAS 40,17,14,Robert Griffin right end for 4 yards (tackle by Glover Quin),1.600,1.590
3,14:21,2,6,WAS 44,17,14,Robert Griffin pass complete deep left to Pierre Garcon for 27 yards (tackle by Louis Delmas),1.590,3.640
3,13:38,1,10,DET 29,17,14,Alfred Morris up the middle for no gain (tackle by Ezekiel Ansah and Nick Fairley),3.640,3.100
3,13:01,2,10,DET 29,17,14,Alfred Morris right end for 4 yards (tackle by Corey Hilliard and Ezekiel Ansah),3.100,2.940
3,12:22,3,6,DET 25,17,14,Robert Griffin pass incomplete short middle intended for Leonard Hankerson (defended by Rashean Mathis),2.940,1.830
3,12:16,4,6,DET 25,17,17,John Potter 43 yard field goal good,1.830,3.000
3,12:16,,,WAS 35,17,17,"John Potter kicks off 65 yards, touchback",0.000,-0.280
3,12:11,1,10,DET 20,17,17,Matthew Stafford pass complete short middle to Nate Burleson for 6 yards (tackle by Josh Wilson),0.280,0.540
3,11:38,2,4,DET 26,17,17,Joique Bell left tackle for no gain (tackle by Ryan Kerrigan),0.540,-0.160
3,10:58,3,4,DET 26,17,17,Matthew Stafford pass incomplete short middle intended for Kris Durham,-0.160,-1.630
3,10:53,4,4,DET 26,17,17,"Sam Martin punts 51 yards, returned by Chris Thompson for 4 yards (tackle by Rocky McIntosh)",-1.630,-0.740
3,10:42,1,10,WAS 27,17,17,Robert Griffin pass incomplete deep middle intended for Santana Moss (defended by Bill Bentley),0.740,0.200
3,10:36,2,10,WAS 27,17,17,"Alfred Morris left tackle for 1 yard (tackle by C.J. Mosley). Penalty on C.J. Mosley: Face Mask (15 Yards), 15 yards",0.200,1.800
3,10:18,1,10,WAS 43,17,17,Alfred Morris right tackle for 1 yard (tackle by C.J. Mosley),1.800,1.390
3,9:39,2,9,WAS 44,17,17,Robert Griffin pass complete short right to Leonard Hankerson for 10 yards (tackle by Chris Houston),1.390,2.520
3,9:07,1,10,DET 46,17,17,Robert Griffin sacked by Ezekiel Ansah for -13 yards,2.520,0.220
3,8:28,2,23,WAS 41,17,17,Robert Griffin pass complete short left to Pierre Garcon for 5 yards (tackle by Ndamukong Suh),0.220,0.230
3,7:49,3,18,WAS 46,17,17,Robert Griffin pass complete short middle to Santana Moss for 13 yards (tackle by Stephen Tulloch),0.230,0.530
3,7:14,4,5,DET 41,17,17,"Saverio Rocca punts 31 yards, fair catch by Micheal Spurlock",0.530,0.380
3,7:07,1,10,DET 10,17,17,Joique Bell left guard for 5 yards (tackle by Nick Barnett and Josh Wilson),-0.380,-0.350
3,6:24,2,5,DET 15,17,17,Matthew Stafford pass complete short right to Tony Scheffler for 6 yards (tackle by Nick Barnett),-0.350,0.340
3,5:41,1,10,DET 21,17,17,Matthew Stafford pass complete short middle to Calvin Johnson for 12 yards (tackle by Josh Wilson),0.340,1.140
3,5:03,1,10,DET 33,17,17,Joique Bell right guard for 11 yards (tackle by Brandon Meriweather and Ryan Kerrigan),1.140,1.860
3,4:22,1,10,DET 44,17,17,Matthew Stafford pass incomplete deep right intended for Theo Riddick,1.860,1.320
3,4:17,2,10,DET 44,17,17,Joique Bell up the middle for 1 yard (tackle by Barry Cofield),1.320,0.760
3,3:35,3,9,DET 45,17,17,Matthew Stafford pass incomplete deep left intended for Calvin Johnson,0.760,-0.390
3,3:27,4,9,DET 45,17,17,"Sam Martin punts 35 yards, out of bounds",-0.390,-0.280
3,3:21,1,10,WAS 20,17,17,Alfred Morris left guard for 3 yards (tackle by DeAndre Levy and Stephen Tulloch),0.280,0.140
3,2:49,2,7,WAS 23,17,17,Alfred Morris left end for 1 yard (tackle by Ezekiel Ansah),0.140,-0.430
3,2:49,3,6,WAS 24,17,17,"Penalty on Chris Chester: False Start, 5 yards (no play)",-0.430,-1.140
3,1:54,3,11,WAS 19,17,17,Robert Griffin pass complete short right to Jordan Reed for 7 yards (tackle by Louis Delmas and Ezekiel Ansah),-1.140,-1.630
3,1:23,4,4,WAS 26,17,17,"Saverio Rocca punts 63 yards, returned by Micheal Spurlock for 9 yards (tackle by Logan Paulsen)",-1.630,-0.280
3,1:13,1,10,DET 20,17,17,Matthew Stafford pass complete short left to Joique Bell for 5 yards (tackle by London Fletcher and Brian Orakpo),0.280,0.410
3,0:36,2,5,DET 25,17,17,Matthew Stafford pass incomplete short middle intended for Nate Burleson,0.410,-0.300
3,0:33,3,5,DET 25,17,17,Matthew Stafford pass complete short right to Ryan Broyles for 3 yards (tackle by DeAngelo Hall and Phillip Merling),-0.300,-1.500
Quarter,Time,Down,ToGo,Location,DET,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,2,DET 28,17,17,"Sam Martin punts 72 yards, touchback",-1.500,-0.280
4,14:51,1,10,WAS 20,17,17,Robert Griffin pass incomplete short middle intended for Leonard Hankerson,0.280,-0.270
4,14:47,2,10,WAS 20,17,17,Robert Griffin right end for 2 yards (tackle by DeAndre Levy),-0.270,-0.690
4,14:16,3,8,WAS 22,17,17,Robert Griffin pass complete short left to Pierre Garcon for 17 yards (tackle by Rashean Mathis),-0.690,1.530
4,13:52,1,10,WAS 39,17,17,Alfred Morris left tackle for 4 yards (tackle by Ndamukong Suh),1.530,1.530
4,13:17,2,6,WAS 43,17,17,Robert Griffin pass complete short right to Josh Morgan for 7 yards (tackle by Chris Houston),1.530,2.260
4,12:50,1,10,,17,17,"Robert Griffin up the middle for 21 yards. Robert Griffin fumbles, recovered by Glover Quin at DET-25 (tackle by Logan Paulsen)",2.260,-0.610
4,12:38,1,10,DET 25,17,17,Matthew Stafford pass complete deep right to Calvin Johnson for 18 yards. Penalty on WAS: Illegal Use of Hands (Declined),0.610,1.800
4,12:13,1,10,DET 43,17,17,Matthew Stafford pass complete deep middle to Nate Burleson for 47 yards (tackle by London Fletcher),1.800,4.910
4,11:26,1,10,WAS 10,17,17,Matthew Stafford pass incomplete short left intended for Joseph Fauria,4.910,4.190
4,11:21,2,10,WAS 10,17,17,Matthew Stafford pass incomplete short right intended for Kris Durham (defended by David Amerson),4.190,3.130
4,11:17,3,10,WAS 10,17,17,Matthew Stafford pass incomplete short middle intended for Joseph Fauria,3.130,2.760
4,11:13,4,10,WAS 10,20,17,David Akers 28 yard field goal good,2.760,3.000
4,11:13,,,DET 35,20,17,"Sam Martin kicks off 71 yards, returned by Josh Morgan for 19 yards (tackle by John Wendling)",0.000,0.320
4,11:03,1,10,WAS 13,20,17,Robert Griffin pass complete short middle to Logan Paulsen for 19 yards (tackle by DeAndre Levy and Louis Delmas),-0.320,1.070
4,10:31,1,10,WAS 32,20,17,Alfred Morris right guard for 3 yards (tackle by Ndamukong Suh and Willie Young),1.070,0.930
4,9:55,2,7,WAS 35,20,17,Robert Griffin pass complete short left to Pierre Garcon for 8 yards (tackle by DeAndre Levy),0.930,1.800
4,9:15,1,10,WAS 43,20,17,Robert Griffin pass incomplete deep middle intended for Aldrick Robinson (defended by Rashean Mathis),1.800,1.250
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
4,9:05,2,10,WAS 43,20,17,"Robert Griffin for no gain. Robert Griffin fumbles, recovered by Robert Griffin at WAS-33",1.250,-0.760
4,8:35,3,20,WAS 33,20,17,Robert Griffin left end for 3 yards (tackle by Rashean Mathis),-0.760,-0.980
4,8:23,4,17,WAS 36,20,17,"Saverio Rocca punts 35 yards, out of bounds",-0.980,-0.870
4,8:15,1,10,DET 29,20,17,Matthew Stafford pass complete short left to Joique Bell for 16 yards (tackle by Perry Riley),0.870,1.930
4,7:36,1,10,DET 45,20,17,Joique Bell right guard for 1 yard (tackle by Chris Neild),1.930,1.520
4,6:58,2,9,DET 46,20,17,Matthew Stafford pass complete deep left to Kris Durham for 33 yards (tackle by David Amerson),1.520,4.170
4,6:16,1,10,WAS 21,20,17,Joique Bell up the middle for 9 yards (tackle by Brandon Meriweather),4.170,5.160
4,5:35,2,1,WAS 12,20,17,Joique Bell for no gain (tackle by Perry Riley and Ryan Kerrigan),5.160,4.490
4,5:06,3,1,WAS 12,20,17,Joique Bell left guard for no gain (tackle by David Amerson and Barry Cofield),4.490,2.780
4,4:47,4,1,WAS 12,20,17,Matthew Stafford left tackle for 2 yards (tackle by Brian Orakpo and Perry Riley),2.780,4.910
4,4:08,1,10,WAS 10,20,17,Joique Bell right guard for -1 yards (tackle by Perry Riley and London Fletcher),4.910,4.020
4,4:02,2,11,WAS 11,26,17,"Matthew Stafford pass complete short middle to Calvin Johnson for 11 yards, touchdown",4.020,7.000
4,4:02,,,WAS 2,27,17,David Akers kicks extra point good,0.000,0.000
4,4:02,,,DET 35,27,17,"Sam Martin kicks off 64 yards, returned by Josh Morgan for 24 yards (tackle by Travis Lewis)",0.000,-0.610
4,3:51,1,10,WAS 25,27,17,Robert Griffin pass complete short right to Logan Paulsen for 9 yards (tackle by Chris Houston and DeAndre Levy),0.610,1.280
4,3:29,2,1,WAS 34,27,17,Robert Griffin pass incomplete short right intended for Logan Paulsen,1.280,0.560
4,3:28,3,1,WAS 34,27,17,"Robert Griffin pass complete short left to Pierre Garcon for 4 yards (tackle by Rashean Mathis). Penalty on Rashean Mathis: Unnecessary Roughness, 15 yards",0.560,2.460
4,3:28,1,10,DET 47,27,17,"Penalty on Robert Griffin: False Start, 5 yards (no play)",2.460,2.130
4,3:23,1,15,WAS 48,27,17,Robert Griffin pass complete short left to Logan Paulsen for 10 yards (tackle by Rashean Mathis and Stephen Tulloch),2.130,2.590
4,2:59,2,5,DET 42,27,17,Robert Griffin pass complete to Santana Moss for 10 yards (tackle by Stephen Tulloch),2.590,3.450
4,2:39,1,10,DET 32,27,17,Robert Griffin pass incomplete short left intended for Santana Moss (defended by Rashean Mathis),3.450,2.900
4,2:36,2,10,DET 32,27,17,Robert Griffin pass complete short right to Santana Moss for 14 yards (tackle by Louis Delmas),2.900,4.370
4,2:29,1,10,DET 18,27,17,Robert Griffin pass incomplete short right intended for Leonard Hankerson,4.370,3.800
4,2:20,2,10,DET 18,27,17,Robert Griffin pass complete short right to Roy Helu for 15 yards (tackle by Louis Delmas and DeAndre Levy),3.800,6.510
4,2:00,1,3,DET 3,27,17,Robert Griffin pass incomplete short right intended for Pierre Garcon,6.510,5.530
4,1:53,2,3,DET 3,27,17,Robert Griffin pass incomplete short middle intended for Pierre Garcon (defended by Louis Delmas),5.530,4.720
4,1:49,3,3,DET 3,27,17,Robert Griffin pass incomplete short right intended for Niles Paul,4.720,3.040
4,1:44,4,3,DET 3,27,20,John Potter 21 yard field goal good,3.040,3.000
4,1:40,4,3,DET 3,27,20,Timeout #1 by Detroit Lions,3.040,0.000
4,1:44,,,WAS 35,27,20,John Potter kicks onside 8 yards,0.000,-2.720
4,1:40,1,10,WAS 43,27,20,Joique Bell right tackle for 2 yards (tackle by Brian Orakpo and Stephen Bowen),2.720,2.720
4,1:36,1,10,WAS 43,27,20,Timeout #1 by Washington Redskins,2.720,2.450
4,1:36,2,8,WAS 41,27,20,Joique Bell right end for -1 yards (tackle by Barry Cofield and London Fletcher),2.450,2.450
4,1:30,2,8,WAS 41,27,20,Timeout #2 by Washington Redskins,2.450,1.620
4,1:30,3,9,WAS 42,27,20,Joique Bell left end for -3 yards (tackle by Stephen Bowen and Kedric Golston),1.620,0.270
4,1:30,4,12,WAS 45,27,20,"Penalty on Sam Martin: Delay of Game, 5 yards (no play)",0.270,-0.060
4,0:44,4,17,,27,20,"Sam Martin punts 50 yards, touchback",-0.060,-0.280
4,0:38,1,10,WAS 20,27,20,Robert Griffin pass complete short left to Roy Helu for 7 yards (tackle by Rashean Mathis),0.280,0.680
4,0:19,2,3,WAS 27,27,20,Robert Griffin pass complete short left to Santana Moss for 11 yards,0.680,1.470
4,0:12,1,10,WAS 38,27,20,Robert Griffin pass complete short right to Roy Helu for 13 yards,1.470,1.470
4,0:06,1,10,WAS 38,27,20,Timeout #2 by Detroit Lions,1.470,2.320
4,0:06,1,10,DET 49,27,20,Robert Griffin pass incomplete deep right intended for Pierre Garcon,2.320,1.780
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
