Quarter,Time,Down,ToGo,Location,IND,HOU,Detail,EPB,EPA
2,7:04,3,10,IND 39,0,14,Andrew Luck pass incomplete short right intended for Griff Whalen,0.300,-0.780
2,6:59,4,10,IND 39,0,14,"Pat McAfee punts 51 yards, fair catch by Keshawn Martin",-0.780,0.380
2,6:50,1,10,HOU 10,0,14,Case Keenum pass complete deep right to Andre Johnson for 18 yards (tackle by Erik Walden),-0.380,0.810
2,6:11,1,10,HOU 28,0,14,Case Keenum pass incomplete short right intended for Andre Johnson,0.810,0.260
2,6:05,2,10,HOU 28,0,14,Ben Tate right guard for 2 yards (tackle by Ricardo Mathews),0.260,-0.160
2,5:22,3,8,HOU 30,0,14,Case Keenum pass incomplete deep middle intended for DeAndre Hopkins,-0.160,-1.370
2,5:15,4,8,HOU 30,0,14,"Shane Lechler punts 57 yards, returned by T.Y. Hilton for 34 yards (tackle by Shane Lechler)",-1.370,-2.060
2,5:00,1,10,IND 47,0,14,"Andrew Luck pass incomplete deep middle intended for Darrius Heyward-Bey. Penalty on Kareem Jackson: Defensive Pass Interference, 46 yards (no play)",2.060,5.600
2,4:53,1,7,HOU 7,0,14,Donald Brown right guard for 1 yard (tackle by Whitney Mercilus),5.600,4.950
2,4:14,2,6,HOU 6,0,14,Andrew Luck sacked by Antonio Smith for -6 yards,4.950,3.100
2,3:38,3,12,HOU 12,0,14,Andrew Luck pass incomplete short middle intended for Griff Whalen,3.100,2.630
2,3:33,4,12,HOU 12,3,14,Adam Vinatieri 30 yard field goal good,2.630,3.000
2,,,,IND 35,,,"Pat McAfee kicks off 66 yards, returned by Keshawn Martin for 29 yards (tackle by LaVon Brazill). Keshawn Martin fumbles, ball out of bounds at HOU-28",,
,,,,,,,"Replay Assistant challenged the loose ball recovery ruling, and the original play was overturned.",,
2,3:20,1,10,HOU 28,3,14,Dennis Johnson right tackle for 3 yards (tackle by Pat Angerer),0.810,0.670
2,2:46,2,7,HOU 31,3,14,Dennis Johnson right guard for 5 yards (tackle by Jerrell Freeman and Pat Angerer),0.670,0.630
2,2:00,3,2,HOU 36,3,14,Case Keenum pass complete deep left to Andre Johnson for 30 yards (tackle by Darius Butler),0.630,3.310
2,1:21,1,10,IND 34,3,14,Case Keenum pass incomplete deep left intended for Andre Johnson,3.310,3.310
2,1:13,1,10,IND 34,3,14,Timeout #1 by Houston Texans,3.310,2.770
2,1:13,2,10,IND 34,3,14,Case Keenum pass complete short left to Garrett Graham for 7 yards (tackle by Jerrell Freeman),2.770,2.770
2,0:59,2,10,IND 34,3,14,Timeout #2 by Houston Texans,2.770,3.010
2,0:59,3,3,IND 27,3,14,Case Keenum up the middle for 22 yards (tackle by LaRon Landry),3.010,6.060
2,0:39,1,5,IND 5,3,20,"Case Keenum pass complete short left to Andre Johnson for 5 yards, touchdown",6.060,7.000
2,0:39,,,IND 2,3,21,Randy Bullock kicks extra point good,0.000,0.000
2,0:39,,,HOU 35,3,21,"Randy Bullock kicks off 73 yards, touchback",0.000,-0.280
2,0:34,1,10,IND 20,3,21,Andrew Luck pass incomplete short left intended for Donald Brown,0.280,-0.270
2,0:29,2,10,IND 20,3,21,Donald Brown left guard for 11 yards (tackle by Shiloh Keo),-0.270,1.000
Quarter,Time,Down,ToGo,Location,IND,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,3,21,"Randy Bullock kicks off no gain, returned by David Reed for 39 yards (tackle by Eddie Pleasant)",0.000,1.730
3,14:53,1,10,IND 42,3,21,Andrew Luck pass incomplete short middle intended for Coby Fleener,1.730,1.190
3,14:46,2,10,IND 42,3,21,Andrew Luck pass complete short left to T.Y. Hilton for 11 yards (tackle by Johnathan Joseph),1.190,2.460
3,14:09,1,10,HOU 47,3,21,Andrew Luck pass complete short right to T.Y. Hilton for 11 yards (tackle by Johnathan Joseph),2.460,3.180
3,13:37,1,10,HOU 36,3,21,Andrew Luck sacked by Antonio Smith for -7 yards,3.180,1.690
3,13:02,2,17,HOU 43,3,21,Andrew Luck pass complete short left to Darrius Heyward-Bey for 11 yards (tackle by Kareem Jackson),1.690,2.480
3,12:19,3,6,HOU 32,3,21,"Andrew Luck pass incomplete deep right intended for Griff Whalen (defended by Brice McCain). Penalty on Ed Reed: Unnecessary Roughness, 15 yards",2.480,4.440
3,12:16,1,10,HOU 17,3,21,Andrew Luck pass incomplete short left intended for LaVon Brazill,4.440,3.850
3,12:10,2,10,HOU 17,3,21,Andrew Luck pass incomplete deep right intended for Darrius Heyward-Bey,3.850,3.070
3,12:03,3,10,HOU 17,3,21,Andrew Luck pass incomplete deep right intended for T.Y. Hilton,3.070,2.310
3,11:57,4,10,HOU 17,6,21,Adam Vinatieri 35 yard field goal good,2.310,3.000
3,11:57,,,IND 35,6,21,"Pat McAfee kicks off 74 yards, returned by Keshawn Martin for 22 yards (tackle by Kavell Conner)",0.000,0.320
3,11:48,1,10,HOU 13,6,21,Dennis Johnson left guard for 5 yards (tackle by Aubrayo Franklin),-0.320,-0.140
3,11:08,2,5,HOU 18,6,21,Dennis Johnson left tackle for -3 yards (tackle by Pat Angerer and Cory Redding),-0.140,-1.180
3,10:22,3,8,HOU 15,6,21,Case Keenum pass complete short left to DeVier Posey for 12 yards (tackle by Darius Butler),-1.180,0.740
3,9:37,1,10,HOU 27,6,21,Case Keenum pass complete short left to Garrett Graham for 20 yards (tackle by LaRon Landry),0.740,2.060
3,8:56,1,10,HOU 47,6,21,Ben Tate right tackle for 9 yards (tackle by Antoine Bethea),2.060,2.730
3,8:12,2,1,IND 44,6,21,Ben Tate left guard for 9 yards (tackle by LaRon Landry),2.730,3.250
3,7:33,1,10,IND 35,6,21,Case Keenum pass complete short middle to Garrett Graham for 13 yards (tackle by Antoine Bethea),3.250,4.110
3,7:33,1,10,IND 22,6,21,"Penalty on Ryan Griffin: False Start, 5 yards (no play)",4.110,3.780
3,6:38,1,15,IND 27,6,21,Ben Tate right end for -2 yards (tackle by Erik Walden),3.780,2.620
3,5:53,2,17,IND 29,6,21,Case Keenum pass complete short left to Garrett Graham for 6 yards (tackle by Pat Angerer),2.620,2.620
3,5:09,2,17,IND 29,6,21,Timeout #1 by Houston Texans,2.620,2.740
3,5:09,3,11,IND 23,6,21,Case Keenum pass complete short right to Ben Tate for -2 yards (tackle by Darius Butler),2.740,1.800
3,4:31,4,13,IND 25,6,24,Randy Bullock 43 yard field goal good,1.800,3.000
3,4:31,,,HOU 35,6,24,"Randy Bullock kicks off 70 yards, returned by David Reed for 27 yards (tackle by Tavares Gooden)",0.000,-0.410
3,4:18,1,10,IND 22,6,24,Andrew Luck pass incomplete short middle intended for T.Y. Hilton (defended by J.J. Watt),0.410,-0.130
3,4:10,2,10,IND 22,6,24,Andrew Luck pass complete short right to LaVon Brazill for 9 yards (tackle by Darryl Sharpton),-0.130,0.370
3,3:36,3,1,IND 31,6,24,Andrew Luck pass complete short left to Stanley Havili for 1 yard (tackle by Shiloh Keo),0.370,1.070
3,2:59,1,10,IND 32,6,24,Andrew Luck pass incomplete short left intended for Darrius Heyward-Bey,1.070,0.530
3,2:55,2,10,IND 32,6,24,Andrew Luck pass incomplete deep right intended for Darrius Heyward-Bey,0.530,-0.160
3,2:48,3,10,IND 32,6,24,Andrew Luck pass complete deep right to T.Y. Hilton for 16 yards (tackle by Johnathan Joseph),-0.160,2.130
3,2:17,1,10,IND 48,6,24,Andrew Luck pass complete short left to Griff Whalen for 9 yards (tackle by Kareem Jackson),2.130,2.800
3,1:42,2,1,HOU 43,6,24,Andrew Luck pass complete short left to Coby Fleener for 18 yards (tackle by Shiloh Keo),2.800,3.910
3,1:08,1,10,HOU 25,6,24,Donald Brown up the middle for 5 yards (tackle by D.J. Swearinger),3.910,4.040
3,0:36,2,5,HOU 20,6,24,Andrew Luck pass incomplete short middle intended for Donald Brown,4.040,3.340
3,0:29,3,5,HOU 20,6,24,"Andrew Luck pass incomplete deep right intended for LaVon Brazill. Penalty on Darryl Sharpton: Roughing the Passer, 10 yards (no play)",3.340,4.910
3,0:21,1,10,HOU 10,6,24,Andrew Luck pass incomplete short left intended for Darrius Heyward-Bey,4.910,4.190
3,0:17,2,10,HOU 10,6,24,Andrew Luck pass incomplete short left intended for T.Y. Hilton (defended by Johnathan Joseph),4.190,3.130
3,0:11,3,10,HOU 10,12,24,"Andrew Luck pass complete short left to T.Y. Hilton for 10 yards, touchdown",3.130,7.000
3,0:11,,,,12,24,"Two Point Attempt: Andrew Luck pass incomplete intended for Griff Whalen, conversion fails",0.000,-1.000
3,0:11,,,IND 35,12,24,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
3,0:05,1,10,HOU 20,12,24,Case Keenum pass incomplete short right intended for Greg Jones,0.280,-0.270
Quarter,Time,Down,ToGo,Location,IND,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,HOU 20,12,24,Dennis Johnson right guard for 4 yards (tackle by Aubrayo Franklin),-0.270,-0.430
4,14:19,3,6,HOU 24,12,24,Case Keenum pass complete deep left to DeAndre Hopkins for 31 yards (tackle by Cassius Vaughn),-0.430,2.590
4,13:28,1,10,IND 45,12,24,Ben Tate right end for 9 yards (tackle by Antoine Bethea),2.590,3.260
4,12:54,2,1,IND 36,12,24,Ben Tate left guard for 4 yards (tackle by Cassius Vaughn),3.260,3.450
4,12:11,1,10,IND 32,12,24,Case Keenum left end for 7 yards (tackle by LaRon Landry),3.450,3.850
4,11:27,2,3,IND 25,12,24,Ben Tate right end for no gain (tackle by Pat Angerer),3.850,3.140
4,10:42,3,3,IND 25,12,24,Case Keenum pass incomplete deep right intended for DeVier Posey,3.140,1.900
4,10:36,4,3,IND 25,12,24,Randy Bullock 43 yard field goal no good,1.900,-1.140
4,10:32,1,10,IND 33,12,24,Andrew Luck pass complete short left to Trent Richardson for 9 yards (tackle by J.J. Watt),1.140,1.810
4,9:54,2,1,IND 42,18,24,"Andrew Luck pass complete deep middle to T.Y. Hilton for 58 yards, touchdown",1.810,7.000
4,9:54,,,HOU 2,19,24,Adam Vinatieri kicks extra point good,0.000,0.000
4,9:54,,,IND 35,19,24,"Pat McAfee kicks off 73 yards, touchback",0.000,-0.280
4,9:46,1,10,HOU 20,19,24,Dennis Johnson left guard for 3 yards (tackle by Cory Redding and Pat Angerer),0.280,0.140
4,9:05,2,7,HOU 23,19,24,Case Keenum pass complete short right to DeAndre Hopkins for 7 yards (tackle by Cassius Vaughn),0.140,0.940
4,8:22,1,10,HOU 30,19,24,Ben Tate right tackle for 3 yards (tackle by Montori Hughes),0.940,0.800
4,7:39,2,7,HOU 33,19,24,Case Keenum pass complete short left to DeVier Posey for no gain,0.800,0.100
4,6:54,3,7,HOU 33,19,24,Case Keenum pass incomplete short right intended for Andre Johnson,0.100,-1.180
,,,,,,,"IND challenged the pass completion ruling, and the original play was overturned.",,
4,6:21,4,7,HOU 33,19,24,"Shane Lechler punts 19 yards, out of bounds",-1.180,-2.130
4,6:09,1,10,IND 48,19,24,Andrew Luck pass incomplete short middle intended for T.Y. Hilton,2.130,1.580
4,6:03,2,10,IND 48,19,24,Andrew Luck pass incomplete short middle intended for Griff Whalen,1.580,0.890
4,5:57,3,10,IND 48,19,24,Andrew Luck pass complete deep middle to Griff Whalen for 17 yards (tackle by Ed Reed),0.890,3.250
4,5:16,1,10,HOU 35,19,24,Andrew Luck pass complete short left to Trent Richardson for 24 yards (tackle by Shiloh Keo),3.250,4.840
4,4:45,1,10,HOU 11,19,24,Andrew Luck pass complete short left to Coby Fleener for 2 yards (tackle by Shiloh Keo),4.840,4.510
4,4:05,2,8,HOU 9,25,24,"Andrew Luck pass complete short right to T.Y. Hilton for 9 yards, touchdown",4.510,7.000
4,4:05,,,,27,24,"Two Point Attempt: Andrew Luck pass complete to Coby Fleener, conversion succeeds",0.000,1.000
4,4:05,,,IND 35,27,24,"Pat McAfee kicks off 68 yards, returned by Dennis Johnson for 21 yards (tackle by Kavell Conner)",0.000,-0.040
4,3:54,1,10,HOU 18,27,24,Case Keenum pass complete short middle to Andre Johnson for 25 yards (tackle by Antoine Bethea),0.040,1.800
4,3:30,1,10,HOU 43,27,24,Ben Tate left guard for 2 yards (tackle by Robert Mathis and Pat Angerer),1.800,1.520
4,2:54,2,8,HOU 45,27,24,Case Keenum right end for -3 yards (tackle by Pat Angerer),1.520,0.430
4,2:12,3,11,HOU 42,27,24,Case Keenum pass incomplete short right intended for Garrett Graham (defended by Erik Walden),0.430,-0.590
4,2:02,4,11,HOU 42,27,24,"Shane Lechler punts 42 yards, fair catch by T.Y. Hilton",-0.590,0.140
4,1:55,1,10,IND 16,27,24,Trent Richardson up the middle for -1 yards (tackle by Earl Mitchell),-0.140,-0.140
4,1:49,1,10,IND 16,27,24,Timeout #2 by Houston Texans,-0.140,-0.780
4,1:49,2,11,IND 15,27,24,Trent Richardson up the middle for -1 yards (tackle by Joe Mays and Darryl Sharpton),-0.780,-0.780
4,1:43,2,11,IND 15,27,24,Timeout #3 by Houston Texans,-0.780,-1.610
4,1:43,3,12,IND 14,27,24,Donald Brown right guard for 1 yard (tackle by J.J. Watt),-1.610,-1.610
4,0:58,3,12,IND 14,27,24,Timeout #1 by Indianapolis Colts,-1.610,-2.440
4,0:58,4,11,IND 15,27,24,"Penalty on Mario Harvey: False Start, 5 yards (no play)",-2.440,-2.490
4,0:58,4,16,IND 10,27,24,"Pat McAfee punts 56 yards, returned by Keshawn Martin for 20 yards (tackle by Kavell Conner). Penalty on Elbert Mack: Offensive Holding, 10 yards",-2.490,-1.140
4,0:44,1,10,HOU 33,27,24,Case Keenum pass incomplete short right intended for Ben Tate,1.140,0.590
4,0:38,2,10,HOU 33,27,24,Case Keenum pass complete short middle to DeAndre Hopkins for 16 yards (tackle by Antoine Bethea),0.590,2.190
4,0:38,1,10,HOU 49,27,24,Case Keenum pass complete short middle to Andre Johnson for 14 yards (tackle by LaRon Landry),2.190,3.120
4,0:38,1,10,IND 37,27,24,Case Keenum spiked the ball,3.120,2.570
4,0:05,2,10,IND 37,27,24,Randy Bullock 55 yard field goal no good,2.570,1.860
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
