Quarter,Time,Down,ToGo,Location,CLE,CIN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss and deferred, Bengals to receive the opening kickoff.",,
1,15:00,,,CLE 35,0,0,"Cody Parkey kicks off 57 yards, returned by Brandon Wilson for 20 yards (tackle by Stephen Carlson)",0.000,0.810
1,14:56,1,10,CIN 28,0,0,Joe Burrow pass complete short middle to Drew Sample for 6 yards (tackle by Mack Wilson),0.810,1.070
1,14:14,2,4,CIN 34,0,0,Giovani Bernard left tackle for -1 yards (tackle by Malcolm Smith and Olivier Vernon),1.070,0.230
1,13:33,3,5,CIN 33,0,0,Joe Burrow pass complete short left to A.J. Green for 17 yards (tackle by Terrance Mitchell),0.230,2.260
1,13:01,1,10,CIN 50,0,0,"Penalty on Larry Ogunjobi: Encroachment, 5 yards (no play)",2.260,2.990
1,12:45,1,5,CLE 45,0,0,Joe Burrow pass incomplete deep middle intended for A.J. Green (defended by Denzel Ward),2.990,2.390
1,12:38,2,5,CLE 45,0,0,Joe Burrow pass complete short right to Tyler Boyd for -2 yards (tackle by Denzel Ward),2.390,1.420
1,11:58,3,7,CLE 47,0,0,"Penalty on Tyler Boyd: False Start, 5 yards (no play)",1.420,0.760
1,11:33,3,12,CIN 48,0,0,Joe Burrow pass complete deep right to Mike Thomas for 29 yards (tackle by Andrew Sendejo),0.760,4.040
1,11:00,1,10,CLE 23,0,0,Joe Burrow sacked by Ronnie Harrison for no gain,4.040,3.500
1,10:28,2,10,CLE 23,0,0,Giovani Bernard left guard for 7 yards (tackle by Ronnie Harrison and B.J. Goodson),3.500,3.850
1,9:48,3,3,CLE 16,0,0,Joe Burrow pass complete short left to Tyler Boyd for 14 yards (tackle by Ronnie Harrison),3.850,6.740
1,9:24,1,2,CLE 2,0,0,Joe Burrow pass short middle (defended by Denzel Ward) intended for Tyler Boyd is intercepted by B.J. Goodson at CLE-0 and returned for 7 yards,6.740,0.380
1,9:16,1,10,CLE 4,0,0,Kareem Hunt up the middle for 6 yards (tackle by Logan Wilson and Vonn Bell),-0.380,-0.340
1,8:33,2,4,CLE 10,0,0,Baker Mayfield pass deep right intended for Odell Beckham is intercepted by Darius Phillips at CLE-45 and returned for 21 yards,-0.340,-3.970
1,8:21,1,10,CLE 24,0,0,Joe Burrow pass complete short middle to Tyler Boyd for 13 yards (tackle by Mack Wilson),3.970,4.840
1,7:36,1,10,CLE 11,0,0,"Joe Burrow pass incomplete short middle intended for Tyler Boyd. Penalty on Kevin Johnson: Defensive Pass Interference, 10 yards (no play)",4.840,6.970
1,7:32,1,1,CLE 1,0,0,Joe Burrow up the middle for no gain (tackle by Larry Ogunjobi and Sheldon Richardson),6.970,5.910
1,6:54,2,1,CLE 1,0,6,"Joe Burrow up the middle for 1 yard, touchdown",5.910,7.000
1,6:47,,,CLE 15,0,7,Randy Bullock kicks extra point good,0.000,0.000
1,6:47,,,CIN 35,0,7,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
1,6:47,1,10,CLE 25,0,7,Kareem Hunt right tackle for 11 yards (tackle by Josh Bynes and Jessie Bates),0.610,1.330
1,6:08,1,10,CLE 36,0,7,Kareem Hunt left guard for 5 yards (tackle by Vonn Bell and Germaine Pratt),1.330,1.470
1,5:27,2,5,CLE 41,0,7,Baker Mayfield pass incomplete short left intended for Kareem Hunt,1.470,0.760
1,5:22,3,5,CLE 41,0,7,Baker Mayfield pass incomplete short left intended for Harrison Bryant,0.760,-0.650
1,5:16,4,5,CLE 41,0,7,"Jamie Gillan punts 48 yards, returned by Alex Erickson for -1 yards (tackle by Robert Jackson and Tavierre Thomas). Penalty on Tavierre Thomas: Player Out of Bounds on Kick, 5 yards (no play)",-0.650,-0.980
1,5:07,4,10,CLE 36,0,7,"Jamie Gillan punts 50 yards, returned by Alex Erickson for 11 yards (tackle by Tae Davis)",-0.980,-0.610
1,4:56,1,10,CIN 25,0,7,Joe Burrow pass incomplete short left intended for A.J. Green (defended by Terrance Mitchell),0.610,0.060
1,4:51,2,10,CIN 25,0,7,Joe Burrow pass complete short left to Drew Sample for 10 yards (tackle by Malcolm Smith and Ronnie Harrison),0.060,1.270
1,4:20,1,10,CIN 35,0,7,Giovani Bernard left tackle for 1 yard (tackle by Sheldon Richardson),1.270,0.860
1,3:45,2,9,CIN 36,0,7,"Joe Burrow pass complete short right to Tyler Boyd for 7 yards (tackle by B.J. Goodson). Penalty on Vincent Taylor: Lowering the Head to Initiate Contact, 15 yards",0.860,2.790
1,3:13,1,10,CLE 42,0,7,Joe Burrow pass incomplete short right intended for Mike Thomas,2.790,2.240
1,3:08,2,10,CLE 42,0,7,"Joe Burrow sacked by Myles Garrett for -22 yards. Joe Burrow fumbles (forced by Myles Garrett), recovered by Ronnie Harrison at CIN-33",2.240,-3.380
1,3:00,1,10,CIN 33,0,7,Kareem Hunt right tackle for 12 yards (tackle by Vonn Bell and Christian Covington),3.380,4.170
1,2:19,1,10,CIN 21,0,7,Kareem Hunt left end for -4 yards (tackle by Logan Wilson),4.170,3.090
1,1:34,2,14,CIN 25,0,7,Baker Mayfield pass incomplete deep left intended for David Njoku,3.090,2.410
1,1:30,3,14,CIN 25,0,7,Baker Mayfield pass incomplete short middle intended for Jarvis Landry (defended by Mackensie Alexander),2.410,1.800
1,1:25,4,14,CIN 25,3,7,Cody Parkey 43 yard field goal good,1.800,3.000
1,1:21,,,CLE 35,3,7,"Cody Parkey kicks off 58 yards, returned by Brandon Wilson for 12 yards (tackle by Dontrell Hilliard)",0.000,0.150
1,1:13,1,10,CIN 19,3,7,Giovani Bernard right guard for 8 yards (tackle by B.J. Goodson),0.150,0.750
1,0:40,2,2,CIN 27,3,7,Giovani Bernard right guard for 1 yard (tackle by Sheldon Richardson and Porter Gustin),0.750,0.100
1,0:01,3,1,CIN 28,3,7,Joe Burrow pass complete deep left to A.J. Green for 22 yards (tackle by Terrance Mitchell). Penalty on Sheldon Richardson: Defensive Offside (Declined),0.100,2.260
Quarter,Time,Down,ToGo,Location,CLE,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CIN 50,3,7,Joe Burrow pass complete short left to Giovani Bernard for 25 yards (tackle by Kevin Johnson and Mack Wilson),2.260,3.910
2,14:17,1,10,CLE 25,3,7,Joe Burrow pass complete short left to A.J. Green for 4 yards (tackle by Terrance Mitchell and B.J. Goodson),3.910,3.900
2,13:40,2,6,CLE 21,3,7,Samaje Perine up the middle for 3 yards (tackle by Sione Takitaki),3.900,3.660
2,12:54,3,3,CLE 18,3,7,Joe Burrow pass complete short right to Tyler Boyd for 4 yards (tackle by B.J. Goodson),3.660,4.650
2,12:25,1,10,CLE 14,3,7,Joe Burrow pass complete short right to Samaje Perine for 3 yards (tackle by Mack Wilson),4.650,4.520
2,11:57,2,7,CLE 11,3,7,Joe Burrow pass incomplete short middle intended for Tyler Boyd,4.520,3.620
2,11:54,3,7,CLE 11,3,7,Joe Burrow sacked by and Sheldon Richardson for -8 yards and Kevin Johnson for -8 yards,3.620,2.180
2,11:14,4,15,CLE 19,3,10,Randy Bullock 37 yard field goal good,2.180,3.000
2,11:09,,,CIN 35,3,10,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
2,11:09,1,10,CLE 25,3,10,Baker Mayfield pass complete short right to Jarvis Landry for 28 yards (tackle by Jessie Bates),0.610,2.460
2,10:26,1,10,CIN 47,3,10,"Baker Mayfield pass complete short middle to Jarvis Landry for -3 yards, lateral to Khalid Kareem for no gain, lateral to Kareem Hunt for no gain, lateral to Mackensie Alexander for no gain",2.460,1.510
2,9:42,,,,,,Timeout #1 by Cleveland Browns,,
2,9:38,2,13,CLE 50,3,10,Kareem Hunt right end for 15 yards (tackle by Logan Wilson and Amani Bledsoe),1.510,3.250
2,8:52,1,10,CIN 35,3,10,Kareem Hunt right tackle for 2 yards (tackle by Xavier Williams),3.250,2.970
