Quarter,Time,Tm,Detail,ATL,TAM
2.0,11:12,Buccaneers,Joe Jurevicius 10 yard pass from Brad Johnson (Martin Gramatica kick),0,7
,7:42,Buccaneers,Joe Jurevicius 13 yard pass from Brad Johnson (Martin Gramatica kick),0,14
,2:02,Falcons,Jay Feely 30 yard field goal,3,14
,0:34,Buccaneers,Keenan McCardell 14 yard pass from Brad Johnson (Martin Gramatica kick),3,21
3.0,9:56,Buccaneers,Martin Gramatica 42 yard field goal,3,24
,5:20,Buccaneers,Martin Gramatica 21 yard field goal,3,27
4.0,11:40,Falcons,Alge Crumpler 5 yard pass from Michael Vick (Jay Feely kick),10,27
,8:31,Buccaneers,Keenan McCardell 27 yard pass from Brad Johnson (Martin Gramatica kick),10,34
