Quarter,Time,Down,ToGo,Location,ATL,TAM,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Falcons won the coin toss, Falcons to receive the opening kickoff.",,
1,15:00,,,TAM 30,0,0,"Martin Gramatica kicks off 71 yards, returned by Allen Rossum for 24 yards (tackle by Jack Golden)",0.000,0.480
1,14:53,1,10,ATL 23,0,0,Bob Christian middle for 2 yards (tackle by Derrick Brooks),0.480,0.200
1,14:14,2,8,ATL 25,0,0,Michael Vick pass incomplete intended for Brian Finneran,0.200,-0.490
1,14:09,3,8,ATL 25,0,0,Michael Vick for 1 yard (tackle by Derrick Brooks). Penalty on Travis Claridge: Offensive Holding (Declined),-0.490,-1.630
1,13:43,4,7,ATL 26,0,0,Chris Mohr punts 51 yards,-1.630,-0.480
1,13:29,1,10,TAM 23,0,0,Brad Johnson pass complete to Michael Pittman for 2 yards (tackle by Chris Draft),0.480,0.200
1,12:47,2,8,TAM 25,0,0,Brad Johnson sacked by Patrick Kerney for -5 yards,0.200,-1.150
1,12:20,3,13,TAM 20,0,0,Brad Johnson pass incomplete intended for Michael Pittman,-1.150,-2.030
1,12:16,4,13,TAM 20,0,0,"Tom Tupa punts 40 yards, returned by Allen Rossum for 2 yards (tackle by Corey Ivy)",-2.030,-1.730
1,12:05,1,10,ATL 42,0,0,Michael Vick for 2 yards (tackle by Derrick Brooks),1.730,1.460
1,11:19,2,8,ATL 44,0,0,T.J. Duckett middle for 2 yards (tackle by Greg Spires),1.460,1.030
1,10:40,3,6,ATL 46,0,0,Michael Vick pass complete to Shawn Jefferson for 5 yards (tackle by Brian Kelly),1.030,0.000
1,10:06,4,1,TAM 49,0,0,Michael Vick for 1 yard (tackle by Shelton Quarles),0.000,2.390
1,9:19,1,10,TAM 48,0,0,Michael Vick pass complete to Brian Finneran for 2 yards (tackle by Warren Sapp),2.390,2.120
1,8:39,2,8,TAM 46,0,0,Michael Vick pass incomplete intended for Shawn Jefferson (defended by Simeon Rice),2.120,1.420
1,8:35,3,8,TAM 46,0,0,Michael Vick pass incomplete intended for Trevor Gaylor (defended by Shelton Quarles),1.420,0.200
1,8:25,4,8,TAM 46,0,0,"Chris Mohr punts 27 yards, fair catch by Karl Williams",0.200,-0.150
1,8:15,1,10,TAM 19,0,0,Aaron Stecker middle for 4 yards (tackle by Chris Draft and Keith Brooking),0.150,0.210
1,7:35,2,6,TAM 23,0,0,Brad Johnson pass complete to Keenan McCardell for 2 yards (tackle by Chris Draft),0.210,-0.290
1,6:57,3,4,TAM 25,0,0,Brad Johnson pass complete to Joe Jurevicius for 5 yards (tackle by Sam Rogers and Keith Brooking),-0.290,0.940
1,6:15,1,10,TAM 30,0,0,Michael Pittman middle for 1 yard (tackle by Matt Stewart and Keith Brooking),0.940,0.530
1,5:37,2,9,TAM 31,0,0,Brad Johnson pass incomplete intended for Keenan McCardell,0.530,-0.160
1,5:32,3,9,TAM 31,0,0,Brad Johnson pass complete to Keenan McCardell for 6 yards (tackle by Juran Bolden and Ashley Ambrose),-0.160,-0.910
1,4:48,4,3,TAM 37,0,0,"Tom Tupa punts 43 yards, returned by Allen Rossum for 32 yards (tackle by Tom Tupa)",-0.910,-2.390
1,4:32,1,10,TAM 48,0,0,T.J. Duckett right end for 4 yards (tackle by Shelton Quarles),2.390,2.390
1,3:49,2,6,TAM 44,0,0,T.J. Duckett left tackle for 5 yards (tackle by Simeon Rice and Shelton Quarles),2.390,2.340
1,3:06,3,1,TAM 39,0,0,Michael Vick for -6 yards (tackle by John Howell),2.340,0.270
1,2:35,4,7,TAM 45,0,0,"Chris Mohr punts 45 yards, touchback",0.270,-0.280
1,2:23,1,10,TAM 20,0,0,Mike Alstott middle for 2 yards (tackle by Keith Brooking),0.280,0.000
1,1:49,2,8,TAM 22,0,0,Brad Johnson pass complete to Ken Dilger for 9 yards (tackle by Chris Draft and Keith Brooking),0.000,1.000
1,1:08,1,10,TAM 31,0,0,Brad Johnson pass complete to Joe Jurevicius for 12 yards (tackle by Kevin Mathis and Keion Carpenter),1.000,1.800
1,0:22,1,10,TAM 43,0,0,Karl Williams right end for -2 yards (tackle by Matt Stewart),1.800,0.980
Quarter,Time,Down,ToGo,Location,ATL,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,12,TAM 41,0,0,Brad Johnson pass complete to Ken Dilger for 4 yards (tackle by Chris Draft and Keith Brooking),0.980,0.830
2,14:19,3,8,TAM 45,0,0,Brad Johnson pass complete to Keyshawn Johnson for 15 yards (tackle by Juran Bolden),0.830,2.920
2,13:50,1,10,ATL 40,0,0,Brad Johnson pass complete to Michael Pittman for 5 yards (tackle by John Thierry),2.920,3.050
2,13:24,2,5,ATL 35,0,0,"Penalty on Ed Jasper: Encroachment, 5 yards (no play)",3.050,3.580
2,13:14,1,10,ATL 30,0,0,Mike Alstott left end for 27 yards (tackle by Gerald McBurrows),3.580,6.510
2,12:26,1,3,ATL 3,0,0,Mike Alstott middle for -2 yards (tackle by Mark Simoneau),6.510,5.150
2,12:00,2,5,ATL 5,0,0,"Penalty on Rickey Dudley: Offensive 12 On-field, 5 yards (no play)",5.150,4.190
2,11:20,2,10,ATL 10,0,6,"Brad Johnson pass complete to Joe Jurevicius for 10 yards, touchdown. Penalty on Keith Brooking: Defensive Pass Interference (Declined)",4.190,7.000
2,11:20,,,ATL 10,0,7,Martin Gramatica kicks extra point good,0.000,0.000
2,11:20,,,TAM 30,0,7,"Martin Gramatica kicks off 69 yards, returned by Allen Rossum for 14 yards (tackle by Corey Ivy)",0.000,-0.220
2,11:07,1,10,ATL 15,0,7,T.J. Duckett middle for 3 yards (tackle by Dexter Jackson and Derrick Brooks),-0.220,-0.280
2,10:24,2,7,ATL 18,0,7,Michael Vick pass incomplete intended for Reggie Kelly (defended by Derrick Brooks),-0.280,-1.000
2,10:18,3,7,ATL 18,0,7,Michael Vick for 6 yards. Penalty on Roberto Garza: Offensive Holding (Declined),-1.000,-1.770
2,10:02,4,1,ATL 24,0,7,"Chris Mohr punts 36 yards. Penalty on Kevin McCadam: Interference with Opportunity to Catch, 15 yards",-1.770,-2.590
2,9:47,1,10,ATL 45,0,7,Brad Johnson pass complete to Michael Pittman for 1 yard (tackle by Matt Stewart),2.590,2.180
