Quarter,Time,Down,ToGo,Location,TAM,NYG,Detail,EPB,EPA
1,2:21,2,9,NYG 48,3,7,Tom Brady pass incomplete deep middle intended for Jaydon Mickens,1.920,1.220
1,2:16,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
1,2:16,3,9,NYG 48,3,7,Tom Brady pass incomplete deep left intended for Tanner Hudson (defended by Jabrill Peppers),1.220,0.070
1,2:10,4,9,NYG 48,3,7,Bradley Pinion punts 44 yards downed by Kevin Minter,0.070,0.380
1,1:59,1,10,NYG 4,3,7,Alfred Morris up the middle for 2 yards (tackle by Lavonte David and William Gholston),-0.380,-0.630
1,1:23,2,8,NYG 6,3,7,Daniel Jones pass complete short right to Elijhaa Penny for 11 yards (tackle by Devin White),-0.630,-0.060
1,0:56,1,10,NYG 17,3,7,Alfred Morris up the middle for 1 yard (tackle by Jason Pierre-Paul),-0.060,-0.420
1,0:26,2,9,NYG 18,3,7,Daniel Jones pass complete short right to Sterling Shepard for 5 yards,-0.420,-0.490
Quarter,Time,Down,ToGo,Location,TAM,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,NYG 23,3,7,"Daniel Jones pass incomplete deep right intended for Darius Slayton. Penalty on Devin White: Defensive Offside, 5 yards (no play)",-0.490,0.810
2,14:56,1,10,NYG 28,3,7,Evan Engram left end for 9 yards (tackle by Antoine Winfield),0.810,1.480
2,14:26,2,1,NYG 37,3,7,Alfred Morris right tackle for 1 yard (tackle by Devin White),1.480,1.470
2,13:48,1,10,NYG 38,3,7,Daniel Jones pass complete short right to Sterling Shepard for 12 yards (tackle by Antoine Winfield),1.470,2.260
2,13:19,1,10,NYG 50,3,7,Daniel Jones right end for 6 yards (tackle by Devin White),2.260,2.520
2,12:48,2,4,TAM 44,3,7,Alfred Morris right end for 11 yards (tackle by Lavonte David),2.520,3.380
2,12:11,1,10,TAM 33,3,7,Daniel Jones pass incomplete deep middle intended for Darius Slayton,3.380,2.840
2,12:05,2,10,TAM 33,3,7,Alfred Morris up the middle for 3 yards (tackle by Jordan Whitehead and Rakeem Nunez-Roches),2.840,2.540
2,11:20,3,7,TAM 30,3,7,Daniel Jones sacked by Devin White for -11 yards,2.540,0.530
2,10:42,4,18,TAM 41,3,7,Riley Dixon punts 33 yards downed by Casey Kreiter,0.530,0.380
2,10:32,1,10,TAM 8,3,7,Leonard Fournette left guard for 2 yards (tackle by Trent Harris and Isaac Yiadom),-0.380,-0.630
2,9:49,2,8,TAM 10,3,7,Tom Brady pass incomplete short left intended for Leonard Fournette,-0.630,-1.190
2,9:45,3,8,TAM 10,3,7,Tom Brady pass complete short right to Mike Evans for 14 yards (tackle by James Bradberry and Julian Love),-1.190,0.540
2,9:09,1,10,TAM 24,3,7,Tom Brady pass complete short left to Leonard Fournette for 3 yards (tackle by Jabrill Peppers),0.540,0.400
2,8:27,2,7,TAM 27,3,7,Tom Brady pass complete short left to Scott Miller for 9 yards,0.400,1.330
2,7:57,1,10,TAM 36,3,7,Leonard Fournette up the middle for 2 yards (tackle by B.J. Hill),1.330,1.060
2,7:22,2,8,TAM 38,3,7,Scott Miller right end for 7 yards (tackle by Logan Ryan),1.060,1.290
2,6:49,3,1,TAM 45,3,7,Tom Brady pass complete short middle to Jaydon Mickens for 2 yards (tackle by B.J. Hill and Isaac Yiadom),1.290,2.060
2,6:11,1,10,TAM 47,3,7,Tom Brady pass incomplete deep left intended for Mike Evans (defended by James Bradberry),2.060,1.520
2,6:03,2,10,TAM 47,3,7,Tom Brady pass incomplete short left intended for Jaydon Mickens,1.520,0.830
2,5:59,3,10,TAM 47,3,7,Tom Brady sacked by Leonard Williams for -8 yards,0.830,-0.780
2,5:11,4,18,TAM 39,3,7,"Bradley Pinion punts 49 yards, returned by Jabrill Peppers for 11 yards (tackle by Justin Watson and Kevin Minter)",-0.780,-0.480
2,4:59,1,10,NYG 23,3,7,Daniel Jones pass complete short middle to Darius Slayton for 14 yards (tackle by Jamel Dean),0.480,1.400
2,4:30,1,10,NYG 37,3,7,Wayne Gallman up the middle for 17 yards (tackle by Antoine Winfield and Jordan Whitehead),1.400,2.520
2,4:00,1,10,TAM 46,3,7,Daniel Jones pass complete short left to Darius Slayton for 11 yards (tackle by Antoine Winfield),2.520,3.250
2,3:34,1,10,TAM 35,3,7,Daniel Jones pass incomplete short right intended for Darius Slayton (defended by Carlton Davis),3.250,2.700
2,3:30,2,10,TAM 35,3,7,Daniel Jones pass complete short left to Sterling Shepard for 11 yards (tackle by Jamel Dean),2.700,3.970
2,3:00,1,10,TAM 24,3,7,Wayne Gallman right guard for 6 yards (tackle by Jordan Whitehead),3.970,4.290
2,2:26,2,4,TAM 18,3,7,Wayne Gallman right tackle for 4 yards (tackle by Sean Murphy-Bunting),4.290,4.650
2,2:00,1,10,TAM 14,3,7,Daniel Jones pass incomplete short right intended for Evan Engram (defended by Shaquil Barrett),4.650,4.000
2,1:57,2,10,TAM 14,3,7,Daniel Jones pass complete short left to Evan Engram for 12 yards (tackle by Lavonte David),4.000,6.740
2,1:50,1,2,TAM 2,3,13,"Wayne Gallman left tackle for 2 yards, touchdown",6.740,7.000
2,1:46,,,TAM 15,3,14,Graham Gano kicks extra point good,0.000,0.000
2,1:46,,,NYG 35,3,14,"Graham Gano kicks off 65 yards, returned by Jaydon Mickens for 25 yards (tackle by Devante Downs)",0.000,0.610
2,1:40,1,10,TAM 25,3,14,Tom Brady pass complete short right to Leonard Fournette for 8 yards (tackle by Isaac Yiadom),0.610,1.140
2,1:33,2,2,TAM 33,3,14,Tom Brady pass complete short middle to Jaydon Mickens for 9 yards (tackle by Blake Martinez),1.140,1.730
2,1:14,1,10,TAM 42,3,14,Tom Brady pass complete short middle to Tyler Johnson for 15 yards (tackle by James Bradberry),1.730,2.720
2,1:02,,,,,,Timeout #1 by New York Giants,,
2,1:02,1,10,NYG 43,3,14,Tom Brady pass complete short middle to Mike Evans for 12 yards (tackle by Jabrill Peppers),2.720,3.510
2,0:46,1,10,NYG 31,3,14,Tom Brady pass incomplete short right intended for Leonard Fournette (defended by Kyler Fackrell),3.510,2.970
2,0:42,2,10,NYG 31,3,14,Tom Brady pass complete short middle to Leonard Fournette for 8 yards (tackle by Darnay Holmes),2.970,3.340
2,0:29,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
2,0:29,3,2,NYG 23,3,14,Tom Brady pass complete short right to Mike Evans for 1 yard (tackle by Logan Ryan),3.340,2.140
2,0:11,,,,,,Timeout #3 by Tampa Bay Buccaneers,,
2,0:11,,,,,,Timeout #2 by New York Giants,,
2,0:11,4,1,NYG 22,6,14,Ryan Succop 40 yard field goal good,2.140,3.000
2,0:07,,,TAM 35,6,14,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,0:07,1,10,NYG 25,6,14,Daniel Jones kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,TAM,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,6,14,"Bradley Pinion kicks off 65 yards, returned by Dion Lewis for 44 yards (tackle by Mike Edwards and Sean Murphy-Bunting)",0.000,1.860
3,14:50,1,10,NYG 44,6,14,Wayne Gallman left tackle for 2 yards (tackle by William Gholston and Jamel Dean),1.860,1.590
3,14:12,2,8,NYG 46,6,14,Daniel Jones pass short right intended for Sterling Shepard is intercepted by Carlton Davis at TB-39 and returned for 3 yards,1.590,-1.730
3,14:03,1,10,TAM 42,6,14,Tom Brady pass complete short right to Ronald Jones for 9 yards (tackle by Darnay Holmes),1.730,2.400
3,13:28,2,1,NYG 49,6,14,Ronald Jones up the middle for 2 yards (tackle by Dexter Lawrence),2.400,2.460
3,12:53,1,10,NYG 47,6,14,Tom Brady pass incomplete deep left intended for Scott Miller (defended by Jabrill Peppers),2.460,1.910
3,12:47,2,10,NYG 47,6,14,Tom Brady pass complete short right to Ronald Jones for 8 yards (tackle by Blake Martinez),1.910,2.280
3,12:10,3,2,NYG 39,6,14,Tom Brady pass incomplete short right intended for Leonard Fournette (defended by Devante Downs),2.280,0.660
3,12:06,4,2,NYG 39,6,14,Tom Brady pass complete short right to Jaydon Mickens for 8 yards (tackle by Jabrill Peppers),0.660,3.510
3,11:31,1,10,NYG 31,6,14,Tom Brady pass complete short right to Rob Gronkowski for 4 yards (tackle by James Bradberry),3.510,3.510
3,10:50,2,6,NYG 27,6,14,Ronald Jones right end for 3 yards (tackle by Austin Johnson),3.510,3.200
3,10:10,3,3,NYG 24,6,14,Tom Brady pass incomplete short left intended for Scott Miller,3.200,1.970
3,10:05,4,3,NYG 24,9,14,Ryan Succop 43 yard field goal good,1.970,3.000
3,10:00,,,TAM 35,9,14,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,10:00,1,10,NYG 25,9,14,Wayne Gallman up the middle for 1 yard (tackle by William Gholston and Shaquil Barrett),0.610,0.200
3,9:32,2,9,NYG 26,9,14,Daniel Jones pass complete short right to Kaden Smith for 6 yards (tackle by Jordan Whitehead),0.200,0.300
3,8:50,3,3,NYG 32,9,14,Daniel Jones pass incomplete deep left intended for Sterling Shepard,0.300,-1.240
3,8:44,4,3,NYG 32,9,14,"Riley Dixon punts 35 yards, fair catch by Jaydon Mickens at TB-33",-1.240,-1.140
3,8:36,1,10,TAM 33,9,14,Leonard Fournette left end for 7 yards (tackle by Jabrill Peppers and Isaac Yiadom),1.140,1.540
3,8:02,2,3,TAM 40,9,14,Leonard Fournette left guard for 7 yards (tackle by Jabrill Peppers),1.540,2.060
3,7:27,1,10,TAM 47,9,14,Tom Brady pass complete short middle to Rob Gronkowski for 16 yards (tackle by Jabrill Peppers),2.060,3.120
3,6:50,1,10,NYG 37,9,14,Tom Brady pass complete short middle to Mike Evans for 20 yards (tackle by Julian Love),3.120,4.440
3,6:10,1,10,NYG 17,9,14,"Tom Brady pass incomplete deep right intended for Jaydon Mickens. Penalty on James Bradberry: Defensive Pass Interference, 14 yards (no play)",4.440,6.510
3,6:05,1,3,NYG 3,15,14,"Tom Brady pass complete short middle to Rob Gronkowski for 3 yards, touchdown, touchdown",6.510,7.000
3,6:00,,,NYG 2,15,14,"Two Point Attempt: Tom Brady pass incomplete intended for Mike Evans, conversion fails",1.000,-1.000
3,6:00,,,TAM 35,15,14,"Bradley Pinion kicks off 59 yards, returned by Dion Lewis for 23 yards (tackle by Sean Murphy-Bunting and Andrew Adams)",0.000,0.870
3,5:54,1,10,NYG 29,15,14,Alfred Morris left guard for 4 yards (tackle by Lavonte David and Devin White),0.870,0.870
3,5:22,2,6,NYG 33,15,14,"Daniel Jones pass complete short middle to Evan Engram for 10 yards (tackle by Jordan Whitehead and Jamel Dean). Penalty on Levine Toilolo: Offensive Pass Interference, 10 yards (no play)",0.870,-0.480
3,4:55,2,16,NYG 23,15,14,Daniel Jones pass complete short left to Sterling Shepard for 15 yards (tackle by Jason Pierre-Paul),-0.480,0.830
3,4:11,3,1,NYG 38,15,14,Daniel Jones pass complete short left to Evan Engram for 4 yards (tackle by Antoine Winfield),0.830,1.730
3,3:42,1,10,NYG 42,15,14,Alfred Morris left tackle for 2 yards (tackle by Jason Pierre-Paul and Jordan Whitehead),1.730,1.460
3,3:00,2,8,NYG 44,15,14,Daniel Jones pass complete short right to Darius Slayton for 11 yards (tackle by Jordan Whitehead),1.460,2.590
3,2:26,1,10,TAM 45,15,14,Daniel Jones pass complete deep right to Evan Engram for 30 yards,2.590,4.580
3,1:58,1,10,TAM 15,15,14,"Alfred Morris right end for -2 yards (tackle by Anthony Nelson and Lavonte David). Penalty on Nick Gates: Offensive Holding, 10 yards (no play)",4.580,3.910
3,1:35,1,20,TAM 25,15,14,Daniel Jones pass complete short right to Levine Toilolo for 9 yards (tackle by Carlton Davis and Devin White),3.910,3.810
3,1:04,2,11,TAM 16,15,14,Daniel Jones pass incomplete short left intended for Evan Engram,3.810,3.040
3,0:59,3,11,TAM 16,15,14,Daniel Jones pass complete short right to Dion Lewis for 1 yard (tackle by Jason Pierre-Paul and Lavonte David),3.040,2.440
3,0:19,4,10,TAM 15,15,17,Graham Gano 33 yard field goal good,2.440,3.000
3,0:15,,,NYG 35,15,17,"Graham Gano kicks off 59 yards, returned by Jaydon Mickens for 26 yards (tackle by T.J. Brunson)",0.000,1.070
3,0:09,1,10,TAM 32,15,17,Leonard Fournette up the middle for no gain (tackle by Dalvin Tomlinson),1.070,0.530
Quarter,Time,Down,ToGo,Location,TAM,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,TAM 32,15,17,Tom Brady pass incomplete deep left intended for Scott Miller (defended by Isaac Yiadom),0.530,-0.160
4,14:55,3,10,TAM 32,15,17,Tom Brady sacked by Carter Coughlin for -8 yards,-0.160,-1.770
4,14:08,4,18,TAM 24,15,17,Bradley Pinion punts 33 yards downed by Andrew Adams,-1.770,-1.800
4,13:58,1,10,NYG 43,15,17,Wayne Gallman left guard for 6 yards (tackle by Jason Pierre-Paul),1.800,2.060
4,13:17,2,4,NYG 49,15,17,Daniel Jones pass incomplete deep left intended for Darius Slayton,2.060,1.350
4,13:10,3,4,NYG 49,15,17,Daniel Jones pass complete short middle to Golden Tate for 12 yards (tackle by Sean Murphy-Bunting). Penalty on Carlton Davis: Illegal Use of Hands (Declined),1.350,2.980
4,12:46,1,10,TAM 39,15,17,Wayne Gallman up the middle for 5 yards (tackle by Devin White),2.980,3.120
4,12:12,2,5,TAM 34,15,17,Daniel Jones pass short right intended for Golden Tate is intercepted by Sean Murphy-Bunting at TB-34 and returned for no gain,3.120,-1.200
4,12:06,1,10,TAM 34,15,17,Leonard Fournette left guard for 3 yards (tackle by David Mayo and Blake Martinez),1.200,1.060
4,11:22,2,7,TAM 37,15,17,Leonard Fournette right guard for 3 yards (tackle by Blake Martinez and Dexter Lawrence),1.060,0.760
4,10:45,3,4,TAM 40,15,17,Tom Brady pass complete short right to Jaydon Mickens for 8 yards (tackle by Darnay Holmes),0.760,2.130
4,10:04,1,10,TAM 48,15,17,"Leonard Fournette left tackle for 1 yard (tackle by Blake Martinez). Penalty on Joe Haeg: Offensive Holding, 10 yards (no play)",2.130,1.470
4,9:50,1,20,TAM 38,15,17,Tom Brady pass complete deep middle to Tyler Johnson for 20 yards (tackle by Logan Ryan),1.470,2.790
4,9:42,1,10,NYG 42,15,17,"Tom Brady pass complete deep right to Cameron Brate for 25 yards (tackle by Isaac Yiadom). Penalty on Isaac Yiadom: Lowering the Head to Initiate Contact, 9 yards",2.790,5.370
4,9:07,1,8,NYG 8,21,17,"Tom Brady pass complete short right to Mike Evans for 8 yards, touchdown",5.370,7.000
4,9:02,,,NYG 15,22,17,Ryan Succop kicks extra point good,0.000,0.000
4,9:02,,,TAM 35,22,17,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
4,9:02,1,10,NYG 25,22,17,Alfred Morris up the middle for 4 yards (tackle by Steve McLendon),0.610,0.600
4,8:27,2,6,NYG 29,22,17,Daniel Jones sacked by Jason Pierre-Paul for -1 yards,0.600,-0.230
4,7:38,3,7,NYG 28,22,17,Daniel Jones pass complete short right to Sterling Shepard for 1 yard (tackle by Mike Edwards),-0.230,-1.440
4,7:07,4,6,NYG 29,22,17,Riley Dixon punts 38 yards downed by Corey Ballentine,-1.440,-1.140
4,6:57,1,10,TAM 33,22,17,Leonard Fournette right guard for 2 yards (tackle by Dalvin Tomlinson),1.140,0.860
4,6:14,2,8,TAM 35,22,17,Tom Brady pass complete deep middle to Rob Gronkowski for 18 yards (tackle by Jabrill Peppers),0.860,2.460
4,5:32,1,10,NYG 47,22,17,Leonard Fournette right end for -2 yards (tackle by Blake Martinez),2.460,1.640
4,4:55,2,12,NYG 49,22,17,Leonard Fournette up the middle for 5 yards (tackle by B.J. Hill and Blake Martinez),1.640,1.620
4,4:08,3,7,NYG 44,22,17,"Tom Brady pass incomplete short right intended for Mike Evans. Penalty on James Bradberry: Defensive Pass Interference, 15 yards (no play)",1.620,3.640
4,4:02,1,10,NYG 29,22,17,Leonard Fournette left tackle for 2 yards (tackle by Jabrill Peppers and Leonard Williams),3.640,3.370
4,3:56,,,,,,Timeout #1 by New York Giants,,
4,3:56,2,8,NYG 27,22,17,Leonard Fournette right end for 7 yards (tackle by Darnay Holmes),3.370,3.600
4,3:49,,,,,,Timeout #2 by New York Giants,,
4,3:49,3,1,NYG 20,22,17,Leonard Fournette left guard for no gain (tackle by Jabrill Peppers and Dalvin Tomlinson),3.600,2.270
4,3:44,,,,,,Timeout #3 by New York Giants,,
4,3:44,4,1,NYG 20,25,17,Ryan Succop 38 yard field goal good,2.270,3.000
4,3:41,,,TAM 35,25,17,"Bradley Pinion kicks off 66 yards, returned by Dion Lewis for 31 yards (tackle by Pat O'Connor)",0.000,0.940
4,3:34,1,10,NYG 30,25,17,Daniel Jones pass incomplete short middle intended for Evan Engram (defended by Lavonte David),0.940,0.390
4,3:29,2,10,NYG 30,25,17,Wayne Gallman left end for -1 yards (tackle by Jason Pierre-Paul),0.390,-0.430
4,2:56,3,11,NYG 29,25,17,Daniel Jones pass complete short left to Evan Engram for 6 yards (tackle by Jamel Dean),-0.430,-1.040
4,2:50,4,5,NYG 35,25,17,Daniel Jones pass complete short right to Darius Slayton for 12 yards (tackle by Sean Murphy-Bunting and Antoine Winfield),-1.040,2.060
4,2:11,1,10,NYG 47,25,17,Daniel Jones pass incomplete short middle intended for Evan Engram (defended by William Gholston),2.060,1.520
4,2:07,2,10,NYG 47,25,17,"Penalty on Shane Lemieux: False Start, 5 yards (no play)",1.520,0.840
4,2:07,2,15,NYG 42,25,17,Daniel Jones right tackle for 15 yards (tackle by Shaquil Barrett),0.840,2.720
4,2:00,1,10,TAM 43,25,17,Daniel Jones pass incomplete short left intended for Dion Lewis,2.720,2.180
4,1:56,2,10,TAM 43,25,17,Daniel Jones sacked by Ndamukong Suh for -6 yards,2.180,0.700
4,1:29,3,16,TAM 49,25,17,Daniel Jones pass incomplete short right intended for Evan Engram,0.700,0.000
4,1:25,4,16,TAM 49,25,17,Daniel Jones pass complete deep middle to Sterling Shepard for 20 yards (tackle by Carlton Davis),0.000,3.640
4,0:59,1,10,TAM 29,25,17,Daniel Jones pass complete short right to Sterling Shepard for 10 yards (tackle by Carlton Davis),3.640,4.310
4,0:38,1,10,TAM 19,25,17,Daniel Jones pass incomplete short right,4.310,3.750
4,0:33,2,10,TAM 19,25,23,"Daniel Jones pass complete deep middle to Golden Tate for 19 yards, touchdown",3.750,7.000
4,0:28,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
4,0:28,,,TAM 2,25,23,"Two Point Attempt: Daniel Jones pass incomplete intended for Dion Lewis, conversion fails",1.000,-1.000
4,0:28,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
4,0:28,,,NYG 35,25,23,"Graham Gano kicks onside 9 yards, returned by Justin Watson for no gain",0.000,2.650
4,0:27,1,10,NYG 44,25,23,Tom Brady kneels for -1 yards,2.650,1.980
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
