Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Mike Evans,TAM,7,5,55,1,4,44,8.8,11,2.2,13.4,0,,0,0.0,0,133.9
Jaydon Mickens,TAM,8,5,36,0,5,21,4.2,15,3.0,8.4,0,,0,0.0,0,72.9
Rob Gronkowski,TAM,4,4,41,1,3,27,6.8,14,3.5,6.8,0,,0,0.0,0,149.0
Ronald Jones II,TAM,4,4,23,0,0,1,0.3,22,5.5,0.3,0,,0,0.0,0,90.6
Leonard Fournette,TAM,6,3,19,0,0,1,0.3,18,6.0,0.5,0,,0,0.0,0,56.9
Scott Miller,TAM,6,3,35,0,2,35,11.7,0,0.0,16.3,0,,0,0.0,0,68.1
Tyler Johnson,TAM,2,2,35,0,2,35,17.5,0,0.0,17.5,0,,0,0.0,0,118.7
Cameron Brate,TAM,2,2,35,0,2,21,10.5,14,7.0,10.5,0,,0,0.0,0,118.7
Tanner Hudson,TAM,1,0,0,0,,0,,0,,18.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Sterling Shepard,NYG,10,8,74,0,4,43,5.4,31,3.9,8.7,0,,0,0.0,1,57.9
Evan Engram,NYG,10,5,61,0,3,41,8.2,20,4.0,6.8,0,,0,0.0,0,69.2
Darius Slayton,NYG,9,5,56,0,5,25,5.0,31,6.2,13.6,0,,0,0.0,0,74.3
Dion Lewis,NYG,3,2,8,1,1,3,1.5,5,2.5,1.3,0,,0,0.0,0,109.7
Golden Tate,NYG,3,2,31,1,2,25,12.5,6,3.0,8.3,0,,0,0.0,1,100.7
Elijhaa Penny,NYG,1,1,11,0,1,2,2.0,9,9.0,2.0,0,,0,0.0,0,112.5
Kaden Smith,NYG,2,1,6,0,,-5,-5.0,11,11.0,-0.5,0,,0,0.0,0,56.2
Wayne Gallman,NYG,1,1,18,0,1,-5,-5.0,23,23.0,-5.0,0,,0,0.0,0,118.7
Levine Toilolo,NYG,2,1,9,0,,5,5.0,4,4.0,5.5,0,,0,0.0,0,62.5
