Quarter,Time,Tm,Detail,KAN,OAK
1.0,9:30,Chiefs,Priest Holmes 1 yard rush (Lawrence Tynes kick),7,0
2.0,14:57,Raiders,LaMont Jordan 1 yard rush (Sebastian Janikowski kick),7,7
,13:15,Chiefs,Larry Johnson 6 yard rush (Lawrence Tynes kick),14,7
,8:30,Raiders,Sebastian Janikowski 29 yard field goal,14,10
,2:26,Chiefs,Lawrence Tynes 31 yard field goal,17,10
3.0,9:18,Raiders,Randy Moss 64 yard pass from Kerry Collins (Sebastian Janikowski kick),17,17
,0:00,Chiefs,Lawrence Tynes 39 yard field goal,20,17
4.0,8:46,Chiefs,Lawrence Tynes 42 yard field goal,23,17
