#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,ATL 20,12,5:39,72,Field Goal
2,1,0:42,ATL 24,3,1:32,3,Punt
3,2,11:41,ATL 41,8,2:58,59,Touchdown
4,2,7:17,ATL 27,7,3:21,46,Fumble
5,2,0:20,ATL 26,1,0:20,-1,End of Half
6,3,9:01,ATL 31,5,2:07,31,Punt
7,4,14:55,ATL 20,4,1:48,19,Punt
8,4,12:26,ATL 26,3,1:31,7,Punt
9,4,7:47,ATL 25,3,0:55,6,Punt
