Quarter,Time,Down,ToGo,Location,ATL,TAM,Detail,EPB,EPA
2,7:51,1,10,ATL 31,10,7,Rachaad White up the middle for 3 yards (tackle by Nathan Landman and LaCale London),3.510,3.370
2,7:17,2,7,ATL 28,10,7,Baker Mayfield pass complete short right to Rachaad White for 22 yards (tackle by Jessie Bates),3.370,5.830
2,6:33,1,6,ATL 6,10,7,"Baker Mayfield sacked by Calais Campbell for -5 yards. Baker Mayfield fumbles (forced by Calais Campbell), recovered by Baker Mayfield at ATL-11",5.830,4.020
2,5:53,2,11,ATL 11,10,7,Baker Mayfield pass incomplete short left intended for Mike Evans (defended by DeAundre Alford),4.020,3.120
2,5:47,3,11,ATL 11,10,7,Baker Mayfield pass complete short right to Rachaad White for 5 yards (tackle by DeAundre Alford and Richie Grant),3.120,2.990
2,5:19,4,6,ATL 6,10,10,Chase McLaughlin 24 yard field goal good,2.990,3.000
2,5:14,,,TAM 35,10,10,"Chase McLaughlin kicks off 65 yards, touchback.",0.000,0.610
2,5:14,1,10,ATL 25,10,10,Desmond Ridder pass complete short left to Kyle Pitts for 5 yards (tackle by Lavonte David),0.610,0.740
2,4:46,2,5,ATL 30,10,10,Desmond Ridder scrambles right end for 5 yards (tackle by Ryan Neal),0.740,1.270
2,4:23,1,10,ATL 35,10,10,Desmond Ridder pass complete short left to Drake London for 15 yards (tackle by Jamel Dean),1.270,2.260
2,3:58,1,10,TAM 50,10,10,Cordarrelle Patterson left end for 2 yards (tackle by Jamel Dean),2.260,1.980
2,3:14,2,8,TAM 48,10,10,"Desmond Ridder pass incomplete short middle intended for Kyle Pitts. Penalty on Christian Izien: Defensive Pass Interference, 10 yards (accepted) (no play)",1.980,3.050
2,3:11,1,10,TAM 38,10,10,Cordarrelle Patterson left tackle for 3 yards (tackle by Jamel Dean),3.050,2.910
2,2:43,2,7,TAM 35,10,10,Tyler Allgeier up the middle for 5 yards (tackle by Vita Vea),2.910,2.870
2,2:00,3,2,TAM 30,10,10,"Tyler Allgeier up the middle for 5 yards (tackle by Antoine Winfield and Lavonte David). Penalty on Jonnu Smith: Offensive Holding, 10 yards (accepted)",2.870,2.210
2,1:54,,,,,,Timeout #1 by Atlanta Falcons,,
2,1:54,3,7,TAM 35,10,10,Desmond Ridder pass complete short left to Drake London for 12 yards (tackle by Christian Izien and Ryan Neal),2.210,4.040
2,1:15,1,10,TAM 23,10,10,Cordarrelle Patterson left tackle for 13 yards (tackle by Antoine Winfield and Shaquil Barrett),4.040,4.910
2,0:37,1,10,TAM 10,10,10,Cordarrelle Patterson left tackle for no gain (tackle by Devin White and Calijah Kancey),4.910,4.190
2,0:30,,,,,,Timeout #2 by Atlanta Falcons,,
2,0:30,2,10,TAM 10,10,10,Desmond Ridder pass complete short right to Keith Smith for -1 yards (tackle by Joe Tryon-Shoyinka),4.190,3.120
2,0:25,,,,,,Timeout #3 by Atlanta Falcons,,
2,0:25,3,11,TAM 11,10,10,"Desmond Ridder sacked by Shaquil Barrett for -5 yards. Desmond Ridder fumbles (forced by Shaquil Barrett), recovered by Jamel Dean at TB-16 and returned for 7 yards (tackle by Jonnu Smith)",3.120,-0.480
2,0:17,1,10,TAM 23,10,10,Baker Mayfield kneels for -1 yards,0.480,-0.200
Quarter,Time,Down,ToGo,Location,ATL,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,10,10,"Jake Camarda kicks off 60 yards, returned by Cordarrelle Patterson for 25 yards (tackle by Ko Kieft)",0.000,0.940
3,14:55,1,10,ATL 30,10,10,Tyler Allgeier left guard for -4 yards (tackle by Lavonte David and Joe Tryon-Shoyinka),0.940,-0.150
3,14:22,2,14,ATL 26,10,10,Desmond Ridder pass complete short left to Drake London for 6 yards (tackle by Jamel Dean),-0.150,-0.030
3,13:50,3,8,ATL 32,10,10,Desmond Ridder pass incomplete short middle intended for Van Jefferson (defended by Shaquil Barrett),-0.030,-1.240
3,13:45,4,8,ATL 32,10,10,"Bradley Pinion punts 48 yards, fair catch by Deven Thompkins at TB-20. Penalty on Dee Delaney: Offensive Holding, 10 yards (accepted)",-1.240,0.380
3,13:38,1,10,TAM 10,10,10,Baker Mayfield pass incomplete deep left intended for Mike Evans (defended by AJ Terrell),-0.380,-0.780
3,13:33,2,10,TAM 10,10,10,Rachaad White up the middle for 5 yards (tackle by Nathan Landman and Calais Campbell),-0.780,-0.840
3,12:55,3,5,TAM 15,10,10,Baker Mayfield pass complete short middle to Chris Godwin for 5 yards (tackle by Richie Grant and AJ Terrell),-0.840,0.280
3,12:21,1,10,TAM 20,10,10,"Baker Mayfield pass incomplete short right intended for Mike Evans. Penalty on AJ Terrell: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",0.280,0.610
3,12:18,1,10,TAM 25,10,10,"Rachaad White up the middle for 13 yards (tackle by Richie Grant). Penalty on Trey Palmer: Offensive Holding, 10 yards (accepted)",0.610,1.050
3,11:56,1,7,TAM 28,10,10,"Baker Mayfield pass complete short middle to Deven Thompkins for no gain. Deven Thompkins fumbles (forced by Nathan Landman), recovered by LaCale London at TB-27 (tackle by Nathan Landman)",1.050,-3.780
3,11:38,1,10,TAM 27,10,10,Tyler Allgeier right tackle for 1 yard (tackle by Greg Gaines and Devin White),3.780,3.370
3,11:00,2,9,TAM 26,10,10,Desmond Ridder pass complete short middle to Tyler Allgeier for 7 yards (tackle by Jamel Dean and Devin White),3.370,3.640
3,10:41,3,2,TAM 19,10,10,Tyler Allgeier right guard for 3 yards (tackle by Ryan Neal and YaYa Diaby),3.640,4.510
3,9:54,1,10,TAM 16,10,10,Cordarrelle Patterson left guard for 2 yards (tackle by Jamel Dean and Lavonte David),4.510,4.210
3,9:19,2,8,TAM 14,10,10,Desmond Ridder pass complete short right to Tyler Allgeier for no gain (tackle by Christian Izien),4.210,3.370
3,8:43,3,8,TAM 14,10,10,"Desmond Ridder pass complete short right to Drake London for 13 yards (tackle by Antoine Winfield) TAM challenged the fumble ruling, and the play was upheld.",3.370,6.970
3,8:05,1,1,TAM 1,10,10,"Desmond Ridder aborted snap, recovered by YaYa Diaby at TB-3 and returned for -2 yards",6.970,0.380
3,8:00,1,10,TAM 3,10,10,"Penalty on Matt Feiler: False Start, 1 yard (accepted) (no play)",-0.380,-0.420
3,8:00,1,11,TAM 2,10,10,Rachaad White up the middle for 2 yards (tackle by Nathan Landman and Ta'Quon Graham),-0.420,-0.710
3,7:16,2,9,TAM 4,10,10,Baker Mayfield pass complete short middle to Mike Evans for 8 yards (tackle by Jessie Bates),-0.710,-0.370
3,6:50,3,1,TAM 12,10,10,Rachaad White left guard for -1 yards (tackle by Kaden Elliss and Nathan Landman),-0.370,-2.490
3,6:09,4,2,TAM 11,10,10,Jake Camarda punts 52 yards out of bounds,-2.490,-1.400
3,5:59,1,10,ATL 37,10,10,Desmond Ridder pass incomplete short right,1.400,0.860
3,5:52,2,10,ATL 37,10,10,Desmond Ridder scrambles up the middle for 19 yards (tackle by Jamel Dean),0.860,2.650
3,5:18,1,10,TAM 44,10,10,Tyler Allgeier right tackle for no gain (tackle by Lavonte David),2.650,2.110
3,4:45,2,10,TAM 44,10,10,Tyler Allgeier right tackle for 12 yards (tackle by Antoine Winfield and Ryan Neal),2.110,3.450
3,4:09,1,10,TAM 32,10,10,Tyler Allgeier left tackle for 4 yards (tackle by Lavonte David and Shaquil Barrett),3.450,3.440
3,3:29,2,6,TAM 28,10,10,Desmond Ridder pass complete short right to Van Jefferson for 5 yards (tackle by Antoine Winfield and Lavonte David),3.440,3.400
3,2:59,3,1,TAM 23,10,10,Tyler Allgeier up the middle for no gain (tackle by Ryan Neal and Joe Tryon-Shoyinka),3.400,2.080
3,2:11,4,1,TAM 23,13,10,Younghoe Koo 41 yard field goal good,2.080,3.000
3,2:04,,,ATL 35,13,10,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,2:04,1,10,TAM 25,13,10,Rachaad White up the middle for 4 yards (tackle by Calais Campbell and LaCale London),0.610,0.600
3,1:24,2,6,TAM 29,13,10,Baker Mayfield pass complete short left to Rachaad White for 20 yards (tackle by Kaden Elliss and Jeff Okudah),0.600,2.190
3,0:41,1,10,TAM 49,13,10,Ke'Shawn Vaughn right guard for -4 yards (tackle by LaCale London and David Onyemata),2.190,1.110
Quarter,Time,Down,ToGo,Location,ATL,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,14,TAM 45,13,10,"Baker Mayfield pass incomplete deep left. Penalty on Kaden Elliss: Illegal Contact, 5 yards (accepted) (no play)",1.110,2.260
4,14:54,1,10,TAM 50,13,10,"Ke'Shawn Vaughn right guard for no gain (tackle by Kaden Elliss). Penalty on Cody Mauch: Offensive Holding, 10 yards (accepted) (no play)",2.260,1.600
4,14:34,1,20,TAM 40,13,10,Baker Mayfield pass complete short right to Mike Evans for 3 yards (tackle by AJ Terrell),1.600,0.770
4,14:09,2,17,TAM 43,13,10,Baker Mayfield pass complete short right to Chris Godwin for 7 yards (tackle by Nathan Landman),0.770,1.030
4,13:32,3,10,TAM 50,13,10,Baker Mayfield sacked by Lorenzo Carter for -4 yards,1.030,-0.320
4,12:49,4,14,TAM 46,13,10,Jake Camarda punts 47 yards downed by Zyon McCollum,-0.320,0.380
4,12:37,1,10,ATL 7,13,10,Desmond Ridder pass complete short left to Drake London for 2 yards (tackle by Jamel Dean),-0.380,-0.630
4,12:00,2,8,ATL 9,13,10,Desmond Ridder pass complete deep right to Tyler Allgeier for 46 yards (tackle by Ryan Neal),-0.630,2.590
4,11:14,1,10,TAM 45,13,10,Cordarrelle Patterson left end for 18 yards (tackle by Jamel Dean),2.590,3.780
4,10:43,1,10,TAM 27,13,10,Cordarrelle Patterson left tackle for 7 yards (tackle by Shaquil Barrett and Greg Gaines),3.780,4.180
4,10:07,2,3,TAM 20,13,10,Tyler Allgeier left tackle for 1 yard (tackle by Lavonte David),4.180,3.640
4,9:25,3,2,TAM 19,13,10,Tyler Allgeier right guard for 2 yards (tackle by Ryan Neal),3.640,4.440
4,8:46,1,10,TAM 17,13,10,Tyler Allgeier right guard for 9 yards (tackle by Joe Tryon-Shoyinka),4.440,5.480
4,8:04,2,1,TAM 8,13,10,Tyler Allgeier up the middle for no gain (tackle by Shaquil Barrett),5.480,4.800
4,7:29,3,1,TAM 8,13,10,Desmond Ridder up the middle for 1 yard (tackle by Devin White),4.800,5.600
4,6:43,1,7,TAM 7,13,10,"Penalty on ATL: Delay of Game, 5 yards (accepted) (no play)",5.600,4.640
4,6:35,1,12,TAM 12,13,10,"Desmond Ridder left end for no gain, touchdown Replay Assistant challenged the fumble ruling, and the original play was overturned. Desmond Ridder left end for 11 yards. Desmond Ridder fumbles (forced by Antoine Winfield)",4.640,-0.280
4,6:30,1,10,TAM 20,13,10,Baker Mayfield pass incomplete short middle intended for Chris Godwin (defended by Jeff Okudah),0.280,-0.270
4,6:27,2,10,TAM 20,13,10,Baker Mayfield pass complete short middle to Cade Otton for 12 yards (tackle by Jeff Okudah),-0.270,1.070
4,5:51,1,10,TAM 32,13,10,Rachaad White right end for no gain (tackle by Jeff Okudah),1.070,0.530
4,5:20,2,10,TAM 32,13,10,Baker Mayfield pass complete short left to Cade Otton for 7 yards (tackle by AJ Terrell),0.530,0.760
4,4:34,3,3,TAM 39,13,10,Baker Mayfield pass complete short right to Chris Godwin for 33 yards (tackle by Jessie Bates),0.760,3.710
4,4:28,1,10,ATL 28,13,10,Rachaad White up the middle for 2 yards (tackle by David Onyemata and Nathan Landman),3.710,3.440
4,3:48,2,8,ATL 26,13,10,Baker Mayfield pass short right intended for Cade Otton is intercepted by Richie Grant at ATL-11 and returned for 4 yards,3.440,0.220
4,3:41,1,10,ATL 15,13,10,Tyler Allgeier left tackle for 2 yards (tackle by Joe Tryon-Shoyinka and Greg Gaines),-0.220,-0.440
4,3:02,2,8,ATL 17,13,10,Tyler Allgeier left tackle for 3 yards (tackle by Lavonte David),-0.440,-0.760
4,2:55,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
4,2:55,3,5,ATL 20,13,10,Cordarrelle Patterson left end for 4 yards (tackle by Joe Tryon-Shoyinka and Zyon McCollum),-0.760,-1.770
4,2:42,,,,,,Timeout #3 by Tampa Bay Buccaneers,,
4,2:42,4,1,ATL 24,13,10,Bradley Pinion punts 43 yards out of bounds,-1.770,-1.140
4,2:36,1,10,TAM 33,13,10,Baker Mayfield pass incomplete short right intended for Chris Godwin,1.140,0.590
4,2:32,2,10,TAM 33,13,10,Baker Mayfield pass complete short right to Rachaad White for 1 yard (tackle by DeAundre Alford),0.590,0.040
4,2:07,3,9,TAM 34,13,10,Baker Mayfield scrambles up the middle for 31 yards (tackle by Jeff Okudah),0.040,3.250
4,1:57,1,10,ATL 35,13,10,Rachaad White right tackle for 3 yards (tackle by Kaden Elliss),3.250,3.110
4,1:33,2,7,ATL 32,13,10,Baker Mayfield pass complete short right to Cade Otton for 8 yards (tackle by Richie Grant),3.110,3.970
4,1:28,1,10,ATL 24,13,10,Rachaad White up the middle for 1 yard (tackle by Calais Campbell and Lorenzo Carter),3.970,3.570
4,1:11,2,9,ATL 23,13,10,"Baker Mayfield pass incomplete short middle intended for Trey Palmer. Penalty on DeAundre Alford: Defensive Pass Interference, 15 yards (accepted) (no play)",3.570,5.370
4,1:05,1,8,ATL 8,13,10,Baker Mayfield pass incomplete short middle intended for Chris Godwin (defended by DeAundre Alford),5.370,4.570
4,1:00,2,8,ATL 8,13,10,Baker Mayfield pass incomplete short left intended for Chris Godwin,4.570,3.580
4,0:56,3,8,ATL 8,13,10,Baker Mayfield sacked by David Onyemata for -10 yards,3.580,2.250
4,0:49,,,,,,Timeout #1 by Atlanta Falcons,,
4,0:49,4,18,ATL 18,13,13,Chase McLaughlin 36 yard field goal good,2.250,3.000
4,0:45,,,TAM 35,13,13,"Jake Camarda kicks off 65 yards, touchback.",0.000,0.610
4,0:45,1,10,ATL 25,13,13,"Desmond Ridder pass complete deep right to Kyle Pitts for 17 yards (tackle by Ryan Neal) Replay Assistant challenged the pass completion ruling, and the original play was overturned. Desmond Ridder pass incomplete deep right intended for Kyle Pitts",0.610,0.060
4,0:36,2,10,ATL 25,13,13,Desmond Ridder pass complete deep left to Kyle Pitts for 39 yards (tackle by Ryan Neal),0.060,3.180
4,0:36,1,10,TAM 36,13,13,Bijan Robinson up the middle for 3 yards (tackle by Shaquil Barrett),3.180,3.040
4,0:25,,,,,,Timeout #2 by Atlanta Falcons,,
4,0:25,2,7,TAM 33,13,13,Tyler Allgeier left tackle for no gain (tackle by Greg Gaines and Shaquil Barrett),3.040,2.350
4,0:04,,,,,,Timeout #3 by Atlanta Falcons,,
4,0:04,3,7,TAM 33,16,13,Younghoe Koo 51 yard field goal good,2.350,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
