Quarter,Time,Tm,Detail,MIA,BUF
1.0,13:30,Bills,Leodis McKelvin 79 yard punt return (Rian Lindell kick),0,7
,5:07,Bills,Rian Lindell 32 yard field goal,0,10
,4:55,Dolphins,Marcus Thigpen 96 yard kickoff return (Dan Carpenter kick),7,10
,0:40,Bills,Rian Lindell 34 yard field goal,7,13
2.0,8:57,Bills,Rian Lindell 42 yard field goal,7,16
,0:00,Bills,Rian Lindell 19 yard field goal,7,19
4.0,8:42,Dolphins,Davone Bess 2 yard pass from Ryan Tannehill (Dan Carpenter kick),14,19
