Quarter,Time,Down,ToGo,Location,MIA,BUF,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bills won the coin toss and deferred, Dolphins to receive the opening kickoff.",,
1,15:00,,,BUF 35,0,0,"Rian Lindell kicks off 65 yards, returned by Marcus Thigpen for 21 yards (tackle by Arthur Moats)",0.000,0.340
1,14:53,1,10,MIA 21,0,0,Reggie Bush left guard for 2 yards (tackle by Kyle Williams and George Wilson),0.340,0.070
1,14:27,2,8,MIA 23,0,0,Ryan Tannehill pass complete short right to Brian Hartline for 5 yards (tackle by Stephon Gilmore),0.070,0.040
1,13:52,3,3,MIA 28,0,0,Ryan Tannehill pass incomplete short right intended for Anthony Fasano,0.040,-1.500
1,13:49,4,3,MIA 28,0,6,"Brandon Fields punts 51 yards, returned by Leodis McKelvin for 79 yards, touchdown",-1.500,-7.000
1,,,,MIA 2,0,7,Rian Lindell kicks extra point good,0.000,0.000
1,13:30,,,BUF 35,0,7,"Rian Lindell kicks off 68 yards, returned by Marcus Thigpen for 23 yards (tackle by Arthur Moats). Penalty on Chris White: Low Block, 15 yards",0.000,1.270
1,13:23,1,10,MIA 35,0,7,Reggie Bush right tackle for -5 yards (tackle by Mario Williams),1.270,0.050
1,12:51,2,15,MIA 30,0,7,Ryan Tannehill pass complete short middle to Reggie Bush for 1 yard (tackle by George Wilson),0.050,-0.490
1,12:09,3,14,MIA 31,0,7,Ryan Tannehill up the middle for 7 yards (tackle by Nick Barnett),-0.490,-0.850
1,11:31,4,7,MIA 38,0,7,"Brandon Fields punts 43 yards, returned by Leodis McKelvin for 5 yards (tackle by Koa Misi)",-0.850,-0.540
1,11:20,1,10,BUF 24,0,7,C.J. Spiller up the middle for 4 yards (tackle by Jimmy Wilson),0.540,0.540
1,10:42,2,6,BUF 28,0,7,C.J. Spiller up the middle for 5 yards (tackle by Koa Misi and Karlos Dansby),0.540,0.500
1,10:00,3,1,BUF 33,0,7,Tashard Choice up the middle for no gain (tackle by Reshad Jones and Cameron Wake),0.500,-1.180
1,9:20,4,1,BUF 33,0,7,"Shawn Powell punts 56 yards, returned by Marcus Thigpen for 22 yards (tackle by Brad Smith)",-1.180,-1.140
1,9:06,1,10,MIA 33,0,7,"Ryan Tannehill pass complete deep middle to Brian Hartline for 15 yards (tackle by Stephon Gilmore). Brian Hartline fumbles (forced by Stephon Gilmore), recovered by Jairus Byrd at BUF-48 (tackle by Brian Hartline)",1.140,-2.130
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
1,8:59,1,10,BUF 48,0,7,C.J. Spiller up the middle for 5 yards (tackle by Olivier Vernon and Reshad Jones),2.130,2.260
1,8:12,2,5,MIA 47,0,7,Ryan Fitzpatrick pass incomplete short right intended for Steve Johnson,2.260,1.550
1,8:09,3,5,MIA 47,0,7,"Penalty on Chris Hairston: False Start, 5 yards (no play)",1.550,0.890
1,8:09,3,10,BUF 48,0,7,Ryan Fitzpatrick pass complete short middle to Steve Johnson for 15 yards (tackle by Chris Clemons),0.890,3.120
1,7:25,1,10,MIA 37,0,7,Ryan Fitzpatrick pass complete short left to Steve Johnson for 16 yards (tackle by Sean Smith),3.120,4.170
1,6:45,1,10,MIA 21,0,7,C.J. Spiller right tackle for 1 yard (tackle by Reshad Jones),4.170,3.760
1,6:00,2,9,MIA 20,0,7,C.J. Spiller left guard for 6 yards (tackle by Chris Clemons and Kevin Burnett),3.760,4.020
1,5:16,3,3,MIA 14,0,7,Ryan Fitzpatrick pass incomplete short right intended for Donald Jones,4.020,2.610
1,5:16,4,3,MIA 14,0,10,Rian Lindell 32 yard field goal good,2.610,3.000
1,5:07,,,BUF 35,6,10,"Rian Lindell kicks off 61 yards, returned by Marcus Thigpen for 96 yards, touchdown",0.000,7.000
1,5:07,,,BUF 2,7,10,Dan Carpenter kicks extra point good,0.000,0.000
1,4:55,,,MIA 35,7,10,"Dan Carpenter kicks off 66 yards, returned by Leodis McKelvin for 25 yards (tackle by Jason Trusnik)",0.000,0.540
1,4:48,1,10,BUF 24,7,10,C.J. Spiller right guard for 3 yards (tackle by Derrick Shelby),0.540,0.400
1,4:08,2,7,BUF 27,7,10,Ryan Fitzpatrick pass complete short left to C.J. Spiller for 24 yards (tackle by Reshad Jones),0.400,2.320
1,3:33,1,10,MIA 49,7,10,Tashard Choice up the middle for 2 yards (tackle by Karlos Dansby and Randy Starks),2.320,2.050
1,2:54,2,8,MIA 47,7,10,"Ryan Fitzpatrick pass complete short right to Scott Chandler for 22 yards (tackle by Sean Smith). Scott Chandler fumbles (forced by Sean Smith), recovered by Scott Chandler at MIA-25",2.050,3.910
1,2:03,1,10,MIA 25,7,10,Ryan Fitzpatrick pass complete short right to T.J. Graham for 2 yards (tackle by Reshad Jones and Nolan Carroll),3.910,3.630
1,1:23,2,8,MIA 23,7,10,C.J. Spiller right tackle for 7 yards (tackle by Sean Smith),3.630,4.060
1,0:47,3,1,MIA 16,7,10,Ryan Fitzpatrick pass incomplete short left intended for Scott Chandler (defended by Karlos Dansby),4.060,2.530
1,0:43,4,1,MIA 16,7,13,Rian Lindell 34 yard field goal good,2.530,3.000
1,0:40,,,BUF 35,7,13,"Rian Lindell kicks off 66 yards, returned by Marcus Thigpen for 28 yards (tackle by George Wilson)",0.000,0.740
1,0:33,1,10,MIA 27,7,13,Daniel Thomas up the middle for 3 yards (tackle by Da'Norris Searcy and Nigel Bradham),0.740,0.600
Quarter,Time,Down,ToGo,Location,MIA,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,MIA 30,7,13,Daniel Thomas left guard for 4 yards (tackle by Kelvin Sheppard and Da'Norris Searcy),0.600,0.430
2,14:27,3,3,MIA 34,7,13,"Penalty on Marcell Dareus: Defensive Offside, 5 yards (no play)",0.430,1.530
2,14:14,1,10,MIA 39,7,13,Daniel Thomas left guard for 1 yard (tackle by Marcell Dareus),1.530,1.120
2,13:39,2,9,MIA 40,7,13,Ryan Tannehill pass complete short left to Davone Bess for 5 yards (tackle by Jairus Byrd),1.120,1.090
2,13:06,3,4,MIA 45,7,13,Ryan Tannehill pass incomplete short right intended for Davone Bess,1.090,-0.390
2,13:02,4,4,MIA 45,7,13,"Brandon Fields punts 43 yards, fair catch by Leodis McKelvin",-0.390,0.350
2,12:54,1,10,BUF 12,7,13,C.J. Spiller right guard for 5 yards (tackle by Cameron Wake and Karlos Dansby),-0.350,-0.230
2,12:14,2,5,BUF 17,7,13,Ryan Fitzpatrick pass incomplete short left intended for Steve Johnson,-0.230,-0.840
2,12:10,3,5,BUF 17,7,13,"Ryan Fitzpatrick pass incomplete deep left intended for T.J. Graham. Penalty on Nolan Carroll: Defensive Pass Interference, 31 yards (no play)",-0.840,2.130
2,12:04,1,10,BUF 48,7,13,Ryan Fitzpatrick pass incomplete short left intended for C.J. Spiller,2.130,1.580
2,12:00,2,10,BUF 48,7,13,Ryan Fitzpatrick up the middle for 13 yards (tackle by Reshad Jones),1.580,2.980
2,11:11,1,10,MIA 39,7,13,"Ryan Fitzpatrick pass incomplete short left intended for Donald Jones. Penalty on Nolan Carroll: Defensive Pass Interference, 15 yards (no play)",2.980,3.970
2,11:08,1,10,MIA 24,7,13,C.J. Spiller right tackle for 4 yards (tackle by Kevin Burnett and Chris Clemons),3.970,3.970
2,10:24,2,6,MIA 20,7,13,Tashard Choice up the middle for 3 yards (tackle by Kevin Burnett),3.970,3.750
2,9:42,3,3,MIA 17,7,13,Ryan Fitzpatrick sacked by Koa Misi for -2 yards,3.750,2.240
2,9:08,4,5,MIA 19,7,13,"Penalty on Kraig Urbik: False Start, 5 yards (no play)",2.240,1.870
2,9:00,4,10,MIA 24,7,16,Rian Lindell 42 yard field goal good,1.870,3.000
2,8:57,,,BUF 35,7,16,"Rian Lindell kicks off 55 yards, returned by Marcus Thigpen for 13 yards (tackle by Chris White)",0.000,0.480
2,8:52,1,10,MIA 23,7,16,Ryan Tannehill pass incomplete deep left intended for Brian Hartline (defended by Jairus Byrd),0.480,-0.070
2,8:45,2,10,MIA 23,7,16,Ryan Tannehill pass complete short right to Reggie Bush for 14 yards,-0.070,1.400
2,8:03,1,10,MIA 37,7,16,Reggie Bush left tackle for -1 yards (tackle by Nigel Bradham),1.400,0.720
2,7:22,2,11,MIA 36,7,16,"Penalty on Shawne Merriman: Neutral Zone Infraction, 5 yards (no play)",0.720,1.400
2,6:57,2,6,MIA 41,7,16,Ryan Tannehill pass incomplete short middle intended for Rishard Matthews (defended by Alex Carrington),1.400,0.700
2,6:53,3,6,MIA 41,7,16,Ryan Tannehill pass complete short middle to Davone Bess for 2 yards (tackle by Jairus Byrd),0.700,-0.520
2,6:16,4,4,MIA 43,7,16,"Brandon Fields punts 41 yards, fair catch by Leodis McKelvin",-0.520,0.140
2,6:08,1,10,BUF 16,7,16,C.J. Spiller up the middle for 4 yards (tackle by Sean Smith),-0.140,0.010
2,5:34,2,6,BUF 20,7,16,Ryan Fitzpatrick pass complete short right to Steve Johnson for 12 yards (tackle by Reshad Jones and Kevin Burnett),0.010,1.070
2,4:48,1,10,BUF 32,7,16,"Ryan Fitzpatrick pass incomplete deep right intended for Donald Jones. Penalty on Nolan Carroll: Illegal Contact, 5 yards (no play)",1.070,1.400
2,4:41,1,10,BUF 37,7,16,C.J. Spiller up the middle for -4 yards (tackle by Jimmy Wilson),1.400,0.320
2,3:57,2,14,BUF 33,7,16,Ryan Fitzpatrick pass complete short middle to Scott Chandler for 8 yards (tackle by Reshad Jones),0.320,0.700
2,3:12,3,6,BUF 41,7,16,Ryan Fitzpatrick pass incomplete short middle intended for Tashard Choice,0.700,-0.650
2,3:08,4,6,BUF 41,7,16,Shawn Powell punts 52 yards,-0.650,0.380
2,3:00,1,10,MIA 7,7,16,Reggie Bush up the middle for 1 yard (tackle by Kelvin Sheppard and Nick Barnett),-0.380,-0.710
2,2:23,2,9,MIA 8,7,16,Ryan Tannehill pass incomplete short left intended for Davone Bess,-0.710,-1.300
2,2:18,3,9,MIA 8,7,16,Ryan Tannehill sacked by Mario Williams for -6 yards,-1.300,0.000
2,2:13,,,,7,16,Timeout #1 by Buffalo Bills,0.000,-2.490
2,2:13,4,15,MIA 2,7,16,"Brandon Fields punts 65 yards, returned by Leodis McKelvin for 14 yards (tackle by Jonathan Freeny)",-2.490,-2.060
2,1:58,1,10,BUF 47,7,16,Ryan Fitzpatrick pass complete short right to C.J. Spiller for 13 yards (tackle by Karlos Dansby),2.060,2.920
2,1:50,1,10,MIA 40,7,16,C.J. Spiller up the middle for 20 yards (tackle by Kevin Burnett and Jared Odrick),2.920,4.240
2,1:09,1,10,MIA 20,7,16,Tashard Choice up the middle for 4 yards (tackle by Karlos Dansby and Jared Odrick),4.240,4.280
2,0:33,2,6,MIA 16,7,16,Ryan Fitzpatrick sacked by Randy Starks for -2 yards,4.280,0.000
2,0:26,,,,7,16,Timeout #2 by Buffalo Bills,0.000,3.220
2,0:26,3,8,MIA 18,7,16,Ryan Fitzpatrick pass complete short right to Steve Johnson for 14 yards (tackle by Sean Smith),3.220,0.000
2,0:15,,,,7,16,Timeout #3 by Buffalo Bills,0.000,6.280
2,0:15,1,4,MIA 4,7,16,Ryan Fitzpatrick pass incomplete short middle intended for Donald Jones (defended by Chris Clemons),6.280,5.340
2,0:09,2,4,MIA 4,7,16,"Ryan Fitzpatrick pass incomplete short right intended for Steve Johnson. Penalty on Sean Smith: Defensive Pass Interference, 3 yards (no play)",5.340,6.970
2,0:06,1,1,MIA 1,7,16,Ryan Fitzpatrick pass incomplete short left intended for Scott Chandler (defended by Reshad Jones),6.970,5.910
2,0:03,2,1,MIA 1,7,19,Rian Lindell 19 yard field goal good,5.910,3.000
Quarter,Time,Down,ToGo,Location,MIA,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,7,19,"Dan Carpenter kicks off 69 yards, returned by Leodis McKelvin for 25 yards (tackle by Austin Spitler)",0.000,0.340
3,14:55,1,10,BUF 21,7,19,C.J. Spiller left tackle for 7 yards (tackle by Nolan Carroll),0.340,0.750
3,14:14,2,3,BUF 28,7,19,C.J. Spiller up the middle for 9 yards (tackle by Reshad Jones and Chris Clemons),0.750,1.400
3,13:32,1,10,BUF 37,7,19,Tashard Choice right tackle for 2 yards (tackle by Reshad Jones and Chris Clemons),1.400,1.130
3,12:53,2,8,BUF 39,7,19,Ryan Fitzpatrick pass complete short left to Donald Jones for 8 yards (tackle by Chris Clemons and Kevin Burnett),1.130,2.060
3,12:06,1,10,BUF 47,7,19,Ryan Fitzpatrick pass complete short left to Steve Johnson for 9 yards (tackle by Sean Smith),2.060,2.730
3,11:22,2,1,MIA 44,7,19,C.J. Spiller right guard for 5 yards (tackle by Jimmy Wilson),2.730,2.980
3,10:39,1,10,MIA 39,7,19,Tashard Choice left guard for 3 yards (tackle by Olivier Vernon and Kevin Burnett),2.980,2.850
