Quarter,Time,Down,ToGo,Location,DAL,WAS,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cowboys won the coin toss, Cowboys to receive the opening kickoff.",,
1,15:00,,,WAS 35,0,0,"Graham Gano kicks off 65 yards, touchback",0.000,0.280
1,15:00,1,10,DAL 20,0,0,Tony Romo pass complete short right to DeMarco Murray for 9 yards (tackle by London Fletcher),0.280,0.950
1,14:37,2,1,DAL 29,0,0,DeMarco Murray right end for no gain (tackle by Perry Riley and DeAngelo Hall),0.950,0.230
1,14:00,3,1,DAL 29,0,0,DeMarco Murray left end for 4 yards (tackle by DeAngelo Hall),0.230,1.140
1,13:22,1,10,DAL 33,0,0,Tony Romo pass complete short right to DeMarco Murray for 14 yards (tackle by Josh Wilson),1.140,2.060
1,13:02,1,10,DAL 47,0,0,Felix Jones left guard for 6 yards (tackle by O.J. Atogwe and Josh Wilson),2.060,2.330
1,12:33,2,4,WAS 47,0,0,Felix Jones left end for 9 yards (tackle by London Fletcher),2.330,3.050
1,11:53,1,10,WAS 38,0,0,DeMarco Murray right tackle for 3 yards (tackle by Perry Riley and London Fletcher),3.050,2.910
1,11:10,2,7,WAS 35,0,0,DeMarco Murray left end for no gain (tackle by Perry Riley and Dejon Gomes),2.910,2.210
1,10:21,3,7,WAS 35,0,0,Tony Romo pass incomplete short left intended for Laurent Robinson,2.210,0.970
1,10:16,4,7,WAS 35,0,0,"Mat McBriar punts 35 yards, touchback",0.970,-0.280
1,10:07,1,10,WAS 20,0,0,Anthony Armstrong left end for 5 yards (tackle by Abram Elam),0.280,0.410
1,9:30,2,5,WAS 25,0,0,Donte Stallworth right end for -1 yards (tackle by Terence Newman and Abram Elam),0.410,-0.430
1,8:50,3,6,WAS 24,0,0,"Rex Grossman pass complete short middle to Fred Davis for 3 yards (tackle by Gerald Sensabaugh). Fred Davis fumbles (forced by Gerald Sensabaugh), recovered by Gerald Sensabaugh at WAS-24 (tackle by David Anderson)",-0.430,-3.970
,,,,,,,"WAS challenged the runner was down by contact ruling, and the play was upheld.",,
1,8:39,1,10,WAS 24,0,0,Tony Romo pass incomplete deep middle intended for Laurent Robinson,3.970,3.430
1,8:34,2,10,WAS 24,0,0,DeMarco Murray right end for 2 yards (tackle by Dejon Gomes and Barry Cofield),3.430,3.010
1,7:51,3,8,WAS 22,6,0,"Tony Romo pass complete deep right to Dez Bryant for 22 yards, touchdown",3.010,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
1,,,,WAS 2,7,0,Dan Bailey kicks extra point good,0.000,0.000
1,,,,DAL 35,7,0,"Dan Bailey kicks off 60 yards, returned by Brandon Banks for 20 yards (tackle by Akwasi Owusu-Ansah)",0.000,0.610
1,7:36,1,10,WAS 25,7,0,Ryan Torain left tackle for 5 yards (tackle by Sean Lee),0.610,0.740
1,6:59,2,5,WAS 30,7,0,"Rex Grossman pass incomplete short middle intended for Jabar Gaffney (defended by Orlando Scandrick). Penalty on Orlando Scandrick: Defensive Holding, 5 yards (no play)",0.740,1.270
1,6:53,1,10,WAS 35,7,0,Rex Grossman pass incomplete short right intended for Darrel Young,1.270,0.720
1,6:47,2,10,WAS 35,7,0,Rex Grossman pass complete short right to Ryan Torain for 2 yards (tackle by Sean Lee),0.720,0.300
1,6:04,3,8,WAS 37,7,0,Rex Grossman pass incomplete deep middle intended for Jabar Gaffney,0.300,-0.910
1,5:58,4,8,WAS 37,7,0,"Saverio Rocca punts 42 yards, fair catch by Akwasi Owusu-Ansah",-0.910,-0.340
1,5:50,1,10,DAL 21,7,0,DeMarco Murray left tackle for 5 yards (tackle by Dejon Gomes),0.340,0.480
1,5:12,2,5,DAL 26,7,0,DeMarco Murray left end for 3 yards (tackle by London Fletcher and Dejon Gomes),0.480,0.170
1,4:27,3,2,DAL 29,7,0,Tony Romo pass incomplete deep right intended for Laurent Robinson,0.170,-1.440
1,4:21,4,2,DAL 29,7,0,"Mat McBriar punts 53 yards, returned by Brandon Banks for 24 yards (tackle by John Phillips). Penalty on Terrence Austin: Illegal Block Above the Waist, 10 yards",-1.440,-0.040
1,4:06,1,10,WAS 18,7,0,Ryan Torain left tackle for 2 yards (tackle by Sean Lissemore and Sean Lee),0.040,-0.130
1,3:32,2,8,WAS 20,7,0,Rex Grossman pass incomplete short middle intended for Ryan Torain,-0.130,-0.910
1,3:23,3,8,WAS 20,7,0,Rex Grossman pass incomplete deep right intended for Jabar Gaffney,-0.910,-2.030
1,3:17,4,8,WAS 20,7,0,"Saverio Rocca punts 52 yards, returned by Akwasi Owusu-Ansah for 8 yards (tackle by Perry Riley)",-2.030,-1.330
1,3:05,1,10,DAL 36,7,0,Tony Romo pass complete deep right to Dez Bryant for 20 yards (tackle by DeAngelo Hall),1.330,2.650
1,2:40,1,10,WAS 44,7,0,DeMarco Murray up the middle for no gain (tackle by Dejon Gomes),2.650,2.110
1,2:05,2,10,WAS 44,7,0,Tony Romo pass complete short left to DeMarco Murray for -2 yards (tackle by DeAngelo Hall),2.110,1.160
1,1:20,3,12,WAS 46,7,0,Tony Romo pass incomplete deep right intended for Laurent Robinson,1.160,0.200
1,1:14,4,12,WAS 46,7,0,"Mat McBriar punts 34 yards, fair catch by Brandon Banks",0.200,0.350
1,1:05,1,10,WAS 12,7,0,Tashard Choice right tackle for 9 yards (tackle by Terence Newman and Keith Brooking),-0.350,0.420
1,0:23,2,1,WAS 21,7,0,Tashard Choice right guard for -1 yards (tackle by Anthony Spencer and Jay Ratliff),0.420,-0.480
Quarter,Time,Down,ToGo,Location,DAL,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,WAS 20,7,0,"Rex Grossman sacked by Jason Hatcher for -10 yards. Rex Grossman fumbles (forced by Jason Hatcher), recovered by Rex Grossman at WAS-13",-0.480,-2.490
2,14:43,4,9,WAS 13,7,0,"Saverio Rocca punts 43 yards, returned by Akwasi Owusu-Ansah for 14 yards (tackle by Rocky McIntosh). Penalty on Barry Church: Offensive Holding, 10 yards",-2.490,-2.130
2,14:37,1,10,DAL 48,7,0,Tony Romo pass complete short left to DeMarco Murray for -2 yards (tackle by London Fletcher),2.130,1.310
2,14:09,2,12,DAL 46,7,0,Tony Romo pass incomplete deep middle intended for Dez Bryant (defended by O.J. Atogwe),1.310,0.630
2,14:02,3,12,DAL 46,7,0,Tony Romo pass complete deep left to Jesse Holley for 17 yards (tackle by DeAngelo Hall),0.630,3.120
2,14:02,1,10,WAS 37,7,0,"Penalty on Montrae Holland: False Start, 5 yards (no play)",3.120,2.790
2,13:17,1,15,WAS 42,7,0,DeMarco Murray left tackle for 2 yards (tackle by London Fletcher),2.790,2.170
2,12:39,2,13,WAS 40,7,0,"Tony Romo pass incomplete short middle intended for Laurent Robinson (defended by Dejon Gomes). Penalty on Josh Wilson: Defensive Pass Interference, 14 yards (no play)",2.170,3.840
