Quarter,Time,Down,ToGo,Location,WAS,SEA,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Redskins won the coin toss, Redskins to receive the opening kickoff.",,
1,15:00,,,SEA 30,0,0,"Rian Lindell kicks off 64 yards, returned by Willie Jackson for 13 yards (tackle by Reggie Tongue)",0.000,0.150
1,14:54,1,10,WAS 19,0,0,Shane Matthews pass incomplete intended for Derrius Thompson,0.150,-0.390
1,14:49,2,10,WAS 19,0,0,Shane Matthews pass complete to Rod Gardner for 14 yards (tackle by Shawn Springs),-0.390,1.140
1,14:19,1,10,WAS 33,0,0,Shane Matthews pass complete to Rod Gardner for 5 yards (tackle by Shawn Springs),1.140,1.270
1,13:44,2,5,WAS 38,0,0,Kenny Watson left tackle for 12 yards (tackle by Isaiah Kacyvenski and Marcus Robertson),1.270,2.260
1,13:04,1,10,,0,0,Shane Matthews pass incomplete intended for Derrius Thompson,2.260,1.710
1,12:58,2,10,,0,0,"Shane Matthews pass incomplete intended for Derrius Thompson. Penalty on Willie Williams: Defensive Pass Interference, 11 yards (no play)",1.710,2.980
1,12:54,1,10,SEA 39,0,0,Kenny Watson right guard for 5 yards (tackle by Marcus Bell),2.980,3.120
1,12:10,2,5,SEA 34,0,0,Shane Matthews pass incomplete intended for Rod Gardner,3.120,2.410
1,12:05,3,5,SEA 34,0,0,Shane Matthews pass incomplete intended for Walter Rasby (defended by Lamar King),2.410,1.070
1,12:05,4,5,SEA 34,0,0,Bryan Barker punts 31 yards,1.070,0.380
1,11:44,1,10,SEA 3,0,0,Shaun Alexander left guard for 4 yards (tackle by Jessie Armstead and Jeremiah Trotter),-0.380,-0.490
1,11:04,2,6,SEA 7,0,0,Matt Hasselbeck pass incomplete intended for Koren Robinson (defended by Champ Bailey),-0.490,-0.950
1,10:59,3,6,SEA 7,0,0,Matt Hasselbeck pass incomplete intended for James Williams (defended by Darrell Green),-0.950,-2.490
1,10:55,4,6,SEA 7,0,0,"Jeff Feagles punts 34 yards, fair catch by Jacquez Green",-2.490,-2.850
1,10:48,1,10,SEA 41,0,0,"Penalty on Zeron Flemister: False Start, 5 yards (no play)",2.850,2.520
1,10:48,1,15,SEA 46,0,0,Kenny Watson middle for 23 yards (tackle by Ken Lucas and Willie Williams),2.520,4.040
1,10:10,1,10,SEA 23,0,0,Shane Matthews pass incomplete intended for Rod Gardner,4.040,3.500
1,10:04,2,10,SEA 23,0,0,Shane Matthews pass complete to Kenny Watson for 9 yards (tackle by Chad Brown),3.500,4.280
1,9:29,3,1,SEA 14,0,0,Kenny Watson right guard for 2 yards (tackle by Isaiah Kacyvenski),4.280,4.780
1,8:54,1,10,SEA 12,0,0,Kenny Watson right end for 2 yards (tackle by Marcus Robertson),4.780,4.450
1,8:13,2,8,SEA 10,0,0,Shane Matthews sacked by Chad Brown for -1 yards,4.450,3.290
1,7:39,3,9,SEA 11,6,0,"Shane Matthews pass complete to Darnerien McCants for 11 yards, touchdown",3.290,7.000
1,7:39,3,9,SEA 11,7,0,"Penalty on Marcus Robertson: Unnecessary Roughness, 15 yards",3.290,0.000
1,7:39,,,SEA 11,7,0,James Tuthill kicks extra point good,0.000,0.000
1,7:39,,,WAS 45,7,0,"James Tuthill kicks off 57 yards, returned by Maurice Morris for 13 yards (tackle by Rashad Bauman)",0.000,-0.370
