Quarter,Time,Down,ToGo,Location,SFO,NOR,Detail,EPB,EPA
1,8:10,1,10,NOR 20,0,0,Colin Kaepernick pass complete short right to Mario Manningham for 13 yards (tackle by Jabari Greer),4.240,5.600
1,7:28,1,7,NOR 7,6,0,"Colin Kaepernick left end for 7 yards, touchdown",5.600,7.000
1,7:28,,,NOR 2,7,0,David Akers kicks extra point good,0.000,0.000
1,7:21,,,SFO 35,7,0,"David Akers kicks off 70 yards, returned by Travaris Cadet for 26 yards (tackle by Delanie Walker)",0.000,0.340
1,7:17,1,10,NOR 21,7,0,Mark Ingram right guard for 3 yards (tackle by Ray McDonald),0.340,0.210
1,6:36,2,7,NOR 24,7,0,Drew Brees pass complete short left to Marques Colston for 13 yards (tackle by Dashon Goldson),0.210,1.400
1,6:05,1,10,NOR 37,7,0,Drew Brees pass complete deep left to Joe Morgan for 33 yards (tackle by Tarell Brown),1.400,3.580
1,5:17,1,10,SFO 30,7,0,Drew Brees pass complete short left to Jed Collins for 7 yards (tackle by Aldon Smith),3.580,3.980
1,4:48,2,3,SFO 23,7,0,Mark Ingram left guard for 6 yards (tackle by Donte Whitner),3.980,4.440
1,4:12,1,10,SFO 17,7,0,Mark Ingram right guard for 2 yards (tackle by Patrick Willis),4.440,4.150
1,3:45,2,8,SFO 15,7,0,Drew Brees pass complete short left to Lance Moore for 7 yards (tackle by Dashon Goldson),4.150,4.800
1,3:10,3,1,SFO 8,7,0,Mark Ingram right guard for 2 yards (tackle by Navorro Bowman),4.800,0.000
1,2:31,,,,7,0,Timeout #2 by San Francisco 49ers,0.000,5.830
1,2:31,1,6,SFO 6,7,0,Pierre Thomas left guard for no gain (tackle by Navorro Bowman and Justin Smith),5.830,4.950
1,1:56,2,6,SFO 6,7,6,"Drew Brees pass complete short right to David Thomas for 6 yards, touchdown",4.950,7.000
1,1:56,,,SFO 2,7,7,Garrett Hartley kicks extra point good,0.000,0.000
1,1:45,,,NOR 35,7,7,"Thomas Morstead kicks off 62 yards, returned by Kyle Williams for 23 yards (tackle by Isa Abdul-Quddus)",0.000,0.670
1,1:40,1,10,SFO 26,7,7,Colin Kaepernick left end for 3 yards (tackle by Cameron Jordan),0.670,0.540
1,1:12,2,7,SFO 29,7,7,"Colin Kaepernick pass complete short right to Vernon Davis for 9 yards (tackle by Cameron Jordan). Penalty on Jonathan Goodwin: Offensive Holding, 10 yards (no play)",0.540,-0.870
1,0:44,2,17,SFO 19,7,7,Colin Kaepernick pass complete short right to Bruce Miller for 26 yards (tackle by Curtis Lofton and Roman Harper),-0.870,1.930
Quarter,Time,Down,ToGo,Location,SFO,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SFO 45,7,7,Colin Kaepernick right end for 1 yard (tackle by Cameron Jordan),1.930,1.520
2,14:18,2,9,SFO 46,7,7,Colin Kaepernick pass incomplete short right intended for Frank Gore,1.520,0.830
2,14:18,3,9,SFO 46,7,7,"Penalty on SFO: Delay of Game, 5 yards (no play)",0.830,0.170
2,14:12,3,14,SFO 41,7,7,Colin Kaepernick pass incomplete deep left intended for Michael Crabtree,0.170,-0.650
2,14:04,4,14,SFO 41,7,7,"Andy Lee punts 59 yards, touchback",-0.650,-0.280
2,13:55,1,10,NOR 20,7,7,Mark Ingram right guard for 2 yards (tackle by Ahmad Brooks),0.280,0.000
2,13:16,2,8,NOR 22,7,7,Drew Brees pass complete short right to Marques Colston for 5 yards (tackle by Donte Whitner),0.000,-0.030
2,13:16,3,3,NOR 27,7,7,"Penalty on Aldon Smith: Neutral Zone Infraction, 5 yards (no play)",-0.030,1.070
2,12:21,1,10,NOR 32,7,7,Chris Ivory right guard for 3 yards (tackle by Ray McDonald),1.070,0.930
2,11:37,2,7,NOR 35,7,7,Drew Brees pass incomplete short left intended for Mark Ingram,0.930,0.230
2,11:32,3,7,NOR 35,7,7,Drew Brees pass complete short middle to Jimmy Graham for 12 yards (tackle by Patrick Willis),0.230,2.060
2,10:48,1,10,NOR 47,7,7,Chris Ivory right guard for 7 yards (tackle by Patrick Willis and Dashon Goldson),2.060,2.460
2,10:04,2,3,SFO 46,7,7,Drew Brees pass complete short middle to David Thomas for 7 yards (tackle by Ahmad Brooks). Penalty on Tarell Brown: Illegal Contact (Declined),2.460,2.980
2,9:41,1,10,SFO 39,7,7,Chris Ivory right guard for no gain (tackle by Navorro Bowman and Donte Whitner),2.980,2.440
2,9:03,2,10,SFO 39,7,7,Drew Brees pass incomplete deep right intended for Lance Moore,2.440,1.750
2,8:57,3,10,SFO 39,7,7,"Drew Brees pass incomplete. Penalty on Drew Brees: Intentional Grounding, 20 yards",1.750,-0.650
2,8:50,4,30,NOR 41,7,7,"Thomas Morstead punts 47 yards, muffed catch by Ted Ginn Jr., recovered by Rafael Bush and returned for no gain",-0.650,4.840
2,8:41,1,10,SFO 11,7,7,Drew Brees pass complete short left to Darren Sproles for 1 yard (tackle by Aldon Smith),4.840,4.320
2,7:58,2,9,SFO 10,7,13,"Drew Brees pass complete short middle to Marques Colston for 10 yards, touchdown",4.320,7.000
2,7:58,,,SFO 2,7,14,Garrett Hartley kicks extra point good,0.000,0.000
2,7:53,,,NOR 35,7,14,"Thomas Morstead kicks off 74 yards, touchback",0.000,0.280
2,7:53,1,10,SFO 20,7,14,Frank Gore left guard for 4 yards (tackle by Cameron Jordan),0.280,0.270
2,7:17,2,6,SFO 24,7,14,Colin Kaepernick pass incomplete short left intended for Vernon Davis,0.270,-0.430
2,7:12,3,6,SFO 24,7,14,Colin Kaepernick up the middle for 15 yards (tackle by Malcolm Jenkins),-0.430,1.530
2,6:27,1,10,SFO 39,7,14,Colin Kaepernick pass complete short right to Delanie Walker for 11 yards (tackle by Malcolm Jenkins and Tom Johnson),1.530,2.260
2,5:53,1,10,,7,14,"Colin Kaepernick pass complete short right to Michael Crabtree for 36 yards (tackle by Roman Harper). Penalty on Anthony Davis: Offensive Holding, 10 yards (no play)",2.260,1.600
2,5:19,1,20,SFO 40,7,14,Kendall Hunter left tackle for 1 yard (tackle by Will Smith),1.600,0.500
2,4:37,2,19,SFO 41,7,14,Colin Kaepernick pass incomplete (defended by Turk McBride),0.500,-0.160
2,4:31,3,19,SFO 41,7,14,Colin Kaepernick pass complete short right to Frank Gore for 12 yards (tackle by Isa Abdul-Quddus),-0.160,0.130
2,3:46,4,7,NOR 47,7,14,"Andy Lee punts 36 yards, fair catch by Darren Sproles",0.130,0.370
2,3:38,1,10,NOR 11,7,14,Mark Ingram right guard for 5 yards (tackle by Ricky Jean-Francois and Navorro Bowman),-0.370,-0.300
2,2:59,2,5,NOR 16,7,14,Drew Brees pass complete short left to Jimmy Graham for 4 yards (tackle by Patrick Willis),-0.300,-0.370
2,2:24,3,1,NOR 20,7,14,Mark Ingram left guard for no gain (tackle by Isaac Sopoaga),-0.370,-2.030
,,,,,,,"NOR challenged the first down ruling, and the play was upheld.",,
2,2:00,4,1,NOR 20,7,14,"Thomas Morstead punts 53 yards, fair catch by Kyle Williams",-2.030,-0.740
2,1:53,1,10,SFO 27,7,14,Colin Kaepernick pass complete short left to Mario Manningham for 7 yards (tackle by Curtis Lofton and Patrick Robinson),0.740,1.140
2,1:46,2,3,SFO 34,7,14,Colin Kaepernick left tackle for 1 yard (tackle by Will Smith),1.140,0.560
2,1:11,3,2,SFO 35,7,14,Frank Gore right tackle for 4 yards (tackle by Isa Abdul-Quddus and Will Smith),0.560,1.530
2,0:43,1,10,SFO 39,7,14,Colin Kaepernick pass incomplete deep left intended for Kyle Williams is intercepted by Patrick Robinson at NOR-44,1.530,-1.860
2,0:38,1,10,NOR 44,7,14,Drew Brees pass incomplete deep left intended for Devery Henderson,1.860,1.320
2,0:31,2,10,NOR 44,13,14,"Drew Brees pass incomplete short middle intended for Jimmy Graham is intercepted by Ahmad Brooks at 50 and returned for 50 yards, touchdown",1.320,-7.000
2,,,,NOR 2,14,14,David Akers kicks extra point good,0.000,0.000
2,0:22,,,SFO 35,14,14,"David Akers kicks off 70 yards, returned by Travaris Cadet for 23 yards (tackle by Tavares Gooden)",0.000,0.040
2,0:17,1,10,NOR 18,14,14,Drew Brees kneels for -1 yards,0.040,-0.650
Quarter,Time,Down,ToGo,Location,SFO,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,14,14,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,SFO 20,14,14,Frank Gore left tackle for 4 yards (tackle by Will Smith and David Hawthorne),0.280,0.270
3,14:19,2,6,SFO 24,14,14,Frank Gore left tackle for 4 yards (tackle by Sedrick Ellis),0.270,0.100
3,13:40,3,2,SFO 28,14,14,Colin Kaepernick pass complete deep left to Delanie Walker for 45 yards (tackle by Malcolm Jenkins),0.100,3.780
3,13:10,1,10,NOR 27,14,14,Colin Kaepernick pass incomplete short right intended for Michael Crabtree (defended by Patrick Robinson),3.780,3.230
3,13:06,2,10,NOR 27,14,14,Kendall Hunter left end for 21 yards (tackle by Jabari Greer),3.230,5.830
3,12:24,1,6,NOR 6,20,14,"Colin Kaepernick pass complete short right to Frank Gore for 6 yards, touchdown",5.830,7.000
3,12:24,,,NOR 2,21,14,David Akers kicks extra point good,0.000,0.000
3,12:17,,,SFO 35,21,14,"David Akers kicks off 71 yards, returned by Travaris Cadet for 36 yards (tackle by Perrish Cox)",0.000,0.940
3,12:10,1,10,NOR 30,21,14,Drew Brees sacked by Justin Smith for -8 yards,0.940,-0.690
3,11:42,2,18,NOR 22,27,14,"Drew Brees pass incomplete deep middle intended for Marques Colston is intercepted by Donte Whitner at NOR-42 and returned for 42 yards, touchdown",-0.690,-7.000
3,,,,NOR 2,28,14,David Akers kicks extra point good,0.000,0.000
3,11:30,,,SFO 35,28,14,"David Akers kicks off 67 yards, touchback",0.000,0.280
3,11:30,1,10,NOR 20,28,14,Chris Ivory right tackle for 7 yards (tackle by Ahmad Brooks),0.280,0.680
3,10:52,2,3,NOR 27,28,14,Chris Ivory right guard for 4 yards (tackle by Patrick Willis and Isaac Sopoaga),0.680,1.000
3,10:14,1,10,NOR 31,28,14,Drew Brees pass complete short left to David Thomas for 9 yards (tackle by Patrick Willis),1.000,1.680
3,9:36,2,1,NOR 40,28,14,Mark Ingram left guard for 7 yards (tackle by Patrick Willis),1.680,2.060
3,8:56,1,10,NOR 47,28,14,Drew Brees pass complete deep middle to Lance Moore for 43 yards (tackle by Tarell Brown). Penalty on Tarell Brown: Defensive Pass Interference (Declined),2.060,4.910
3,8:35,1,10,SFO 10,28,14,Chris Ivory right guard for 5 yards (tackle by Donte Whitner),4.910,5.150
3,7:54,2,5,SFO 5,28,14,"Drew Brees pass complete short right to Jimmy Graham for 2 yards (tackle by Carlos Rogers). Penalty on Chris Culliver: Defensive Holding, 3 yards (no play)",5.150,6.740
3,7:28,1,2,SFO 2,28,14,Drew Brees pass incomplete short left intended for Lance Moore,6.740,5.720
3,7:24,2,2,SFO 2,28,20,"Drew Brees pass complete short right to Jed Collins for 2 yards, touchdown",5.720,7.000
3,7:24,,,SFO 2,28,21,Garrett Hartley kicks extra point good,0.000,0.000
3,7:19,,,NOR 35,28,21,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
3,7:19,1,10,SFO 20,28,21,Colin Kaepernick pass complete short middle to Michael Crabtree for 6 yards (tackle by David Hawthorne),0.280,0.540
3,6:39,2,4,SFO 26,28,21,"Brandon Jacobs right tackle for 2 yards (tackle by Malcolm Jenkins). Penalty on Leonard Davis: Offensive Holding, 10 yards (no play)",0.540,-0.940
3,6:14,2,14,SFO 16,28,21,Colin Kaepernick pass incomplete short left intended for Kendall Hunter,-0.940,-1.690
3,6:09,3,14,SFO 16,28,21,"Penalty on SFO: Delay of Game, 5 yards (no play)",-1.690,-2.470
3,6:03,3,19,SFO 11,28,21,Frank Gore left guard for 11 yards (tackle by Roman Harper and Curtis Lofton),-2.470,-1.900
3,5:23,4,8,SFO 22,28,21,"Andy Lee punts 40 yards, returned by Darren Sproles for 3 yards (tackle by C.J. Spillman)",-1.900,-1.660
3,5:13,1,10,NOR 41,28,21,Chris Ivory left guard for 6 yards (tackle by Tarell Brown and Dashon Goldson),1.660,1.930
3,4:29,2,4,NOR 47,28,21,Drew Brees pass incomplete short left intended for Jimmy Graham,1.930,1.220
3,4:24,3,4,NOR 47,28,21,Drew Brees pass complete short right to Darren Sproles for 11 yards (tackle by Chris Culliver),1.220,2.790
3,3:41,1,10,SFO 42,28,21,Mark Ingram left guard for no gain (tackle by Ricky Jean-Francois),2.790,2.240
3,3:06,2,10,SFO 42,28,21,"Drew Brees pass incomplete deep left intended for Joe Morgan (defended by Carlos Rogers). Penalty on Joe Morgan: Offensive Pass Interference, 10 yards (no play)",2.240,0.890
3,2:59,2,20,NOR 48,28,21,Drew Brees pass incomplete short middle intended for Pierre Thomas,0.890,0.230
3,2:55,3,20,NOR 48,28,21,Drew Brees sacked by Aldon Smith for -4 yards,0.230,-0.460
3,2:25,4,24,NOR 44,28,21,"Thomas Morstead punts 50 yards, fair catch by Kyle Williams",-0.460,0.380
3,2:18,1,10,SFO 6,28,21,Frank Gore right guard for 2 yards (tackle by Cameron Jordan),-0.380,-0.630
3,1:40,2,8,SFO 8,28,21,Colin Kaepernick pass complete short right to Michael Crabtree for 15 yards (tackle by Roman Harper and Jabari Greer),-0.630,0.480
3,1:04,1,10,SFO 23,28,21,Kendall Hunter left end for 2 yards (tackle by Jonathan Vilma and Brodrick Bunkley),0.480,0.200
3,0:37,2,8,SFO 25,28,21,Colin Kaepernick pass complete short right to Mario Manningham for 6 yards (tackle by Jabari Greer),0.200,0.300
Quarter,Time,Down,ToGo,Location,SFO,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,SFO 31,28,21,Colin Kaepernick pass complete short left to Michael Crabtree for 5 yards (tackle by Curtis Lofton),0.300,1.330
4,14:23,1,10,SFO 36,28,21,Frank Gore right tackle for -1 yards (tackle by Cameron Jordan and Sedrick Ellis),1.330,0.660
4,13:45,2,11,SFO 35,28,21,Colin Kaepernick left end for no gain (tackle by Roman Harper),0.660,-0.030
4,13:00,3,11,SFO 35,28,21,Colin Kaepernick pass complete deep middle to Delanie Walker for 25 yards (tackle by Isa Abdul-Quddus),-0.030,2.920
4,12:38,1,10,NOR 40,28,21,Colin Kaepernick pass complete short right to Bruce Miller for 2 yards (tackle by Jonathan Vilma),2.920,2.640
4,12:01,2,8,NOR 38,28,21,Anthony Dixon left end for 5 yards (tackle by Malcolm Jenkins),2.640,2.610
4,11:17,3,3,NOR 33,28,21,Colin Kaepernick pass complete short right to Bruce Miller for 9 yards (tackle by David Hawthorne and Tom Johnson),2.610,3.970
4,10:32,1,10,NOR 24,28,21,Frank Gore left end for 14 yards (tackle by Roman Harper and Jabari Greer),3.970,4.910
4,9:50,1,10,NOR 10,28,21,"Penalty on SFO: False Start, 5 yards (no play)",4.910,4.370
4,9:23,1,15,NOR 15,28,21,Frank Gore left guard for 10 yards (tackle by Curtis Lofton and Tom Johnson),4.370,5.150
4,8:38,2,5,NOR 5,28,21,Colin Kaepernick pass incomplete short right intended for Randy Moss (defended by Malcolm Jenkins),5.150,4.260
4,8:34,3,5,NOR 5,28,21,Frank Gore left tackle for -4 yards (tackle by Curtis Lofton),4.260,2.830
4,7:53,4,9,NOR 9,31,21,David Akers 27 yard field goal good,2.830,3.000
4,7:50,,,SFO 35,31,21,"David Akers kicks off 74 yards, returned by Travaris Cadet for 32 yards (tackle by Tramaine Brock)",0.000,0.480
4,7:46,1,10,NOR 23,31,21,Drew Brees sacked by Aldon Smith and Justin Smith for -8 yards,0.480,-1.280
4,7:09,2,18,NOR 15,31,21,Drew Brees pass complete short right to Devery Henderson for 6 yards (tackle by Chris Culliver),-1.280,-1.020
,,,,,,,"NOR challenged the pass completion ruling, and the original play was overturned.",,
4,6:51,3,12,NOR 21,31,21,"Drew Brees pass incomplete short right intended for Lance Moore. Penalty on Chris Culliver: Defensive Holding, 5 yards (no play)",-1.020,0.670
4,6:44,1,10,NOR 26,31,21,Drew Brees pass complete short right to Lance Moore for 11 yards (tackle by Dashon Goldson and Donte Whitner),0.670,1.400
,,,,,,,"SFO challenged the fumble ruling, and the play was upheld.",,
4,6:35,1,10,NOR 37,31,21,Drew Brees pass incomplete short middle intended for Darren Sproles,1.400,0.860
4,6:31,2,10,NOR 37,31,21,Drew Brees pass complete short middle to Marques Colston for 8 yards (tackle by Dashon Goldson),0.860,1.220
4,5:53,3,2,NOR 45,31,21,Drew Brees sacked by Ahmad Brooks and Patrick Willis for -9 yards,1.220,-0.980
4,5:12,4,11,NOR 36,31,21,Drew Brees pass incomplete short left intended for Joe Morgan (defended by Tarell Brown),-0.980,-3.180
4,5:06,1,10,NOR 36,31,21,Frank Gore left tackle for -1 yards (tackle by Roman Harper),3.180,0.000
4,5:00,,,,31,21,Timeout #1 by New Orleans Saints,0.000,2.500
4,5:00,2,11,NOR 37,31,21,Frank Gore left end for 5 yards (tackle by Curtis Lofton),2.500,0.000
4,4:53,,,,31,21,Timeout #2 by New Orleans Saints,0.000,2.480
4,4:53,3,6,NOR 32,31,21,Colin Kaepernick pass incomplete,2.480,1.250
4,4:47,4,6,NOR 32,31,21,David Akers 50 yard field goal no good,1.250,-1.600
4,4:42,1,10,NOR 40,31,21,Drew Brees sacked by Ahmad Brooks for -7 yards,1.600,0.110
4,4:15,2,17,NOR 33,31,21,Drew Brees pass complete short right to Darren Sproles for 7 yards (tackle by Patrick Willis),0.110,0.370
4,4:09,3,10,NOR 40,31,21,Drew Brees pass complete short right to Darren Sproles for 6 yards (tackle by Navorro Bowman),0.370,-0.320
4,4:04,4,4,NOR 46,31,21,Drew Brees pass incomplete deep left intended for Lance Moore,-0.320,-2.590
4,3:58,1,10,NOR 45,31,21,Frank Gore right end for 11 yards (tackle by Malcolm Jenkins and Sedrick Ellis),2.590,0.000
4,3:49,,,,31,21,Timeout #3 by New Orleans Saints,0.000,3.310
4,3:49,1,10,NOR 34,31,21,Frank Gore left guard for 5 yards (tackle by David Hawthorne and Sedrick Ellis),3.310,3.450
4,3:08,2,5,NOR 29,31,21,"Frank Gore left tackle for 5 yards (tackle by Will Smith and Akiem Hicks). Penalty on Curtis Lofton: Face Mask (15 Yards), 12 yards",3.450,4.780
4,2:57,1,10,NOR 12,31,21,Frank Gore left tackle for 2 yards (tackle by Curtis Lofton),4.780,4.450
4,2:20,2,8,NOR 10,31,21,"Frank Gore left tackle for 10 yards. Penalty on Mike Iupati: Offensive Holding, 10 yards (no play)",4.450,3.140
4,2:14,2,18,NOR 20,31,21,Brandon Jacobs left tackle for 1 yard (tackle by Jonathan Vilma),3.140,2.610
4,2:00,3,17,NOR 19,31,21,Frank Gore right tackle for 4 yards (tackle by David Hawthorne and Curtis Lofton),2.610,0.000
4,1:13,,,,31,21,Timeout #2 by San Francisco 49ers,0.000,2.440
4,1:13,4,13,NOR 15,31,21,"David Akers 33 yard field goal no good, blocked by Malcolm Jenkins, recovered by Malcolm Jenkins. Penalty on Brodrick Bunkley: Personal Foul, 11 yards",2.440,0.370
4,1:05,1,10,NOR 11,31,21,Drew Brees pass incomplete deep right intended for Devery Henderson,-0.370,-0.780
4,1:00,2,10,NOR 11,31,21,Drew Brees pass incomplete short left intended for Darren Sproles,-0.780,-1.420
4,0:56,3,10,NOR 11,31,21,Drew Brees pass complete short right to Jimmy Graham for 8 yards (tackle by Navorro Bowman),-1.420,-2.140
4,0:31,4,2,NOR 19,31,21,Drew Brees pass complete short middle to Jimmy Graham for 9 yards (tackle by Patrick Willis),-2.140,0.810
4,0:13,1,10,NOR 28,31,21,Drew Brees pass complete short left to Darren Sproles for 35 yards (tackle by Tarell Brown),0.810,0.000
4,0:04,,,,31,21,Timeout #3 by San Francisco 49ers,0.000,3.120
4,0:04,1,10,SFO 37,31,21,Drew Brees kneels for -1 yards,3.120,2.440
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
