#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,12:22,ATL 27,3,1:09,7,Punt
2,1,7:40,ATL 29,6,3:49,17,Punt
3,1,2:53,ATL 36,4,1:52,9,Downs
4,2,14:07,ATL 34,5,2:19,66,Touchdown
5,2,10:05,ATL 11,9,5:51,34,Punt
6,2,0:43,ATL 35,4,0:43,47,Field Goal
7,3,15:00,ATL 12,2,0:41,8,Interception
8,3,12:43,ATL 25,13,6:08,75,Touchdown
9,3,4:41,TAM 46,6,2:56,46,Touchdown
10,4,13:04,ATL 4,3,2:11,6,Punt
11,4,9:18,ATL 25,3,1:25,6,Interception
12,4,7:53,ATL 25,5,2:14,19,Downs
13,4,4:08,ATL 34,1,0:07,0,Interception
14,4,4:01,ATL 31,6,2:06,17,Downs
