Quarter,Time,Down,ToGo,Location,ATL,CAR,Detail,EPB,EPA
2,9:26,1,10,CAR 20,3,3,Cam Newton pass complete short left to DeAngelo Williams for -3 yards (tackle by Jonathan Babineaux),0.280,-0.790
2,8:44,2,13,CAR 17,3,3,Cam Newton pass complete short right to Greg Olsen for 11 yards (tackle by Robert McClain),-0.790,0.100
2,8:01,3,2,CAR 28,3,3,Cam Newton right guard for 8 yards (tackle by Kemal Ishmael),0.100,1.330
2,7:22,1,10,CAR 36,3,3,Cam Newton pass incomplete deep right intended for Kelvin Benjamin,1.330,0.790
2,7:17,2,10,CAR 36,3,3,Cam Newton pass complete short right to Jonathan Stewart for 3 yards (tackle by Joplo Bartu),0.790,0.500
2,6:40,3,7,CAR 39,3,3,Cam Newton pass incomplete short left intended for Jerricho Cotchery,0.500,-0.780
2,6:36,4,7,CAR 39,3,3,Brad Nortman punts 36 yards,-0.780,-0.610
2,6:25,1,10,ATL 25,3,3,Steven Jackson up the middle for 2 yards (tackle by Thomas Davis and Luke Kuechly),0.610,0.330
2,5:55,2,8,ATL 27,3,3,Matt Ryan pass complete short left to Patrick DiMarco for 10 yards (tackle by Josh Norman),0.330,1.400
2,5:20,1,10,ATL 37,3,3,Matt Ryan pass incomplete short left intended for Julio Jones (defended by Josh Norman),1.400,0.860
2,5:15,2,10,ATL 37,3,3,Steven Jackson left guard for 3 yards (tackle by Kawann Short and Colin Jones),0.860,0.560
2,4:37,3,7,ATL 40,3,3,Matt Ryan pass complete short left to Devin Hester for 1 yard (tackle by Josh Norman),0.560,-0.650
2,3:56,4,6,ATL 41,3,3,"Matthew Bosher punts 37 yards, out of bounds",-0.650,-0.410
2,3:47,1,10,CAR 22,3,3,Cam Newton pass complete short left to Kelvin Benjamin for 12 yards,0.410,1.200
2,3:11,1,10,CAR 34,3,3,Jonathan Stewart right end for 1 yard (tackle by Ra'Shede Hageman),1.200,0.790
2,2:30,2,9,CAR 35,3,3,Cam Newton pass complete short middle to Jonathan Stewart for 5 yards (tackle by Prince Shembo and Kroy Biermann),0.790,0.760
2,2:00,3,4,CAR 40,3,3,Cam Newton sacked by Dezmen Southward for -6 yards,0.760,0.760
2,1:48,3,4,CAR 40,3,3,Timeout #1 by Atlanta Falcons,0.760,-1.110
2,1:48,4,10,CAR 34,3,3,Brad Nortman punts 38 yards,-1.110,-0.810
2,1:35,1,10,ATL 28,3,3,Matt Ryan pass complete short middle to Steven Jackson for 3 yards (tackle by Luke Kuechly),0.810,0.670
2,1:15,2,7,ATL 31,3,3,Matt Ryan pass complete short left to Julio Jones for 11 yards (tackle by Roman Harper),0.670,1.730
2,1:09,1,10,ATL 42,3,3,Matt Ryan pass complete short left to Julio Jones for 9 yards (tackle by Thomas DeCoud),1.730,2.400
2,0:50,2,1,CAR 49,3,3,Matt Ryan pass complete short middle to Jacquizz Rodgers for 3 yards (tackle by James Dockery),2.400,2.400
2,0:44,2,1,CAR 49,3,3,Timeout #2 by Atlanta Falcons,2.400,2.520
2,0:44,1,10,CAR 46,3,3,Matt Ryan pass complete short middle to Jacquizz Rodgers for 1 yard (tackle by Luke Kuechly),2.520,2.110
2,0:28,2,9,CAR 45,3,3,Matt Ryan pass incomplete deep left intended for Julio Jones,2.110,1.420
2,0:24,3,9,CAR 45,3,3,Matt Ryan pass complete short left to Roddy White for 10 yards (tackle by Luke Kuechly),1.420,3.250
2,0:24,1,10,CAR 35,3,3,Matt Ryan spiked the ball,3.250,2.700
2,0:11,2,10,CAR 35,3,3,Matt Ryan pass complete short left to Julio Jones for 11 yards (tackle by Josh Norman),2.700,2.700
2,0:06,2,10,CAR 35,3,3,Timeout #3 by Atlanta Falcons,2.700,3.970
2,0:06,1,10,CAR 24,6,3,Matt Bryant 42 yard field goal good,3.970,3.000
2,0:06,,,ATL 35,6,3,"Matthew Bosher kicks off 35 yards, returned by Fozzy Whittaker for no gain",0.000,1.270
Quarter,Time,Down,ToGo,Location,ATL,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,6,3,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,CAR 20,6,3,DeAngelo Williams up the middle for 4 yards (tackle by Paul Worrilow),0.280,0.270
3,14:22,2,6,CAR 24,6,3,DeAngelo Williams right tackle for 4 yards (tackle by Jonathan Babineaux),0.270,0.100
3,13:44,3,2,CAR 28,6,3,Cam Newton pass incomplete short left intended for Kelvin Benjamin is intercepted by Desmond Trufant at CAR-33 and returned for 19 yards,0.100,-4.650
3,13:35,1,10,CAR 14,6,3,Steven Jackson up the middle for 4 yards (tackle by Roman Harper),4.650,4.710
3,12:56,2,6,CAR 10,6,3,Steven Jackson up the middle for 2 yards (tackle by Kawann Short and Wes Horton),4.710,4.280
3,12:13,3,4,CAR 8,6,3,Matt Ryan pass incomplete short left intended for Julio Jones,4.280,2.980
3,12:09,4,4,CAR 8,9,3,Matt Bryant 26 yard field goal good,2.980,3.000
3,12:09,,,ATL 35,9,3,"Matthew Bosher kicks off 53 yards, returned by Brandon Williams for 8 yards (tackle by Nathan Stupar)",0.000,-0.280
3,12:03,1,10,CAR 20,9,3,Cam Newton sacked by Paul Worrilow for -1 yards,0.280,-0.460
3,11:21,2,11,CAR 19,9,3,DeAngelo Williams right tackle for 8 yards (tackle by Prince Shembo),-0.460,-0.030
3,10:37,3,3,CAR 27,9,3,Cam Newton pass incomplete deep right intended for Greg Olsen,-0.030,-1.570
3,10:33,4,3,CAR 27,9,3,Brad Nortman punts 28 yards,-1.570,-1.930
3,10:23,1,10,ATL 45,9,3,Matt Ryan pass incomplete short middle intended for Levine Toilolo (defended by Luke Kuechly),1.930,1.380
3,10:20,2,10,ATL 45,9,3,Devin Hester left end for 9 yards (tackle by Thomas Davis),1.380,1.880
3,9:38,3,1,CAR 46,9,3,Steven Jackson left guard for 4 yards (tackle by A.J. Klein),1.880,2.790
3,9:02,1,10,CAR 42,9,3,Matt Ryan pass complete short left to Steven Jackson for 3 yards (tackle by Charles Johnson),2.790,2.650
3,8:21,2,7,CAR 39,9,3,Steven Jackson right end for -1 yards (tackle by Thomas Davis),2.650,1.820
3,7:47,3,8,CAR 40,9,3,Matt Ryan pass complete short left to Devin Hester for 18 yards (tackle by James Dockery),1.820,4.110
3,7:11,1,10,CAR 22,9,3,Matt Ryan pass complete deep right to Levine Toilolo for 20 yards (tackle by Thomas DeCoud),4.110,6.740
3,6:38,1,2,CAR 2,15,3,"Matt Ryan pass complete short right to Roddy White for 2 yards, touchdown",6.740,7.000
3,6:38,,,CAR 2,16,3,Matt Bryant kicks extra point good,0.000,0.000
3,6:38,,,ATL 35,16,3,"Matthew Bosher kicks off 69 yards, returned by Fozzy Whittaker for 46 yards (tackle by Robert McClain)",0.000,-1.730
3,6:26,1,10,CAR 42,16,3,DeAngelo Williams left end for 3 yards (tackle by Corey Peters),1.730,1.590
3,5:51,2,7,CAR 45,16,3,Cam Newton pass complete short right to Ed Dickson for 3 yards (tackle by Kroy Biermann),1.590,1.290
3,5:19,3,4,CAR 48,16,3,Cam Newton pass incomplete short left intended for Jerricho Cotchery,1.290,-0.190
3,5:11,4,4,CAR 48,16,3,"Brad Nortman punts 38 yards, fair catch by Devin Hester",-0.190,0.280
3,5:02,1,10,ATL 14,16,3,Devonta Freeman left guard for 2 yards (tackle by Luke Kuechly),-0.280,-0.510
3,4:34,2,8,ATL 16,16,3,Matt Ryan pass complete short right to Julio Jones for 11 yards (tackle by Antoine Cason and Josh Norman),-0.510,0.740
3,4:04,1,10,ATL 27,16,3,Devonta Freeman left tackle for 15 yards (tackle by Luke Kuechly),0.740,1.730
3,3:38,1,10,ATL 42,16,3,Devonta Freeman left guard for 1 yard (tackle by Dwan Edwards and Charles Johnson),1.730,1.320
3,3:09,2,9,ATL 43,16,3,"Matt Ryan pass complete short right to Roddy White for 11 yards (tackle by Roman Harper). Penalty on Roman Harper: Unnecessary Roughness, 15 yards",1.320,3.510
3,2:51,1,10,CAR 31,16,3,"Steven Jackson right tackle for 4 yards (tackle by Thomas DeCoud and Thomas Davis). Penalty on Devin Hester: Unnecessary Roughness, 15 yards",3.510,1.480
3,2:29,2,21,CAR 42,16,3,"Penalty on Ryan Schraeder: False Start, 5 yards (no play)",1.480,0.810
3,2:08,2,26,CAR 47,16,3,"Matt Ryan pass complete short left to Devin Hester for 15 yards (tackle by Thomas Davis). Devin Hester fumbles (forced by Thomas Davis), recovered by Luke Kuechly at CAR-30 (tackle by Jake Matthews)",0.810,-0.940
3,1:58,1,10,CAR 30,16,3,Cam Newton pass complete short middle to Ed Dickson for 17 yards (tackle by Dwight Lowery),0.940,2.060
3,1:27,1,10,CAR 47,16,3,Cam Newton pass incomplete short left intended for Fozzy Whittaker,2.060,1.520
3,1:22,2,10,CAR 47,16,3,Fozzy Whittaker right end for 5 yards (tackle by Paul Worrilow),1.520,1.490
3,0:42,3,5,ATL 48,16,3,Cam Newton pass incomplete deep left intended for Greg Olsen,1.490,0.070
3,0:37,4,5,ATL 48,16,3,Brad Nortman punts 42 yards,0.070,0.380
3,0:28,1,10,ATL 6,16,3,Steven Jackson right tackle for 2 yards (tackle by Roman Harper),-0.380,-0.630
Quarter,Time,Down,ToGo,Location,ATL,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,ATL 8,16,3,Matt Ryan pass complete short right to Patrick DiMarco for 4 yards (tackle by A.J. Klein),-0.630,-0.720
4,14:23,3,4,ATL 12,16,3,Matt Ryan pass incomplete short left intended for Roddy White,-0.720,-2.490
4,14:18,4,4,ATL 12,16,3,"Matthew Bosher punts 60 yards, returned by Philly Brown for 6 yards (tackle by Eric Weems)",-2.490,-1.200
4,14:03,1,10,CAR 34,16,3,Cam Newton pass complete short right to Greg Olsen for 13 yards (tackle by Dwight Lowery),1.200,2.060
4,13:33,1,10,CAR 47,16,3,Cam Newton pass complete short left to Kelvin Benjamin for 5 yards (tackle by Jonathan Massaquoi),2.060,2.190
4,12:58,2,5,ATL 48,16,3,Cam Newton pass incomplete short right intended for Philly Brown,2.190,1.490
4,12:52,3,5,ATL 48,16,3,Cam Newton pass incomplete deep left intended for Greg Olsen,1.490,0.070
4,12:46,4,5,ATL 48,16,3,"Brad Nortman punts 32 yards, fair catch by Devin Hester",0.070,0.140
4,12:39,1,10,ATL 16,16,3,Steven Jackson up the middle for -2 yards (tackle by Kawann Short and Roman Harper),-0.140,-0.890
4,12:04,2,12,ATL 14,16,3,Matt Ryan pass complete short right to Roddy White for 8 yards (tackle by Antoine Cason),-0.890,-0.570
4,11:21,3,4,ATL 22,16,3,Matt Ryan pass incomplete deep left intended for Roddy White,-0.570,-1.900
4,11:14,4,4,ATL 22,16,3,"Matthew Bosher punts 48 yards, returned by Philly Brown for -1 yards (tackle by Eric Weems)",-1.900,-0.870
4,11:02,1,10,CAR 29,16,3,Fozzy Whittaker left end for 3 yards (tackle by Prince Shembo),0.870,0.730
4,10:45,2,7,CAR 32,16,3,Cam Newton pass complete short left to Kelvin Benjamin for 13 yards (tackle by Paul Worrilow),0.730,1.930
4,10:23,1,10,CAR 45,16,3,"Cam Newton pass incomplete short right intended for Jason Avant. Penalty on Paul Soliai: Roughing the Passer, 15 yards (no play)",1.930,2.920
4,10:19,1,10,ATL 40,16,3,Fozzy Whittaker left tackle for 3 yards (tackle by Osi Umenyiora and Paul Worrilow),2.920,2.780
4,9:47,2,7,ATL 37,16,3,Cam Newton right guard for 15 yards (tackle by Dwight Lowery),2.780,4.110
4,9:18,1,10,ATL 22,16,9,"Cam Newton pass complete deep left to Kelvin Benjamin for 22 yards, touchdown",4.110,7.000
4,9:18,,,ATL 2,16,10,Graham Gano kicks extra point good,0.000,0.000
4,9:18,,,CAR 35,16,10,"Graham Gano kicks off 68 yards, returned by Devin Hester for 24 yards (tackle by Ben Jacobs). Penalty on Gabe Carimi: Offensive Holding, 8 yards",0.000,0.380
4,9:05,1,10,ATL 8,16,10,Matt Ryan pass complete short left to Roddy White for 11 yards (tackle by Antoine Cason and Thomas Davis),-0.380,0.150
4,8:43,1,10,ATL 19,16,10,Jacquizz Rodgers up the middle for 1 yard (tackle by Charles Johnson),0.150,-0.200
4,8:01,2,9,ATL 20,16,10,Matt Ryan sacked by Charles Johnson for -6 yards,-0.200,-1.920
4,7:19,3,15,ATL 14,16,10,Matt Ryan pass incomplete short left intended for Jacquizz Rodgers,-1.920,-2.470
4,7:13,4,15,ATL 14,16,10,"Matthew Bosher punts 58 yards, returned by Philly Brown for 3 yards (tackle by Eric Weems)",-2.470,-1.000
4,7:01,1,10,CAR 31,16,10,Cam Newton pass complete deep left to Jerricho Cotchery for 22 yards (tackle by Dwight Lowery),1.000,2.460
4,6:29,1,10,ATL 47,16,16,"Cam Newton pass complete deep right to Philly Brown for 47 yards, touchdown",2.460,7.000
4,6:29,,,ATL 2,16,17,Graham Gano kicks extra point good,0.000,0.000
4,6:29,,,CAR 35,16,17,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
4,6:20,1,10,ATL 20,16,17,Matt Ryan pass incomplete short middle intended for Levine Toilolo (defended by Luke Kuechly),0.280,-0.270
4,6:15,2,10,ATL 20,16,17,Matt Ryan pass complete short left to Harry Douglas for 12 yards (tackle by Josh Norman),-0.270,1.070
4,5:45,1,10,ATL 32,16,17,Matt Ryan pass complete short right to Harry Douglas for 9 yards (tackle by Colin Jones),1.070,1.740
4,5:21,2,1,ATL 41,16,17,Devonta Freeman right guard for 8 yards (tackle by Thomas Davis),1.740,2.190
4,4:53,1,10,ATL 49,16,17,Matt Ryan pass complete short right to Roddy White for 11 yards (tackle by Antoine Cason),2.190,2.920
4,4:31,1,10,CAR 40,16,17,Devonta Freeman right tackle for 2 yards (tackle by Luke Kuechly and Kony Ealy),2.920,2.640
4,3:58,2,8,CAR 38,16,17,Matt Ryan pass complete short right to Levine Toilolo for 3 yards (tackle by Thomas Davis),2.640,2.340
4,3:14,3,5,CAR 35,16,17,Matt Ryan pass complete short right to Harry Douglas for 8 yards (tackle by Antoine Cason),2.340,3.780
4,2:28,1,10,CAR 27,16,17,Matt Ryan pass incomplete short left intended for Julio Jones,3.780,3.230
4,2:22,2,10,CAR 27,16,17,Steven Jackson up the middle for 1 yard (tackle by Charles Johnson),3.230,3.230
4,2:16,2,10,CAR 27,16,17,Timeout #1 by Carolina Panthers,3.230,2.680
4,2:15,3,9,CAR 26,16,17,Matt Ryan pass incomplete short left intended for Roddy White (defended by Colin Jones),2.680,1.740
4,2:12,4,9,CAR 26,19,17,Matt Bryant 44 yard field goal good,1.740,3.000
4,2:12,,,ATL 35,19,17,"Matthew Bosher kicks off 48 yards, returned by Brandon Williams for 19 yards (tackle by Eric Weems)",0.000,-1.330
4,2:01,1,10,CAR 36,19,17,Cam Newton pass complete short right to Greg Olsen for 15 yards (tackle by Kemal Ishmael),1.330,2.320
4,1:54,1,10,ATL 49,19,17,Cam Newton pass incomplete short right intended for Greg Olsen,2.320,1.780
4,1:49,2,10,ATL 49,19,17,Cam Newton pass complete short right to Kelvin Benjamin for 17 yards (tackle by Dezmen Southward),1.780,3.450
4,1:42,1,10,ATL 32,19,17,DeAngelo Williams up the middle for 1 yard (tackle by Kroy Biermann and Paul Soliai),3.450,3.450
4,1:35,1,10,ATL 32,19,17,Timeout #1 by Atlanta Falcons,3.450,3.040
4,1:35,2,9,ATL 31,19,17,Cam Newton right guard for 4 yards (tackle by Kroy Biermann),3.040,3.040
4,1:35,2,9,ATL 31,19,17,Timeout #2 by Atlanta Falcons,3.040,2.870
4,1:31,3,5,ATL 27,19,17,Jonathan Stewart up the middle for -1 yards (tackle by Robert McClain),2.870,1.610
4,1:26,4,6,ATL 28,19,17,Graham Gano 46 yard field goal no good,1.610,-1.330
4,1:22,1,10,ATL 36,19,17,Steven Jackson up the middle for 2 yards (tackle by Dwan Edwards),1.330,1.330
4,1:17,1,10,ATL 36,19,17,Timeout #2 by Carolina Panthers,1.330,1.060
4,1:17,2,8,ATL 38,19,17,Steven Jackson left guard for 2 yards (tackle by Dwan Edwards and Mario Addison),1.060,1.060
4,1:13,2,8,ATL 38,19,17,Timeout #3 by Carolina Panthers,1.060,0.630
4,1:13,3,6,ATL 40,19,17,Steven Jackson left guard for 5 yards (tackle by Luke Kuechly),0.630,-0.390
4,0:28,4,1,ATL 45,19,17,"Matthew Bosher punts 39 yards, fair catch by Brenton Bersin",-0.390,0.140
4,0:22,1,10,CAR 16,19,17,"Cam Newton pass complete short left to Kelvin Benjamin for 5 yards, lateral to Jerricho Cotchery for 9 yards (tackle by Dwight Lowery)",-0.140,0.940
4,0:15,1,10,CAR 30,19,17,Cam Newton pass complete short left to Kelvin Benjamin for 7 yards (tackle by Dwight Lowery),0.940,1.340
4,0:08,2,3,CAR 37,19,17,"Cam Newton pass complete short left to Kelvin Benjamin for 19 yards, lateral to Greg Olsen for -1 yards",1.340,2.590
4,0:01,1,10,ATL 45,19,17,"Graham Gano 63 yard field goal no good, blocked by Ra'Shede Hageman",2.590,2.390
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
