#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,12:47,CAR 25,5,2:28,31,Interception
2,1,9:02,CAR 12,17,9:05,83,Field Goal
3,2,9:26,CAR 20,6,3:01,19,Punt
4,2,3:47,CAR 22,4,2:12,12,Punt
5,2,0:02,,0,0:02,0,End of Half
6,3,15:00,CAR 20,3,1:25,8,Interception
7,3,12:07,CAR 20,3,1:44,7,Punt
8,3,6:34,CAR 42,3,1:32,6,Punt
9,3,1:58,CAR 30,4,1:30,22,Punt
10,4,14:03,CAR 34,4,1:24,18,Punt
11,4,11:02,CAR 29,5,1:50,71,Touchdown
12,4,7:01,CAR 31,2,0:41,69,Touchdown
13,4,2:08,CAR 36,7,0:46,36,Missed FG
14,4,0:22,CAR 16,4,0:22,39,Missed FG
