Quarter,Time,Down,ToGo,Location,SEA,ATL,Detail,EPB,EPA
2,13:53,3,7,ATL 30,7,0,Maurice Morris right tackle for -6 yards (tackle by Lawyer Milloy),2.540,0.880
2,13:13,4,13,ATL 36,10,0,Josh Brown 54 yard field goal good,0.880,3.000
2,,,,SEA 30,10,0,"Josh Brown kicks off 70 yards, returned by Jerious Norwood for 29 yards (tackle by Lance Laury)",0.000,0.870
2,13:01,1,10,ATL 29,10,0,Chris Redman pass complete short right to Warrick Dunn for 5 yards (tackle by Marcus Trufant),0.870,1.000
2,12:32,2,5,ATL 34,10,0,Warrick Dunn right tackle for 1 yard (tackle by Ellis Wyms),1.000,0.430
2,12:00,3,4,ATL 35,10,0,Chris Redman pass complete short right to Jerious Norwood for 35 yards (tackle by Brian Russell),0.430,3.580
2,11:19,1,10,SEA 30,10,0,Chris Redman pass complete short right to Laurent Robinson for 11 yards (tackle by Marcus Trufant),3.580,4.310
2,10:44,1,10,SEA 19,10,0,Warrick Dunn up the middle for 15 yards (tackle by Brian Russell),4.310,6.280
2,10:14,1,4,SEA 4,10,0,Warrick Dunn right tackle for no gain (tackle by Deon Grant),6.280,5.340
2,9:37,2,4,SEA 4,10,6,"Chris Redman pass complete short left to Joe Horn for 4 yards, touchdown",5.340,7.000
2,,,,SEA 2,10,7,Morten Andersen kicks extra point good,0.000,0.000
2,,,,ATL 30,10,7,Michael Koenen kicks onside 15 yards,0.000,2.590
2,9:33,1,10,ATL 45,10,7,Shaun Alexander right end for -3 yards (tackle by Demorrio Williams),2.590,1.640
2,9:25,2,13,ATL 48,10,7,Matt Hasselbeck pass complete deep right to Bobby Engram for 16 yards (tackle by DeAngelo Hall),1.640,3.450
2,8:13,1,10,ATL 32,10,7,Shaun Alexander right end for 5 yards (tackle by Montavious Stanley),3.450,3.580
2,7:35,2,5,ATL 27,10,7,Matt Hasselbeck pass complete short middle to D.J. Hackett for 4 yards (tackle by Keith Brooking),3.580,3.400
2,6:57,3,1,ATL 23,10,7,Leonard Weaver up the middle for 2 yards (tackle by John Abraham),3.400,4.170
2,6:22,1,10,ATL 21,10,7,Matt Hasselbeck pass incomplete short left intended for Bobby Engram,4.170,3.630
2,6:16,2,10,ATL 21,10,7,"Matt Hasselbeck pass incomplete. Penalty on Matt Hasselbeck: Intentional Grounding, 30 yards",3.630,-1.020
2,6:07,3,40,SEA 49,10,7,"Matt Hasselbeck sacked by John Abraham for -6 yards. Jonathan Babineaux fumbles (forced by Leonard Weaver), recovered by Jonathan Babineaux at SEA-32 and returned for 11 yards (tackle by Leonard Weaver)",-1.020,-3.450
2,5:52,1,10,SEA 32,10,7,Chris Redman pass complete deep right to Roddy White for 27 yards (tackle by Marcus Trufant),3.450,6.060
2,5:16,1,5,SEA 5,10,13,"Warrick Dunn right end for 5 yards, touchdown",6.060,7.000
2,,,,SEA 2,10,14,Morten Andersen kicks extra point good,0.000,0.000
2,,,,ATL 30,10,14,"Michael Koenen kicks off 69 yards, returned by Nate Burleson for 16 yards (tackle by Antoine Harris)",0.000,-0.060
2,5:05,1,10,SEA 17,10,14,Matt Hasselbeck pass complete short right to Bobby Engram for 4 yards (tackle by Demorrio Williams),-0.060,0.080
2,4:47,2,6,SEA 21,10,14,"Matt Hasselbeck pass incomplete deep right intended for D.J. Hackett (defended by Chris Houston). Penalty on Chris Houston: Defensive Pass Interference, 21 yards (no play)",0.080,1.730
2,4:42,1,10,SEA 42,10,14,Matt Hasselbeck pass complete short right to Maurice Morris for 2 yards (tackle by Chris Crocker),1.730,1.460
2,4:06,2,8,SEA 44,10,14,Matt Hasselbeck pass complete short middle to Leonard Weaver for 3 yards (tackle by Demorrio Williams),1.460,1.160
2,3:25,3,5,SEA 47,10,14,Matt Hasselbeck pass complete short left to Nate Burleson for 5 yards (tackle by Chris Houston),1.160,2.390
2,2:50,1,10,ATL 48,10,14,Matt Hasselbeck pass incomplete short middle intended for D.J. Hackett,2.390,1.850
2,2:37,2,10,ATL 48,10,14,Shaun Alexander up the middle for 2 yards (tackle by Stephen Nicholas),1.850,1.420
2,2:00,3,8,ATL 46,10,14,Maurice Morris right end for 7 yards (tackle by Keith Brooking),1.420,0.660
2,1:54,4,1,ATL 39,10,14,Matt Hasselbeck pass complete short right to Marcus Pollard for 9 yards (tackle by Lawyer Milloy),0.660,3.580
2,1:14,1,10,ATL 30,16,14,"Matt Hasselbeck pass complete deep left to Bobby Engram for 30 yards, touchdown",3.580,7.000
2,,,,ATL 2,17,14,Josh Brown kicks extra point good,0.000,0.000
2,,,,SEA 30,17,14,"Josh Brown kicks off 70 yards, returned by Jerious Norwood for 46 yards (tackle by Josh Brown)",0.000,1.990
2,1:01,1,10,ATL 46,17,14,"Warrick Dunn up the middle for 6 yards (tackle by Lofa Tatupu). Penalty on SEA: Face Mask (5 Yards), 5 yards",1.990,2.720
2,0:55,1,10,SEA 43,17,14,Chris Redman pass incomplete short right intended for Warrick Dunn,2.720,2.180
2,0:50,2,10,SEA 43,17,14,Chris Redman pass incomplete short left intended for Warrick Dunn,2.180,1.490
2,0:43,3,10,SEA 43,17,14,Chris Redman pass complete short left to Adam Jennings for 28 yards (tackle by Deon Grant),1.490,4.580
2,0:36,1,10,SEA 15,17,14,Chris Redman left end for 1 yard (tackle by LeRoy Hill),4.580,4.110
2,0:28,,,,17,14,Timeout #1 by Atlanta Falcons,0.000,4.110
2,0:28,2,9,SEA 14,17,14,"Penalty on Tyson Clabo: False Start, 5 yards (no play)",4.110,3.450
2,0:28,2,14,SEA 19,17,14,Chris Redman pass incomplete short left intended for Laurent Robinson,3.450,2.790
2,0:24,3,14,SEA 19,17,14,Chris Redman up the middle for 7 yards (tackle by Patrick Kerney),2.790,2.630
2,0:04,,,,17,14,Timeout #2 by Atlanta Falcons,0.000,2.630
2,0:04,4,7,SEA 12,17,17,Morten Andersen 30 yard field goal good,2.630,3.000
Quarter,Time,Down,ToGo,Location,SEA,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 30,17,17,"Josh Brown kicks off 72 yards, returned by Jerious Norwood for 27 yards (tackle by Will Herring)",0.000,0.610
3,14:55,1,10,ATL 25,17,17,Jerious Norwood for no gain (tackle by Marcus Trufant),0.610,0.060
3,14:17,2,10,ATL 25,17,17,Chris Redman pass complete short middle to Warrick Dunn for 5 yards (tackle by Craig Terrill),0.060,0.040
3,13:41,3,5,ATL 30,17,17,Chris Redman left end for 4 yards (tackle by LeRoy Hill),0.040,-1.110
3,13:02,4,1,ATL 34,17,17,"Michael Koenen punts 49 yards, returned by Nate Burleson for 9 yards (tackle by Travis Williams). Penalty on Jordan Babineaux: Defensive Holding, 10 yards",-1.110,0.140
3,12:54,1,10,SEA 16,17,17,Maurice Morris left end for 14 yards (tackle by Antoine Harris),-0.140,0.940
3,12:34,1,10,SEA 30,17,17,Seneca Wallace pass complete short right to D.J. Hackett for 9 yards (tackle by Lawyer Milloy),0.940,1.610
3,12:29,2,1,SEA 39,17,17,Maurice Morris up the middle for 3 yards (tackle by Montavious Stanley),1.610,1.730
3,11:23,1,10,SEA 42,17,17,Maurice Morris up the middle for 4 yards (tackle by Chauncey Davis),1.730,1.730
3,10:40,2,6,SEA 46,17,17,Seneca Wallace pass complete short right to Courtney Taylor for 4 yards (tackle by DeAngelo Hall),1.730,1.550
3,10:34,,,,17,17,Timeout #1 by Seattle Seahawks,0.000,1.550
3,10:04,3,2,,17,17,Maurice Morris left tackle for 5 yards (tackle by Lawyer Milloy),1.550,2.590
3,9:33,1,10,ATL 45,17,17,Maurice Morris right tackle for no gain (tackle by Chris Houston),2.590,2.040
3,8:55,2,10,ATL 45,17,17,Seneca Wallace pass complete short right to Nate Burleson for 3 yards (tackle by Chris Crocker),2.040,1.750
3,8:07,3,7,ATL 42,17,17,"Seneca Wallace pass incomplete short middle intended for Nate Burleson. Penalty on Stephen Nicholas: Defensive Pass Interference, 5 yards (no play)",1.750,3.120
3,8:02,1,10,ATL 37,17,17,Seneca Wallace sacked by Stephen Nicholas for 0 yards,3.120,2.570
3,7:33,2,10,ATL 37,17,17,Seneca Wallace pass complete short left to Maurice Morris for 4 yards (tackle by Stephen Nicholas),2.570,2.410
3,6:49,3,6,ATL 33,17,17,Seneca Wallace pass incomplete short right intended for Ben Obomanu,2.410,1.160
3,6:45,4,6,ATL 33,20,17,Josh Brown 51 yard field goal good. Penalty on DeAngelo Hall: Defensive 12 On-field (Declined),1.160,3.000
3,,,,SEA 30,20,17,"Josh Brown kicks off 68 yards, returned by Adam Jennings for 61 yards (tackle by Josh Brown)",0.000,3.120
3,6:29,1,10,SEA 37,20,17,Chris Redman pass complete short right to Alge Crumpler for 5 yards (tackle by Marcus Trufant),3.120,3.250
3,5:57,2,5,SEA 32,20,17,Chris Redman pass incomplete deep right intended for Roddy White,3.250,2.540
3,5:29,3,5,SEA 32,20,17,Chris Redman pass complete short left to Joe Horn for 5 yards (tackle by Jordan Babineaux),2.540,3.780
3,5:24,1,10,SEA 27,20,17,Jerious Norwood right tackle for 3 yards,3.780,3.640
3,4:50,2,7,SEA 24,20,17,Chris Redman pass incomplete short right intended for Roddy White,3.640,2.940
3,4:43,3,7,SEA 24,20,17,Chris Redman pass complete short middle to Roddy White for 5 yards,2.940,2.310
3,4:12,4,2,SEA 19,20,20,Morten Andersen 37 yard field goal good,2.310,3.000
3,,,,ATL 30,20,20,"Michael Koenen kicks off 66 yards, returned by Nate Burleson for 19 yards (tackle by Ovie Mughelli)",0.000,0.480
3,4:00,1,10,SEA 23,20,20,Seneca Wallace pass complete short right to Courtney Taylor for 9 yards (tackle by DeAngelo Hall),0.480,1.150
3,3:53,2,1,SEA 32,20,20,Leonard Weaver up the middle for 3 yards (tackle by Jonathan Babineaux),1.150,1.270
3,3:03,1,10,SEA 35,20,20,Seneca Wallace pass incomplete deep middle intended for Will Heller (defended by Chris Crocker),1.270,0.720
3,2:53,2,10,SEA 35,20,20,Leonard Weaver up the middle for 6 yards (tackle by Chris Crocker),0.720,0.830
3,2:45,3,4,SEA 41,20,20,Seneca Wallace pass complete short middle to Nate Burleson for 25 yards (tackle by Chris Houston),0.830,3.310
3,2:08,1,10,ATL 34,20,20,Maurice Morris right end for 5 yards (tackle by Demorrio Williams),3.310,3.450
3,1:28,2,5,ATL 29,26,20,"Maurice Morris up the middle for 29 yards, touchdown",3.450,7.000
3,,,,ATL 2,27,20,Josh Brown kicks extra point good,0.000,0.000
3,,,,SEA 30,27,20,"Josh Brown kicks off 64 yards, returned by Adam Jennings for 26 yards (tackle by Lance Laury)",0.000,1.070
3,1:13,1,10,ATL 32,27,20,Chris Redman sacked by Ellis Wyms for -2 yards,1.070,0.260
3,1:07,2,12,ATL 30,27,20,Jerious Norwood left end for 2 yards (tackle by Howard Green),0.260,-0.160
3,0:14,3,10,ATL 32,27,20,Chris Redman pass complete short middle to Roddy White for 13 yards (tackle by Deon Grant),-0.160,1.930
Quarter,Time,Down,ToGo,Location,SEA,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ATL 45,27,26,"Chris Redman pass complete short middle to Alge Crumpler for 55 yards, touchdown",1.930,7.000
4,,,,SEA 2,27,27,Morten Andersen kicks extra point good,0.000,0.000
4,,,,ATL 30,27,27,"Michael Koenen kicks off 55 yards, returned by Nate Burleson for 12 yards (tackle by Travis Williams)",0.000,0.740
4,14:43,1,10,SEA 27,27,27,"Seneca Wallace sacked by Jonathan Babineaux for -8 yards. Seneca Wallace fumbles (forced by Jonathan Babineaux), recovered by Montavious Stanley at SEA-19",0.740,-4.310
4,14:37,1,10,SEA 19,27,27,Jerious Norwood up the middle for 4 yards,4.310,4.350
4,14:09,2,6,SEA 15,27,27,Jerious Norwood up the middle for 8 yards (tackle by LeRoy Hill),4.350,5.600
4,13:34,1,7,SEA 7,27,33,"Chris Redman pass complete short right to Alge Crumpler for 7 yards, touchdown",5.600,7.000
4,,,,SEA 2,27,34,Morten Andersen kicks extra point good,0.000,0.000
4,,,,ATL 30,27,34,"Michael Koenen kicks off 70 yards, touchback",0.000,0.280
4,13:30,1,10,SEA 20,27,34,Seneca Wallace pass incomplete short left intended for D.J. Hackett is intercepted by Chris Crocker at SEA-28 and returned for 18 yards (tackle by Rob Sims),0.280,-4.910
4,13:20,1,10,SEA 10,27,40,"Chris Redman pass complete short right to Roddy White for 10 yards, touchdown",4.910,7.000
4,,,,SEA 2,27,41,Morten Andersen kicks extra point good,0.000,0.000
4,,,,ATL 30,27,41,"Michael Koenen kicks off 68 yards, returned by Josh Wilson for 18 yards (tackle by Daren Stone)",0.000,0.280
4,13:09,1,10,SEA 20,27,41,Leonard Weaver right end for 8 yards (tackle by Lawyer Milloy and Keith Brooking),0.280,0.810
4,12:37,2,2,SEA 28,27,41,Leonard Weaver left tackle for 4 yards (tackle by Chauncey Davis),0.810,1.070
4,12:03,1,10,SEA 32,27,41,Seneca Wallace pass incomplete short right intended for Ben Obomanu,1.070,0.530
4,12:00,2,10,SEA 32,27,41,"Maurice Morris up the middle for 2 yards (tackle by Antoine Harris). Penalty on Chris Spencer: Offensive Holding, 10 yards",0.530,-0.550
4,11:37,2,18,SEA 24,27,41,Seneca Wallace pass complete short right to Leonard Weaver for 7 yards (tackle by Chris Crocker),-0.550,-0.290
4,10:57,3,11,SEA 31,27,41,Seneca Wallace pass complete short left to Ben Obomanu for 10 yards (tackle by Chris Houston),-0.290,-0.650
4,10:34,4,1,SEA 41,27,41,Seneca Wallace up the middle for 2 yards (tackle by Jonathan Babineaux),-0.650,1.800
4,9:50,1,10,SEA 43,27,41,Maurice Morris up the middle for 7 yards (tackle by Tony Taylor),1.800,2.200
4,9:17,2,3,,27,41,Leonard Weaver left tackle for 5 yards (tackle by Tony Taylor),2.200,2.590
4,9:17,,,,27,41,Timeout #2 by Seattle Seahawks,0.000,2.590
4,8:42,1,10,ATL 45,27,41,Seneca Wallace pass complete short left to Leonard Weaver for no gain,2.590,2.040
4,8:00,2,10,ATL 45,33,41,"Seneca Wallace pass complete short left to Nate Burleson for 45 yards, touchdown",2.040,7.000
4,,,,ATL 2,34,41,Josh Brown kicks extra point good,0.000,0.000
4,,,,SEA 30,34,41,"Josh Brown kicks off 64 yards, returned by Adam Jennings for 27 yards (tackle by Kevin Hobbs)",0.000,1.140
4,7:40,1,10,ATL 33,34,41,Warrick Dunn right end for no gain (tackle by Deon Grant),1.140,0.590
4,7:03,2,10,ATL 33,34,41,Warrick Dunn right end for 38 yards (tackle by Brian Russell),0.590,3.640
4,6:32,1,10,SEA 29,34,41,Jerious Norwood right tackle for 5 yards (tackle by Lance Laury and Baraka Atkins),3.640,3.780
4,5:52,2,5,SEA 24,34,41,Jerious Norwood right end for 9 yards (tackle by Deon Grant),3.780,4.580
4,5:32,1,10,SEA 15,34,41,Warrick Dunn up the middle for 3 yards (tackle by Brian Russell),4.580,4.450
4,4:53,2,7,SEA 12,34,41,Jerious Norwood left end for -2 yards (tackle by Darryl Tapp),4.450,3.240
4,4:09,3,9,SEA 14,34,41,Warrick Dunn right tackle for no gain (tackle by Jordan Babineaux),3.240,2.510
4,3:26,4,9,SEA 14,34,44,Morten Andersen 32 yard field goal good,2.510,3.000
4,,,,ATL 30,34,44,"Michael Koenen kicks off 71 yards, returned by Josh Wilson for 20 yards (tackle by Daren Stone)",0.000,0.150
4,2:55,1,10,SEA 19,34,44,Seneca Wallace pass complete short middle to Will Heller for 9 yards (tackle by Tony Taylor),0.150,0.880
4,2:34,2,1,SEA 28,34,44,Seneca Wallace pass complete short right to Leonard Weaver for 4 yards (tackle by Tony Taylor),0.880,1.070
4,2:32,1,10,SEA 32,34,44,"Leonard Weaver up the middle for 1 yard. Penalty on Rob Sims: Offensive Holding, 10 yards",1.070,0.480
4,2:32,1,19,SEA 23,34,44,Seneca Wallace pass complete short right to D.J. Hackett for 19 yards (tackle by Lawyer Milloy),0.480,1.730
4,2:21,1,10,SEA 42,34,44,Seneca Wallace pass complete deep left to Nate Burleson for 20 yards (tackle by Chris Houston),1.730,3.050
4,2:01,1,10,ATL 38,34,44,Leonard Weaver up the middle for 5 yards (tackle by Stephen Nicholas),3.050,3.180
4,1:50,2,5,ATL 33,34,44,Seneca Wallace pass complete short right to Leonard Weaver for 18 yards (tackle by Jonathan Babineaux),3.180,4.580
4,1:48,1,10,ATL 15,34,44,"Penalty on Ray Willis: False Start, 5 yards (no play)",4.580,4.240
4,1:20,1,15,ATL 20,34,44,Seneca Wallace pass complete short middle to Leonard Weaver for 7 yards (tackle by Stephen Nicholas),4.240,4.280
4,1:00,2,8,ATL 13,34,44,Seneca Wallace pass incomplete short right intended for Will Heller,4.280,3.400
4,0:59,3,8,ATL 13,40,44,"Seneca Wallace pass complete short middle to Nate Burleson for 13 yards, touchdown",3.400,7.000
4,,,,ATL 2,41,44,Josh Brown kicks extra point good,0.000,0.000
4,,,,,41,44,"Penalty on Nate Burleson: Offside on Free Kick, 5 yards (no play)",0.000,0.000
4,,,,SEA 25,41,44,"Josh Brown kicks onside 13 yards, recovered by Roddy White",0.000,3.050
4,0:52,1,10,SEA 38,41,44,Chris Redman kneels for -1 yards,3.050,2.370
4,0:18,2,11,SEA 39,41,44,Chris Redman kneels for -1 yards,2.370,1.550
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
