Quarter,Time,Down,ToGo,Location,BAL,NWE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Ravens won the coin toss, Ravens to receive the opening kickoff.",,
1,15:00,,,NWE 30,0,0,"Stephen Gostkowski kicks off 74 yards, returned by Jalen Parmele for 15 yards (tackle by Tracy White)",0.000,-0.370
1,14:56,1,10,BAL 11,0,0,"Penalty on Michael Oher: False Start, 5 yards (no play)",-0.370,-0.570
1,14:56,1,15,BAL 6,0,0,Ray Rice right guard for 2 yards (tackle by Brandon Deaderick),-0.570,-1.000
1,14:18,2,13,BAL 8,0,0,Ray Rice middle for 3 yards (tackle by Vince Wilfork and Brandon Spikes),-1.000,-1.420
1,13:38,3,10,BAL 11,0,0,Joe Flacco pass complete short left to T.J. Houshmandzadeh for 15 yards (tackle by Mike Wright and Myron Pryor),-1.420,0.670
1,12:52,1,10,BAL 26,0,0,Joe Flacco pass complete short right to T.J. Houshmandzadeh for 9 yards,0.670,1.350
1,12:22,2,1,BAL 35,0,0,Ray Rice right guard for 5 yards (tackle by Brandon Spikes and Patrick Chung),1.350,1.600
1,11:45,1,10,BAL 40,0,0,Joe Flacco pass complete short middle to Anquan Boldin for 15 yards (tackle by Patrick Chung and Jerod Mayo),1.600,2.590
1,11:07,1,10,NWE 45,0,0,Ray Rice left end for 8 yards (tackle by Patrick Chung),2.590,3.120
1,10:37,2,2,NWE 37,0,0,Le'Ron McClain middle for 3 yards (tackle by Rob Ninkovich and Jerod Mayo),3.120,3.310
1,10:02,1,10,NWE 34,0,0,Ray Rice left tackle for 4 yards (tackle by Brandon Spikes and Jerod Mayo),3.310,3.310
1,9:18,2,6,NWE 30,0,0,Ray Rice right guard for -3 yards (tackle by Jermaine Cunningham),3.310,2.210
1,8:34,,,,0,0,Timeout #1 by Baltimore Ravens,0.000,2.210
1,8:34,3,9,NWE 33,0,0,Joe Flacco pass complete short right to Todd Heap for 17 yards (tackle by Gary Guyton and Brandon Meriweather). Penalty on Jermaine Cunningham: Defensive Offside (Declined),2.210,4.510
1,7:57,1,10,NWE 16,0,0,Ray Rice left guard for 1 yard (tackle by Jerod Mayo),4.510,4.050
1,7:33,2,9,NWE 15,0,0,Joe Flacco sacked by Brandon Deaderick for 0 yards,4.050,3.220
1,6:58,3,9,NWE 15,0,0,Joe Flacco pass complete short right to Derrick Mason for 7 yards (tackle by Devin McCourty),3.220,2.990
1,6:32,4,2,NWE 8,3,0,Billy Cundiff 26 yard field goal good,2.990,3.000
1,,,,BAL 30,3,0,"Billy Cundiff kicks off 67 yards, returned by Brandon Tate for 19 yards (tackle by Jalen Parmele)",0.000,0.410
1,6:23,1,10,NWE 22,3,0,Tom Brady pass incomplete short right intended for Deion Branch (defended by Terrell Suggs),0.410,-0.130
1,6:20,2,10,NWE 22,3,0,BenJarvus Green-Ellis left tackle for 2 yards (tackle by Jarret Johnson and Kelly Gregg),-0.130,-0.560
1,5:39,3,8,NWE 24,3,0,Tom Brady pass incomplete short middle intended for Wes Welker,-0.560,-1.770
1,5:35,4,8,NWE 24,3,0,Zoltan Mesko punts 54 yards,-1.770,-0.410
1,5:23,1,10,BAL 22,3,0,Ray Rice right guard for 4 yards (tackle by Jerod Mayo and Jermaine Cunningham),0.410,0.410
1,4:48,2,6,BAL 26,3,0,Ray Rice middle for 2 yards (tackle by Jermaine Cunningham and Vince Wilfork),0.410,-0.030
1,4:08,3,4,BAL 28,3,0,Joe Flacco sacked by Mike Wright for -3 yards,-0.030,-1.700
1,3:44,4,7,BAL 25,3,0,"Sam Koch punts 51 yards, returned by Julian Edelman for 10 yards (tackle by Prescott Burgess)",-1.700,-1.200
1,3:33,1,10,NWE 34,3,0,Tom Brady pass complete deep left to Aaron Hernandez for 30 yards (tackle by Fabian Washington and Jameel McClain),1.200,3.180
1,2:47,1,10,BAL 36,3,0,Tom Brady pass complete short left to Deion Branch for 8 yards (tackle by Fabian Washington),3.180,3.720
1,2:20,2,2,BAL 28,3,0,BenJarvus Green-Ellis left tackle for 1 yard (tackle by Terrell Suggs and Jameel McClain),3.720,3.140
1,1:49,3,1,BAL 27,3,0,Sammy Morris middle for 3 yards (tackle by Kelly Gregg and Haloti Ngata),3.140,3.970
1,1:12,1,10,BAL 24,3,0,Brandon Tate left end for 22 yards (tackle by Tom Zbikowski),3.970,6.740
1,0:29,1,2,BAL 2,3,6,"BenJarvus Green-Ellis right tackle for 2 yards, touchdown",6.740,7.000
1,,,,BAL 2,3,7,Stephen Gostkowski kicks extra point good,0.000,0.000
1,,,,NWE 30,3,7,"Stephen Gostkowski kicks off 63 yards, returned by Tom Zbikowski for 20 yards (tackle by Brandon Spikes)",0.000,0.740
1,0:19,1,10,BAL 27,3,7,Joe Flacco pass incomplete short left intended for Anquan Boldin,0.740,0.200
1,0:15,2,10,BAL 27,3,7,"Joe Flacco pass incomplete deep right intended for T.J. Houshmandzadeh. Penalty on Devin McCourty: Defensive Pass Interfere, 18 yards (no play)",0.200,1.930
1,0:09,1,10,BAL 45,3,7,Ray Rice middle for 3 yards (tackle by Jerod Mayo and Brandon Spikes),1.930,1.790
Quarter,Time,Down,ToGo,Location,BAL,NWE,Detail,EPB,EPA
