#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,6:28,NWE 22,3,1:05,2,Punt
2,1,3:33,NWE 34,6,3:08,66,Touchdown
3,2,11:47,NWE 20,6,1:54,33,Punt
4,2,5:37,NWE 5,3,1:14,8,Punt
5,2,2:53,NWE 8,4,1:14,8,Punt
6,2,0:29,NWE 12,1,0:29,-1,End of Half
7,3,15:00,NWE 20,6,3:18,11,Interception
8,3,10:23,NWE 20,9,3:43,60,Field Goal
9,4,14:53,NWE 40,8,3:51,60,Touchdown
10,4,8:41,NWE 14,13,6:50,80,Field Goal
11,4,0:45,NWE 47,4,0:45,9,Interception
12,5,13:18,NWE 35,3,1:07,-3,Punt
13,5,8:03,NWE 12,3,0:49,4,Punt
14,5,5:19,NWE 38,7,3:23,45,Field Goal
