Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Frank Gore,NYJ,10,30,0,1,10,1.0,20,2.0,0,
La'Mical Perine,NYJ,8,27,0,2,11,1.4,16,2.0,0,
Sam Darnold,NYJ,4,21,0,0,11,2.8,10,2.5,0,
Ty Johnson,NYJ,3,15,0,1,3,1.0,12,4.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Le'Veon Bell,KAN,6,7,0,1,0,0.0,7,1.2,0,
Clyde Edwards-Helaire,KAN,6,21,0,,11,1.8,10,1.7,0,
Darwin Thompson,KAN,4,3,0,1,-2,-0.5,5,1.3,0,
Darrel Williams,KAN,3,19,0,1,13,4.3,6,2.0,0,
Chad Henne,KAN,1,0,0,0,0,0.0,0,0.0,0,
