Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Leonard Fournette,JAX,24,53,1,3,34,1.4,19,0.8,0,
Carlos Hyde,JAX,3,5,0,,2,0.7,3,1.0,0,
T.J. Yeldon,JAX,3,12,0,1,9,3.0,3,1.0,0,
Blake Bortles,JAX,2,8,0,1,7,3.5,1,0.5,0,
Dede Westbrook,JAX,2,13,0,1,12,6.0,1,0.5,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Marlon Mack,IND,12,29,0,1,18,1.5,11,0.9,0,
Andrew Luck,IND,5,-2,0,1,-2,-0.4,0,0.0,0,
Nyheim Hines,IND,3,3,0,,3,1.0,0,0.0,0,
Eric Ebron,IND,1,2,1,1,1,1.0,1,1.0,0,
Chester Rogers,IND,1,-4,0,,-4,-4.0,0,0.0,0,
Jordan Wilkins,IND,1,53,0,1,44,44.0,9,9.0,0,
