Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA
2,5:16,3,3,IND 32,13,21,"Penalty on Malik Jackson: Unnecessary Roughness, 15 yards (no play)",0.300,2.060
2,5:16,,,,,,Timeout #1 by Jacksonville Jaguars,,
2,5:16,1,10,IND 47,13,21,Marlon Mack up the middle for 4 yards (tackle by Yannick Ngakoue),2.060,2.060
2,4:39,2,6,JAX 49,13,21,"Marlon Mack up the middle for no gain (tackle by Calais Campbell). Penalty on Anthony Castonzo: Offensive Holding, 10 yards (no play)",2.060,0.710
2,4:17,2,16,IND 41,13,21,"Penalty on Calais Campbell: Neutral Zone Infraction, 5 yards (no play)",0.710,1.380
2,3:59,2,11,IND 46,13,21,"Andrew Luck pass complete short middle to Dontrelle Inman for 5 yards (tackle by D.J. Hayden and Telvin Smith). Penalty on Myles Jack: Lowering the Head to Initiate Contact, 15 yards",1.380,3.310
2,3:36,1,10,JAX 34,13,21,Andrew Luck pass complete short left to Dontrelle Inman for 14 yards (tackle by Jalen Ramsey),3.310,4.240
2,2:36,1,10,JAX 20,13,21,Andrew Luck pass complete short left to Ryan Grant for 6 yards (tackle by Tashaun Gipson and Telvin Smith),4.240,4.640
2,2:13,2,4,JAX 14,13,21,Nyheim Hines up the middle for 2 yards (tackle by Myles Jack and Leon Jacobs),4.640,4.340
2,2:00,3,2,JAX 12,13,21,Andrew Luck left end for 7 yards (tackle by Jalen Ramsey),4.340,6.060
2,1:55,1,5,JAX 5,13,21,Andrew Luck pass complete short left to Jack Doyle for 4 yards (tackle by Myles Jack),6.060,5.910
2,1:50,,,,,,Timeout #2 by Jacksonville Jaguars,,
2,1:50,2,1,JAX 1,13,27,"Andrew Luck pass complete short middle to Mo Alie-Cox for 1 yard, touchdown",5.910,7.000
2,1:46,,,JAX 2,13,27,"Adam Vinatieri kicks extra point good. Penalty on Tyler Patmon: Defensive Offside, 1 yard (no play)",0.000,0.000
2,1:46,,,JAX 1,13,29,"Two Point Attempt: Marlon Mack rushes, conversion succeeds.",0.000,1.000
2,1:46,,,IND 35,13,29,"Rigoberto Sanchez kicks off 63 yards, returned by DJ Chark for no gain (tackle by Corey Moore and George Odum)",0.000,1.600
2,1:38,1,10,JAX 40,13,29,Blake Bortles right end for 6 yards (tackle by Tyquan Lewis),1.600,1.860
2,1:17,2,4,JAX 46,13,29,Blake Bortles pass complete short right to T.J. Yeldon for 20 yards (tackle by Quincy Wilson),1.860,3.310
2,1:10,1,10,IND 34,13,29,Blake Bortles pass complete short middle to James O'Shaughnessy for 9 yards (tackle by Quincy Wilson),3.310,3.990
2,0:52,2,1,IND 25,13,29,Blake Bortles right end for 2 yards (tackle by Jabaal Sheard),3.990,4.040
2,0:45,1,10,IND 23,13,29,Blake Bortles pass complete short right to T.J. Yeldon for 6 yards (tackle by Quincy Wilson),4.040,4.380
2,0:38,,,,,,Timeout #3 by Jacksonville Jaguars,,
2,0:38,2,4,IND 17,13,29,Blake Bortles pass complete short middle to Dede Westbrook for 7 yards (tackle by Quincy Wilson),4.380,4.910
2,0:21,1,10,IND 10,13,29,Blake Bortles pass incomplete short middle intended for Dede Westbrook (defended by Kenny Moore),4.910,4.190
2,0:17,2,10,IND 10,13,29,Blake Bortles pass incomplete short middle intended for Dede Westbrook (defended by Kenny Moore),4.190,3.130
2,0:13,3,10,IND 10,13,29,Blake Bortles pass incomplete short middle,3.130,2.760
2,0:09,4,10,IND 10,16,29,Josh Lambo 28 yard field goal good,2.760,3.000
2,0:05,,,JAX 35,16,29,"Josh Lambo kicks off 45 yards, returned by Jordan Wilkins for no gain",0.000,0.740
2,0:02,1,10,IND 27,16,29,Andrew Luck kneels for -1 yards,0.740,0.060
Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,16,29,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,JAX 25,16,29,Leonard Fournette up the middle for 5 yards (tackle by Clayton Geathers),0.610,0.740
3,14:28,2,5,JAX 30,16,29,Leonard Fournette right guard for no gain (tackle by Clayton Geathers),0.740,0.040
3,13:44,3,5,JAX 30,16,29,Blake Bortles pass complete short middle to Donte Moncrief for 8 yards (tackle by Kenny Moore),0.040,1.470
3,13:11,1,10,JAX 38,16,29,Blake Bortles pass complete short right to Blake Bell for 16 yards (tackle by Malik Hooker),1.470,2.520
3,12:51,1,10,IND 46,16,29,Leonard Fournette up the middle for 9 yards (tackle by Denico Autry). Penalty on Tyquan Lewis: Defensive Offside (Declined),2.520,3.190
3,12:43,2,1,IND 37,16,29,Blake Bortles pass complete short right to Dede Westbrook for no gain (tackle by Anthony Walker),3.190,2.480
3,12:07,3,1,IND 37,16,29,Leonard Fournette up the middle for 1 yard (tackle by Al-Quadin Muhammad and Anthony Walker),2.480,3.180
3,11:38,1,10,IND 36,16,29,Blake Bortles pass complete short left to Leonard Fournette for 2 yards (tackle by Anthony Walker),3.180,2.910
3,11:01,2,8,IND 34,16,29,Blake Bortles pass complete short right to James O'Shaughnessy for 4 yards (tackle by Anthony Walker),2.910,2.740
3,10:42,3,4,IND 30,16,29,Blake Bortles pass incomplete short middle intended for Dede Westbrook (defended by Kenny Moore),2.740,1.460
3,10:37,4,4,IND 30,16,29,Logan Cooke pass complete short left to James O'Shaughnessy for 4 yards (tackle by Anthony Walker),1.460,3.840
3,9:51,1,10,IND 26,16,29,Leonard Fournette up the middle for 1 yard (tackle by Denico Autry),3.840,3.430
3,9:17,2,9,IND 25,16,29,Blake Bortles pass complete short right to James O'Shaughnessy for 12 yards (tackle by Tyquan Lewis and Clayton Geathers),3.430,4.710
3,8:40,1,10,IND 13,16,29,Leonard Fournette right end for -4 yards (tackle by Margus Hunt),4.710,3.500
3,7:56,2,14,IND 17,16,29,Blake Bortles pass complete short right to Leonard Fournette for 5 yards (tackle by Clayton Geathers and Anthony Walker),3.500,3.280
3,7:12,3,9,IND 12,16,29,Blake Bortles pass complete short middle to Dede Westbrook for 11 yards (tackle by Kenny Moore),3.280,6.970
3,6:29,1,1,IND 1,22,29,"Blake Bortles pass complete short right to Leonard Fournette for 1 yard, touchdown",6.970,7.000
3,6:25,,,IND 15,23,29,Josh Lambo kicks extra point good,0.000,0.000
3,6:25,,,JAX 35,23,29,"Josh Lambo kicks off 65 yards, touchback.",0.000,0.610
3,6:25,1,10,IND 25,23,29,"Andrew Luck pass complete short right to Mo Alie-Cox for 3 yards (tackle by Leon Jacobs). Penalty on Braden Smith: Offensive Holding, 10 yards (no play)",0.610,-0.410
3,6:01,1,20,IND 15,23,29,Andrew Luck pass incomplete short middle intended for Nyheim Hines,-0.410,-1.430
3,5:57,2,20,IND 15,23,29,Andrew Luck pass complete short right to Marlon Mack for 2 yards (tackle by Telvin Smith),-1.430,-1.930
3,5:20,3,18,IND 17,23,29,Andrew Luck pass complete short right to Nyheim Hines for 9 yards (tackle by Dawuane Smoot),-1.930,-1.630
3,4:43,4,9,IND 26,23,29,"Rigoberto Sanchez punts 45 yards downed by Corey Moore. Penalty on Zaire Franklin: Offensive Holding, 10 yards",-1.630,-1.530
3,4:31,1,10,JAX 39,23,29,Blake Bortles pass incomplete deep right intended for Dede Westbrook,1.530,0.990
3,4:25,2,10,JAX 39,23,29,Carlos Hyde left guard for 3 yards (tackle by Grover Stewart),0.990,0.700
3,3:45,3,7,JAX 42,23,29,Blake Bortles pass complete short middle to James O'Shaughnessy for 17 yards (tackle by Pierre Desir and Clayton Geathers),0.700,2.850
3,3:01,1,10,IND 41,23,29,Dede Westbrook right end for no gain (tackle by Jabaal Sheard and Darius Leonard),2.850,2.310
3,2:21,2,10,IND 41,23,29,Leonard Fournette left tackle for -4 yards (tackle by Al-Quadin Muhammad),2.310,1.090
3,1:35,3,14,IND 45,23,29,Blake Bortles pass complete short left to T.J. Yeldon for 11 yards (tackle by Quincy Wilson),1.090,1.090
3,1:02,4,3,IND 34,23,29,Josh Lambo 52 yard field goal no good,1.090,-1.730
3,0:57,1,10,IND 42,23,29,Chester Rogers left end for -4 yards (tackle by Calais Campbell),1.730,0.650
3,0:23,2,14,IND 38,23,29,Andrew Luck pass incomplete short middle intended for Mo Alie-Cox (defended by Ronnie Harrison),0.650,-0.030
3,0:19,3,14,IND 38,23,29,Andrew Luck pass complete short middle to Dontrelle Inman for 16 yards (tackle by Tashaun Gipson),-0.030,2.520
Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,JAX 46,23,29,Andrew Luck pass deep right intended for Mo Alie-Cox is intercepted by Telvin Smith at JAC-26 and returned for no gain,2.520,-0.670
4,14:54,1,10,JAX 26,23,29,"Penalty on JAX: Delay of Game, 5 yards (no play)",0.670,0.340
4,14:54,1,15,JAX 21,23,29,Leonard Fournette left end for 11 yards (tackle by Darius Leonard),0.340,0.940
4,14:16,2,4,JAX 32,23,29,Leonard Fournette up the middle for -2 yards (tackle by Grover Stewart),0.940,-0.030
4,13:39,3,6,JAX 30,23,29,Blake Bortles pass complete short left to Donte Moncrief for 10 yards (tackle by Arthur Maulet),-0.030,1.600
4,13:16,1,10,JAX 40,23,29,Carlos Hyde left end for -1 yards (tackle by Darius Leonard and Pierre Desir),1.600,0.920
4,12:35,2,11,JAX 39,23,29,Blake Bortles pass incomplete short middle intended for DJ Chark (defended by Pierre Desir),0.920,0.230
4,12:30,3,11,JAX 39,23,29,Blake Bortles pass complete short right to Blake Bell for 11 yards (tackle by Darius Leonard). Penalty on Darius Leonard: Illegal Contact (Declined),0.230,2.260
4,12:04,1,10,JAX 50,23,29,Leonard Fournette up the middle for -1 yards (tackle by Jabaal Sheard),2.260,1.580
4,11:23,2,11,JAX 49,23,29,Blake Bortles pass incomplete short left intended for Dede Westbrook (defended by Al-Quadin Muhammad),1.580,0.890
4,11:19,3,11,JAX 49,23,29,Blake Bortles pass incomplete short middle intended for James O'Shaughnessy (defended by Tyquan Lewis),0.890,-0.130
4,11:15,4,11,JAX 49,23,29,Logan Cooke punts 42 yards out of bounds,-0.130,0.380
4,11:08,1,10,IND 9,23,29,Marlon Mack up the middle for 2 yards (tackle by Calais Campbell),-0.380,-0.630
4,10:31,2,8,IND 11,23,29,Nyheim Hines right end for 2 yards (tackle by Calais Campbell),-0.630,-0.950
4,9:43,3,6,IND 13,23,29,"Penalty on Calais Campbell: Encroachment, 5 yards (no play)",-0.950,-0.370
4,9:24,,,,,,Timeout #2 by Indianapolis Colts,,
4,9:24,3,1,IND 18,23,29,Marlon Mack up the middle for no gain (tackle by Leon Jacobs),-0.370,-2.240
4,8:26,4,1,IND 18,23,29,"Rigoberto Sanchez punts 41 yards, fair catch by Dede Westbrook at JAC-41",-2.240,-1.660
4,8:18,1,10,JAX 41,23,29,"Blake Bortles pass complete short right to Carlos Hyde for 4 yards (tackle by Matthew Adams). Penalty on A.J. Cann: Offensive Holding, 10 yards (no play)",1.660,1.000
4,7:50,1,20,JAX 31,23,29,"Blake Bortles pass complete short left to Carlos Hyde for 10 yards (tackle by Darius Leonard). Penalty on Kenny Moore: Defensive Holding, 5 yards (no play)",1.000,1.330
4,7:24,1,10,JAX 36,23,29,Blake Bortles pass complete short right to Leonard Fournette for 17 yards (tackle by Anthony Walker),1.330,2.460
4,6:49,1,10,IND 47,23,29,Blake Bortles pass complete short left to Tommy Bohanon for 5 yards (tackle by Anthony Walker),2.460,2.590
4,6:08,2,5,IND 42,23,29,Carlos Hyde up the middle for 3 yards (tackle by Al Woods),2.590,2.280
4,5:29,3,2,IND 39,23,29,T.J. Yeldon up the middle for 3 yards (tackle by Margus Hunt),2.280,3.180
4,4:52,1,10,IND 36,23,29,Leonard Fournette right tackle for -1 yards (tackle by Jabaal Sheard),3.180,2.500
4,4:16,2,11,IND 37,23,29,Blake Bortles pass incomplete short right intended for Donte Moncrief,2.500,1.820
4,4:12,3,11,IND 37,23,29,Blake Bortles pass incomplete short middle intended for Blake Bell (defended by Jabaal Sheard),1.820,0.790
4,4:08,4,11,IND 37,26,29,Josh Lambo 55 yard field goal good,0.790,3.000
4,4:03,,,JAX 35,26,29,"Josh Lambo kicks off 65 yards, touchback.",0.000,0.610
4,4:03,1,10,IND 25,26,29,Andrew Luck pass complete deep right to T.Y. Hilton for 35 yards (tackle by Barry Church),0.610,2.920
4,3:14,1,10,JAX 40,26,29,Marlon Mack up the middle for no gain (tackle by Calais Campbell),2.920,2.370
4,3:10,,,,,,Timeout #1 by Jacksonville Jaguars,,
4,3:10,2,10,JAX 40,26,29,Andrew Luck pass complete short left to Nyheim Hines for 6 yards (tackle by Barry Church),2.370,2.480
4,3:03,,,,,,Timeout #2 by Jacksonville Jaguars,,
4,3:03,3,4,JAX 34,26,29,Andrew Luck pass incomplete short right intended for T.Y. Hilton,2.480,1.080
4,2:58,4,4,JAX 34,26,29,Adam Vinatieri 52 yard field goal no good,1.080,-1.730
4,2:53,1,10,JAX 42,26,29,Blake Bortles pass complete short right to T.J. Yeldon for 6 yards (tackle by Quincy Wilson and Anthony Walker),1.730,2.000
4,2:20,2,4,JAX 48,26,29,Blake Bortles pass complete short right to T.J. Yeldon for 8 yards (tackle by Jabaal Sheard and Darius Leonard),2.000,2.650
4,2:00,1,10,IND 44,26,29,Blake Bortles pass incomplete short right intended for T.J. Yeldon,2.650,2.110
4,1:55,2,10,IND 44,26,29,T.J. Yeldon left tackle for 9 yards (tackle by Kenny Moore),2.110,2.610
4,1:35,3,1,IND 35,26,29,"Blake Bortles pass complete short middle to Rashad Greene for 11 yards (tackle by Kenny Moore). Rashad Greene fumbles (forced by Kenny Moore), recovered by Malik Hooker at IND-23",2.610,-0.480
4,1:30,1,10,IND 23,26,29,Andrew Luck kneels for -1 yards,0.480,-0.200
4,0:48,2,11,IND 22,26,29,Andrew Luck kneels for no gain,-0.200,-0.890
4,0:05,3,11,IND 22,26,29,Andrew Luck right end for -7 yards,-0.890,-2.440
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
