Quarter,Time,Down,ToGo,Location,DEN,KAN,Detail,EPB,EPA
Quarter,Time,Down,ToGo,Location,DEN,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,10,0,"Ryan Succop kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,DEN 20,10,0,Lance Ball up the middle for 5 yards (tackle by Tyson Jackson),0.280,0.410
3,14:29,2,5,DEN 25,10,0,Lance Ball left tackle for 4 yards (tackle by Brandon Carr),0.410,0.230
3,13:51,3,1,DEN 29,10,0,Spencer Larsen up the middle for 2 yards (tackle by Justin Houston),0.230,1.000
3,13:10,1,10,DEN 31,10,0,Lance Ball up the middle for 1 yard (tackle by Glenn Dorsey),1.000,0.600
3,12:34,2,9,DEN 32,10,0,Tim Tebow pass incomplete short left intended for Lance Ball (defended by Kendrick Lewis),0.600,-0.100
3,12:26,3,9,DEN 32,10,0,Tim Tebow up the middle for 1 yard (tackle by Derrick O. Johnson),-0.100,-1.180
3,11:51,4,8,DEN 33,10,0,"Britton Colquitt punts 48 yards, returned by Javier Arenas for 11 yards (tackle by Nate Irving). Penalty on Matt Willis: Illegal Motion, 5 yards",-1.180,-1.270
3,11:39,1,10,KAN 35,10,0,Jackie Battle left tackle for 34 yards (tackle by Von Miller),1.270,3.510
3,11:16,1,10,DEN 31,10,0,Matt Cassel pass incomplete short right intended for Dwayne Bowe,3.510,2.970
3,11:11,2,10,DEN 31,10,0,Dexter McCluster up the middle for 10 yards (tackle by Brodrick Bunkley),2.970,4.170
,,,,,,,"KAN challenged the fumble ruling, and the original play was overturned.",,
3,10:40,1,10,DEN 21,10,0,Thomas Jones up the middle for -1 yards (tackle by Von Miller and Marcus Thomas),4.170,3.490
3,9:59,2,11,DEN 22,10,0,Matt Cassel pass complete short right to Steve Breaston for 3 yards (tackle by Quinton Carter),3.490,3.180
3,9:16,3,8,DEN 19,10,0,Matt Cassel pass complete short left to Dexter McCluster for 14 yards (tackle by D.J. Williams and Quinton Carter),3.180,6.060
3,8:50,1,5,DEN 5,10,0,Matt Cassel pass complete short right to Dexter McCluster for 4 yards (tackle by Andre' Goodman),6.060,5.910
3,8:15,2,1,DEN 1,10,6,"Matt Cassel pass complete short middle to Le'Ron McClain for 1 yard, touchdown",5.910,7.000
3,,,,DEN 2,10,7,Ryan Succop kicks extra point good,0.000,0.000
3,,,,KAN 35,10,7,"Ryan Succop kicks off 65 yards, touchback",0.000,0.280
3,8:10,1,10,DEN 20,10,7,Lance Ball right tackle for 3 yards (tackle by Justin Houston),0.280,0.140
3,7:36,2,7,DEN 23,10,7,Tim Tebow up the middle for 3 yards (tackle by Glenn Dorsey),0.140,-0.160
3,6:59,3,4,DEN 26,10,7,Lance Ball up the middle for no gain (tackle by Tyson Jackson),-0.160,-1.630
3,6:33,4,4,DEN 26,10,7,"Britton Colquitt punts 60 yards, returned by Javier Arenas for 13 yards (tackle by David Bruton)",-1.630,-0.740
3,6:19,1,10,KAN 27,10,7,Jackie Battle left end for 3 yards (tackle by D.J. Williams),0.740,0.600
3,5:33,2,7,KAN 30,10,7,Thomas Jones up the middle for 3 yards (tackle by Robert Ayers and Von Miller),0.600,0.300
3,4:53,3,4,KAN 33,10,7,Matt Cassel pass incomplete deep left intended for Dexter McCluster,0.300,-1.180
3,4:45,4,4,KAN 33,10,7,"Dustin Colquitt punts 67 yards, touchback",-1.180,-0.280
3,4:35,1,10,DEN 20,10,7,Lance Ball up the middle for 1 yard (tackle by Kelly Gregg),0.280,-0.130
3,3:58,2,9,DEN 21,10,7,Tim Tebow pass complete short left to Matt Willis for 13 yards (tackle by Kendrick Lewis),-0.130,1.200
3,3:26,1,10,DEN 34,10,7,Lance Ball right end for 3 yards (tackle by Tyson Jackson),1.200,1.060
3,2:49,2,7,DEN 37,10,7,Tim Tebow up the middle for 10 yards (tackle by Kendrick Lewis),1.060,2.060
3,2:12,1,10,DEN 47,10,7,Tim Tebow left end for 5 yards (tackle by Reshard Langford),2.060,2.190
3,1:34,2,5,KAN 48,10,7,Tim Tebow right end for 1 yard (tackle by Tamba Hali and Derrick O. Johnson),2.190,1.620
3,0:49,3,4,KAN 47,10,7,Tim Tebow pass incomplete short right intended for Dante Rosario,1.620,0.130
3,0:45,4,4,KAN 47,10,7,Britton Colquitt punts 37 yards,0.130,0.380
3,0:35,1,10,KAN 10,10,7,Jackie Battle right end for 4 yards (tackle by Joe Mays),-0.380,-0.460
Quarter,Time,Down,ToGo,Location,DEN,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,KAN 14,10,7,Matt Cassel pass complete short right to Leonard Pope for 7 yards (tackle by Brian Dawkins),-0.460,0.340
4,14:23,1,10,KAN 21,10,7,Jackie Battle left tackle for 3 yards (tackle by Brodrick Bunkley),0.340,0.210
4,13:44,2,7,KAN 24,10,7,Matt Cassel pass complete short left to Jonathan Baldwin for 15 yards (tackle by Quinton Carter),0.210,1.530
4,13:05,1,10,KAN 39,10,7,Matt Cassel pass incomplete deep middle intended for Jonathan Baldwin (defended by Brian Dawkins),1.530,0.990
4,12:54,2,10,KAN 39,10,7,Matt Cassel pass complete short right to Dwayne Bowe for 7 yards (tackle by Champ Bailey),0.990,1.220
4,12:18,3,3,KAN 46,10,7,Matt Cassel pass incomplete short middle intended for Dwayne Bowe,1.220,-0.320
4,12:13,4,3,KAN 46,10,7,"Dustin Colquitt punts 54 yards, touchback",-0.320,-0.280
4,12:05,1,10,DEN 20,10,7,Lance Ball left end for 4 yards (tackle by Jovan Belcher),0.280,0.270
4,11:22,2,6,DEN 24,10,7,Lance Ball up the middle for 4 yards (tackle by Jovan Belcher and Glenn Dorsey),0.270,0.100
4,10:43,3,2,DEN 28,10,7,Lance Ball up the middle for 4 yards (tackle by Jovan Belcher),0.100,1.070
4,10:09,1,10,DEN 32,10,7,Lance Ball up the middle for 8 yards (tackle by Reshard Langford),1.070,1.610
4,9:24,2,2,DEN 40,10,7,Lance Ball left tackle for 4 yards (tackle by Jovan Belcher),1.610,1.860
4,8:46,1,10,DEN 44,10,7,Spencer Larsen up the middle for 3 yards (tackle by Kendrick Lewis),1.860,1.720
4,8:06,2,7,DEN 47,10,7,Eddie Royal right end for 2 yards (tackle by Reshard Langford and Brandon Flowers),1.720,1.290
4,7:19,3,5,DEN 49,10,7,"Penalty on Tim Tebow: Delay of Game, 5 yards (no play)",1.290,0.630
4,6:52,3,10,DEN 44,16,7,"Tim Tebow pass complete deep right to Eric Decker for 56 yards, touchdown. Penalty on Eric Decker: Unsportsmanlike Conduct, 15 yards",0.630,7.000
4,,,,KAN 2,17,7,Matt Prater kicks extra point good,0.000,0.000
4,,,,DEN 20,17,7,"Matt Prater kicks off 65 yards, returned by Javier Arenas for 8 yards (tackle by Jason Hunter). Penalty on Jake O'Connell: Offensive Holding, 10 yards",0.000,-0.320
4,6:37,1,10,KAN 13,17,7,Dexter McCluster up the middle for 6 yards (tackle by D.J. Williams),-0.320,0.030
4,6:11,2,4,KAN 19,17,7,Matt Cassel pass incomplete short right intended for Leonard Pope (defended by Joe Mays),0.030,-0.710
4,6:08,3,4,KAN 19,17,7,"Matt Cassel pass incomplete deep left intended for Steve Breaston. Penalty on Andre' Goodman: Illegal Use of Hands, 5 yards (no play)",-0.710,0.540
4,6:02,1,10,KAN 24,17,7,"Dexter McCluster up the middle for 10 yards (tackle by D.J. Williams). Penalty on D.J. Williams: Face Mask (15 Yards), 15 yards",0.540,2.190
4,5:40,1,10,KAN 49,17,7,Matt Cassel pass incomplete deep left intended for Jonathan Baldwin,2.190,1.650
4,5:33,2,10,KAN 49,17,7,Matt Cassel pass complete short right to Leonard Pope for 5 yards (tackle by Chris Harris),1.650,1.620
4,5:06,3,5,DEN 46,17,7,Matt Cassel pass incomplete deep middle intended for Steve Breaston,1.620,0.200
4,5:01,4,5,DEN 46,17,7,Matt Cassel pass incomplete short left intended for Leonard Pope,0.200,-1.990
4,4:56,1,10,DEN 46,17,7,Lance Ball up the middle for -3 yards (tackle by Brandon Flowers),1.990,1.050
4,4:51,,,,17,7,Timeout #1 by Kansas City Chiefs,0.000,1.050
4,4:51,2,13,DEN 43,17,7,Lance Ball up the middle for 9 yards (tackle by Kendrick Lewis),1.050,1.550
4,4:21,,,,17,7,Timeout #1 by Denver Broncos,0.000,1.550
4,4:21,3,4,KAN 48,17,7,Lance Ball up the middle for 2 yards (tackle by Tyson Jackson),1.550,0.200
4,4:15,,,,17,7,Timeout #2 by Kansas City Chiefs,0.000,0.200
4,4:15,4,2,KAN 46,17,7,"Penalty on Britton Colquitt: Delay of Game, 5 yards (no play)",0.200,-0.130
4,4:14,4,7,DEN 49,17,7,"Britton Colquitt punts 36 yards, fair catch by Javier Arenas",-0.130,0.220
4,4:08,1,10,KAN 15,17,7,Matt Cassel pass incomplete short left intended for Jonathan Baldwin,-0.220,-0.710
4,4:04,2,10,KAN 15,17,7,Matt Cassel pass complete short left to Steve Breaston for 8 yards (tackle by Chris Harris),-0.710,-0.390
4,3:39,3,2,KAN 23,17,7,Matt Cassel pass incomplete short right intended for Dwayne Bowe,-0.390,-1.830
4,3:35,4,2,KAN 23,17,7,Matt Cassel sacked by Elvis Dumervil and Von Miller for -5 yards,-1.830,-4.370
4,3:29,1,10,KAN 18,17,7,Lance Ball left tackle for no gain (tackle by Wallace Gilberry),4.370,3.800
4,3:24,,,,17,7,Timeout #3 by Kansas City Chiefs,0.000,3.800
4,3:24,2,10,KAN 18,17,7,"Lance Ball up the middle for no gain (tackle by Justin Houston). Penalty on Eric Decker: Illegal Formation, 5 yards (no play)",3.800,3.150
4,3:19,2,15,KAN 23,17,7,Lance Ball up the middle for -3 yards (tackle by Kelly Gregg),3.150,2.080
4,2:38,3,18,KAN 26,17,7,Lance Ball up the middle for 3 yards (tackle by Derrick O. Johnson),2.080,1.930
4,2:00,4,15,KAN 23,17,7,Matt Prater 41 yard field goal no good,1.930,-1.000
4,1:55,1,10,KAN 31,17,7,Tyler Palko pass complete short left to Dexter McCluster for 14 yards (tackle by D.J. Williams),1.000,1.930
4,1:30,1,10,KAN 45,17,7,Tyler Palko right end for 8 yards (tackle by Von Miller),1.930,2.460
4,1:20,2,2,DEN 47,17,7,Tyler Palko pass complete short middle to Steve Breaston for 17 yards (tackle by Chris Harris),2.460,3.580
4,0:57,1,10,DEN 30,17,7,Tyler Palko pass complete short left to Dexter McCluster for 7 yards (tackle by D.J. Williams and Andre' Goodman),3.580,3.980
4,0:31,2,3,DEN 23,17,7,Tyler Palko pass complete short left to Dexter McCluster for 6 yards (tackle by Andre' Goodman),3.980,4.440
4,0:28,1,10,DEN 17,17,7,Tyler Palko pass complete short right to Dexter McCluster for 3 yards (tackle by Chris Harris),4.440,4.320
4,0:11,2,7,DEN 14,17,7,Tyler Palko spiked the ball,4.320,3.500
4,0:11,3,7,DEN 14,17,10,Ryan Succop 32 yard field goal good,3.500,3.000
4,,,,KAN 35,17,10,"Ryan Succop kicks onside 11 yards, recovered by Mario Haggan",0.000,2.520
4,0:01,1,10,KAN 46,17,10,Tim Tebow kneels for -1 yards,2.520,1.840
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
