Quarter,Time,Tm,Detail,MIN,DET
1.0,8:06,Lions,Jason Hanson 45 yard field goal,0,3
,7:56,Vikings,Koren Robinson 80 yard pass from Brad Johnson (Paul Edinger kick),7,3
2.0,13:53,Vikings,Michael Bennett 7 yard rush (Paul Edinger kick),14,3
,0:08,Lions,Jason Hanson 26 yard field goal,14,6
3.0,10:45,Vikings,Michael Bennett 5 yard pass from Brad Johnson (Paul Edinger kick),21,6
,1:51,Lions,Jason Hanson 28 yard field goal,21,9
4.0,7:38,Lions,Artose Pinner 6 yard rush (Jason Hanson kick),21,16
